peakID, mass, rt, intensity
0, 115.06325114656603, 577.8109741210938, 2.235291136E9
1, 117.07891148616724, 532.9819946289062, 1.723984512E9
2, 103.09963164502558, 933.4190063476562, 1.075022208E9
3, 257.102718109766, 605.198974609375, 1.071633472E9
4, 234.15782282511483, 532.9819946289062, 6.25423744E8
5, 265.1159351819969, 635.4190063476562, 4.35156352E8
6, 137.0476854857384, 547.8720092773438, 3.73486304E8
7, 145.08508485667906, 644.1290283203125, 2.93657536E8
8, 129.0425853884142, 481.06500244140625, 2.13769984E8
9, 251.1016211317723, 439.489990234375, 2.13588384E8
10, 267.09651440108485, 471.00201416015625, 2.13426384E8
11, 125.04768925337518, 424.3550109863281, 1.67729552E8
12, 129.07899555869085, 566.6420288085938, 1.54640208E8
13, 277.1160224922355, 541.6420288085938, 1.502012E8
14, 128.05852277653693, 631.6950073242188, 1.5005416E8
15, 116.066547597506, 576.5759887695312, 1.22574368E8
16, 243.08540477284703, 559.1530151367188, 1.19143544E8
17, 204.06101808976743, 612.6119995117188, 1.04419832E8
18, 359.14256100945016, 661.5430297851562, 1.02428528E8
19, 225.1112885547089, 418.1650085449219, 1.02090032E8
20, 279.1315477205102, 500.3489990234375, 9.8131624E7
21, 118.08230810264273, 532.9819946289062, 9.5873184E7
22, 258.10598310874104, 605.198974609375, 9.5138472E7
23, 129.04258765724902, 465.9259948730469, 8.2792472E7
24, 182.07907954229307, 612.6119995117188, 7.991084E7
25, 111.04323405180718, 559.1530151367188, 7.8507944E7
26, 293.14712011034544, 471.00201416015625, 7.754572E7
27, 156.05348337198535, 510.5459899902344, 7.7215808E7
28, 531.4321743616471, 222.4969940185547, 7.5242064E7
29, 104.10300444296958, 933.4190063476562, 7.4970368E7
30, 279.0846008767852, 607.6680297851562, 6.9373632E7
31, 279.0846325180511, 607.6680297851562, 6.9373632E7
32, 159.12587624254854, 465.9259948730469, 6.605898E7
33, 235.161103231764, 532.9819946289062, 6.4560144E7
34, 112.06361415613985, 452.0090026855469, 6.1117348E7
35, 257.101031769182, 492.81298828125, 5.5946868E7
36, 251.10031692644296, 591.5089721679688, 5.445208E7
37, 269.1471474619537, 465.9259948730469, 5.0021212E7
38, 293.1472356038348, 437.0140075683594, 4.9884904E7
39, 188.15240951708304, 859.7509765625, 4.9241432E7
40, 151.09969923905155, 263.6520080566406, 4.8913992E7
41, 283.0913324294506, 582.7880249023438, 4.8411892E7
42, 234.11158873518153, 416.7489929199219, 4.8071544E7
43, 266.1192357823534, 635.4190063476562, 4.5831096E7
44, 226.0952306626499, 428.3110046386719, 4.4602876E7
45, 230.1264961223368, 577.8109741210938, 4.4334908E7
46, 111.04325317367312, 513.1500244140625, 4.3612552E7
47, 486.1711486795147, 557.9130249023438, 4.3455996E7
48, 151.09968034460266, 199.23800659179688, 4.2821744E7
49, 252.1206453758169, 465.9259948730469, 4.2707012E7
50, 151.09968207102926, 227.7480010986328, 4.0054636E7
51, 225.12109138735482, 465.9259948730469, 3.9418032E7
52, 228.14732244608325, 491.3940124511719, 3.8948416E7
53, 165.11535439919504, 704.3809814453125, 3.8285904E7
54, 107.03710232611921, 424.3550109863281, 3.7605552E7
55, 226.09530452389885, 421.8789978027344, 3.6950124E7
56, 188.11605234199885, 547.8720092773438, 3.6845272E7
57, 269.14718679060206, 478.5929870605469, 3.6368492E7
58, 209.05352740540218, 694.3419799804688, 3.5490436E7
59, 152.06836202235348, 588.9849853515625, 3.4443084E7
60, 327.1317605714835, 445.7040100097656, 3.3823148E7
61, 281.11227822847434, 413.00201416015625, 3.3570728E7
62, 427.1689959724883, 650.3519897460938, 3.3067816E7
63, 226.09517752769733, 448.2919921875, 3.2921028E7
64, 290.07652839585694, 465.9259948730469, 3.2296386E7
65, 151.0997022234956, 206.7830047607422, 3.2177378E7
66, 273.08469984283414, 536.6890258789062, 3.1686806E7
67, 126.04292575643547, 414.23699951171875, 3.1672514E7
68, 258.0850271597336, 483.7170104980469, 3.1277962E7
69, 521.1959132830493, 661.5430297851562, 3.045633E7
70, 165.11534874928233, 717.5029907226562, 2.9678752E7
71, 265.1159863987918, 618.9630126953125, 2.9091182E7
72, 145.11026027282986, 775.8170166015625, 2.8480058E7
73, 138.05101727110954, 547.8720092773438, 2.7987098E7
74, 233.08980144305082, 591.5089721679688, 2.7516856E7
75, 274.10251227750723, 465.9259948730469, 2.6893948E7
76, 252.1207246512489, 478.5929870605469, 2.6641254E7
77, 112.02723638571489, 499.1090087890625, 2.5442816E7
78, 532.4357439016098, 222.4969940185547, 2.5300814E7
79, 297.0896752458706, 413.00201416015625, 2.5138804E7
80, 683.2483050765527, 676.4760131835938, 2.4640522E7
81, 263.06713455905174, 416.7489929199219, 2.4554186E7
82, 202.14300060857767, 859.7509765625, 2.4398238E7
83, 131.09463058155964, 516.8579711914062, 2.4224732E7
84, 274.10258064764975, 478.5929870605469, 2.340934E7
85, 143.09462877965402, 514.3880004882812, 2.321713E7
86, 273.0846135741696, 528.0089721679688, 2.3155042E7
87, 308.1582111285746, 795.052001953125, 2.2907414E7
88, 265.1523575338046, 872.718017578125, 2.2512782E7
89, 268.0998330635408, 471.00201416015625, 2.2394156E7
90, 149.0840568221104, 453.24798583984375, 2.236133E7
91, 145.07387225705148, 661.5430297851562, 2.2331422E7
92, 252.10490505877152, 439.489990234375, 2.223744E7
93, 281.1109023522996, 552.8690185546875, 2.219107E7
94, 318.1831362035624, 206.7830047607422, 2.1508144E7
95, 125.05891005201248, 478.5929870605469, 2.1462352E7
96, 332.1986539738208, 206.7830047607422, 2.0654544E7
97, 362.20919515374317, 209.44000244140625, 2.0585596E7
98, 137.04522661199414, 577.8109741210938, 2.0509526E7
99, 208.08481009681634, 418.1650085449219, 2.0425798E7
100, 279.1315901533764, 478.5929870605469, 2.042275E7
101, 336.1643403274784, 709.5490112304688, 2.0370494E7
102, 552.3616397763442, 219.74400329589844, 2.0360514E7
103, 164.0685344855044, 612.6119995117188, 1.9406052E7
104, 151.09969809449188, 170.61099243164062, 1.93919E7
105, 135.05449691145967, 439.489990234375, 1.9283752E7
106, 151.04927874349085, 582.7880249023438, 1.9241686E7
107, 257.1010472442455, 476.1000061035156, 1.8774752E7
108, 290.0765855574111, 478.5929870605469, 1.840762E7
109, 228.1473108058049, 572.8699951171875, 1.8282624E7
110, 226.09523844758957, 371.34600830078125, 1.8240836E7
111, 109.05277124731748, 490.15399169921875, 1.8160444E7
112, 403.19946368654143, 240.802001953125, 1.8132042E7
113, 69.05785739129892, 576.5759887695312, 1.765905E7
114, 255.07406057917873, 594.0239868164062, 1.7283624E7
115, 122.04016599202511, 418.1650085449219, 1.714433E7
116, 278.11936832479614, 541.6420288085938, 1.702217E7
117, 95.0370962787162, 411.6610107421875, 1.6907876E7
118, 174.05030647755282, 588.9849853515625, 1.689889E7
