	pc1	pc2	pc3	pc4	pc5
0	0.04239126536715168	0.014343507377601818	-0.01907908943051517	0.010097748769105627	-0.009548815180267255
1	0.024943524107083385	0.007765170893512905	0.05380984814066473	0.03305178001310107	0.00821675724236927
2	0.04273840996133594	0.019229624921507708	-0.0038144257215300885	0.026092258616571017	0.0007483595917719105
3	-0.004020319108950947	-0.009394093726884309	-0.04251527820058085	-0.07654585803441348	0.007106237738254866
4	0.0456107360500663	-0.021292330150343212	0.012231008214396991	0.005991057793622202	-0.005459469582392953
5	-0.0025895602269492357	-0.005214931373961018	-0.04520785678720406	-0.07522620879047996	0.022825551519846984
6	-0.02472393485350561	0.03636785223185844	0.03134747541021672	0.04498278148331602	-0.010109707852717769
7	0.04556548740505232	-0.02137191653299533	0.00678328455159928	-0.000737045458335879	-0.007915616808370158
8	0.044784426601520294	-0.026080370176789415	-0.00018531319974280337	-0.002362522549073039	-0.0014465662199465716
9	-0.003547365078182726	-0.0030529705364712033	-0.04431826752836432	-0.07561060755196386	0.021431038219132663
10	0.04362540573671498	-0.028593310003547055	0.006230918996791292	0.0021926264570391847	-0.0036950484546683505
11	0.042066381664461305	-0.011824661240379543	-0.033939731916768794	-0.011440326758177629	-0.015459675329298653
12	0.04330877614397578	-0.024503208922228514	-0.004749946771897198	-0.011847979211581754	0.011879846369455995
13	0.039702971165773586	-0.017082891861071616	-0.016052690021375552	-0.0015719027515544014	0.020708060975845363
14	-0.028711306848266005	0.04864583202514881	-0.005432976275022216	0.013834183611125109	0.015685289449340886
15	-0.028918706690016956	0.04873137587598019	-0.005964280128421031	0.012625082171156928	0.014004428100920396
16	0.0440657801358124	-0.027645139951710782	-0.007294965486245895	0.004205280253909972	-0.006880658881427621
17	0.04237601298636315	-0.01811761885873917	-0.02497372091612147	-0.01386975609056235	-0.010956431146729007
18	0.02770878045560121	0.017589065658931757	-0.005410063559879312	-0.019501333722876376	-0.053227764444551164
19	0.04518258418605023	-0.02154048527197846	-0.0041874963572956754	-0.008630219347399853	-0.014799428396802554
20	0.044783494873064426	-0.025256067894524125	0.004780121951650536	-0.005188416493401887	-0.002008537233215167
21	0.0449917376940853	-0.02343782530892421	-0.0033325183796643495	-0.010456391800130482	0.0009402557365911919
22	-0.009576838666656672	0.046254498056306735	-0.025737089955120987	0.005771646974694731	-0.04946087696673342
23	-0.028607222779225998	0.04753291858297086	-0.00772828486055052	0.015787452707128932	0.020396290777038716
24	0.02903584782302638	0.0133812737620411	-0.0031994307741796016	-0.01629580337469513	-0.06029592392556176
25	0.04567034291832723	-0.01991555187132449	0.005449086371517232	0.016396493180642853	-0.009470151656585445
26	0.044224299004049304	-0.025374962155966185	-0.014032328794559049	-0.007847554198895568	-0.004406534992848985
27	0.034041795116209354	0.015540165081866708	0.02464578469015128	0.0019505722818362282	-0.002584358332143214
28	-0.03447463689965915	0.03723111752677732	0.02010899039381525	0.029328516194239904	0.00016867103743211918
29	0.045909553359471666	-0.02091305961545471	0.011429201153119435	0.004099012302535108	-0.005015103326205691
30	0.03958848317141358	-0.012462195895859368	0.015202072002991665	0.045234129690066835	-0.026746548622403492
31	0.04386887474096448	-0.027797662489626847	-0.002721411547630458	-0.004603459832574814	-0.009170162260378712
32	-0.006958616948683062	0.047593311338451474	-0.034396949294498796	0.010450470926171318	-0.04213193570434604
33	0.0443228575713504	-0.027335031488341075	-0.0035118567424151006	-0.007783105595984265	-0.0007032870882476655
34	0.04523747983190218	-0.012206097151048513	0.008388211052322203	0.013885872947785736	0.006698289424591583
35	0.04515285851630569	-0.011932249119319926	0.007355763669643802	0.013019598775086367	0.005246698990230376
36	0.02826722774751216	0.01766818601889252	-0.02002522058408238	0.01188553584184952	-0.0728929650300337
37	0.04352908473492203	-0.025746817479388683	0.01178080973017914	0.016233565567222025	-0.005467665515470262
38	0.04261162979901288	-0.030199472234313407	-0.009474076889055428	-0.0082363501780938	-0.006187780426461358
39	0.0400258867092622	-0.014095374076649405	0.023617332716113944	0.043657125112986556	-0.0030598457485427706
40	0.037769528912916336	-0.007037894560333283	0.024169712418180223	0.01851463039242419	0.01966744033906909
41	0.036020975645884176	0.018364872877920577	-0.02874986564967367	0.00415194104692141	-0.014181573046507847
42	0.044462441373733244	0.001234019173121519	-0.018193741204802737	-0.012381420158492747	0.016025290235065465
43	0.04216801048936508	0.01549052042453992	-0.0247588403544306	0.0037050321738583566	-0.02546502693829368
44	0.045799523470909716	0.003109245797972978	0.02212317027317818	-0.01745717959727323	-0.006948350114970852
45	0.03545200539262659	-0.000489725686331254	-0.048260761488088964	0.02642194431821751	-0.004919784672532525
46	-0.013731856995126163	0.046528074120765026	-0.02114349610499288	-0.003874719328959379	-0.02945322295507894
47	0.043525139310827896	-0.02591638893740802	-0.007793974308588687	-0.013923423488080601	-0.005455959731637932
48	0.04658297993446411	-0.016497993767333647	-0.01157077373151783	-0.011873212496454157	0.0018109065001816417
49	-0.032170698067309496	0.044986568052825936	0.01589844613498047	0.0033885777726355543	-0.004120307004209304
50	0.037302329408081876	0.019226026321155033	-0.025826154743925137	0.005781204652037984	-0.020395000268526777
51	0.04750641636447438	-0.015297581927986552	-0.004327643337848303	-0.00501521856539543	0.0005250897130953069
52	0.015795252934119042	-0.016692873200452294	-0.029680999025157487	-0.07079052499908378	0.021423305311735773
53	0.04691298074373562	-0.01297197116922832	0.006862243162159776	0.0047174592948281266	-0.014409247879267237
54	0.04447909718922548	-0.027504530592601502	0.001714215495444568	-0.0018595318770777255	0.001228204110917126
55	0.0004270219826602653	0.04471496570997026	-0.0376642422256444	0.015725172759644218	-0.05014707437274001
56	0.04702062082589568	-0.008440517816815688	-0.009615235035455166	0.021126561398520916	-0.0012207902679268591
57	0.04432353468881685	-0.027611557228359784	-0.0012214322337933338	-0.003161757194455173	-0.01107639980450525
58	-0.016574772675628	0.024095089885333848	-0.035508172365417826	-0.06237032206600615	0.03145458226305
59	0.027228202849857053	0.01676459854762271	-0.013850324235955763	0.03440526652382834	0.014382179098273669
60	0.013289773157603633	0.040627894737855705	0.039401437488620634	0.00832740265253166	-0.0015981329267010678
61	-0.0008927614395934129	-0.02265481232064478	0.02220937229148087	0.02034763565567473	0.049568054389676916
62	0.04268326935043144	-0.018535821686823134	-0.027194461077076543	-0.02390667970684601	0.0008213291717061048
63	0.013270910133403136	-0.0020960730325625845	-0.0017990221656170066	-0.06666935767673202	0.03819293612751795
64	0.006058670117067316	0.044286747802158924	-0.014037098693659402	0.04155679860726633	-0.04666873549416305
65	0.02965979744672431	0.014000654046305842	-0.05511709668094037	0.014241125618337245	-0.005955480826866743
66	-0.008198497433673345	0.04576711355135636	-0.031484848806877186	0.013362968701051274	-0.02648232364956482
67	0.03552431682201425	-0.010816391972096951	0.02726432214582219	0.04776712859710247	-0.019623198403112403
68	0.037190483517822025	-0.0012347775264089642	0.007992994008662697	0.014170405122385581	0.03002486631005257
69	0.046228142035168944	-0.013405755102657839	0.016011943502378865	-0.01610202719695088	-0.009585489525767842
70	-0.008167120249657413	0.047940941386513426	-0.03188908710464472	0.012575616095336419	-0.04381218332220531
71	0.044105311604554616	-0.02671250135435685	-0.007632351653108405	-0.008574248599725321	-0.0012125714841707178
72	0.029153011700208557	0.01391742106032955	-0.053300305614426245	0.015524766397670127	0.015162576148806003
73	0.016226032009225975	0.022089255006754457	-0.02320000094255552	-0.004370142791432027	-0.019795574062800463
74	0.01378803417093573	0.04065875047114181	0.035639594714563544	0.01349467121466447	0.00989961369682145
75	0.02283030655330191	-0.008558711399373427	0.015117206511556095	-0.015369330737955588	0.03201651707296482
76	0.04325747275823826	-0.022187925086204614	0.004378603601028155	-0.00308213777397001	0.005225113138461869
77	-0.0015701582496839752	0.004726520145025494	-0.04077298652694147	-0.07894293952926285	0.023645132475390816
78	0.03548663633486105	0.010126356307056772	-0.004925628390159302	0.06013293108239354	0.00041731097436917497
79	0.029816745719732255	0.006799115319201881	-0.054270548826918764	0.017229766136937087	-0.029728858606292794
80	0.044981781686087345	-0.024304426234488172	-0.0007694452824836994	-0.00516321810698665	0.006027849010924946
81	0.01505499916695175	-0.011047986289707264	-0.03316732158245005	0.016268507015926373	0.01950317999963332
82	0.046391011733999364	-0.02217278166474323	-0.005317457399232393	-0.006761116359057501	-0.0014433894224023796
