Mass	RT	T0R1L	T0R1R	T0R2L	T0R2R	T1R3L	T1R3R	T1R4L	T1R4R	T2R5L	T2R5R	T2R6L	T2R6R	T3R7L	T3R7R	T3R8L	T3R8R	relation.id	relation.ship	codadw	charge
209.9933107	925.0666275	2329521	1699333.75	4081559.75	2653759.75	8466196	1857236.875	3048787.5	3801056.5	2446847.75	2370190	1526892.75	1649429.75	3472931.5	2004552.625	2077552.75	1376684.625	253	bp	0.956251861	1
155.076673	870.507122	2384128.25	3046204.5	1952347	3925320	2496651.75	4143336.75	5321081	6249361.5	5764526.5	4239766.5	4657684.5	5813240.5	8435405	7921860.5	5481924	4267883.5	254	bp	0.974764333	1
201.1185081	500.6999378	3883399.75	5019802	6971631.5	6211631	2032059.75	4974506	7996503.5	7062036	6048098	6050553.5	7096327	5910001.5	8391175	6236388.5	7041890.5	5929513	255	bp	0.951554814	1
203.0923936	1400.079369	934178.6875	305121.8438	1250567	834457.3125	394029.5625	975461.0625	5833396.5	8357095	2974299	3858628.75	1108123.5	1283764.875	1792835.875	953573.375	3393737	1641690.875	256	bp	0.962662805	1
150.026628	522.4196655	4627621.5	5558719	8272266.5	3891933	0	186623.6875	257216.8906	256375.1875	190814.1563	156495.8438	157564.3125	168999.7188	217989.2188	224183.5938	172954.8281	156764.2969	257	bp	0.953800051	1
224.0520041	423.3082542	8272001	6982601	7752391.5	4282591	1291705.25	2940370	5813212	4571477.5	3190386.75	3531492.5	4659534.5	2915108.25	6314108	2797027.5	3459306.5	4248164.5	258	bp	0.914059258	1
158.0399482	890.6541748	7944713.5	2632900.75	8268922	2366685.75	0	0	219355.1094	162771.5	0	0	0	0	0	0	0	0	259	bp	0.942979136	1
154.0844716	1009.364669	146288.3281	0	214890.0156	183968.1563	1222266.25	848864.9375	2167382	1987668.125	2692913.75	2347888.5	1260775.625	1326663.875	8252170	4166707.25	2732831.75	2123259.5	260	bp	0.971951203	1
386.1350776	1208.097496	7156841.5	732415.625	5465341.5	8183120.5	3020030.75	2169671.5	6834710.5	5909149	3919931.25	1693691.375	1608741.25	2014444.125	2285504.25	1473822	3292377.75	675533.0625	261	bp	0.960629723	1
220.0771238	540.0750692	3640878.75	6425966.5	3729342.75	6085414.5	0	4375901	8167008	5055893.5	6574801	4784679.5	6741706	4835066	5642731	4556816.5	6676152.5	7437091.5	262	bp	0.929931243	1
169.0559289	444.8152504	8140318.5	6584158.5	6591044.5	3165846	576068.5625	1033351.875	2384857.25	1959139.5	1740350.375	1281648.875	2315989.75	1258424.75	3004677	1332613	1938719.375	1720293	263	bp	0.94061501	1
188.068948	596.6948051	269010.4375	272762.3125	392102.9375	227189.25	935679.9375	1708903	2174807.25	2724585.75	2766427.5	3063584	2913107.25	3421357.75	7441650	8095366.5	7604871	5889610.5	264	bp	0.897916273	1
216.1002078	1541.830002	8081786.5	829059.625	6537298.5	2907290.5	2926574.5	873704.375	2226071.25	4280813.5	1371093.25	2582528	788271.625	915565.375	1332383.375	1596579.25	1011876.438	971955.25	265	bp	0.982755608	1
148.0376605	432.9023094	4426576.5	5259311.5	5412685.5	8009115	2000378	4452298.5	5282512.5	4748319.5	4193555.75	4778946.5	5259540	4480776	5167173.5	4029697.25	2954154.25	3253045.5	266	bp	0.938426936	1
338.2640996	1180.930688	612012	880578.8125	2130456.5	2094339.25	0	2010712.75	8007664.5	4822519	1506194	5097707	1710641.5	2062717.75	4312976	3712523.5	1593337.5	3139560.75	267	bp	0.936354105	1
178.0449404	528.6735573	7953454.5	2807665.5	3165603.5	2249746.25	965080.25	1863532.625	3108406.5	2987827.25	2175587.25	2581534.5	2630416	1867349.875	3190029.75	2642531.5	2343506.25	2250935.5	268	bp	0.955063588	1
148.0551376	1009.787498	808924.9375	821717.1875	4197661.5	3307065.5	7937366.5	1011552.563	4237693	3972295	4200193.5	4294708.5	3474540.75	2161976.75	4165785.75	2361501.75	4252633.5	3704407.75	269	bp	0.957508536	1
208.0667931	1290.392133	7910783	600063	5848713	4589424.5	150873.2656	1558152.5	794071.0625	6122147	3672029.75	1864948	0	474253.8125	218944.8906	438587.5313	255940.5313	0	270	bp	0.96148232	1
173.1055695	753.1394348	3405180.25	3315389.75	3966637	3113712	4404298.5	4956807	5685454.5	6139332	4968166	4472432.5	5764651	5473645.5	7872671.5	7341070	6422337.5	5030815	271	bp	0.967214715	1
287.1373677	844.942379	7738273.5	5112542	5374975	5333430	923825.8125	884992.75	1475966.625	1586330.375	966164.1875	833932.5625	593122.9375	1426473.875	835120.625	1270947.25	788652	412361.2188	272	bp	0.933475188	1
257.090513	678.0071907	568613	1202100.25	1192962	1571492.625	2452066.75	2616831.5	4095269.5	3504527.75	3709733.25	3592894.75	5223608	5320049	7721106	6801218	4825275.5	4560634	273	bp	0.934321589	1
159.0538489	714.1985962	249826.0625	239371.9844	0	189034.9688	2336630	3058000	4144038	3723373.5	4690119	3970399.75	4307457	3961979.5	7713628	7333906.5	5205580	3932172.25	274	bp	0.928645143	1
220.0771382	1011.721245	385878.0625	576745.0625	1275869	1672211.625	7680571	830965.0625	890132.1875	909433.0625	1163439.5	776110.75	1076770.5	900399.4375	1353938.125	1307210.125	1715491.125	1421254	275	bp	0.929530389	1
173.105612	1076.970009	294108.0625	190904.375	408359.0313	299490.6875	4128119.75	2872410.25	5938549.5	5127279	5927191	4667561.5	3539349.25	3389285.75	7662972	4290641	4351599.5	2617079.25	276	bp	0.943848302	1
246.0987888	1352.02356	146838.0156	0	439092.875	0	4686876.5	3191341.75	7636393.5	5790200	5261294.5	5712005.5	3501235.25	2593010	4438993.5	2588861.75	3224237.75	1494325.375	277	bp	0.957445096	1
173.1056078	1151.40873	1166693.125	509955.1563	1615135.5	888833.125	225879.8125	1874703.25	2562643.5	3017853.25	4098134.75	2247851	2341993	1275111.125	7608499.5	4312227	3938790.5	2368883	278	bp	0.938830455	1
273.096612	797.1733093	4511548	4513513.5	5071179	4504070	7588887.5	2766916.75	4666637.5	3431236.25	4994997	3299096	4757663	3357906.75	5012481.5	3215578.5	4333418	3496421.25	279	bp	0.951101754	1
146.0582605	798.4021225	3790390	1690979.75	7572180.5	2306662	2295607	1296394.5	2292200.5	3039354.75	3357720.75	1275772.375	2614019.25	1587192	4166965.75	3315072.5	3752871.5	2207301	280	bp	0.969483548	1
146.0581406	698.7262835	0	0	262207.8125	275736.3438	7418522.5	247407.4063	489196.5	450951.875	303215	303544.875	278480.0625	224638.4844	436527.3438	174091.2031	155198.8281	199523.1094	281	bp	0.882495612	1
230.0795226	997.825428	3504038.25	2101388.75	4297543.5	6331198	1394755.25	402262.0938	630875.625	1974925.125	7380594.5	2114429	5342634.5	5412221	1674141.625	618055.125	766542.5625	2219440.5	282	bp	0.930092619	1
147.0578238	1352.034999	141764.4531	0	358486.5625	0	4087212.75	2971124.25	7377926.5	5698503	5097969.5	5433642.5	2914053	3108047	4536557.5	2802597.5	3282868.5	1725551.625	283	bp	0.955336026	1
147.0579738	500.5571981	224751.25	285521.25	356749.3125	236312.9844	0	2998744.5	3772200.75	2670872.25	3598506	3064700.5	4548262	3859293.5	6987503.5	7356769.5	4566561.5	4854026	284	bp	0.939259487	1
189.0683983	997.3769989	3897190.25	2203114.25	5538469	7311293.5	487451.875	1683916.125	4668141.5	5159274	4482782.5	4574560	4033612.75	2993206.25	3591670.75	2742492.75	4148225.25	4523854.5	285	bp	0.958338767	1
188.080099	802.3064995	2291337.25	1847435.375	6673293.5	2783198.5	4832373	2203119.75	4973279.5	3359830.25	4257548.5	3149853.75	4364991	2494770.75	7276693	2723638.25	4884159	3533391.5	286	bp	0.962751602	1
207.082718	996.8983154	909755	434552.2813	2592939.25	357505.8125	3256606	1000995.375	4192856.5	4470522	1826518.5	3737491	2189944	1149763	7227537	3377516.5	2360435.25	2383351.25	287	bp	0.980007289	1
216.1001976	612.1609993	3127895.5	3576045.25	5614833	7220089	3146065	2155508.25	5315089.5	4655412	2188812	3340967.25	2877397.5	3119466.25	3776389.25	3570697.25	2227979.5	3093467.5	288	bp	0.915847418	1
327.1142667	781.1447487	7219679	5029436	5213122.5	3611238.75	920350.5625	696878.4375	1099560.5	1305869.25	788972.875	783872.6875	914205.1875	561858.0625	1191269	504110	875776.8125	730975.125	289	bp	0.951905019	1
273.092474	948.0188599	6169239.5	2599861.75	7212511.5	2654022.5	0	0	328794.625	429035.0625	0	184982.7188	0	0	0	0	0	0	290	bp	0.923167715	1
313.1098421	754.6266212	4391172.5	3725794	5911319.5	4654237	4341389.5	3062787.5	6576502	7121530.5	4305807.5	3772335.75	3718983.25	3698814.25	7076033	5928283	5327407.5	3995317.25	291	bp	0.950373086	1
300.0609948	939.2301178	3029254	1718262	7101254.5	1601481.125	389032.9375	227116.0156	871139.625	1122462.375	447603	504352.3125	364902.25	355276.4375	1003444.313	461454.3438	498913.125	306614.875	292	bp	0.961006475	1
215.1161562	805.9387474	1063159	882667.25	1311098.375	749990.625	2366652.75	3176882.5	3187165.5	3181031.75	4822435	2594806.75	5091247	3757994	6814486.5	7071991	6560993	3362890.75	293	bp	0.972562062	1
310.0909332	429.2968038	1373987	1408842.375	2798187.5	1044984.813	0	1008062.25	3989695	2898594	2214931.75	2285636.25	3265503.25	1514521.5	6898853.5	1934644.5	3081255.5	2393141	294	bp	0.915628177	1
154.0082089	409.1051235	4634876.5	6229931.5	6772670	3307137.5	523720.375	1132821.375	2976506.25	1846799.375	1809537.375	1321937.5	2333864	1488719.375	3724616.25	1660524	1919784.5	1902600	295	bp	0.912725334	1
203.0923792	1222.353127	1000393.063	406718.7188	4690970	4300444.5	2822217.75	533323.8125	2959905.5	3189521.25	3584607.75	2245267.75	2055193	1634829.75	3137691.75	2136525.75	6759059.5	3686037.25	296	bp	0.954761653	1
171.0715761	464.9498119	301687.8438	403668.8438	591579.9375	452744.0313	692287.1875	1541696.75	3062677	2802587.5	3763227	2750228	1853124.25	3010779	5746343.5	6758382.5	6357837	3184908.5	297	bp	0.922192969	1
262.0990748	639.225193	3373776	2984053.5	6743720.5	1971862.375	745406.625	1317168.75	1331795.75	1655563.75	821198.125	992930.4375	2074774.5	1298110.625	1255983.625	1380572	1230589	1029334.875	298	bp	0.938466073	1
288.1509904	799.3094292	3148887	2915157	6718805	2323780.5	3815076.5	2290848.75	6197685.5	6148693.5	1978971.25	5523725	2645776.25	2317925.75	5348900.5	5351220	2133123.5	2167879	299	bp	0.963347485	1
209.9933314	887.0373726	623772.75	549134.625	3741655.5	1097671.25	3814664.75	1115622	4745463.5	6714082	1474145.125	4667789	1212989.125	1180131.75	3871027	3293659.75	1273286.375	1316149.625	300	bp	0.951044506	1
169.0558977	430.1811886	5306682	5408713	6714009	4171382	944098.375	2172214.5	3776297.25	3688933	2522717	2623867.75	3926405.25	2615714.25	5116669.5	2997064.75	2822174.5	2872354.25	301	bp	0.924049027	1
216.1001755	784.4332428	0	0	0	0	2087504.625	3086338	2860279.75	1497304.25	3907720.75	1255415.375	2856393	3716154.75	4492854.5	6705217.5	5096817	2031609.125	302	bp	0.953161013	1
227.0910931	816.5154381	4323573	4127433	5438707	4077407.5	2364447.75	2416223.75	5475161	3913448	5624640	3356936.75	5485900	3196437.5	6662088.5	3512834.75	5695813.5	4150922	303	bp	0.859454263	1
227.05879	527.2274361	1138006.75	2503877.5	3222927.25	6658415	1137575.5	1761994.875	4262492	4013961.25	1362670.5	2900475	1688023.375	2504208.5	2372435	2419203	964556.0625	2727361.75	304	bp	0.948747949	1
314.0956393	1279.130005	884466	274363.6875	1026415.375	444165.375	6527899	384847.0313	1397148.125	1431166.5	726508.4375	812303.5625	410946.2813	471636.1563	1460465.75	589625.9375	821213.9375	414725.7813	305	bp	0.942807904	1
352.1207159	1005.326665	0	0	0	0	2262230.25	1933567.25	2479376.75	3740108	2845310.75	2798605	1973488.125	2653935.25	6527317.5	4717254.5	3706241	2289745	306	bp	0.933131788	1
159.0715872	671.6202545	299579.5313	295950.5625	487375.5938	272760.4375	1134317.75	2267167.75	2923805.5	1717110.875	3207808	3875191.25	5514934	3406182	6326877.5	6456981.5	2747725.25	4330480	307	bp	0.92356015	1
339.295731	1291.654366	4923720	1567746.875	5331319.5	2248961.75	2254914	2474402.5	6417897	4886936	4821198	2334354.5	1709213.875	2171051.25	4940335.5	3152061.5	2266981.25	2016328	308	bp	0.955743529	1
217.0997596	944.8125038	178127.8438	127981.5781	205933.1875	116080.0547	2543474.75	2180749.75	4383829	3741182.5	4345121	2066674.375	3456569.25	3397744.5	4667025	4782730	6353599	1991678.25	309	bp	0.948908179	1
203.1161801	1057.903341	0	0	0	0	3270624.25	3097491.75	6145809	5244862.5	5192191.5	3749221.25	3284719.75	3105976.25	6325571	3452816.25	4363673.5	2042828.125	310	bp	0.932524971	1
181.962065	522.5188029	3316589.25	4282765	6272403.5	3112359.25	0	155403.7656	229344.3594	208883.625	146118.1406	137307.75	122539.9688	133400.6094	182184.7969	189199.1719	133114.8906	132306.8125	311	bp	0.946172516	1
192.0970835	1525.97374	2509427.25	1608219.375	3228039.25	3388134.25	1767651.875	1469515.125	4740152	6214460.5	3577534.5	5831017	2214823	2760512.5	5071541.5	4745996	3068647	3864979.25	312	bp	0.941341419	1
186.1008353	856.3181267	3922056.5	3194644	5900661.5	3102986.5	3686730.5	1774331.125	5276621.5	3747626.75	5308770.5	2832961.25	5771200	2631173.25	6208648	3207723	5435259.5	3672237.75	313	bp	0.983569524	1
188.0843247	850.1497536	166543.0625	264027.4688	222680.75	344627.2188	2100966.75	1510966.5	3447003.75	2689294	3608600	2556068.75	2444778.5	2314424.25	6038523	4364609	3337604	2264085.25	314	bp	0.952472224	1
150.0169307	520.1441269	2894622.5	4396581.5	5973973.5	2732186.25	127576.4766	155219.7344	249183.4844	183933.9844	191099.7813	160126.6094	183631.3281	172461.6094	299958.4375	209462.9844	229706.5938	195675.0313	315	bp	0.953736578	1
148.0376624	436.7521858	2095140.25	1710542.75	2487626.75	5969476	354953.9375	2459358.75	846581.0625	792141.6875	1616101.375	643622.125	902246.9375	2723934.25	367797	349189.7188	838497.5	222750.5469	316	bp	0.918384017	1
216.1001629	813.9741333	139478.2813	0	184936.9063	132768.1875	2586635.25	3563942.75	3842883	2502385.5	3781581.25	1492715	2447246.75	3587419.5	4750024.5	5952448.5	4259376	1831054.75	317	bp	0.953178013	1
264.0931921	1134.152489	400934.7813	247938.875	518956.6563	265254.4688	2025797	5838590	1815342.125	3470229.25	4969833	2577811.25	1697651.375	3772176	2258200	3987448	2516777.75	1019494.75	318	bp	0.945653169	1
296.0665318	1066.828133	424482.5313	390755.4375	1389722.125	683597.8125	2975970.5	1204380.625	3792557.5	5823160.5	2123018.5	4469681	1074828.125	1140281.25	2614489.25	1259970.875	1256917.25	995316.1875	319	bp	0.987374045	1
356.1061146	1124.079987	287396.5	287728.0938	1449104.625	1201798	4822207.5	2732245.75	5818935	5697717	4450158.5	5073049	2805422.75	2711757	5707644.5	2446171.25	3175979.5	2486933.5	320	bp	0.961985049	1
197.0620427	798.0160027	311645.5625	466094.3438	2361607.25	705856.4375	1945696.75	428634.4063	5310325.5	3966149	551226.4375	3046021	2649972.25	1085317.625	5809958	2612871.25	1317625.125	2552803.5	321	bp	0.967844628	1
259.1424778	766.0659332	734699.9375	577813.4375	660356.375	484444.3438	1987262.25	2175999.5	2941176	2716579.75	4183620.5	2234784.75	4853763.5	3167391.5	5348329.5	3731975.5	5778137.5	3142503	322	bp	0.95169336	1
173.1056087	953.9699402	384656.7813	572581.375	902333.5	1056981	2325375.5	1485737.625	2641597.25	2803772.25	2724006.25	2372935.5	2880230	2574593.5	5755450.5	3811127.75	2675578.5	2034873.125	323	bp	0.951472672	1
203.0923364	970.0659332	2363873	1620751.5	4748639.5	3016114.25	4435659.5	2958160.5	5108880	5704506	4322054.5	3713464	3229159.75	3062302.5	2028894.25	4080884.5	4218985.5	2238314.5	324	bp	0.968524101	1
218.0949748	822.1854197	1954450.75	2090087.125	3030049	2359769.5	0	5645141	3771322.5	1468532.875	4788093.5	3110095.25	2650610.25	0	3489341	0	0	1946777.25	325	bp	0.940337259	1
168.0606477	997.1457275	2985162.25	1703736.125	4269765	5600513	0	2997194.5	5001200	2602566	2262037	2009289.625	1959886	1451060.125	1631335.875	411426.25	515699	2107011.75	326	bp	0.948382353	1
217.1317519	946.5797475	0	0	0	0	1520720.5	2144809.25	3815760.5	3512572.75	4249787.5	2344503	3087278.25	3129904.5	5479409.5	3063367.75	5124683	2264415.25	327	bp	0.945346525	1
291.1269547	596.7842611	191139.8281	207889.7344	275279.6875	166514.7813	0	1265880.125	1591822	2004348.75	2043772.375	2160627.25	2101852	2593112.25	5120795	5469511.5	5231162.5	4194850	328	bp	0.898348273	1
256.0952739	940.1161987	184804.3281	0	175819.6094	222729.25	1856439.375	1985690.375	3165428.25	3079220.5	3553704	1771776.125	3043309.75	2612121.75	3872933	3676801.25	5467775.5	1927494.25	329	bp	0.956463809	1
72.03957949	602.553875	948655.75	490139.9063	589788.625	542565.0625	5452854.5	988225.125	1342315	1378081.875	1220703	1082783.25	1416480.625	1324376.625	2151061.75	1833984.125	1687626.125	1283285.125	330	bp	0.959245594	1
227.1161859	943.9803734	651956.1875	689464.3125	989359	806330.625	2136731.5	2077303.875	2052111.25	2717771.75	3298208.25	2740801	3497813	3478396.25	5391007.5	4972334.5	3365335.75	2050042.25	331	bp	0.952058443	1
304.1347153	1008.941875	668163.875	694815.3125	2660073.25	2143993.5	1838982.875	1795921.125	2807006	2670078.5	2907414.25	2541446.5	2453182.5	2480589.5	4493952	3910934.5	5359154	2275573.25	332	bp	0.975388943	1
173.1056059	1147.934372	482018.7188	230259.625	633842.375	372251.7188	223148	582023.5	2419786.5	2952940.25	1407490.875	1156445	771534.125	714902.4375	5349279.5	1113253.5	746171	782081.5	333	bp	0.932477099	1
220.0970283	770.7333592	0	0	181341.4531	187785.6563	1546424.75	1664938.125	2708464	1797793	3577616.5	2982170.5	2712606.25	3223333.25	5310357	5345678.5	4425793	3132572.75	334	bp	0.947425873	1
226.0246609	888.0681274	5262199	1717858.625	5335203	1605254.375	0	141012.5469	561776.25	761796.8125	182620.7031	551644.0625	145918.6094	147119.7344	447778.9688	414723.125	159446.5313	152231.8438	335	bp	0.947227177	1
188.0800963	754.8001213	4337157	3522249.25	5090385	3852239.75	1659788.25	2520712	4838608	3894766.5	3959420	3081765	3451480.25	2681467.5	5329432.5	3305164.75	3887123	3136926	336	bp	0.973815476	1
195.9776964	522.4518066	3100428.25	3363457.25	5320240	2462302.5	0	181855.5313	209798.0625	220529.3125	169822.4688	152722.3906	122163.9141	138533.875	192214.6719	192077.0469	135425.9844	121959.8984	337	bp	0.951290908	1
350.0621981	522.3342285	2488721.5	3634348.5	5313355.5	2157533.5	0	112301.7344	170356.6406	160635.8125	0	0	0	0	127918.0703	139405.0469	0	0	338	bp	0.943204605	1
305.1427984	991.768716	0	0	149623.25	155454.9219	2138134	1703001	3116181.75	3348944	3550746	1827664.125	3066417.75	2473043.75	3959884.75	3836960.5	5294051.5	1276017.5	339	bp	0.946913832	1
173.1056409	514.9462509	3215182.75	4279054.5	5278107.5	4194736.5	1185019.875	2346924.75	3610701.25	3570556	2640987.75	2886090.25	4104045.25	3262011.75	4565823	3876322.5	3110744.75	3123249.75	340	bp	0.898905349	1
74.03625448	1352.089992	145380.875	0	341310	0	3856507	2754371.75	5235803.5	4267569	3740125.5	4055936	2603401.75	2378447	4297565	2283744.5	2561518.5	1424347.625	341	bp	0.954581005	1
257.1268097	793.7755051	929703.3125	776993.0625	1089048.625	866112.5625	1489472.25	1446000.25	2598345.25	2005316.5	3027923	2067163.5	3300078.75	2883230.25	5198611.5	4643575	3433510.25	3176497.25	342	bp	0.94276911	1
189.1004825	543.2092514	1390663.625	3528271	2038155.125	2468293.25	634669.125	2506206.5	2512687	2490190	3314649.5	1506038.625	4207118.5	2753256	4345455.5	4464101.5	5188543.5	4082086.25	343	bp	0.947533204	1
293.1233855	1059.433068	4963833.5	1834457.375	5186313.5	940033	0	0	200092.3281	158985.7656	208865.2031	149432.3281	0	130751.0781	388811.375	240859.0156	303013.6563	144977.0156	344	bp	0.949257194	1
217.1318133	1081.856679	0	0	0	0	1136631.75	1377223.5	2688053	2562977.25	3128134.75	1880858.5	1937101	2039073.875	5168658	3137497	4110062.25	1832232.375	345	bp	0.916368399	1
173.105608	700.6694946	1228776.375	1345387.625	2051010.25	2228638	1841872.125	1439381.75	5143551	2162690.5	1802946.25	2456962	2150248	1736553.25	3005657.75	2727768.75	1717001.875	2212942.25	346	bp	0.936166008	1
206.0250025	699.6359945	0	532905	2316830.5	2515914.75	3100479.25	2471052	5077602.5	4204971.5	3030135.5	3063735	2883664.25	2264518	4289966	3124581	2794769.75	1905398.125	347	bp	0.915784731	1
432.1640276	1059.50455	4738323.5	1825929.25	5042388	876925.4375	0	0	0	158323.5781	198342.1094	146286.5313	131279.2031	0	423470.9063	244392.2344	291986.8125	0	348	bp	0.945688855	1
170.0874253	789.0459366	2178544.25	1810978.375	5024975.5	1917809.5	1017387.188	847482.375	1502099.75	1765118.5	786701.125	1333561.5	1433898	1196849.75	2045796.25	1360640.25	1155471.5	812828.4375	349	bp	0.98216519	1
218.0991814	770.6051542	0	0	189341.1406	0	1410782.75	1441187.25	2495348.5	1885928.25	3484434.5	2492139	2723550.25	2842571.75	5016798	4670809.5	3882052.5	2824303.75	350	bp	0.957737491	1
217.1318056	1191.947489	0	0	0	0	1090904.25	2226627.25	3143819.5	4324701.5	3558381.5	2008045.25	1945680.875	2765451.5	5002642.5	2799028	4968001.5	1204483.25	351	bp	0.957977604	1
175.1023592	549.3439331	437885.6563	1033936.938	1611985.25	1372295.625	0	1281315.125	4969312	3976258.5	1844969.625	2868439.5	1648328	1624413.75	2731385	2420016.75	1052709.625	1996083.875	352	bp	0.900841789	1
331.1091582	809.4364357	409757.6875	380366.6563	543306.3125	332834.8438	1694992.625	1341266.375	2198696.75	1893424.25	2537176.25	1900308.25	3214234.25	2838577.75	4965559	4070529	2869062	2214378.5	353	bp	0.943230887	1
165.0722434	1009.375334	132662.9375	0	204373.8281	149026.3906	1062568.375	678757.0625	1656451.875	1448813.375	1829042.875	1808047.75	1093393.125	1052149	4961401	2915995.5	1975532.5	1494755.875	354	bp	0.976694363	1
328.1333723	789.2976227	4921295	2161825.25	4078020.5	2028344.125	2547142.75	825582.0625	3889186.25	3434189.75	2662149.5	1464995.375	2568980.75	1222133.5	4005482.5	1435859.25	2856640.25	1536767.625	355	bp	0.959430894	1
293.1122473	770.7599967	0	0	173926.4375	148997.2813	1219386.375	1495312	2339473.75	1625983.375	3321247	2502314.25	2709907.5	2974150.75	4777500.5	4861304.5	4186240.75	3158568.5	356	bp	0.953597287	1
203.1161933	935.1380107	0	0	0	0	2501316	2498421.75	4857973.5	4113723.25	3445640	2605236	2505029.25	2437385.25	3459774	2100912.5	3200552	1310176	357	bp	0.913382826	1
315.1142296	850.1186295	150505.3281	223860.625	224647.3594	311202.5625	1578732.375	1196264.875	2783899.25	2326602	2829757.25	2059020.375	2108262	1839748.625	4824605.5	3222542.75	2803885	1678228.25	358	bp	0.945246193	1
217.0996449	1059.715999	2543167.5	1584715.625	4821036	1046878.625	0	466321.4063	3223114.5	2158689.75	399445.4688	1104907.5	552136.125	709693.1875	1966541	733798.4375	563131.5	975070.25	359	bp	0.955039809	1
188.0689361	1023.603115	629033.5	438407.5313	935443.125	597902.9375	609632.3125	2919461.5	1310773.375	1722248.5	1186807.375	664354.5625	3410078.75	4313488	825048.8125	4800088.5	4173829.25	2344537.5	360	bp	0.930052426	1
360.1418315	952.1376343	4764161	454788.2813	4254844.5	387796.6875	0	0	202032.9531	229373.5781	0	0	173986.3281	0	448615.1875	206875.2031	313767.8125	170612.9531	361	bp	0.833021952	1
222.0937213	1533.05332	0	253699.8125	3299036.5	2793209	3124415.75	591938.25	2350983	4762775.5	455573.5938	2172187	248952.6875	297699.9688	498190.5313	941703.3125	222283.2969	283771.4063	362	bp	0.951802348	1
270.1095683	722.8800011	4453224	3590588.25	4725346	2949697	1165296.625	2201966.25	4065017.75	2109240.5	4407544	864166.25	4016866.5	2112134.5	4606554	1706917.875	3015272.75	2869212.25	363	bp	0.961680832	1
203.115965	950.3664606	0	0	0	0	0	1951337.625	3846354.5	2889843.25	4019349.5	2645513.75	2943609.25	2519823	4723660.5	3038076.25	3157574	1929544	364	bp	0.940141932	1
242.0907867	654.6610565	1534516.625	1309451	1785241.125	957570.875	1762879.125	1564380	3335562.5	2614638.25	2851631	1835990.5	2983689	1842571.75	4700770.5	2498672.25	3680110	2719500.5	365	bp	0.912087224	1
277.1400637	984.9754987	0	0	211106.8438	182297.0156	1205769.875	710757.5625	2034549.5	2380754.5	3374499.75	2399548.25	1943624.875	1548317.625	4631402.5	2760621	3763729.75	3844995	366	bp	0.94471176	1
205.0953876	851.9323158	2450154	2171690.5	3617215.75	2057057.625	2704567	1406020.125	3478888.75	2843585.5	3348641.5	2154511.5	3406784.5	2008332.75	4606040.5	2324012	3488851.75	2493005.75	367	bp	0.995849716	1
199.0848702	948.4834938	317299.7813	544329.375	1001920.938	924382	1317604.875	1104115.875	2221723	2011876.125	1947382	1358079.125	1673039.125	2538256.25	4575651.5	2507163.5	3813207	1279259.375	368	bp	0.958670404	1
155.0766969	991.6639404	4543218	1467131.625	2051528.625	349666.3438	1247080.625	1045377.938	2027769.875	1626786	1319928.875	1266568.625	1494606.5	1193209.5	2490394.25	1621890.875	1533793	1136262.75	369	bp	0.974477067	1
206.0948381	939.408606	785878.4375	368579.875	482087.375	231873.7344	0	0	0	4531462.5	0	0	0	0	0	0	0	0	370	bp	0.880051653	1
173.1056082	1091.231873	470496.1563	253382.6563	424299.25	275168.6563	2159133	1707709	2917027.25	2370575.5	3393152	2527715.5	2351437.25	2120611.75	4529978.5	3056620	2860392.5	1814320	371	bp	0.94221216	1
173.1056245	1023.918739	259250.0625	221857.7188	326249.9063	421719.9375	2516286.75	2616533	4483636.5	3383605.5	3849348.25	3063734.75	3259512.75	3053401	3631222	2839938.75	3309924	2176137	372	bp	0.940952727	1
191.0766317	1164.72358	283390.7188	304116.375	232259.7656	0	0	551897.25	2918423.5	2171204.75	2712735.75	1755465.125	1070875.375	1767263.125	4473631.5	2185221.75	3560025	641467.3125	373	bp	0.946461295	1
146.0582954	772.9783134	830369.9375	615667.125	1258479.5	637706.5625	1112469.5	1197291.25	1860052.625	1988000.125	2129194	1179189.75	1597432.75	1171615.125	4467163.5	3919784.75	3883137.5	2338504.75	374	bp	0.95840678	1
434.17973	1059.598755	3830643.5	1476438.5	4465982	775610.9375	0	0	0	149834.0781	0	0	0	0	385664	191594.9219	255088.5938	0	375	bp	0.950204542	1
239.0798874	640.1415634	3685827	3466522	4400529.5	2595761.5	1607955.5	1292992.25	2748327	2247778.75	2332539	1635044.875	2677012.75	1577333.125	3698107	1667069.25	2455770	2113107.25	376	bp	0.911117553	1
173.1056122	1201.491875	439634.2813	194911.7969	571904.8125	387599.7188	531539.125	1540291.875	3322216.25	2844769.25	4016009	2636283.5	1058070.625	1236407.875	4384952.5	2994463.25	2523747	1710514.75	377	bp	0.944951122	1
233.1089906	846.9612427	402031.125	340325.25	574291.6875	379310.0313	1395193.625	1231271.875	1978156.375	1910395.875	1961124.25	1758589.625	2039593.75	1678307.625	4365176	2591471.25	2315425.5	1904463.375	378	bp	0.928458536	1
231.1111272	1104.108176	0	0	0	0	0	1040142.5	1029680.5	1354693.75	2532663	1127858.125	1344051.625	1539725.625	3878260.75	1897773.75	4329190.5	1438312.75	379	bp	0.933540576	1
