Mass	RT	T0R1L	T0R1R	T0R2L	T0R2R	T1R3L	T1R3R	T1R4L	T1R4R	T2R5L	T2R5R	T2R6L	T2R6R	T3R7L	T3R7R	T3R8L	T3R8R	relation.id	relation.ship	codadw	charge
175.0850555	840.0275617	0	0	0	0	0	0	223018.7031	0	282365.4375	0	429086.875	0	453940.4688	435605.7813	428700.0313	247879.3906	1254	bp	0.85888868	1
333.1593506	899.6404654	270257.7813	240391.1875	367167	189240.6875	258617.6875	0	340939.375	293102.875	292941.6563	214891.625	329909.2813	0	452371.5	0	344635.875	219604.5625	1255	bp	0.861283804	1
221.0719093	738.8663371	393049.25	452004.125	412389.0625	397750.0938	0	255932.2969	348314.5625	310934.9688	379683.4688	276896.9063	387094.9688	308068.0625	393612.25	316151.75	399081.7188	338713	1256	bp	0.904672734	1
193.0976833	1026.446008	0	0	0	0	0	0	319555.4688	157161.0313	166579.4375	194240.3438	326137.9063	239678.6406	451620.8438	295703.0938	415765.625	244610.1875	1257	bp	0.936309726	1
300.0964548	1332.314279	0	0	231279.5781	208927.1563	188357.625	133218.5938	272242.3125	451593.0938	0	209476.6875	0	0	0	0	0	0	1258	bp	0.886607542	1
238.0877282	902.332756	281656.2813	274666	327080.5	276148.5	305762.1563	218500.6094	364418.375	290806.3438	405416.6563	262816.8438	398623.0938	255075.3594	451542.9063	272404.7188	386747.9375	292432.9688	1259	bp	0.930688905	1
253.0955129	757.7270081	337682.9688	259525.5313	376310.25	0	0	0	179808.6875	450943.5	0	223821.1563	308633.0313	0	281746.4688	163044.2344	165289.6875	0	1260	bp	0.891957509	1
254.0906758	946.0200029	0	0	0	0	325795.8438	201450.7344	413186.7813	450106.7813	344261	319701.1875	182622.1406	141858.8125	261094.0156	190109.1094	232885.5313	0	1261	bp	0.874509845	1
414.2987621	1256.446669	0	0	217721.3281	0	225632.0625	0	448820.3125	287116.75	0	177271.625	156803.3125	144268.4844	323381.5938	0	0	252793.75	1262	bp	0.86043893	1
109.0139897	536.7925034	267394.1875	249498.7656	360177.2188	272550.8125	448743.1875	0	167059.5469	174569.7344	0	0	0	0	151336.3594	0	0	0	1263	bp	0.940303053	1
205.0766204	899.4642008	250196.8281	202446.8281	371374.6563	191947.5781	237480.625	0	304072.875	277262.7188	265285.4063	195219.3594	303674.75	136603.0469	448332.625	161599.7656	324391.5313	180007.5938	1264	bp	0.859528291	1
85.03479951	1177.843343	0	0	0	0	164863.1563	0	228089.875	161555.25	172691.5156	164291.3594	138897.6563	0	447912.0625	205179.0625	192132.5469	0	1265	bp	0.878838774	1
304.1139002	856.6066284	0	0	0	0	0	184380.4844	345105.0313	257220.9219	363462.7188	223234.9219	447890.6563	262605.0938	435916.0313	306169.1563	433863.625	244958.1563	1266	bp	0.870712964	1
189.9937679	745.5433524	214678.8438	141708.1875	246003.7344	140163.3125	0	292627.6563	413039.1875	323114.375	447014.8438	368701.875	361321.5	397399.0938	357456	0	386942.9688	429945.8438	1267	bp	0.878157774	1
159.0632944	850.2730042	0	0	0	0	0	0	321628.25	250879.9531	358024.4688	196770.7188	203570.2969	178720.875	445607.375	375005.0625	312890.4688	206438.3281	1268	bp	0.846967796	1
155.0766921	954.3155556	310585.8438	182714	374420.4063	225252	214406.4375	153287.5313	262480.9375	292138.8125	257213.3438	243581.4063	238413.4844	220408.0938	444987.0625	291101.6563	263480.7188	199271.1563	1269	bp	0.905000732	1
394.180452	1358.562722	0	0	171692.2969	0	0	176859.2344	189882.8125	444748.75	302294.7188	346313.3438	130636.2734	190834.2344	162523.1406	228602.3906	175936.5781	0	1270	bp	0.925667924	1
340.1112607	925.0310713	251185.0469	171703.8594	444426.5625	266535.75	0	198671.7656	359151.125	442903.1563	237458.5469	216051.6875	175942.9219	164883.0469	418352.7188	221800.3906	184353.4688	0	1271	bp	0.860517063	1
217.108337	955.006012	276855.1563	176790.6563	444383.4063	254769.3594	0	0	0	0	0	0	0	0	0	0	0	0	1272	bp	0.816056186	1
277.1275551	899.5408	241364.8438	235420.1406	372982.8438	163203.7188	255628.4375	0	294132.2813	298921.7813	252948.1094	206277.0938	295337.9688	154154.3906	443073.4063	171018.5313	350575.9688	189076.0938	1273	bp	0.848827196	1
219.0957411	987.6547623	0	0	0	0	172141.0781	0	258473.4375	288353.375	237332.1875	371665.7188	199268.3906	0	442639.5313	0	0	282206.875	1274	bp	0.856519518	1
236.0357976	398.9103088	266053.5625	381518.7813	391755.1563	276098.125	179350.5938	295948.4688	230960.875	270064.2188	442494.7813	394104.6563	182119.4844	275519.6563	387311.25	342313.9063	308115.7188	346290.625	1275	bp	0.835339902	1
73.0428295	789.1548706	144751.7813	115515.5234	197510.2813	123621.1797	0	139019.0156	274519.125	222800.2969	329934.875	193121.7031	348018.875	190448.6875	441827.4063	273249.5313	364430.9688	234453.4063	1276	bp	0.924547371	1
170.0874821	869.8752492	0	0	294385.375	0	0	168371.9844	346472.3125	407606.9375	336125.75	315724.9375	287535.875	274865.5625	440728	257224.9531	268359.125	215944.3438	1277	bp	0.892165907	1
216.1197205	570.9187469	301292.5625	319361.1563	440338.2188	327117.1563	0	0	0	0	0	0	0	0	0	0	0	0	1278	bp	0.802946922	1
202.0479624	707.930542	0	143331.9219	162246.5781	0	0	170880.4844	282529.7188	277117.4063	272754.625	190834.7813	335837.2188	193777.6719	437994.9375	258028.6094	392125.8125	187962.7344	1279	bp	0.861405541	1
187.0431284	787.3775678	242726.2344	169189.8438	240354.125	147798.7813	243485.5625	0	331267.6875	280723.0938	276003.0625	189257.4375	250745.9375	0	437579.5313	142218.875	254395.8125	158793.9844	1280	bp	0.874971307	1
228.1113357	786.6891212	394939.7813	253229.4063	435248.5625	264476.3125	234618.25	230896.9531	291728.125	262286.3438	279546.8125	156972.5313	302399.4063	277918.8125	360847.0938	280435.4063	318383.1875	255157.1563	1281	bp	0.916540016	1
302.1666699	799.3690796	198415.7656	170247.6094	435210	0	229933.2969	145238.8438	353793.75	375526.625	0	366130.9688	173637.0781	0	335936.5625	315095.4063	0	129521.8047	1282	bp	0.885304999	1
130.0327396	662.167395	0	0	0	0	0	195367.5938	222335.4531	0	197144.3281	290212.125	307060.0625	214357.5469	435037.0625	431006.375	192449.9375	287954.6563	1283	bp	0.85306647	1
218.0971934	784.572998	0	0	0	0	0	204205.6094	183895.9844	0	244850.8906	0	193257.6875	243317.75	302128.9063	434695.25	322750.9375	129488.5234	1284	bp	0.837184275	1
216.0638689	955.5059967	242353.3281	169516.2188	354318.8438	252420.6875	433809.2813	0	172014.7344	187513.625	152219.7969	0	0	110414.6094	149867.9844	131346.4688	158254.7656	0	1285	bp	0.906221482	1
279.0776858	767.3835042	0	0	0	0	166715.4844	151600.9219	201521.5	201777.2188	210964.6563	245682.8594	293409.9375	316125	433800.5938	384677.8438	258314.1719	200370.0938	1286	bp	0.848912293	1
184.1032083	782.5328178	240680	377079.4063	388087.6563	278433.875	390822.3125	187350.3281	348958.875	360623.0625	389281.8125	389744.125	300768.7813	292607.4688	433581.5938	235546.125	259889.4531	269610.9375	1287	bp	0.903532783	1
282.0760782	787.4597331	350798.3125	260824.0156	298867.5	227497.5156	0	268522.4375	373150.4375	347751.9375	316069.125	299108.8438	299309.375	221361.2344	433480.8438	217851.1406	307922.5938	271192.1875	1288	bp	0.860315514	1
238.0481563	760.482811	253986.5625	231005.1406	432232.125	415009.6875	217774.8281	254000.625	375586.6875	414158	170309.2969	296173.8438	178156.6563	201162.7813	234880.5625	303201.5625	151650.5781	262922.5	1289	bp	0.896593237	1
188.0690843	885.7145386	419433.2813	244651.25	378143.0625	226216.8281	236788.9531	193712.5313	328475.0938	431925.125	266238.6563	245739.6563	260364.0313	0	398239.5938	339960.875	280077.0625	187390.5	1290	bp	0.877469303	1
205.0085038	460.4909302	198832.0938	332533.6563	394606.5938	286599.4688	0	162501.125	336402.4688	321877.75	224973.3438	376755.875	310717.25	270952	430895.4375	303550.4375	257777.5313	338639.0625	1291	bp	0.841144413	1
190.1173799	802.9597982	161641.0625	144149.9688	286765.0625	190997.4063	0	259553.875	356077.25	430354.5313	280164.125	280976.6563	265487.625	237661.6094	366684.375	314612.0625	287657.4375	181846.4844	1292	bp	0.853154261	1
333.1612613	766.0764549	0	0	0	0	0	170881.375	235208.75	225646.1406	302379.2813	186366.9688	382129	234323.1094	430010.3125	291320.375	427786.1563	233311.6094	1293	bp	0.870750234	1
159.0535487	802.9771281	178921.0469	0	330354.3125	204352.2344	254947.5625	221434.25	348467.8125	430005.6563	281998.1875	306836.8125	258817.4375	255111.7969	348564.7188	289653.0313	333198.125	170530.1719	1294	bp	0.886244332	1
129.0610815	662.1947998	0	0	0	0	0	177227.4688	217230.75	0	198834.2656	272839.9375	304081.9063	210862.7188	429984.3438	419290.1563	179933.6094	264435.75	1295	bp	0.853665751	1
205.0990877	987.9661987	0	0	0	0	0	0	264769.375	355524.6563	299469	408955.9375	343464.125	201969.7188	428964.2813	252312.2188	352339.375	339489.5	1296	bp	0.822272035	1
238.0877359	593.5718155	298784.25	262712.5313	288516.8438	307142.0938	115995.7578	217246.2969	366650.4063	370914.8125	390025.1563	371425.3438	349257.9375	266670.4688	428166.1563	323594	340078.9063	330243.1875	1297	bp	0.961518274	1
204.0458607	899.4750041	235064.5	216605.9375	389029.6875	180902.125	258631.9531	0	319998.9688	275005.5938	305276.4375	172181.7656	310697.9063	154321.7813	427285.5625	166134.2969	327897	194521.7031	1298	bp	0.908828261	1
307.1186611	1339.461243	0	0	0	0	0	0	0	290402.7813	302967.9063	317649.4688	0	223357.4531	427052.5625	309874.25	426237.6563	131968.2188	1299	bp	0.875805889	1
188.0145325	924.9744019	262020.5156	160489.7813	426463.9688	241441.0313	0	0	350405.3125	410362.1875	0	242016.2969	0	146153.375	405293.7188	196962.6563	0	0	1300	bp	0.871877361	1
203.0924526	1498.927268	0	0	0	109978.1641	0	0	229221.75	169711.25	177573.8281	159725.25	145520.7656	134689.4063	222710.0313	167448.7969	425932.75	189289.9219	1301	bp	0.924968214	1
280.0439492	469.8085958	291174.8438	298110.7813	353145.75	313275.4063	0	226971.7031	415061.7188	338277.5	309832.2188	272037.6875	304465.3125	250616.625	425820.9375	292195.4375	296183.7813	291543.1563	1302	bp	0.865980525	1
171.0351512	707.8450775	0	0	203605.375	0	197351.1094	224515.6563	287960.0625	241349.8906	241183.7188	181397.7969	330847.625	0	425757.4063	217191.8281	331369.8125	253490.8906	1303	bp	0.848408866	1
226.0845638	995.0640738	181574.3594	0	278751.0313	285973.9375	0	187827.6563	318267.4688	317154.5938	416345.4063	190501.8281	294831.2188	255024.5938	248030.5938	273303.5938	423445.8438	191067.3438	1304	bp	0.827977087	1
170.0759385	893.9321153	0	0	0	0	0	0	225570.4063	165258.2188	270260.125	0	210962.7656	184000.4531	422619.4688	257159.6094	309814.0938	171921.7031	1305	bp	0.850949148	1
258.122135	922.9544329	355812.9375	220620.2969	422067.5625	231619.7656	0	0	0	164209.5	0	0	0	0	184592.125	143252.5469	0	0	1306	bp	0.860516827	1
212.0742153	789.0377014	0	0	0	0	0	0	207047.6719	188334.9219	289629.25	164420.6563	293218.5938	181766.6563	420877.375	247643.0781	351048.875	201411.6719	1307	bp	0.856813726	1
203.1161752	1251.705455	0	0	0	0	168287.1563	247520.0313	346513.4688	347025.7188	419910.625	238227.1563	144755	212667.7656	302325.2188	187469.9688	280009.25	0	1308	bp	0.805093237	1
204.0916342	969.9227121	183566.7344	0	361795.7813	232120.5469	0	226648.7344	373916.5313	409245.8438	321209.5	269945.75	235735.3594	225423.9063	419412.1875	295916.5313	358918.3125	169405.8281	1309	bp	0.892466793	1
141.0610454	782.8503906	0	0	0	0	0	0	0	0	0	0	0	172368.5469	281185.3125	311119.2188	419168.4375	161670.6719	1310	bp	0.927469673	1
217.0674951	613.6570871	0	147755.625	277319.7188	165496.4219	0	168082.0781	285798.3438	418849.875	161765.2031	390604.9063	273559.0938	220081.4063	418688.75	395559.5625	157664.2656	231846.25	1311	bp	0.842095775	1
250.9958024	460.3940002	220542.7969	281509	418776.5313	233286	0	148868.6563	310269.1563	290826.7813	223881.0781	297223.0938	268321.0313	263543.7813	396341.3438	265842.5938	211733.1875	274033.0625	1312	bp	0.85889838	1
244.0825586	706.9335368	280771.4375	255275.2031	253411.4531	238351.3281	0	198230.4375	400968.0938	317961.2813	243764.0313	218647.875	265702.0313	224523.7969	418341.4375	267074.1563	333113.1875	251584.1875	1313	bp	0.855801908	1
188.0926875	799.4086609	195373.875	169606.1563	370953.2813	0	250455.6094	0	368899.6563	416656.0625	0	338149.625	172285.7188	0	354410.9688	323494.8438	141220.25	146207.4063	1314	bp	0.883617559	1
157.0380748	1022.125834	0	0	0	0	223839.7969	181404.375	271717.8125	235701.1094	351129.3125	247099.3281	283499.5	287467.5938	415855.875	357876.4375	385036.9688	286674.1875	1315	bp	0.85051714	1
183.0326952	944.0584495	0	0	0	0	159681.6094	0	158240.625	190670.4844	219106.2031	188702.7344	238702.9688	237983.25	414826.375	379923.375	255995.3125	142446	1316	bp	0.840430525	1
241.1080141	969.9359996	203429.9844	0	414763.6875	247822.4219	0	184171.2656	301997.4063	339203.7188	223008.7656	239423.4688	159943.6094	164822.3125	307938.5938	0	214319.9219	0	1317	bp	0.82102405	1
158.1095415	1354.482152	0	0	141116.6094	229790.0469	234938.8281	163692.3906	413231.9063	369604.8125	167663.8438	356682.625	176262.2031	168342.7813	322764.4688	331794.5625	155133.9375	313727.1875	1318	bp	0.909739293	1
245.1268909	759.9340726	0	173160.9063	0	0	174739.6719	233674.1875	192990.9375	309577.375	413225.7813	212805.1719	207742.9063	276519.2188	359702.625	362742.7813	384959.0625	244290.6094	1319	bp	0.878215783	1
200.110648	521.7370827	0	0	0	0	0	381021	343565.5625	409905.7188	305630.6875	234776.875	374655.9688	327635.4375	373807	257963.375	402179.9063	293970.8438	1320	bp	0.873303268	1
202.1083079	1265.207286	0	0	0	0	168424.2344	137005.8125	409716.6875	309485.0625	273941.3125	230995.5156	241086.2969	200213.7813	381632.0938	0	353407.1563	131854.3281	1321	bp	0.845030035	1
228.0039967	1174.716659	235417.3906	175737.7344	328501.9688	305524.25	308508.7188	138090.7813	409631.9688	325257.25	272722.6875	258811.9063	0	214404.1719	296667.0625	178472.6875	201758.875	203916.5313	1322	bp	0.910102126	1
146.0591285	462.6692607	231004.2031	288815.7813	409566.1875	289158.6875	0	202633.0781	351631.5	334147.0938	262520	271184.2813	393024.4063	237744.3125	384401.7188	267135.875	297140.0938	247460.9375	1323	bp	0.802307419	1
245.1268832	753.243	156083.1563	162770.6563	200869.5	137934.6875	204903.75	240033.5938	309350.2813	313485.2813	263827.5	236750.7344	303926.5	334091.0313	405584.0313	409386.4688	354712.0625	274222.5313	1324	bp	0.90742667	1
213.0569756	840.6194382	333757.3125	250522.5156	409206.0938	346027.5938	350423.4063	181737.4219	350750.75	300052.0625	346914.3125	315012.9688	321186.9063	150100.8125	361552.7813	148127.7813	280360.4375	266765.9688	1325	bp	0.875315455	1
184.0122664	1066.235718	0	0	0	0	0	0	182605.1719	239763.9688	0	278750.1875	0	0	409074.6563	284971.0938	196071.3281	184807.8906	1326	bp	0.871425866	1
188.0868744	1192.46814	134164.375	122276.8516	206577.3906	231716.3906	250896.6406	133027	408707.3438	304127.125	156984.7344	235153.5938	148766.9688	167376.4375	243795.8906	182780.7656	144097.2656	267523.4063	1327	bp	0.856789867	1
243.1111763	804.0996012	408669.6563	195272.4375	324424	151185.3125	116830.9688	0	228403.9844	224697.5625	184436.4531	157543.3438	141577.0156	149556.6406	253935.8438	215506.1563	187993.6875	130173.2891	1328	bp	0.855285319	1
157.0015246	707.7505941	134479.875	136992.5313	177636.6094	0	199159.9688	181158.1094	329713.8125	284118.9375	289994.0313	172829.625	361339.0313	197931.2656	408556.2188	250073.7188	402788.4375	238974.9063	1329	bp	0.876709585	1
308.1067806	1205.912153	219434.4219	163258.1875	358439.1875	231252.0156	0	0	355844.875	318129.1875	217280.5781	240498.0938	230810.3906	171882.9531	408163.125	204518.1875	366417.9063	186394.2813	1330	bp	0.819169102	1
171.0898852	836.5628011	352308.5938	298322.5313	407422.5625	227384.0938	0	126105.2266	209017.6563	229917.4531	172478.7969	150583.75	182809.4219	153808.0469	274646.5938	178529.8906	235089.4063	137683	1331	bp	0.930121673	1
251.0833137	857.5908148	0	0	0	0	191503.4531	0	232884.6719	212598.375	374379.5313	281808.9688	237639.4375	299439.9063	407298.625	273548.5313	402047	314724.3438	1332	bp	0.814253852	1
160.055587	1192.467499	150113.0625	131691.0938	205634.0781	232120.7969	249375.5781	148783.4531	407077.2813	323891.75	166068.4844	255179.5781	154525.8125	173038.5781	252050.4375	193540.875	160319.7344	238772.0313	1333	bp	0.90561656	1
188.0800431	1006.603123	261604.5156	146278.3438	265326.125	147400.5938	202544.4375	192265.9844	283658.5313	234865.6406	386171	197296.5625	277374.875	221635.6094	406204.8125	294360.7813	330091.9063	217603.5781	1334	bp	0.946547589	1
188.0800576	1007.440636	261604.5156	154336.4375	288107.5	136998	187865.9375	185909.0313	242718.7656	234865.6406	386171	197296.5625	277374.875	221635.6094	406204.8125	294360.7813	330091.9063	217603.5781	1335	bp	0.852516725	1
172.089501	948.7136047	0	0	0	0	0	124397.2578	251033.3438	216759.3125	212659.4688	0	218811.2969	234087.3906	396183.9688	268107.5625	405665.9688	165576.5156	1336	bp	0.826471492	1
246.1440082	761.0408543	0	164667.7656	190057.2031	312030.6563	0	175677.1094	380454.3438	405607.5	206968.7969	384502.1563	246204.2031	247365.5156	283205.125	392370.4063	215622.0156	338195.875	1337	bp	0.882739152	1
173.1056241	850.3121379	223970.5	191400.2188	258125.2344	404680.2188	203247.0781	185142.0313	174194.1406	194633.1094	329395.5625	206623.5938	253269.8594	238440	161041.1094	0	285794.4375	174643.3594	1338	bp	0.905969338	1
202.0300954	460.4742635	200151.8125	311674.1563	373269.875	236242.0625	0	160498.7031	306831.9375	294020.1875	218416.3438	324768.9063	275611.3125	219398.8281	403641	265984.375	228491.625	322254.875	1339	bp	0.844205659	1
189.0795789	751.4261963	334473.0313	256838.2813	402478.2188	287912.1875	0	167402.7188	351713.9375	254975.2969	296795.125	214368.7656	217376.5156	117674.5938	360276.6875	194782.8125	286265.625	222941.7656	1340	bp	0.857460366	1
129.0654911	1022.235451	0	0	0	0	0	170659.1563	284085.5	402011.9375	297001.1563	305823.4375	225944.5469	187084.5469	354585.2188	330718.0313	271819.9063	241989.0469	1341	bp	0.844890679	1
243.1111512	779.3369141	0	0	0	0	156936.7031	161200.6875	210463.875	186290.625	230373.8438	170301.5781	297452.9688	227438.75	400917.4063	369531.4375	272161.8125	218534.6875	1342	bp	0.93253447	1
199.1027975	806.9595032	0	135758.1563	319967.8125	0	175780.3125	145725.4063	208809.2344	253212.9063	246962.0313	226231.7813	170473.1875	165311.1094	400891.1875	308304.2813	204141.0469	216980.2344	1343	bp	0.851879501	1
174.105108	1165.177279	0	0	139970.8906	0	191048.7031	169224.9844	233695.8125	326135.7188	400882.1875	198733.0469	143728.5938	143517.5938	383843.2188	0	264088.3125	0	1344	bp	0.804416451	1
395.3679136	1673.691547	0	0	220345.4688	400681.875	0	143674.7344	291478.875	226515.0781	162668.375	353593.3438	127723.1484	175059.0469	252520.5625	212989.6406	136985.9219	187998.7656	1345	bp	0.853553385	1
189.068365	969.8887329	201231.4844	0	391573.3125	244537.8125	304990.0938	202173.1719	334146.9063	400287.9375	263230.375	278750.5938	209580.2656	205953.6406	381376.4063	280641.375	267989.375	177157.6719	1346	bp	0.863367696	1
213.064164	752.1439362	198463.1719	223978.625	273309.7813	252860.3906	208688.9063	299917.9375	208721.4375	339502.9688	329670.9063	201118.0156	280361.9063	278722.5313	400060.875	367562.9688	328528.6875	265529.9063	1347	bp	0.915542578	1
261.0853169	707.828654	183772.2813	182581.3281	193814.2188	134491.3906	0	216907.5	282752.7813	385044.3438	310362.5313	252717	274412.625	213285.2656	398617.0313	236259.3906	308253.4063	223878.6563	1348	bp	0.83431438	1
172.0894548	850.135093	0	0	0	0	131965.0625	0	230874.8438	188707.5781	240310.8125	191492.6875	178446.0938	162534.7344	398317.8125	341021.0938	239782.6719	148748.5781	1349	bp	0.842529599	1
189.1280398	803.0007324	159560.4219	133671.6094	338682.2813	205889.8125	0	262045.8594	331723.75	397680.2813	262264.2813	297152.125	318632.1563	256003.5	340848.2188	314669.3125	307399.0313	150130.8125	1350	bp	0.895488938	1
189.1003353	988.0236938	0	0	0	0	0	0	265676.125	252081.0938	253307.8438	267471.3125	242469.9063	199168.0469	397342.8438	240520.9844	311079.1563	245985.8906	1351	bp	0.821842496	1
216.100213	689.2476603	0	0	304237.8438	150565.2656	212959.125	114896.1953	290581.6875	396665.7813	0	211976.8594	0	0	160572.4688	142291.9063	0	0	1352	bp	0.94325752	1
192.0094996	1111.726363	0	0	206612.625	0	246040.6719	0	279269.5625	291620.9688	232897.4375	218030.1875	0	180486.2969	396531.5	233937.6563	242414.7969	144906.2969	1353	bp	0.830028019	1
101.0423108	856.5779086	0	0	0	0	153167.4063	0	179040.4063	210143.9063	273081.6875	253656.4219	312196.9063	228580.1875	338320.5313	396305.125	300096.125	304551.2188	1354	bp	0.851395039	1
157.0923214	1291.777277	320042.8438	0	335536.4688	147018.9219	0	154207.125	395488.0313	327421.8438	324646.1563	165490.2031	0	0	295714.7813	204689.4531	143738.4688	0	1355	bp	0.874411103	1
143.0403224	544.2037223	266121.9688	378685.5	395057.375	329688.125	0	170151.5	349090.1875	253689	263467.2188	257575.25	357713.8125	231857.9531	375036.2813	0	285899.5938	288610.25	1356	bp	0.804767376	1
284.1377465	719.5000943	0	0	0	0	0	164873.7656	310492.0313	193735.2969	231967	186502.1875	258665.5781	246104.5469	393982.6563	349821.375	376771.3438	244534.1406	1357	bp	0.820364214	1
205.0894623	969.9622846	160632.1875	0	292664.5313	198892.4531	0	207115.375	368513.3438	380187.7188	354415.4688	249677.9844	235216.8906	207926.3906	393522.7188	285132.5625	309499.9688	165929.5156	1358	bp	0.880229107	1
169.0922984	1291.782007	324624.0625	0	325496.7188	0	149249.8281	154402.4688	393048.6875	315719.8125	294757.8125	173377.7344	0	0	319683.5313	204358.0938	0	0	1359	bp	0.874495433	1
368.1062876	1199.425711	0	0	322415.25	205937.3594	167607.9375	0	391148.2813	299364.3125	0	146442.2031	0	0	184291.4375	0	0	0	1360	bp	0.841550496	1
147.0616656	788.9385071	0	0	0	0	0	0	221825.75	182247	296661.75	152023.9531	356305.875	186669.2813	391133.0938	255302.1875	366808.9375	184828.6094	1361	bp	0.85801468	1
188.1248462	707.9126413	154941.9531	142679.1406	169063.6563	0	0	178691.2813	239406.5156	267244.7813	278111.4688	201673.1719	310962.0938	180032.25	362654.25	236138.0938	390547.75	202124.9531	1362	bp	0.838254921	1
203.0923783	924.5073242	0	0	0	0	162127.7813	163508.4375	248950.2969	232865.8125	250492.75	218194.6563	236310.4688	179011.5469	388781.2813	297064.375	269913.4063	218567.0625	1363	bp	0.866871378	1
268.0172534	925.0272311	204465.7969	166511.4688	387739.75	189292.6875	0	167749.4063	271538.875	366309.7188	184860.7031	210915.7188	0	138915.2188	325510.5313	189487.875	175369.7656	0	1364	bp	0.843560417	1
187.0484938	899.5716705	223076.6875	196562.8125	334052.6563	0	234102.0156	0	309410.3438	252592.5313	251932.8594	163731.25	267129.875	0	387233.0938	0	306038.0313	172899.2188	1365	bp	0.831808081	1
247.1247331	910.6004583	0	0	0	0	0	155348.6875	201574.4844	186885.2031	237620.3281	172577.1719	226047.6563	161178.7813	385198.9063	341212.3438	281852.4688	136191.3125	1366	bp	0.840742347	1
190.0845434	1378.088672	229819.4375	0	385054.7188	226855.6719	220072	136126.7031	261132.1406	280562.5938	217400.1719	238032.7344	132375.4688	141869.9844	270678.3125	193336.6719	164363.6719	135073.6406	1367	bp	0.898270748	1
172.019177	613.5487996	0	151508.1094	244487.6719	180460.3281	187067.2656	173464.25	244764.7188	383061	163566.4063	384354.2188	230385	220233.8281	314171.4063	254501.6406	181309.5156	255621.7969	1368	bp	0.855162695	1
166.0482033	1009.81813	311507.625	384046.3438	336509.5625	357406.3438	226403.2969	250076.8281	255968.9063	285084.875	277859.5	237700.1094	239753.625	222500.9688	268454.7188	198505.1875	243677.8438	266672	1369	bp	0.915663972	1
97.05277585	707.2977862	0	182224.0781	315105.4375	275068.2188	0	195113.5469	355716.9063	302032.5625	242187.2188	260328.9063	269952.125	239606.7969	383117.8125	301174.25	242374.2813	278593.0313	1370	bp	0.873525574	1
130.0643897	899.5140773	192854.7031	180325.6875	334953.4375	186134.4688	238023.75	0	299996.25	241467.6406	251262.2656	170754.5	229371.5	0	383089.4688	127434.6797	270792.9375	168080.4219	1371	bp	0.812763845	1
221.0757517	889.187207	0	0	0	0	163844.6563	0	178326.6719	187336.6406	212536.1563	242044.2656	192357.0625	0	382971.0313	253768.25	185389.4531	177467.375	1372	bp	0.869395176	1
174.1051191	943.2850003	0	0	0	0	0	0	282780.5625	289696.75	382814.3438	228834.2969	224143.9063	231032.875	0	300497.1563	271095.0313	188598.8281	1373	bp	0.837400364	1
201.1114008	899.4507324	222693.2188	181129.5313	290885.8125	178401.8125	219635.6875	0	302037.7813	214660.4063	225408.9844	183731.9531	249652.6875	132043.7344	382530.875	167133.875	278729.5	170270.375	1374	bp	0.866631855	1
215.1161982	859.217091	0	0	0	0	0	157603.3594	209988.8594	235243.2031	183617.3281	204583.1719	276238.9375	150228.3594	382044.8438	321663.875	255448.25	216373.3125	1375	bp	0.803982166	1
188.0689915	1528.006141	148638.5469	0	266466.8438	234774.9375	0	0	300782.375	381500.8438	220953.7344	197055.1563	144564.75	183370.7188	313489.5625	266562.8438	197322.6563	220289.2969	1376	bp	0.95721766	1
243.0748139	774.7993821	185933.8125	0	257624.8438	129178.8281	0	149745.5156	252810.1406	0	209914.5156	195627.5156	265783.0313	250950.1875	380870.0938	281872.0625	220723.2344	194407.2656	1377	bp	0.844620868	1
238.0877227	603.9811897	375772.9688	291736.7188	376037.9063	320478.125	126842.2188	219952.2969	379281.9688	334884.25	330370.7813	220985.9531	349339.9688	256635.7813	320514.125	222167.0781	368647.75	223802.0938	1378	bp	0.93232517	1
155.0766906	1202.377286	108695.7734	0	0	0	0	194404.2188	205343.4688	264732.125	288360.8438	205194.9531	156934.2344	185686.8281	290132.9375	212069.1563	377436.5	0	1379	bp	0.850270194	1
281.0758479	802.9555708	134272.0469	0	296117.2813	218180.0938	0	261246.6875	253633.75	376823.3125	223498.1875	259097.7344	211932.1094	218126.75	322675.0938	233221.875	290777.0313	152699	1380	bp	0.853199963	1
251.1217861	988.9829102	0	0	0	0	0	188197.5156	376588.5	213906.7969	221392.4531	235043.5313	266906.4375	219399.4219	314177.1563	259352.4063	255046.3125	181462.0156	1381	bp	0.892453759	1
400.2093057	843.8650846	0	0	370055.5313	0	308963.5313	180805.5781	375938.25	252987.0469	368194.0313	232860.5625	271289.0938	0	351738.8438	0	308055.8125	225349.7344	1382	bp	0.837161598	1
329.1301145	899.4936357	0	0	0	0	163680.3438	126621.3125	0	190417.1719	249852.9219	149048.6563	299761.2813	257594.3125	375935.4688	250433.2031	312513.7188	155934.4375	1383	bp	0.831679823	1
189.1180088	707.8674273	0	136025.5938	168426.6094	0	176107.2969	162249.3438	253685.6719	265503.6875	245819.9219	149671.0781	289511.2813	196719.7188	375380.8125	205774.3906	373192.125	196989.8125	1384	bp	0.855330105	1
188.0975048	856.4841563	250976.6406	211095.5625	374823.6563	209729.9375	0	0	253059.9219	0	344221.5625	0	336048.4375	175745.0156	277942.4688	231272.5313	309074.6875	228603.7813	1385	bp	0.966223135	1
