	RT	Std3_1in100
123.03203904214573	409.37701416015625	3.11024544E8
78.01392018325377	388.8710021972656	1.73781024E8
205.05952919695153	294.1059875488281	5.2239612E7
188.03292508482454	294.1059875488281	4.2168328E7
203.1158541074696	522.7620239257812	3.6185488E7
206.1518339749831	256.2099914550781	2.9581312E7
145.1101837607396	826.968994140625	2.5423726E7
162.1255599410457	261.2090148925781	2.523018E7
232.90740242766537	1361.510009765625	2.1224854E7
124.03535768053541	409.37701416015625	2.083919E7
234.90554168597774	1361.510009765625	1.910464E7
653.3243077347431	221.281005859375	1.5897727E7
241.27670669980375	34.2484016418457	1.5788483E7
176.04735392732397	239.67799377441406	1.5249286E7
189.06370580829423	585.14697265625	1.4559217E7
266.1644682416284	232.19400024414062	1.3388727E7
222.08916874538832	239.67799377441406	1.2464594E7
303.2407934484935	229.3280029296875	1.2080697E7
303.240673838759	1332.18994140625	1.0976575E7
117.07896963520443	535.4860229492188	1.0165175E7
403.1993132669168	242.39500427246094	9963924.0
198.162011186826	230.57699584960938	9468049.0
156.02790185237717	388.8710021972656	9347541.0
80.00972551583237	388.8710021972656	9063767.0
223.1782951241348	256.2099914550781	8988096.0
113.05894172437156	499.7229919433594	8960842.0
115.06333530198948	582.6510009765625	8300351.0
202.0776156238704	437.4649963378906	8150774.0
249.04352015531208	585.14697265625	7089577.0
249.04350614869213	592.7150268554688	6814116.5
150.08920697511465	362.3739929199219	6681697.5
119.04049880851166	388.8710021972656	6621404.5
198.16193388998772	1330.72998046875	6356225.5
192.13620179000242	280.1719970703125	6178369.0
654.3277320799755	221.281005859375	5463555.5
386.17275467411883	240.9239959716797	5105621.0
286.21415535101823	229.3280029296875	5098335.5
148.01606913409347	240.9239959716797	5078212.5
124.06369177964672	436.1289978027344	5007900.5
165.04258230523172	1347.6600341796875	4854643.5
160.03802804178147	294.1059875488281	4476141.5
305.1611303368535	655.7210083007812	4435018.0
286.21401251530847	1332.18994140625	4419493.5
207.05529300811781	294.1059875488281	4405774.0
110.10955317704426	230.57699584960938	4377426.5
232.90743809273923	306.68798828125	4361967.0
404.19202064089023	1351.3800048828125	4348763.5
147.0353504350159	371.15399169921875	4280731.0
131.05827033430677	576.3280029296875	4217093.0
323.8382789776447	1362.9000244140625	4199245.0
323.83830397395604	1382.219970703125	4187502.5
145.11028552725207	586.3930053710938	4162665.25
232.90737815468506	3.4266200065612793	4115765.75
278.15158512496345	232.19400024414062	3940497.75
234.90559690525382	305.4339904785156	3897652.25
206.06288606974164	294.1059875488281	3879181.25
79.0172435299161	388.8710021972656	3877565.0
305.16127075149893	606.5349731445312	3844695.5
232.90744047986226	357.27301025390625	3802883.25
232.90744283902737	124.8010025024414	3782045.25
232.9074446336919	67.18550109863281	3774640.0
236.9037463054478	1347.6600341796875	3773311.5
232.9074445359858	326.9169921875	3706954.0
232.90745808523513	238.43299865722656	3704368.25
190.02868907394475	294.1059875488281	3692286.5
232.9074577374609	258.7080078125	3692075.25
232.9074402112144	97.9208984375	3651801.25
404.19206228472865	1374.3800048828125	3636211.5
113.08408363079116	326.9169921875	3632761.25
234.90552255134565	3.4266200065612793	3623615.75
232.90744039849977	280.1719970703125	3577346.75
179.15212496013004	261.2090148925781	3573474.0
189.03621208324105	294.1059875488281	3503907.0
234.90559696253808	21.569799423217773	3493314.5
305.1612689640457	580.0780029296875	3470621.25
244.08802711802105	443.72698974609375	3461401.75
129.04264530955302	585.14697265625	3458937.75
232.90744580216	1435.52001953125	3417786.25
234.90557504837895	82.5291976928711	3400241.25
234.90559032645353	62.119300842285156	3342417.0
234.90560277932693	38.054298400878906	3322469.5
234.9055911276939	95.32150268554688	3265101.5
234.90559973209253	140.0	3258005.75
234.9055932917193	174.3560028076172	3239906.5
113.08409010480406	294.1059875488281	3204460.5
305.1612613922249	553.2520141601562	3200506.5
321.8400754941796	1361.510009765625	3191067.5
204.11913153274818	522.7620239257812	3140568.0
147.08949277561518	353.5119934082031	3085906.75
249.04339076897602	1296.43994140625	2924782.0
207.15513591155343	256.2099914550781	2924687.75
234.9055989080412	1438.0400390625	2906576.5
170.09428450235296	251.1320037841797	2799469.0
168.0786409010102	258.7080078125	2776215.5
305.16107397511774	735.4249877929688	2748153.5
110.10949989288564	1333.4300537109375	2692330.75
221.05436315964562	352.260986328125	2668091.75
164.1048929183483	289.02801513671875	2667101.0
305.16128499085994	530.4429931640625	2637485.75
242.28009667801936	34.2484016418457	2619089.25
323.8381598902843	1347.6600341796875	2615953.75
535.1581897281857	220.03700256347656	2467848.75
404.20298556268733	240.9239959716797	2394389.75
171.05312257431197	586.3930053710938	2380236.0
234.9055948972149	415.62701416015625	2364682.0
164.05861628198582	408.1310119628906	2310321.25
145.15783399490132	655.7210083007812	2307174.25
130.09940246050414	256.2099914550781	2289684.5
