,mz,rt,into,maxo,intb
2912,131.08145939348,787.639,643823.225375002,92765.2578125,643810.465375002
2913,134.08110951399,635.695,5020997.05773275,179776.390625,4661199.76760494
2914,111.066519130354,598.134,7878811.09787644,509071.875,6599697.30229555
2915,120.06548603491,638.36,636661906.775978,94377568,635814357.581337
2916,144.101815163054,802.906,3324467.9153057,263824.4375,3056542.06535326
2917,145.097130633028,600.612,2297033.59709457,155633.53125,2209329.52239085
2918,164.929978937004,648.738,8614326.62554037,586221.3125,8593166.80436586
2919,164.929935011514,729.228,8099330.82594632,262182.65625,8061363.86477425
2920,164.929935413986,772.163,2943868.61346251,176124.65625,2925016.02751059
2921,164.929953223065,678.451,7318230.87735526,351161.875,7294681.05113318
2922,164.929960085552,696.527,4176927.55304165,330291.4375,4161559.33589321
2923,164.929928247637,787.639,2332226.47431851,178426.765625,2315881.62669803
2924,291.1629925519,595.606,6156241.78901875,537883.1875,5941835.08398554
2925,114.055018609017,576.639,1111135528.07544,168054800,1110837549.0582
2926,114.054937619888,661.605,10381613.7160649,443968,9900189.84358487
2927,114.054965513217,620.588,9866379.22757814,795181.9375,9604989.56630635
2928,125.07096222768,579.292,69761438.2023399,7429700,68681670.2037979
2929,125.070971005991,535.086,170754145.927213,5856449.5,168575767.205166
2930,137.98377467671,734.414,25646577.7100587,221393.125,21293300.8919056
2931,143.081539658262,579.292,57655335.3768748,3864612.25,57434058.1793813
2932,143.081537849363,535.086,121628636.171469,6788766,121334793.153705
2933,157.108338113306,739.645,11712986.6058985,933051.375,10033209.9634171
2934,160.13311607527,791.392,16526259.6404684,659653.4375,16485749.9593027
2935,129.065787790507,635.695,31473564.4837764,4640185.5,30897457.3549903
2936,136.08691213737,598.134,5258229.06399374,393536.03125,4952871.62271489
2937,145.98546474345,596.897,12744324.6093281,1007740.1875,10129058.603749
2938,204.123050701833,522.516,57104246138.3978,5204522496,57103675672.9936
2939,204.123059466948,608.148,311941584.70446,11795785,310525976.764889
2940,204.123043895331,556.416,2310424507.7642,296248704,2309603303.51519
2941,144.927417614704,615.628,13020486.4832102,471910.6875,12235702.1657111
2942,174.614087258404,802.906,18341223.4460695,1726240.125,18341198.1113326
2943,116.070565706499,581.763,53052679.7423667,8262226,53052659.6922334
2944,116.070551942941,772.163,50583806.590387,394261.96875,50583629.496387
2945,116.070597876872,536.324,18091462.3763164,591652.9375,18091422.0733164
2946,116.070590296847,606.909,14287873.3354758,886746.3125,14287844.4485213
2947,113.090254759877,537.596,29158855.3402499,1023833.4375,27972429.5880249
2948,156.076758269829,634.452,26400209.9637358,1622805,25164360.4268508
2949,156.076735809257,663.029,16147785.360375,1331097.5,15329839.7946148
2950,74.0600221247505,638.36,17651577.1463203,1870261.25,15840617.9617557
2951,102.05488324299,585.544,66399159.2733182,8648466,64706404.5072008
2952,102.054938666422,638.36,15519215.528543,1794068.25,13898731.1358755
2953,132.065527636346,576.639,4664215006.44388,684534080,4664093888.30215
2954,132.065463960182,663.029,22404904.0875117,1440707.25,22281793.0442484
2955,132.065496528435,623.095,37780038.1899288,2505998.5,37673955.2975899
2956,132.065506547008,809.188,10795497.7823656,378194.71875,10582347.088823
2957,174.112407391375,802.906,113049098.771414,9478609,112541018.010172
2958,118.086217546741,536.324,94364699.6556795,12573260,89523592.9324525
2959,104.070573006796,533.849,51257023.9666962,2642091.5,47271778.1049512
2960,104.070560506029,593.131,35519405.5965001,2399904,32689257.6341522
2961,146.980315322344,567.96,167103267.837891,8184398.5,135627810.126902
2962,146.980317001442,537.596,112853998.574315,6648681,85472910.5261145
2963,146.980291427127,595.606,135065589.951141,9231524,113855701.224091
2964,146.980289431843,615.628,155816474.7915,11583620,137181405.073187
2965,214.090855929567,576.639,143852421.026015,11680256,142004485.132207
2966,214.090778070154,606.909,204241824.975825,6912007,200356625.241557
2967,214.09082156215,535.086,82620991.7781185,5024954,80468477.2733271
2968,213.098437817379,575.4,301110680.301199,20559642,291177933.082923
2969,213.098366737104,608.148,160108531.375693,11327870,154815926.327504
2970,213.098366495264,535.086,136486519.09141,8238002,128486224.257792
2971,124.039340847117,557.694,36101564.3083847,7324068.5,32586379.1018473
2972,124.039350209794,532.614,39226418.9066665,1978580,34688951.6727192
2973,234.076878121499,610.625,826460173.191998,65415352,816691138.132793
2974,234.076983113585,575.4,504281119.080749,30866872,482294806.336846
2975,234.076862533389,595.606,567729583.973464,45781068,557181491.057573
2976,234.076867821355,638.36,160611081.74173,17826348,149910361.607682
2977,171.112758410756,542.723,237442769.234083,5674841,192032130.177364
2978,250.050744530804,595.606,155441768.177531,12806884,145806857.269888
2979,250.050823344761,575.4,134934689.827646,8798888,121431359.589996
2980,250.050732399865,619.349,154702805.37732,8840867,143913566.460815
2981,146.164531422953,829.19,69658587.9680001,9751094,69081440.7104014
2982,147.168462206546,829.19,5125891.16595,774095.75,4841079.59779723
2983,74.096404735193,831.686,7559622.265625,958428.1875,7559609.765625
2984,141.113468864209,572.923,89454144.4309774,5136724.5,61157010.7618457
2985,149.125088257912,829.19,7203680.07157367,980466.8125,7053002.38081259
