m/z,RT,Intensity,Identification,Prob
148.060325,872.304016,12059099.000000,StdMix2_61;M+NH4;[12C]5[1H]10[14N]1[16O]4,0.995000
239.105713,1371.750000,3354372.500000,StdMix2_47;M+H;[12C]8[1H]19[14N]2[16O]4[32S]1,0.995000
245.095257,397.003998,2847343.250000,StdMix2_6;M+H;[12C]10[1H]17[14N]2[16O]3[32S]1,1.000000
162.112221,1027.780029,2462155.250000,StdMix2_29;M+H;[12C]7[1H]16[14N]1[16O]3,1.000000
123.055108,528.955994,2459313.500000,StdMix2_10;M+H;[12C]6[1H]7[14N]2[16O]1,0.995000
511.165459,397.003998,1460282.250000,StdMix2_6;2M+Na;[12C]20[1H]32[14N]4[16O]6[32S]2[23Na]1,1.000000
267.077155,375.274994,1032403.625000,StdMix2_6;M+Na;[12C]10[1H]16[14N]2[16O]3[32S]1[23Na]1,1.000000
143.081312,608.010010,818553.875000,StdMix2_28;M+ACN+H;[12C]6[1H]11[14N]2[16O]2,0.990000
130.049703,446.028992,817861.812500,StdMix2_11;M+H;[12C]5[1H]8[14N]1[16O]3,0.995000
261.087608,1371.750000,637734.062500,StdMix2_47;M+Na;[12C]8[1H]18[14N]2[16O]4[32S]1[23Na]1,0.995000
149.063625,878.171997,588208.437500,StdMix2_61;M+NH4;[12C]4[13C]1[1H]10[14N]1[16O]4,0.990000
489.183436,397.003998,446576.343750,StdMix2_6;2M+H;[12C]20[1H]33[14N]4[16O]6[32S]2,1.000000
240.108859,1371.750000,289726.406250,StdMix2_47;M+H;[12C]7[13C]1[1H]19[14N]2[16O]4[32S]1,0.995000
246.098435,397.003998,286691.218750,StdMix2_6;M+H;[12C]9[13C]1[1H]17[14N]2[16O]3[32S]1,1.000000
512.168753,397.003998,276322.000000,StdMix2_6;2M+Na;[12C]19[13C]1[1H]32[14N]4[16O]6[32S]2[23Na]1,1.000000
131.033791,869.393982,205963.265625,StdMix2_61;M+H;[12C]5[1H]7[16O]4,0.995000
163.115455,1027.780029,179563.734375,StdMix2_29;M+H;[12C]6[13C]1[1H]16[14N]1[16O]3,1.000000
124.058413,530.804016,159682.781250,StdMix2_10;M+H;[12C]5[13C]1[1H]7[14N]2[16O]1,0.995000
241.101257,1371.750000,136249.750000,StdMix2_47;M+H;[12C]8[1H]19[14N]2[16O]4[34S]1,0.995000
247.090816,397.003998,107137.617188,StdMix2_6;M+H;[12C]10[1H]17[14N]2[16O]3[34S]1,1.000000
513.160173,397.003998,98286.359375,StdMix2_6;2M+Na;[12C]20[1H]32[14N]4[16O]6[32S]1[34S]1[23Na]1,1.000000
268.080441,375.274994,95238.406250,StdMix2_6;M+Na;[12C]9[13C]1[1H]16[14N]2[16O]3[32S]1[23Na]1,0.995000
477.204340,1371.750000,89375.476563,StdMix2_47;2M+H;[12C]16[1H]37[14N]4[16O]8[32S]2,1.000000
150.064349,866.484009,82402.406250,StdMix2_61;M+NH4;[12C]5[1H]10[14N]1[16O]3[18O]1,0.990000
490.186995,395.545013,75202.695313,StdMix2_6;2M+H;[12C]19[13C]1[1H]33[14N]4[16O]6[32S]2,1.000000
144.084549,608.010010,46070.824219,StdMix2_28;M+ACN+H;[12C]5[13C]1[1H]11[14N]2[16O]2,0.990000
262.090748,1371.750000,41513.621094,StdMix2_47;M+Na;[12C]7[13C]1[1H]18[14N]2[16O]4[32S]1[23Na]1,0.995000
131.052945,446.028992,39463.117188,StdMix2_11;M+H;[12C]4[13C]1[1H]8[14N]1[16O]3,0.990000
171.076056,446.028992,39433.628906,StdMix2_11;M+ACN+H;[12C]7[1H]11[14N]2[16O]3,1.000000
165.063124,606.125977,38186.371094,StdMix2_28;M+ACN+Na;[12C]6[1H]10[14N]2[16O]2[23Na]1,0.990000
269.072847,372.364990,32729.917969,StdMix2_6;M+Na;[12C]10[1H]16[14N]2[16O]3[34S]1[23Na]1,0.995000
499.186268,1371.750000,30508.753906,StdMix2_47;2M+Na;[12C]16[1H]36[14N]4[16O]8[32S]2[23Na]1,1.000000
189.086685,872.304016,27992.826172,StdMix2_67;M+H;[12C]7[1H]13[14N]2[16O]4,0.985000
491.178557,397.003998,26222.808594,StdMix2_6;2M+H;[12C]20[1H]33[14N]4[16O]6[32S]1[34S]1,1.000000
263.083272,1365.579956,20697.937500,StdMix2_47;M+Na;[12C]8[1H]18[14N]2[16O]4[34S]1[23Na]1,0.990000
95.047066,2247.020020,19603.802734,StdMix2_67;M+2H;[12C]7[1H]14[14N]2[16O]4,1.000000
184.094038,1033.119995,18843.089844,StdMix2_29;M+Na;[12C]7[1H]15[14N]1[16O]3[23Na]1,1.000000
164.063381,379.597992,15612.320313,StdMix2_61;M+CH3OH+H;[12C]5[13C]1[1H]11[16O]5,0.870000
478.208018,1360.930054,14164.983398,StdMix2_47;2M+H;[12C]15[13C]1[1H]37[14N]4[16O]8[32S]2,1.000000
152.031778,2054.110107,14144.844727,StdMix2_11;M+Na;[12C]5[1H]7[14N]1[16O]3[23Na]1,0.995000
124.051918,532.653992,13620.660156,StdMix2_10;M+H;[12C]6[1H]7[14N]1[15N]1[16O]1,0.995000
124.036712,8.859720,13427.128906,StdMix2_28;M+Na;[12C]4[1H]7[14N]1[16O]2[23Na]1,0.990000
163.059776,5.912870,13422.789063,StdMix2_61;M+CH3OH+H;[12C]6[1H]11[16O]5,0.870000
74.533833,2058.669922,11680.044922,StdMix2_61;M+H+NH4;[12C]5[1H]11[14N]1[16O]4,0.990000
164.116337,1026.010010,10471.415039,StdMix2_29;M+H;[12C]7[1H]16[14N]1[16O]2[18O]1,1.000000
132.037083,866.484009,10213.315430,StdMix2_61;M+H;[12C]4[13C]1[1H]7[16O]4,0.995000
