m/z,RT,Intensity,Identification,Prob
76.075747,1119.699951,84571992.000000,StdMix2_39;M+H;[12C]3[1H]10[14N]1[16O]1,0.995000
146.117495,993.882019,41433548.000000,StdMix2_23;M+H;[12C]7[1H]16[14N]1[16O]2,1.000000
75.091743,1716.000000,32862964.000000,StdMix2_54;M+H;[12C]3[1H]11[14N]2,1.000000
298.096960,596.893005,9008818.000000,StdMix2_12;M+H;[12C]11[1H]16[14N]5[16O]3[32S]1,0.865000
79.076021,1718.949951,8220968.000000,StdMix2_54;M+2ACN+2H;[12C]7[1H]18[14N]4,1.000000
167.038569,364.303986,7749692.500000,StdMix2_5;M+H;[12C]6[1H]7[14N]4[32S]1,1.000000
104.107075,1096.939941,7619203.500000,StdMix2_34;M+H;[12C]5[1H]14[14N]1[16O]1,0.985000
154.097393,1032.430054,7427504.000000,StdMix2_26;M+H;[12C]7[1H]12[14N]3[16O]1,1.000000
123.055233,520.445007,7324135.500000,StdMix2_10;M+H;[12C]6[1H]7[14N]2[16O]1,1.000000
194.081175,337.355011,6292706.500000,StdMix2_59;M+H;[12C]10[1H]12[14N]1[16O]3,1.000000
150.077382,823.919983,5785654.500000,StdMix2_18;M+H;[12C]6[1H]8[14N]5,1.000000
162.112379,1071.229980,5424147.500000,StdMix2_29;M+H;[12C]7[1H]16[14N]1[16O]3,1.000000
220.117964,396.471985,5417977.000000,StdMix2_7;M+H;[12C]9[1H]18[14N]1[16O]5,1.000000
191.117844,780.762024,5114781.000000,StdMix2_14;M+H;[12C]11[1H]15[14N]2[16O]1,1.000000
132.101877,814.559998,4824343.500000,StdMix2_19;M+H;[12C]6[1H]14[14N]1[16O]2,1.000000
118.086210,966.317993,4484002.500000,StdMix2_24;M+H;[12C]5[1H]12[14N]1[16O]2,1.000000
168.065481,923.754028,4266974.500000,StdMix2_20;M+H;[12C]8[1H]10[14N]1[16O]3,1.000000
136.042682,887.760010,2954618.250000,StdMix2_22;M+H;[12C]4[1H]10[14N]1[16O]2[32S]1,1.000000
112.050629,1089.500000,2787664.500000,StdMix2_36;M+H;[12C]4[1H]6[14N]3[16O]1,0.990000
104.070573,1077.359985,2680371.250000,StdMix2_32;M+H;[12C]4[1H]10[14N]1[16O]2,1.000000
245.095504,380.335999,2438687.000000,StdMix2_6;M+H;[12C]10[1H]17[14N]2[16O]3[32S]1,1.000000
184.073342,1372.459961,2406689.500000,StdMix2_44;M+H;[12C]5[1H]15[14N]1[16O]4[31P]1,1.000000
182.081184,899.004028,2379470.750000,StdMix2_21;M+H;[12C]9[1H]12[14N]1[16O]3,0.840000
131.129180,1688.109985,2370391.500000,StdMix2_53;M+H;[12C]5[1H]15[14N]4,0.990000
189.086948,515.940002,2361725.250000,StdMix2_67;M+H;[12C]7[1H]13[14N]2[16O]4,1.000000
122.081162,1293.969971,2182107.000000,StdMix2_30;M+CH3OH+H;[12C]4[1H]12[14N]1[16O]3,1.000000
242.099860,397.920990,2137678.500000,StdMix2_7;M+Na;[12C]9[1H]17[14N]1[16O]5[23Na]1,1.000000
211.068867,509.764008,2043178.750000,StdMix2_67;M+Na;[12C]7[1H]12[14N]2[16O]4[23Na]1,1.000000
90.054956,1046.290039,1997170.375000,StdMix2_30;M+H;[12C]3[1H]8[14N]1[16O]2,0.995000
117.102339,1127.349976,1861505.875000,StdMix2_39;M+ACN+H;[12C]5[1H]13[14N]2[16O]1,1.000000
291.227874,995.388000,1817923.125000,StdMix2_23;2M+H;[12C]14[1H]31[14N]2[16O]4,1.000000
516.299328,295.104004,1664971.750000,StdMix2_65;M+H;[12C]26[1H]46[14N]1[16O]7[32S]1,1.000000
159.112945,1095.449951,1563374.250000,StdMix2_24;M+ACN+H;[12C]7[1H]15[14N]2[16O]2,1.000000
102.054921,1038.569946,1558899.500000,StdMix2_28;M+H;[12C]4[1H]8[14N]1[16O]2,0.985000
221.577127,614.591980,1457528.750000,StdMix2_69;M+2H;[12C]19[1H]21[14N]7[16O]6,0.995000
170.092355,1528.880005,1412618.000000,StdMix2_49;M+H;[12C]7[1H]12[14N]3[16O]2,0.985000
130.049864,439.140015,1316604.625000,StdMix2_11;M+H;[12C]5[1H]8[14N]1[16O]3,1.000000
175.107856,1145.479980,1165436.375000,StdMix2_37;M+H;[12C]7[1H]15[14N]2[16O]3,1.000000
76.094912,1735.160034,1165004.000000,StdMix2_54;M+H;[12C]2[13C]1[1H]11[14N]2,1.000000
348.070624,1071.229980,1123619.250000,StdMix2_35;M+H;[12C]10[1H]15[14N]5[16O]7[31P]1,0.995000
206.055307,1369.430054,1122305.750000,StdMix2_44;M+Na;[12C]5[1H]14[14N]1[16O]4[31P]1[23Na]1,1.000000
299.099885,596.893005,1113400.250000,StdMix2_12;M+H;[12C]10[13C]1[1H]16[14N]5[16O]3[32S]1,0.865000
239.106022,1370.949951,1095781.875000,StdMix2_47;M+H;[12C]8[1H]19[14N]2[16O]4[32S]1,1.000000
193.068161,1248.270020,1089043.875000,StdMix2_43;M+2H;[12C]14[1H]22[14N]6[16O]5[32S]1,0.995000
511.165950,380.335999,1009280.062500,StdMix2_6;2M+Na;[12C]20[1H]32[14N]4[16O]6[32S]2[23Na]1,1.000000
442.147356,617.849976,1008944.000000,StdMix2_69;M+H;[12C]19[1H]20[14N]7[16O]6,1.000000
332.075534,1032.430054,901736.312500,StdMix2_31;M+H;[12C]10[1H]15[14N]5[16O]6[31P]1,0.970000
203.139178,1175.660034,760087.250000,StdMix2_29;M+ACN+H;[12C]9[1H]19[14N]2[16O]3,1.000000
173.128437,864.197998,735425.437500,StdMix2_19;M+ACN+H;[12C]8[1H]17[14N]2[16O]2,1.000000
195.084338,337.355011,679247.812500,StdMix2_59;M+H;[12C]9[13C]1[1H]12[14N]1[16O]3,1.000000
267.077393,377.417999,667214.500000,StdMix2_6;M+Na;[12C]10[1H]16[14N]2[16O]3[32S]1[23Na]1,1.000000
79.577619,1718.949951,646385.125000,StdMix2_54;M+2ACN+2H;[12C]6[13C]1[1H]18[14N]4,1.000000
284.098946,746.453979,614199.875000,StdMix2_17;M+H;[12C]10[1H]14[14N]5[16O]5,1.000000
192.120989,780.762024,586568.750000,StdMix2_14;M+H;[12C]10[13C]1[1H]15[14N]2[16O]1,1.000000
261.144760,1154.469971,564270.562500,StdMix2_7;M+ACN+H;[12C]11[1H]21[14N]2[16O]5,1.000000
155.100605,1032.430054,551553.812500,StdMix2_26;M+H;[12C]6[13C]1[1H]12[14N]3[16O]1,1.000000
221.121175,396.471985,526027.187500,StdMix2_7;M+H;[12C]8[13C]1[1H]18[14N]1[16O]5,0.995000
517.302410,295.104004,518333.531250,StdMix2_65;M+H;[12C]25[13C]1[1H]46[14N]1[16O]7[32S]1,1.000000
263.196579,984.869995,511078.375000,StdMix2_19;2M+H;[12C]12[1H]27[14N]2[16O]4,1.000000
124.058479,520.445007,483815.750000,StdMix2_10;M+H;[12C]5[13C]1[1H]7[14N]2[16O]1,1.000000
168.041670,364.303986,476428.156250,StdMix2_5;M+H;[12C]5[13C]1[1H]7[14N]4[32S]1,1.000000
177.102169,780.762024,449817.062500,StdMix2_4;M+2ACN+H;[12C]10[1H]13[14N]2[16O]1,1.000000
163.115616,1069.699951,414184.093750,StdMix2_29;M+H;[12C]6[13C]1[1H]16[14N]1[16O]3,1.000000
426.155715,633.107971,406957.031250,StdMix2_43;M+ACN+H;[12C]16[1H]24[14N]7[16O]5[32S]1,1.000000
172.060344,514.421021,381816.031250,StdMix2_61;M+ACN+H;[12C]7[1H]10[14N]1[16O]4,1.000000
300.092479,596.893005,378012.343750,StdMix2_12;M+H;[12C]11[1H]16[14N]5[16O]3[34S]1,0.865000
151.080562,822.359985,370404.500000,StdMix2_18;M+H;[12C]5[13C]1[1H]8[14N]5,1.000000
169.068682,923.754028,364454.000000,StdMix2_20;M+H;[12C]7[13C]1[1H]10[14N]1[16O]3,1.000000
86.060022,1195.949951,362960.062500,StdMix2_55;M+H+NH4;[12C]8[1H]16[14N]2[16O]2,0.995000
169.034085,364.303986,346684.812500,StdMix2_5;M+H;[12C]6[1H]7[14N]4[34S]1,1.000000
223.074728,1357.150024,344484.531250,StdMix2_46;M+H;[12C]7[1H]15[14N]2[16O]4[32S]1,1.000000
261.088049,1370.949951,326646.750000,StdMix2_47;M+Na;[12C]8[1H]18[14N]2[16O]4[32S]1[23Na]1,1.000000
86.581506,1685.199951,325823.125000,StdMix2_53;M+ACN+2H;[12C]7[1H]19[14N]5,1.000000
105.110401,1089.500000,316003.687500,StdMix2_34;M+H;[12C]4[13C]1[1H]14[14N]1[16O]1,0.975000
133.105106,814.559998,315353.500000,StdMix2_19;M+H;[12C]5[13C]1[1H]14[14N]1[16O]2,1.000000
367.139676,1373.979980,313902.687500,StdMix2_44;2M+H;[12C]10[1H]29[14N]2[16O]8[31P]2,1.000000
222.078724,616.218018,290352.437500,StdMix2_69;M+2H;[12C]18[13C]1[1H]21[14N]7[16O]6,0.995000
399.148827,511.337006,257734.843750,StdMix2_67;2M+Na;[12C]14[1H]24[14N]4[16O]8[23Na]1,1.000000
199.107687,1579.630005,252567.218750,StdMix2_21;M+NH4;[12C]9[1H]15[14N]2[16O]3,1.000000
171.112757,872.838013,252326.484375,StdMix2_55;M+NH4;[12C]8[1H]15[14N]2[16O]2,1.000000
308.064585,1134.959961,245837.140625,StdMix2_38;M+H;[12C]9[1H]15[14N]3[16O]7[31P]1,1.000000
246.098688,380.335999,244200.921875,StdMix2_6;M+H;[12C]9[13C]1[1H]17[14N]2[16O]3[32S]1,1.000000
76.088604,1710.130005,243817.015625,StdMix2_54;M+H;[12C]3[1H]11[14N]1[15N]1,1.000000
385.129157,1248.270020,237200.859375,StdMix2_43;M+H;[12C]14[1H]21[14N]6[16O]5[32S]1,1.000000
134.032518,1089.500000,234280.562500,StdMix2_36;M+Na;[12C]4[1H]5[14N]3[16O]1[23Na]1,1.000000
119.089505,967.877991,226014.750000,StdMix2_24;M+H;[12C]4[13C]1[1H]12[14N]1[16O]2,1.000000
183.084399,900.642029,222597.171875,StdMix2_21;M+H;[12C]8[13C]1[1H]12[14N]1[16O]3,0.835000
533.325535,293.545990,216484.062500,StdMix2_65;M+NH4;[12C]26[1H]49[14N]2[16O]7[32S]1,1.000000
292.231026,995.388000,211831.375000,StdMix2_23;2M+H;[12C]13[13C]1[1H]31[14N]2[16O]4,1.000000
512.169396,380.335999,194294.984375,StdMix2_6;2M+Na;[12C]19[13C]1[1H]32[14N]4[16O]6[32S]2[23Na]1,1.000000
243.103180,397.920990,192453.953125,StdMix2_7;M+Na;[12C]8[13C]1[1H]17[14N]1[16O]5[23Na]1,1.000000
443.150763,616.218018,181343.640625,StdMix2_69;M+H;[12C]18[13C]1[1H]20[14N]7[16O]6,1.000000
190.090149,517.447998,175699.000000,StdMix2_67;M+H;[12C]6[13C]1[1H]13[14N]2[16O]4,1.000000
330.046706,1137.959961,174652.437500,StdMix2_38;M+Na;[12C]9[1H]14[14N]3[16O]7[31P]1[23Na]1,1.000000
227.052522,416.223999,170255.562500,StdMix2_62;2M+Na;[12C]8[1H]12[16O]6[23Na]1,1.000000
225.120970,1181.859985,163393.046875,StdMix2_29;M+ACN+Na;[12C]9[1H]18[14N]2[16O]3[23Na]1,1.000000
193.569696,1248.270020,163114.406250,StdMix2_43;M+2H;[12C]13[13C]1[1H]22[14N]6[16O]5[32S]1,0.995000
187.143999,848.693970,160304.156250,StdMix2_23;M+ACN+H;[12C]9[1H]19[14N]2[16O]2,1.000000
212.072084,511.337006,149198.921875,StdMix2_67;M+Na;[12C]6[13C]1[1H]12[14N]2[16O]4[23Na]1,1.000000
235.107691,736.973999,149091.609375,StdMix2_59;M+ACN+H;[12C]12[1H]15[14N]2[16O]3,1.000000
168.099292,995.388000,145729.031250,StdMix2_23;M+Na;[12C]7[1H]15[14N]1[16O]2[23Na]1,1.000000
171.076303,437.489990,145584.343750,StdMix2_11;M+ACN+H;[12C]7[1H]11[14N]2[16O]3,0.995000
489.184070,380.335999,140168.421875,StdMix2_6;2M+H;[12C]20[1H]33[14N]4[16O]6[32S]2,1.000000
132.554219,1354.030029,137979.796875,StdMix2_46;M+ACN+2H;[12C]9[1H]19[14N]3[16O]4[32S]1,1.000000
283.126685,1152.979980,136615.046875,StdMix2_7;M+ACN+Na;[12C]11[1H]20[14N]2[16O]5[23Na]1,1.000000
181.094797,1116.609985,135898.937500,StdMix2_24;M+ACN+Na;[12C]7[1H]14[14N]2[16O]2[23Na]1,1.000000
148.060307,616.218018,128764.507813,StdMix2_61;M+NH4;[12C]5[1H]10[14N]1[16O]4,0.875000
538.280808,295.104004,126916.507813,StdMix2_65;M+Na;[12C]26[1H]45[14N]1[16O]7[32S]1[23Na]1,1.000000
185.076533,1373.979980,123361.890625,StdMix2_44;M+H;[12C]4[13C]1[1H]15[14N]1[16O]4[31P]1,1.000000
138.038309,887.760010,123252.242188,StdMix2_22;M+H;[12C]4[1H]10[14N]1[16O]2[34S]1,1.000000
223.093930,1089.500000,121531.781250,StdMix2_36;2M+H;[12C]8[1H]11[14N]6[16O]2,1.000000
137.045865,887.760010,117545.570313,StdMix2_22;M+H;[12C]3[13C]1[1H]10[14N]1[16O]2[32S]1,1.000000
79.574438,1718.949951,111717.507813,StdMix2_54;M+2ACN+2H;[12C]7[1H]18[14N]3[15N]1,1.000000
144.065784,987.882019,106154.937500,StdMix2_62;M+ACN+H;[12C]6[1H]10[14N]1[16O]3,0.925000
105.073880,1078.900024,104996.109375,StdMix2_32;M+H;[12C]3[13C]1[1H]10[14N]1[16O]2,1.000000
