m/z,RT,Intensity,Identification,Prob
148.060285,872.783997,15971139.000000,StdMix2_61;M+NH4;[12C]5[1H]10[14N]1[16O]4,0.990000
239.105725,1357.939941,3084201.250000,StdMix2_47;M+H;[12C]8[1H]19[14N]2[16O]4[32S]1,1.000000
143.081278,609.971985,2395648.500000,StdMix2_28;M+ACN+H;[12C]6[1H]11[14N]2[16O]2,1.000000
162.112204,1016.330017,2386926.500000,StdMix2_29;M+H;[12C]7[1H]16[14N]1[16O]3,0.995000
245.095090,381.661987,2304656.750000,StdMix2_6;M+H;[12C]10[1H]17[14N]2[16O]3[32S]1,1.000000
149.063591,868.518005,811639.500000,StdMix2_61;M+NH4;[12C]4[13C]1[1H]10[14N]1[16O]4,0.995000
130.049667,448.377991,719439.250000,StdMix2_11;M+H;[12C]5[1H]8[14N]1[16O]3,1.000000
261.087634,1362.260010,677387.062500,StdMix2_47;M+Na;[12C]8[1H]18[14N]2[16O]4[32S]1[23Na]1,1.000000
267.076991,364.362000,416943.437500,StdMix2_6;M+Na;[12C]10[1H]16[14N]2[16O]3[32S]1[23Na]1,1.000000
511.165227,388.804993,375295.406250,StdMix2_6;2M+Na;[12C]20[1H]32[14N]4[16O]6[32S]2[23Na]1,0.990000
240.108897,1357.939941,246567.703125,StdMix2_47;M+H;[12C]7[13C]1[1H]19[14N]2[16O]4[32S]1,1.000000
246.098264,381.661987,217127.546875,StdMix2_6;M+H;[12C]9[13C]1[1H]17[14N]2[16O]3[32S]1,1.000000
163.115450,1020.799988,165153.078125,StdMix2_29;M+H;[12C]6[13C]1[1H]16[14N]1[16O]3,0.995000
144.084518,606.846008,146967.640625,StdMix2_28;M+ACN+H;[12C]5[13C]1[1H]11[14N]2[16O]2,0.995000
489.183308,380.234985,126518.929688,StdMix2_6;2M+H;[12C]20[1H]33[14N]4[16O]6[32S]2,1.000000
131.033722,862.854004,117918.523438,StdMix2_61;M+H;[12C]5[1H]7[16O]4,0.995000
95.046850,2046.280029,116618.554688,StdMix2_67;M+2H;[12C]7[1H]14[14N]2[16O]4,0.990000
241.101296,1365.140015,116580.328125,StdMix2_47;M+H;[12C]8[1H]19[14N]2[16O]4[34S]1,1.000000
150.064316,868.518005,101546.953125,StdMix2_61;M+NH4;[12C]5[1H]10[14N]1[16O]3[18O]1,0.990000
189.086708,860.015991,92921.265625,StdMix2_67;M+H;[12C]7[1H]13[14N]2[16O]4,0.990000
247.090657,380.234985,82156.679688,StdMix2_6;M+H;[12C]10[1H]17[14N]2[16O]3[34S]1,1.000000
477.204625,1359.380005,73431.992188,StdMix2_47;2M+H;[12C]16[1H]37[14N]4[16O]8[32S]2,1.000000
171.075993,445.321014,72810.023438,StdMix2_11;M+ACN+H;[12C]7[1H]11[14N]2[16O]3,0.995000
512.168798,390.240997,68304.867188,StdMix2_6;2M+Na;[12C]19[13C]1[1H]32[14N]4[16O]6[32S]2[23Na]1,0.990000
262.090830,1365.140015,45387.078125,StdMix2_47;M+Na;[12C]7[13C]1[1H]18[14N]2[16O]4[32S]1[23Na]1,1.000000
499.186485,1359.380005,32304.755859,StdMix2_47;2M+Na;[12C]16[1H]36[14N]4[16O]8[32S]2[23Na]1,0.995000
268.080313,390.240997,31825.970703,StdMix2_6;M+Na;[12C]9[13C]1[1H]16[14N]2[16O]3[32S]1[23Na]1,1.000000
184.094020,1016.330017,31278.679688,StdMix2_29;M+Na;[12C]7[1H]15[14N]1[16O]3[23Na]1,0.995000
131.052897,448.377991,29751.255859,StdMix2_11;M+H;[12C]4[13C]1[1H]8[14N]1[16O]3,0.995000
513.160075,383.085999,25775.738281,StdMix2_6;2M+Na;[12C]20[1H]32[14N]4[16O]6[32S]1[34S]1[23Na]1,0.990000
490.186980,381.661987,25101.560547,StdMix2_6;2M+H;[12C]19[13C]1[1H]33[14N]4[16O]6[32S]2,1.000000
115.560353,2033.670044,24613.457031,StdMix2_67;M+ACN+2H;[12C]9[1H]17[14N]3[16O]4,0.990000
263.083350,1368.020020,23590.214844,StdMix2_47;M+Na;[12C]8[1H]18[14N]2[16O]4[34S]1[23Na]1,1.000000
165.063009,592.661011,17947.833984,StdMix2_28;M+ACN+Na;[12C]6[1H]10[14N]2[16O]2[23Na]1,0.965000
302.114033,1369.459961,16079.356445,StdMix2_47;M+ACN+Na;[12C]10[1H]21[14N]3[16O]4[32S]1[23Na]1,1.000000
102.073466,2493.969971,14796.499023,StdMix2_29;M+ACN+2H;[12C]9[1H]20[14N]2[16O]3,0.975000
152.031692,2060.290039,14109.876953,StdMix2_11;M+Na;[12C]5[1H]7[14N]1[16O]3[23Na]1,0.995000
269.072821,385.941986,13422.346680,StdMix2_6;M+Na;[12C]10[1H]16[14N]2[16O]3[34S]1[23Na]1,0.995000
144.078132,609.971985,12785.327148,StdMix2_28;M+ACN+H;[12C]6[1H]11[14N]1[15N]1[16O]2,0.995000
478.208239,1359.380005,12641.863281,StdMix2_47;2M+H;[12C]15[13C]1[1H]37[14N]4[16O]8[32S]2,1.000000
