m/z,RT,Intensity,Identification,Prob
136.042659,907.596008,38040244.000000,StdMix2_22;M+H;[12C]4[1H]10[14N]1[16O]2[32S]1,0.990000
148.060343,874.565979,31636214.000000,StdMix2_61;M+NH4;[12C]5[1H]10[14N]1[16O]4,1.000000
239.105730,1367.520020,8410266.000000,StdMix2_47;M+H;[12C]8[1H]19[14N]2[16O]4[32S]1,1.000000
162.112161,1034.609985,7261434.000000,StdMix2_29;M+H;[12C]7[1H]16[14N]1[16O]3,0.995000
245.095285,385.665985,5836905.000000,StdMix2_6;M+H;[12C]10[1H]17[14N]2[16O]3[32S]1,1.000000
123.055055,526.408997,4471013.000000,StdMix2_10;M+H;[12C]6[1H]7[14N]2[16O]1,1.000000
261.087609,1367.520020,3514441.000000,StdMix2_47;M+Na;[12C]8[1H]18[14N]2[16O]4[32S]1[23Na]1,1.000000
511.165561,384.282990,3431371.000000,StdMix2_6;2M+Na;[12C]20[1H]32[14N]4[16O]6[32S]2[23Na]1,1.000000
267.077157,384.282990,3371795.000000,StdMix2_6;M+Na;[12C]10[1H]16[14N]2[16O]3[32S]1[23Na]1,1.000000
149.063609,874.565979,1687989.375000,StdMix2_61;M+NH4;[12C]4[13C]1[1H]10[14N]1[16O]4,1.000000
138.038161,907.596008,1665047.875000,StdMix2_22;M+H;[12C]4[1H]10[14N]1[16O]2[34S]1,0.990000
130.049856,874.565979,1596265.625000,StdMix2_11;M+H;[12C]5[1H]8[14N]1[16O]3,1.000000
137.045760,907.596008,1568396.500000,StdMix2_22;M+H;[12C]3[13C]1[1H]10[14N]1[16O]2[32S]1,0.990000
177.039152,669.270020,971377.625000,StdMix2_78;M+H;[12C]6[1H]9[16O]6,1.000000
477.204492,1367.520020,951877.062500,StdMix2_47;2M+H;[12C]16[1H]37[14N]4[16O]8[32S]2,0.995000
348.069792,1070.439941,937584.750000,StdMix2_35;M+H;[12C]10[1H]15[14N]5[16O]7[31P]1,1.000000
489.183658,385.665985,821042.000000,StdMix2_6;2M+H;[12C]20[1H]33[14N]4[16O]6[32S]2,1.000000
240.108865,1367.520020,723476.750000,StdMix2_47;M+H;[12C]7[13C]1[1H]19[14N]2[16O]4[32S]1,1.000000
512.168880,384.282990,717862.125000,StdMix2_6;2M+Na;[12C]19[13C]1[1H]32[14N]4[16O]6[32S]2[23Na]1,1.000000
664.115627,1218.560059,680816.250000,StdMix2_41;M+H;[12C]21[1H]28[14N]7[16O]14[31P]2,1.000000
499.186377,1367.520020,668601.625000,StdMix2_47;2M+Na;[12C]16[1H]36[14N]4[16O]8[32S]2[23Na]1,1.000000
246.098459,385.665985,596794.125000,StdMix2_6;M+H;[12C]9[13C]1[1H]17[14N]2[16O]3[32S]1,1.000000
163.115376,1034.609985,543218.125000,StdMix2_29;M+H;[12C]6[13C]1[1H]16[14N]1[16O]3,0.995000
102.054917,871.763977,423882.375000,StdMix2_28;M+H;[12C]4[1H]8[14N]1[16O]2,0.995000
131.033823,874.565979,397288.437500,StdMix2_61;M+H;[12C]5[1H]7[16O]4,1.000000
241.101281,1367.520020,366264.750000,StdMix2_47;M+H;[12C]8[1H]19[14N]2[16O]4[34S]1,1.000000
268.080396,385.665985,326078.437500,StdMix2_6;M+Na;[12C]9[13C]1[1H]16[14N]2[16O]3[32S]1[23Na]1,1.000000
332.561388,1214.239990,315165.562500,StdMix2_41;M+2H;[12C]21[1H]29[14N]7[16O]14[31P]2,0.995000
124.058350,526.408997,284926.437500,StdMix2_10;M+H;[12C]5[13C]1[1H]7[14N]2[16O]1,1.000000
209.065240,336.100006,284262.500000,StdMix2_78;M+CH3OH+H;[12C]7[1H]13[16O]7,0.995000
262.090838,1367.520020,275334.531250,StdMix2_47;M+Na;[12C]7[13C]1[1H]18[14N]2[16O]4[32S]1[23Na]1,1.000000
177.068838,808.806030,260933.890625,StdMix2_22;M+ACN+H;[12C]6[1H]13[14N]2[16O]2[32S]1,0.990000
143.081247,819.864014,251782.531250,StdMix2_28;M+ACN+H;[12C]6[1H]11[14N]2[16O]2,1.000000
247.090852,385.665985,232381.656250,StdMix2_6;M+H;[12C]10[1H]17[14N]2[16O]3[34S]1,1.000000
513.160422,385.665985,229259.562500,StdMix2_6;2M+Na;[12C]20[1H]32[14N]4[16O]6[32S]1[34S]1[23Na]1,1.000000
150.064356,875.963989,211619.453125,StdMix2_61;M+NH4;[12C]5[1H]10[14N]1[16O]3[18O]1,1.000000
361.651106,1667.209961,187078.156250,StdMix2_52;M+2H;[12C]27[1H]49[14N]9[16O]10[32S]2,0.995000
302.114010,1367.520020,137898.984375,StdMix2_47;M+ACN+Na;[12C]10[1H]21[14N]3[16O]4[32S]1[23Na]1,1.000000
686.097441,1234.130005,135354.171875,StdMix2_41;M+Na;[12C]21[1H]27[14N]7[16O]14[31P]2[23Na]1,0.995000
665.118928,1218.560059,133684.078125,StdMix2_41;M+H;[12C]20[13C]1[1H]28[14N]7[16O]14[31P]2,1.000000
263.083231,1367.520020,133337.531250,StdMix2_47;M+Na;[12C]8[1H]18[14N]2[16O]4[34S]1[23Na]1,1.000000
490.187270,385.665985,129533.234375,StdMix2_6;2M+H;[12C]19[13C]1[1H]33[14N]4[16O]6[32S]2,0.995000
478.208069,1367.520020,119303.757813,StdMix2_47;2M+H;[12C]15[13C]1[1H]37[14N]4[16O]8[32S]2,0.995000
171.076012,445.523987,113587.281250,StdMix2_11;M+ACN+H;[12C]7[1H]11[14N]2[16O]3,1.000000
269.072747,385.665985,112582.898438,StdMix2_6;M+Na;[12C]10[1H]16[14N]2[16O]3[34S]1[23Na]1,1.000000
370.051706,1070.439941,112332.117188,StdMix2_35;M+Na;[12C]10[1H]14[14N]5[16O]7[31P]1[23Na]1,1.000000
184.094027,1034.609985,103840.117188,StdMix2_29;M+Na;[12C]7[1H]15[14N]1[16O]3[23Na]1,0.995000
500.190019,1367.520020,93437.976563,StdMix2_47;2M+Na;[12C]15[13C]1[1H]36[14N]4[16O]8[32S]2[23Na]1,1.000000
349.073129,1070.439941,93235.101563,StdMix2_35;M+H;[12C]9[13C]1[1H]15[14N]5[16O]7[31P]1,1.000000
131.053123,874.565979,70326.085938,StdMix2_11;M+H;[12C]4[13C]1[1H]8[14N]1[16O]3,1.000000
479.199656,1364.660034,57550.902344,StdMix2_47;2M+H;[12C]16[1H]37[14N]4[16O]8[32S]1[34S]1,0.995000
491.178885,385.665985,55648.105469,StdMix2_6;2M+H;[12C]20[1H]33[14N]4[16O]6[32S]1[34S]1,0.995000
333.063163,1206.589966,55475.289063,StdMix2_41;M+2H;[12C]20[13C]1[1H]29[14N]7[16O]14[31P]2,1.000000
362.152878,1667.209961,48566.121094,StdMix2_52;M+2H;[12C]26[13C]1[1H]49[14N]9[16O]10[32S]2,0.995000
501.181389,1367.520020,47617.449219,StdMix2_47;2M+Na;[12C]16[1H]36[14N]4[16O]8[32S]1[34S]1[23Na]1,1.000000
323.217100,1034.609985,42550.058594,StdMix2_29;2M+H;[12C]14[1H]31[14N]2[16O]6,0.995000
178.042354,672.054016,41814.863281,StdMix2_78;M+H;[12C]5[13C]1[1H]9[16O]6,1.000000
247.128492,967.986023,39926.437500,StdMix2_89;M+2ACN+H;[12C]10[1H]19[14N]2[16O]5,0.995000
308.103634,385.665985,36806.699219,StdMix2_6;M+ACN+Na;[12C]12[1H]19[14N]3[16O]3[32S]1[23Na]1,1.000000
228.083567,440.768005,32895.292969,StdMix2_89;M+ACN+Na;[12C]8[1H]15[14N]1[16O]5[23Na]1,0.995000
164.116251,1034.609985,31866.408203,StdMix2_29;M+H;[12C]7[1H]16[14N]1[16O]2[18O]1,0.990000
687.100875,1224.189941,31851.806641,StdMix2_41;M+Na;[12C]20[13C]1[1H]27[14N]7[16O]14[31P]2[23Na]1,0.995000
124.051890,528.205994,24379.824219,StdMix2_10;M+H;[12C]6[1H]7[14N]1[15N]1[16O]1,1.000000
165.063112,903.330017,22601.238281,StdMix2_28;M+ACN+Na;[12C]6[1H]10[14N]2[16O]2[23Na]1,1.000000
722.295200,1667.209961,22429.839844,StdMix2_52;M+H;[12C]27[1H]48[14N]9[16O]10[32S]2,0.995000
132.037140,873.161987,19892.617188,StdMix2_61;M+H;[12C]4[13C]1[1H]7[16O]4,1.000000
152.031726,2022.069946,17301.740234,StdMix2_11;M+Na;[12C]5[1H]7[14N]1[16O]3[23Na]1,1.000000
103.058191,873.161987,17115.419922,StdMix2_28;M+H;[12C]3[13C]1[1H]8[14N]1[16O]2,0.995000
695.132084,1073.689941,15343.304688,StdMix2_35;2M+H;[12C]20[1H]29[14N]10[16O]14[31P]2,1.000000
134.081038,956.856018,14579.500000,StdMix2_28;M+CH3OH+H;[12C]5[1H]12[14N]1[16O]3,1.000000
199.020968,670.656006,14077.474609,StdMix2_78;M+Na;[12C]6[1H]8[16O]6[23Na]1,1.000000
144.084503,815.135986,12983.616211,StdMix2_28;M+ACN+H;[12C]5[13C]1[1H]11[14N]2[16O]2,1.000000
206.101959,861.846008,12638.712891,StdMix2_89;M+ACN+H;[12C]8[1H]16[14N]1[16O]5,0.995000
178.071960,811.979980,11963.381836,StdMix2_22;M+ACN+H;[12C]5[13C]1[1H]13[14N]2[16O]2[32S]1,0.990000
303.117532,1367.520020,11295.914063,StdMix2_47;M+ACN+Na;[12C]9[13C]1[1H]21[14N]3[16O]4[32S]1[23Na]1,1.000000
744.277517,1667.209961,10690.886719,StdMix2_52;M+Na;[12C]27[1H]47[14N]9[16O]10[32S]2[23Na]1,0.995000
164.081603,380.131989,10433.710938,StdMix2_10;M+ACN+H;[12C]8[1H]10[14N]3[16O]1,0.965000
