peakID, mass, rt, intensity
0, 102.03383311735861, 2125.070068359375, 2.9683384E7
1, 100.11197080679594, 813.8820190429688, 2.7507902E7
2, 102.03382629568672, 2162.530029296875, 1.9895362E7
3, 102.03382451374969, 2180.6201171875, 1.8183214E7
4, 166.08606429363573, 744.0599975585938, 1.3231864E7
5, 94.0450725590326, 2058.169921875, 1.1460396E7
6, 122.54704232263464, 2125.070068359375, 1.0070538E7
7, 102.03381409911505, 2263.159912109375, 9832615.0
8, 132.10174157463973, 781.3079833984375, 9668475.0
9, 102.03381141953048, 2267.3798828125, 9099505.0
10, 114.06609388823436, 1031.56005859375, 8541903.0
11, 110.01993370173312, 78.31079864501953, 8237918.5
12, 102.03381089513137, 2288.409912109375, 8224201.0
13, 102.03381121033851, 2308.06005859375, 7921671.5
14, 167.01270491639985, 2125.070068359375, 7864296.5
15, 233.12817254744803, 340.9739990234375, 7520684.5
16, 233.12813292998806, 336.5249938964844, 7382659.5
17, 102.0338066181288, 2344.610107421875, 7087848.0
18, 102.03380345116078, 2357.260009765625, 6923012.5
19, 122.54702927008967, 2162.530029296875, 6884089.5
20, 167.0126949291189, 2134.7900390625, 6781181.5
21, 102.03379605804201, 2375.570068359375, 6361613.0
22, 170.08091833515266, 921.0780029296875, 6327689.0
23, 124.039145779037, 455.8160095214844, 6286897.0
24, 122.54702244458655, 2179.22998046875, 6258942.0
25, 298.0964694122741, 597.2100219726562, 5742080.5
26, 205.09691882822025, 786.97802734375, 5589971.5
27, 189.1231324463627, 1066.010009765625, 4922558.0
28, 138.05477300585434, 357.15399169921875, 4718458.0
29, 167.0126890550123, 2158.360107421875, 4701993.0
30, 116.07046956881882, 938.3579711914062, 4562971.5
31, 102.03377173360592, 2473.1201171875, 4436542.0
32, 265.11152406694015, 1766.4000244140625, 4344222.0
33, 167.01267762567534, 2180.6201171875, 4203957.0
34, 118.08609136323538, 882.323974609375, 4060460.75
35, 269.0876327506721, 616.0679931640625, 4056663.75
36, 102.03375907222468, 2502.969970703125, 4023313.75
37, 182.9848982244775, 18.822399139404297, 3602026.0
38, 102.03380400294468, 2021.6800537109375, 3593436.25
39, 133.0593777884123, 1773.4300537109375, 3508882.75
40, 136.0616435159966, 896.676025390625, 3471986.0
41, 102.03380452928451, 1993.300048828125, 3425812.0
42, 102.03380414323173, 1960.719970703125, 3385809.25
43, 170.01158156940855, 1000.22998046875, 3380173.0
44, 102.03375407709157, 2562.780029296875, 3362888.25
45, 102.03379443596177, 61.42679977416992, 3352273.5
46, 102.03375325155116, 2571.340087890625, 3269095.5
47, 102.03379837104282, 1928.0799560546875, 3187687.0
48, 102.03375312773846, 2618.409912109375, 3135078.5
49, 102.03375219749252, 2756.68994140625, 3131887.25
50, 102.03375353370382, 2589.889892578125, 3129464.5
51, 102.03375623056186, 2607.010009765625, 3065797.75
52, 102.03375522895665, 2656.89990234375, 3058067.25
53, 137.04558785000015, 616.0679931640625, 3050920.5
54, 136.06163581815315, 902.4000244140625, 3046135.5
55, 365.10507483272085, 755.5260009765625, 3043415.0
56, 102.03374530118667, 2732.449951171875, 3042048.75
57, 127.05005040319176, 981.719970703125, 3031994.5
58, 102.03379888328942, 1879.699951171875, 3022839.5
59, 94.04509021808933, 2145.860107421875, 2987442.25
60, 102.03380068056734, 1893.93994140625, 2958710.5
61, 102.033801816364, 1845.5999755859375, 2952829.75
62, 102.03375356365596, 2678.2900390625, 2933969.0
63, 102.03375083337164, 2701.10009765625, 2867494.0
64, 365.1050429819279, 742.6320190429688, 2753065.0
65, 102.03380433163326, 1827.1600341796875, 2712595.0
66, 365.1050747307894, 762.6900024414062, 2712178.75
67, 94.04507574448063, 2180.6201171875, 2648576.75
68, 177.10199820145982, 973.0919799804688, 2624118.0
69, 94.04507346872262, 2195.969970703125, 2619558.0
70, 94.04508570855796, 2172.260009765625, 2611054.25
71, 102.03381033362216, 1786.1099853515625, 2557833.75
72, 102.53527486425249, 2125.070068359375, 2514021.0
73, 89.50661758557952, 17.408199310302734, 2507652.5
74, 148.06023656967028, 1015.9099731445312, 2486584.75
75, 191.1023710870332, 1412.989990234375, 2483231.5
76, 144.06529995559478, 566.822021484375, 2451395.75
77, 102.03380161907855, 1752.260009765625, 2441639.0
78, 132.0653718454771, 1004.510009765625, 2403145.75
79, 102.033796452714, 1726.5699462890625, 2314351.25
80, 255.10996604703925, 342.4549865722656, 2309139.25
81, 94.54582005921493, 2063.739990234375, 2290333.25
82, 265.11150493191144, 1818.6600341796875, 2278848.0
83, 94.04505786969922, 2263.159912109375, 2258566.25
84, 167.01266961617023, 2230.93994140625, 2207066.5
85, 120.06538842678685, 1047.300048828125, 2202016.75
86, 150.0581500008754, 827.8800048828125, 2183911.0
87, 152.07041062620334, 803.9940185546875, 2162306.0
88, 151.03512315028004, 2060.9599609375, 2123064.75
89, 245.06317458166677, 543.6939697265625, 2028538.25
90, 263.07342195472467, 782.7239990234375, 2020410.5
91, 147.07619709803714, 1086.2099609375, 2002936.625
92, 176.10276402741644, 1135.6400146484375, 1951059.625
93, 102.53528124309142, 2111.219970703125, 1945823.875
94, 309.18392045496455, 823.6859741210938, 1916101.75
95, 167.01265409349344, 2263.159912109375, 1838742.625
96, 90.0548672075793, 1112.3900146484375, 1830604.0
97, 227.12483331793058, 1041.56005859375, 1826754.75
98, 94.04502722358234, 2344.610107421875, 1817873.875
99, 101.11518375341345, 813.8820190429688, 1815225.5
100, 94.04502091194904, 2357.260009765625, 1796361.375
101, 175.1187648566671, 1583.18994140625, 1738816.75
