beerall-file3 0 11014748.000000 600.950989 179.079268  beerall-file1 0 12142362.000000 601.456970 179.079347  beerall-file2 0 37127484.000000 601.182007 179.079194  
beerall-file3 0 756840.750000 567.288025 329.147491  beerall-file1 0 2041667.750000 569.122009 329.147321  beerall-file2 0 1971252.625000 568.866028 329.147450  
beerall-file3 0 173559.703125 882.713013 198.124288  beerall-file2 0 184976.625000 878.770996 198.124227  
beerall-file3 0 12722159.000000 470.942993 275.136741  beerall-file1 0 10470210.000000 471.002014 275.136658  beerall-file2 0 13632281.000000 470.843994 275.136714  
beerall-file3 0 1956959.875000 613.388000 306.092600  beerall-file1 0 1914935.750000 612.612000 306.092795  beerall-file2 0 1074935.750000 612.518982 306.092547  
beerall-file3 0 2291148.000000 595.984985 299.136886  beerall-file1 0 2168134.750000 596.504028 299.136940  beerall-file2 0 2497541.750000 597.468994 299.136799  
beerall-file3 0 654318.937500 264.330994 116.010960  beerall-file2 0 522900.031250 263.188995 116.010985  
beerall-file3 0 302275.406250 650.033020 242.100130  beerall-file1 0 326331.062500 647.875000 242.100132  beerall-file2 0 238825.906250 647.677002 242.100146  
beerall-file3 0 430667.343750 464.583008 204.063464  beerall-file1 0 410234.312500 464.688995 204.063426  beerall-file2 0 423984.093750 463.397003 204.063457  
beerall-file3 0 802255.500000 470.942993 230.090173  beerall-file1 0 1220540.625000 464.688995 230.089994  beerall-file2 0 1170224.875000 468.373993 230.089948  
beerall-file3 0 196767.828125 686.518982 188.031997  beerall-file1 0 331810.875000 685.426025 188.032034  beerall-file2 0 295749.968750 683.862000 188.032047  
beerall-file3 0 378301.812500 519.739014 136.073476  beerall-file1 0 448248.000000 504.338989 136.073564  beerall-file2 0 265447.125000 505.138000 136.073528  
beerall-file3 0 9340338.000000 438.406006 267.131622  beerall-file1 0 7583292.000000 437.014008 267.131664  beerall-file2 0 5594285.500000 436.007996 267.131602  
beerall-file3 0 608732.250000 612.151978 184.083148  beerall-file1 0 910449.125000 612.612000 184.083165  
beerall-file3 0 41120784.000000 539.755005 273.084741  beerall-file1 0 31686806.000000 536.689026 273.084700  beerall-file2 0 42313768.000000 535.275024 273.084400  
beerall-file3 0 3364737.250000 598.468994 211.105433  beerall-file1 0 2851855.250000 596.504028 211.105565  beerall-file2 0 2275435.250000 597.468994 211.105310  
beerall-file3 0 577656.312500 416.798004 357.105735  beerall-file1 0 4121128.250000 419.403015 357.105995  
beerall-file3 0 3447672.500000 468.470001 269.087475  beerall-file1 0 2021592.125000 471.002014 269.087338  beerall-file2 0 2202428.000000 472.256989 269.087432  
beerall-file3 0 1360287.250000 623.559998 277.079616  beerall-file1 0 1330942.875000 622.692017 277.079636  beerall-file2 0 2255835.750000 623.927979 277.079640  
beerall-file3 0 213253.046875 623.559998 201.063609  beerall-file1 0 330151.937500 622.692017 201.063868  beerall-file2 0 262604.093750 623.927979 201.063891  
beerall-file3 0 11474191.000000 612.151978 164.068477  beerall-file1 0 19406052.000000 612.612000 164.068534  beerall-file2 0 7079080.000000 613.755005 164.068428  
beerall-file3 0 68599.359375 135.074005 136.108174  beerall-file1 0 113074.328125 151.145004 136.108159  beerall-file2 0 110951.945313 143.641998 136.108154  
beerall-file3 0 686844.750000 409.089996 340.163322  beerall-file1 0 2742459.750000 414.237000 340.163550  beerall-file2 0 555448.062500 411.967010 340.163376  
beerall-file3 0 4085482.750000 418.037994 247.093003  beerall-file1 0 3808993.750000 416.748993 247.093224  beerall-file2 0 4542965.500000 418.354004 247.093061  
beerall-file3 0 142921.546875 219.483994 390.144208  beerall-file1 0 310577.593750 219.744003 390.144250  beerall-file2 0 166610.203125 240.692001 390.144239  
beerall-file3 0 613794.687500 482.765991 253.116212  beerall-file1 0 2836459.500000 478.592987 253.116036  beerall-file2 0 3512807.750000 478.601990 253.116072  
beerall-file3 0 994415.000000 409.089996 213.099936  beerall-file1 0 726955.750000 413.002014 213.100043  beerall-file2 0 1376161.500000 411.967010 213.099949  
beerall-file3 0 130630.203125 265.576996 276.119061  beerall-file1 0 144182.000000 263.652008 276.119015  beerall-file2 0 589098.437500 265.678009 276.119197  
beerall-file1 0 169108.656250 214.576004 465.167961  beerall-file2 0 163548.796875 214.869995 465.168031  
beerall-file3 0 307158.562500 468.470001 227.125587  beerall-file1 0 375498.375000 465.925995 227.125654  
beerall-file3 0 200873.468750 210.783997 385.137298  beerall-file2 0 361474.687500 213.632004 385.136808  
beerall-file3 0 289419.031250 265.576996 330.073942  beerall-file1 0 196177.906250 264.902008 330.073943  beerall-file2 0 209640.390625 268.533997 330.073991  
beerall-file3 0 25519770.000000 636.289001 132.053452  beerall-file1 0 1108296.750000 635.419006 132.053450  beerall-file2 0 5337495.000000 636.409973 132.053547  
beerall-file3 0 398493.500000 554.770020 245.089911  beerall-file1 0 1337853.125000 557.913025 245.089669  beerall-file2 0 1318623.750000 561.390015 245.089741  
beerall-file3 0 2667640.500000 636.289001 158.043969  beerall-file1 0 701185.750000 634.177002 158.043973  beerall-file2 0 1956862.500000 635.169983 158.044080  
beerall-file3 0 2080643.125000 505.634003 254.126472  beerall-file1 0 1631435.750000 504.338989 254.126451  beerall-file2 0 4955414.500000 506.381989 254.126432  
beerall-file3 0 391442.218750 585.966980 242.042620  beerall-file1 0 462193.968750 585.263000 242.042435  
beerall-file3 0 1351503.250000 418.037994 199.084319  beerall-file1 0 2508199.500000 421.878998 199.084460  beerall-file2 0 1107630.625000 420.830994 199.084351  
beerall-file3 0 2765249.500000 542.280029 279.120725  beerall-file1 0 2320976.250000 544.156006 279.120609  beerall-file2 0 3504074.500000 542.739014 279.120291  
beerall-file3 0 702798.375000 425.720001 219.101158  beerall-file1 0 684909.875000 429.549011 219.100988  
beerall-file1 0 306767.093750 632.937012 302.170293  beerall-file2 0 368738.718750 628.940002 302.170365  
beerall-file3 0 599883.562500 464.583008 297.082286  beerall-file2 0 870419.000000 467.139008 297.082137  
beerall-file3 0 18472026.000000 567.288025 131.058220  beerall-file1 0 11181069.000000 618.963013 131.058250  beerall-file2 0 11747817.000000 620.132996 131.058258  
beerall-file3 0 1005005.062500 517.265991 176.079674  beerall-file1 0 651977.937500 513.150024 176.079622  beerall-file2 0 1675973.750000 513.857971 176.079542  
beerall-file3 0 197070.046875 260.221008 158.094280  beerall-file2 0 188225.343750 259.089996 158.094325  
beerall-file3 0 3249550.250000 491.622009 489.184864  beerall-file1 0 4061988.250000 490.153992 489.184679  beerall-file2 0 5344934.500000 493.813995 489.184774  
beerall-file3 0 9829155.000000 410.325989 242.090047  beerall-file1 0 7064591.500000 414.237000 242.090252  beerall-file2 0 7058396.500000 413.204010 242.090132  
beerall-file3 0 3906225.250000 559.742004 167.079392  beerall-file1 0 1369810.000000 560.393005 167.079364  beerall-file2 0 4178090.500000 560.150024 167.079365  
beerall-file3 0 359647.437500 444.648010 250.056233  beerall-file1 0 193315.671875 445.704010 250.056291  
beerall-file3 0 101352.898438 265.576996 197.113267  beerall-file2 0 82264.734375 265.678009 197.113283  
beerall-file3 0 217738.593750 741.719971 340.173973  beerall-file1 0 264159.031250 751.008972 340.174103  beerall-file2 0 361687.343750 750.322998 340.173891  
beerall-file1 0 187409.453125 623.935974 437.140136  beerall-file2 0 204690.703125 625.171997 437.140493  
beerall-file3 0 9659914.000000 626.051025 197.089895  beerall-file1 0 7950037.000000 601.456970 197.089938  beerall-file2 0 23048964.000000 601.182007 197.089781  
beerall-file3 0 984876.937500 418.037994 224.079649  beerall-file1 0 1553847.250000 416.748993 224.079712  beerall-file2 0 1817770.875000 418.354004 224.079648  
beerall-file3 0 316642.000000 558.499023 142.037900  beerall-file1 0 411065.218750 554.109985 142.037865  
beerall-file3 0 602183.750000 299.618011 299.148110  beerall-file1 0 553333.750000 289.794006 299.147984  beerall-file2 0 632738.750000 293.325012 299.148107  
beerall-file3 0 169574.234375 808.689026 121.056139  beerall-file1 0 91880.109375 809.203003 121.056129  beerall-file2 0 242798.906250 810.677002 121.056148  
beerall-file3 0 284559.312500 473.644989 188.068491  beerall-file1 0 525696.437500 476.100006 188.068431  
beerall-file3 0 3557995.250000 589.700012 169.095026  beerall-file1 0 6119243.000000 588.984985 169.094913  beerall-file2 0 2304003.000000 588.718994 169.095023  
beerall-file3 0 1548240.125000 542.280029 172.084878  beerall-file1 0 642203.875000 541.642029 172.084762  beerall-file2 0 2155779.000000 540.226990 172.084696  
beerall-file3 0 2207531.250000 487.890991 186.064096  beerall-file2 0 2769191.500000 490.078003 186.064067  
beerall-file3 0 922277.500000 489.127991 217.095017  beerall-file1 0 1194840.875000 497.868988 217.094940  beerall-file2 0 1379715.125000 516.330994 217.094819  
