id,mass,RT,Intensity
1,98.9858663454656,362.6789855957031,11048.80078125
2,176.0502566940398,361.3380126953125,3.3163752E7
3,191.07395635322462,361.3380126953125,1.06842688E8
4,168.04504367120003,361.6990051269531,260916.640625
5,163.04651455611608,369.8240051269531,22665.984375
6,241.03822147784814,369.8240051269531,80957.6015625
7,128.02973189932942,361.3380126953125,3.6771068E7
8,151.0167324795917,361.3380126953125,6291267.5
9,132.05189781830802,383.4049987792969,14922.8544921875
10,176.0582253643324,389.3039855957031,10625.4970703125
11,154.02427356441115,389.5979919433594,26342.783203125
12,131.05591195454082,386.6610107421875,8018.58447265625
13,121.01602866297671,386.9549865722656,9984.3857421875
14,158.10018994802687,367.0950012207031,626708.5
15,173.03261943849472,399.5979919433594,2015036.25
16,154.02800915024233,389.3039855957031,29335.796875
17,201.11584867466792,386.9549865722656,57986.08984375
18,201.12008288131972,386.07501220703125,46172.28515625
19,256.0851275603645,383.4049987792969,15147.4580078125
20,173.01452406386284,389.3039855957031,35628.05078125
21,204.09142050768358,386.9549865722656,263492.9375
22,205.09033330658616,387.5419921875,24297.5078125
23,133.03598910042575,380.45098876953125,126667.6015625
24,182.0487187091367,380.7690124511719,20391.484375
25,192.08144133285998,399.5979919433594,657570.25
26,196.06436004361092,384.2869873046875,10662.5556640625
27,218.07986708704374,361.51800537109375,1.68053088E8
28,94.0250751284,380.7690124511719,20240.021484375
29,154.06886438232843,384.875,110388.96875
30,155.07676993647254,386.6610107421875,5401614.5
31,167.98103884795964,361.885009765625,344443.59375
32,206.08823442337422,387.2489929199219,17688.794921875
33,129.061117535808,386.6610107421875,23810.873046875
34,130.05632225348157,383.6990051269531,123865.53125
35,183.03275864449031,380.45098876953125,500094.96875
36,202.1133305263302,386.9549865722656,45534.3671875
37,171.03517316899814,389.5979919433594,710776.8125
38,216.10023839483546,379.27398681640625,89291.046875
39,269.1120041255156,386.6610107421875,34822.28125
40,57.05805343491261,367.5740051269531,44683.31640625
41,200.11647874831775,386.6610107421875,689160.375
42,254.0883637742462,386.07501220703125,205849.375
43,112.04572699162702,389.0090026855469,54746.91796875
44,168.0449741214814,398.4209899902344,300026.5625
45,127.04542079537312,399.5979919433594,1.1385205E7
46,159.07163582375156,399.9729919433594,101003.609375
47,203.07986414498714,398.8399963378906,2.3711248E7
48,140.0294347053841,420.364013671875,10227.8720703125
49,189.1005159596708,399.5979919433594,1.95976048E8
50,133.0359432423501,423.6300048828125,441425.40625
51,129.0610569511956,408.6050109863281,34523.4765625
52,149.03721520998695,399.5979919433594,5940407.5
53,96.08141543508037,431.02398681640625,8111.3232421875
54,251.9762098298632,429.2019958496094,18549.28515625
55,135.01410819167486,430.3789978027344,51451.015625
56,167.0685712706758,430.3789978027344,76617.9765625
57,140.05322515823917,436.3269958496094,10480.623046875
58,139.04542057849196,436.9119873046875,7132.58154296875
59,214.13218035040643,435.7380065917969,24872.56640625
60,156.08456221949845,436.0320129394531,77947.03125
61,141.0610620461457,436.0320129394531,129490.7890625
62,200.1470635847586,440.1419982910156,4319.36767578125
63,199.10285495181498,434.2430114746094,133127.53125
64,222.02005830583425,429.49700927734375,881130.0
65,167.04026818688922,430.3789978027344,830231.5
66,164.06584970558276,447.239013671875,107741.484375
67,149.02980714742216,430.3789978027344,581491.8125
68,162.05329967876006,433.364013671875,354356.25
69,155.0767291207574,436.3269958496094,182640.546875
70,90.04702305168266,447.239013671875,70288.15625
71,154.0451019729081,447.8269958496094,83663.546875
72,267.97132469206366,431.9020080566406,125092.953125
73,166.06894719024862,430.3789978027344,1683942.125
74,153.02464118886022,389.5979919433594,466716.65625
75,238.08770947699261,423.6300048828125,1135119.25
76,238.08772376715717,409.19000244140625,623434.1875
77,169.05592340673357,430.3789978027344,3926405.25
78,169.09239287006983,447.8269958496094,6269891.0
79,57.05805282009246,449.8869934082031,33627.03515625
80,174.05325629710427,399.7850036621094,2197846.25
81,174.05347337277345,361.3380126953125,5.96382464E8
82,174.0532643331161,433.072998046875,79342.890625
83,146.05835043491308,399.5979919433594,1.3569384E8
84,146.058354773087,451.0530090332031,6906251.0
85,166.04820337627038,450.7929992675781,1280100.125
86,166.0481579373802,398.4209899902344,1059354.75
87,166.04819063778646,363.2669982910156,735098.5625
88,206.0614972863377,442.5159912109375,132175.75
89,267.98880273667237,460.40399169921875,521054.09375
90,299.0539559773126,460.40399169921875,2898692.5
91,222.0199808573292,460.40399169921875,623085.5625
92,266.00943020950416,460.40399169921875,1935531.25
93,368.11463849286935,460.40399169921875,1.2188418E7
94,262.033641619071,460.7850036621094,121286.6796875
95,300.0510952858061,460.40399169921875,1878942.375
96,172.0749748798938,465.0769958496094,129118.1875
97,190.0847722983863,361.3380126953125,1.529700992E9
98,190.08447231609657,451.0530090332031,1.606803E7
99,190.08453978482916,399.5979919433594,8920403.0
100,92.02944369897254,465.0769958496094,109493.40625
101,120.0243708751655,465.0769958496094,293958.96875
102,153.06109381023694,465.3710021972656,70220.6953125
103,210.02977825150097,465.0769958496094,185509.21875
104,222.0564213036189,423.6300048828125,680950.375
105,225.03455047975302,460.40399169921875,253653.28125
106,225.03456056587956,429.49700927734375,268892.96875
107,165.06112778441886,474.8039855957031,108469.9296875
108,157.11614349367184,474.8039855957031,6154.31787109375
109,174.06448276918627,469.864990234375,125376.1640625
110,172.06637982318514,470.0690002441406,881420.25
111,189.08360984529364,470.0690002441406,621457.375
112,172.04887388613778,470.0690002441406,5324607.0
113,102.013798144446,465.0769958496094,814898.375
114,247.98135169065992,460.40399169921875,1.1693374E7
115,275.1432529348591,470.0690002441406,5881489.5
116,151.0453868646515,430.3789978027344,3728371.25
117,280.04403996587814,495.4739990234375,380565.9375
118,180.08472651607715,487.51800537109375,30186.814453125
119,186.06447280953424,487.80999755859375,3709541.75
120,202.09580100681137,487.80999755859375,7948738.0
121,240.04039132756805,465.0769958496094,1930416.0
122,278.064788704571,460.40399169921875,506468.40625
123,294.09600931872444,492.8290100097656,79816.1875
124,222.0201345027623,500.9530029296875,38982.28515625
125,236.07208909807443,441.3380126953125,150783.140625
126,260.1198329419072,470.0690002441406,1.5657042E7
127,310.091007975482,495.7879943847656,30728.318359375
128,143.07671395711205,496.3760070800781,258442.53125
129,244.08850567894174,470.0690002441406,2.4695402E7
130,190.07698870073682,469.864990234375,889001.5
131,125.06617170418289,496.3760070800781,404684.84375
132,147.07594331227534,500.7690124511719,194235.9375
133,75.01841101080396,500.7690124511719,154172.9375
134,128.06580225502006,500.7690124511719,1.1639864E7
135,173.08718001297984,500.7690124511719,5432924.5
136,225.1005053472878,504.92401123046875,47121.54296875
137,226.10832226819318,504.92401123046875,197438.28125
138,192.06223725925716,504.92401123046875,33118.03125
139,113.00619990780366,511.406005859375,29739.1171875
140,299.05406401258153,510.8179931640625,156876.359375
141,168.0242066949621,506.6830139160156,34811.50390625
142,185.08724490639025,500.15301513671875,424960.59375
143,155.04030633316424,499.74700927734375,549415.25
144,229.10811357539828,507.27099609375,94003.0234375
145,155.0767216330948,500.7690124511719,1.8796434E7
146,300.0513379577736,510.8179931640625,96866.078125
147,282.0406984799401,509.9159851074219,34167.16796875
148,368.1147228829997,510.8179931640625,171490.90625
149,116.0294301220028,500.9530029296875,340248.875
150,247.06973870239887,518.3699951171875,74198.3671875
151,156.06074376885195,500.7690124511719,1084545.0
152,216.13521547313124,522.8989868164062,18692.1640625
153,169.05591970816653,496.3760070800781,8264401.0
154,294.09597573451356,517.0120239257812,179037.96875
155,298.05453854636215,510.8179931640625,750798.375
156,166.04819136312088,517.8670043945312,1224981.0
157,83.07354197366658,521.8909912109375,581394.75
158,90.05014450400807,500.7690124511719,887793.6875
159,162.05328770586365,522.6599731445312,751077.5625
160,210.02971565496554,522.6599731445312,1044416.25
161,226.02468896585336,522.6599731445312,2084443.875
162,72.03953117145228,500.7690124511719,3.7896516E7
163,73.03910100864957,462.85400390625,429849.46875
164,73.03906332535693,500.7690124511719,1921385.75
165,149.03723599823508,500.7690124511719,2145924.75
166,150.04070199858035,525.1669921875,631487.625
167,132.0215052341104,525.5889892578125,664082.5
168,132.02389160489253,525.77197265625,440323.0625
169,155.03756008414274,524.9840087890625,271495.125
170,140.02221297732612,525.77197265625,442985.65625
171,166.04782041225255,526.1400146484375,449416.0625
172,175.04883861111188,525.1669921875,444090.0
173,152.03126765132123,525.77197265625,300149.4375
174,73.03473049046772,525.406005859375,297853.0
175,155.04553053314595,525.77197265625,512867.78125
176,190.08264621339336,525.1669921875,3246521.75
177,155.02224282962356,525.5889892578125,880478.875
178,157.02080786316378,525.406005859375,488570.34375
179,113.0116589498009,525.1669921875,197162.28125
180,114.9909490462269,525.5889892578125,790992.3125
181,149.0584370987059,525.406005859375,2388086.5
182,133.01914407665544,525.1669921875,538260.875
183,142.00153225564432,525.77197265625,378667.5
184,148.06121117796422,525.77197265625,2349717.75
185,150.0520027259435,525.1669921875,945817.75
