id,mass,RT,Intensity
1,140.96165644357416,3.0720300674438477,3450.386962890625
2,142.9616981624898,3.0720300674438477,3355.3115234375
3,355.8758996840621,3.0720300674438477,13045.0810546875
4,90.00693128909897,4.5209197998046875,4609.64208984375
5,110.03597356743161,3.0720300674438477,5127.26318359375
6,82.99942837785946,3.0720300674438477,6814.7822265625
7,109.92705545779158,3.0720300674438477,4895.97705078125
8,110.02669706786298,3.0720300674438477,13680.0732421875
9,289.9265040480993,3.0720300674438477,4251.27734375
10,89.00824987955798,3.0720300674438477,9525.759765625
11,89.50547590204722,11.746000289916992,3536.3408203125
12,187.96369660146257,3.0720300674438477,10959.7724609375
13,204.00798599322383,16.09040069580078,2206.43212890625
14,287.8884286876629,3.0720300674438477,24529.318359375
15,206.95106726393033,20.440900802612305,2989.58837890625
16,213.1488502338485,21.886699676513672,1415.527587890625
17,102.06380247135372,27.693899154663086,5223.28369140625
18,102.03090762389688,34.92789840698242,16757.4296875
19,247.94297576140437,3.0720300674438477,13456.5654296875
20,84.05873324497456,36.3755989074707,1663.296142578125
21,307.83030386854335,36.3755989074707,2366.522216796875
22,83.53582686859876,39.270301818847656,1922.587646484375
23,167.02926785626155,39.270301818847656,2052.014892578125
24,166.98638039612555,36.3755989074707,6501.5146484375
25,214.91745926920925,46.51060104370117,2252.663818359375
26,81.51927418172275,55.2052001953125,4794.11376953125
27,166.98624150807711,58.10029983520508,5631.18359375
28,112.05040342153902,62.44139862060547,3413.186279296875
29,197.00053553689358,3.0720300674438477,30541.412109375
30,197.00045958592577,32.03559875488281,10451.8369140625
31,197.00054267621815,55.2052001953125,7884.71728515625
32,304.92532756627935,55.2052001953125,2934.654541015625
33,110.00929419060297,58.10029983520508,4254.9736328125
34,167.0176568921781,63.89699935913086,4261.59423828125
35,150.013947473343,63.89699935913086,4944.6796875
36,105.00311549447248,14.64579963684082,5688.73193359375
37,162.00710638762607,3.0720300674438477,9789.7294921875
38,162.00708330638923,59.54600143432617,7944.94677734375
39,102.0984501822623,62.44139862060547,2663.69921875
40,136.95299843476417,3.0720300674438477,21637.75390625
41,136.95299031190706,33.47949981689453,6507.10791015625
42,236.9066264473119,3.0720300674438477,19192.400390625
43,102.97006097440038,36.3755989074707,7220.4716796875
44,139.01141982134067,36.3755989074707,16896.056640625
45,139.011442119524,14.64579963684082,17147.16015625
46,148.97546538162445,11.746000289916992,9922.9091796875
47,152.12789344187118,62.44139862060547,5238.49755859375
48,190.00199194863515,3.0720300674438477,12014.6806640625
49,73.06481415412298,56.6525993347168,5496.19482421875
50,110.0243357104759,3.0720300674438477,18281.958984375
51,120.98073020051864,3.0720300674438477,18835.48046875
52,120.98075205068598,58.10029983520508,17018.552734375
53,124.0966735519282,59.54600143432617,7987.9697265625
54,137.01329125086073,3.0720300674438477,59135.51171875
55,137.01327125907335,62.44139862060547,40754.0859375
56,156.01385539796541,3.0720300674438477,7393.18212890625
57,170.9573553127959,32.03559875488281,8378.5087890625
58,170.95736183273758,18.99049949645996,7134.22802734375
59,180.03788934726524,60.9911994934082,27130.0859375
60,102.07838411165342,65.35140228271484,3413.5263671875
61,159.96896791702346,3.0720300674438477,131554.171875
62,177.07953327689654,71.15160369873047,1395.0772705078125
63,183.10147622482893,69.70259857177734,1938.39501953125
64,239.16126724421937,3.0720300674438477,13305.02734375
65,278.1971507754853,68.25299835205078,1974.227783203125
66,90.00836741899921,4.5209197998046875,11037.423828125
67,128.01905204696905,3.0720300674438477,34114.7734375
68,128.01905607529096,62.44139862060547,25784.21484375
69,128.01905727712196,26.24530029296875,28427.35546875
70,171.99146177184534,49.40909957885742,67444.0703125
71,171.991476887912,3.0720300674438477,77759.375
72,171.99146560779567,21.886699676513672,59471.12890625
73,180.15911880074552,3.0720300674438477,6270.619140625
74,190.10827208208633,84.18779754638672,4987.6376953125
75,84.07534648273837,71.15160369873047,3110.236572265625
76,204.95671564692037,62.44139862060547,6910.2724609375
77,204.9567318023939,32.03559875488281,6394.79296875
78,204.95671240516512,3.0720300674438477,6809.07275390625
79,334.91410408091417,74.04000091552734,3837.42822265625
80,209.023204709999,78.38099670410156,3337.374267578125
81,298.8770124252958,3.0720300674438477,12473.1025390625
82,298.87703302755267,45.06129837036133,8844.1279296875
83,102.04219109529103,81.27960205078125,11054.73046875
84,102.04213889502425,42.16680145263672,10786.0400390625
85,115.0170415673687,3.0720300674438477,23320.353515625
86,117.09082259386632,17.539899826049805,12066.0576171875
87,117.09081319214862,49.40909957885742,11535.0205078125
88,197.0404728488071,58.10029983520508,11000.439453125
89,197.04048326715963,3.0720300674438477,14277.357421875
90,304.2478107443634,3.0720300674438477,33443.8515625
91,304.24787843829836,59.54600143432617,25794.978515625
92,83.04393649163136,82.73400115966797,3751.3681640625
93,113.9635620945575,3.0720300674438477,20243.328125
94,113.9635404831022,65.35140228271484,6168.99072265625
95,157.08335838887754,3.0720300674438477,11731.970703125
96,168.1226444740327,3.0720300674438477,4300.57861328125
97,89.05959783932038,3.0720300674438477,8827.0380859375
98,107.07015716538737,3.0720300674438477,19384.515625
99,135.10135236575047,3.0720300674438477,10206.087890625
100,143.99665162684767,3.0720300674438477,89818.0546875
101,143.9966440949626,42.16680145263672,77066.59375
102,414.269208052168,88.55940246582031,9078.1865234375
103,194.05889250148613,81.27960205078125,2498.828125
104,424.36245878160975,87.09719848632812,2669.66259765625
105,82.53716884203004,4.5209197998046875,12504.1484375
106,82.53717078863657,58.10029983520508,12731.796875
107,93.05460868427338,4.5209197998046875,25895.685546875
108,93.05461685454293,56.6525993347168,24350.576171875
109,115.11157316415773,3.0720300674438477,15612.6943359375
110,115.11159832383929,42.16680145263672,13390.6669921875
111,177.00679791346724,3.0720300674438477,18079.94140625
