	RT	Std1
166.02656646357775	596.5469970703125	8.62955712E8
174.01638157607388	699.323974609375	5.56446976E8
148.03713435508507	623.2960205078125	3.72950304E8
104.01070612813494	643.4829711914062	3.72111136E8
118.02648176844058	616.9349975585938	3.25750368E8
169.07390140367778	436.3789978027344	2.3002616E8
95.98760340000919	1358.989990234375	2.25817552E8
130.02664393483465	699.323974609375	2.17115568E8
156.01711851910954	493.17498779296875	1.46470544E8
122.03678498526887	596.5469970703125	1.38223408E8
123.03205893145883	405.94500732421875	1.28033784E8
164.0474157713692	431.4079895019531	1.2582856E8
126.0428899037571	404.7099914550781	1.23570784E8
209.07224925245413	387.2409973144531	1.15282448E8
354.05634414207213	301.1940002441406	1.03420952E8
206.04266194026943	684.0150146484375	9.3410208E7
169.0044329608618	647.198974609375	8.9352312E7
232.12118833711	277.2699890136719	8.60432E7
256.2403522588981	214.1929931640625	8.5703952E7
167.029925102672	596.5469970703125	7.7656992E7
102.03151922256163	364.3659973144531	7.75524E7
112.02726895419553	446.62799072265625	7.6635456E7
170.02152683458576	760.3469848632812	6.78102E7
74.036099632032	616.9349975585938	6.3422616E7
112.02725780967914	493.17498779296875	6.3235568E7
115.94355009057841	1363.010009765625	6.3178472E7
124.05243649084696	585.3770141601562	6.05321E7
104.0471884739108	456.8630065917969	5.5764572E7
173.96519916563514	1358.989990234375	5.4532268E7
242.09042158119362	404.7099914550781	5.397852E7
170.02152054117178	787.2130126953125	5.3893472E7
135.05453768183943	499.5320129394531	5.1719076E7
194.042609539805	661.0880126953125	5.127578E7
113.05892687167366	499.5320129394531	4.793288E7
188.11613133842982	629.6599731445312	4.3052388E7
158.05788271955313	533.9019775390625	4.292186E7
130.02663758774057	733.364990234375	4.2768376E7
202.04786668445178	322.9020080566406	4.0707244E7
329.052711748043	464.3389892578125	4.0282196E7
175.01974629401164	699.323974609375	3.8673172E7
268.0807558432067	528.9459838867188	3.6531144E7
130.0266196916483	623.2960205078125	3.597874E7
112.01605835940207	699.323974609375	3.5190136E7
284.27154838322195	211.6719970703125	3.5189368E7
228.07478993424218	445.385009765625	3.3773404E7
196.05832825118932	592.843017578125	3.3631708E7
244.06956583061643	502.00299072265625	3.2586928E7
116.01091389118794	654.8770141601562	3.1182142E7
88.01564994220035	427.6960144042969	3.054856E7
131.09459971568626	522.5750122070312	2.9342576E7
117.94176980731771	1363.010009765625	2.8872584E7
122.03677604629738	459.3420104980469	2.6316058E7
382.087658240161	219.1529998779297	2.4423288E7
108.05743404418615	459.3420104980469	2.3475566E7
165.07908949861496	499.5320129394531	2.3473914E7
149.0405134949337	623.2960205078125	2.129936E7
355.05980514301706	301.1940002441406	2.1289842E7
149.05110011134295	541.385009765625	2.1136366E7
146.069156859566	634.6190185546875	2.008608E7
167.9824113347402	684.0150146484375	2.0077546E7
86.03634149330482	699.323974609375	1.992486E7
170.07726220622624	436.3789978027344	1.9113436E7
97.97681524212943	606.6710205078125	1.8203174E7
204.0900279291098	557.60498046875	1.8070038E7
136.05248571822366	292.31500244140625	1.7678808E7
152.04733717361097	459.3420104980469	1.763479E7
144.11503067073278	252.2570037841797	1.722806E7
137.04766590495808	508.37799072265625	1.686299E7
155.06950691251862	632.1400146484375	1.6744268E7
122.03678895878474	361.87799072265625	1.638712E7
372.06688630234027	299.9570007324219	1.6200076E7
147.05316837218533	606.6710205078125	1.5253305E7
92.0470118397562	518.7949829101562	1.521449E7
176.032095578994	632.1400146484375	1.5100759E7
243.0856907151965	563.8699951171875	1.4971421E7
257.24367740155685	214.1929931640625	1.4918038E7
76.01547296137572	520.0369873046875	1.4724477E7
400.0981387096827	217.91200256347656	1.4632268E7
119.02983596856653	616.9349975585938	1.4375194E7
125.01455028765042	642.2459716796875	1.3528187E7
202.01143468531842	729.364990234375	1.3414673E7
77.97677461123642	1358.989990234375	1.2908599E7
117.07897050248376	572.60400390625	1.2796864E7
96.98718310714602	1358.989990234375	1.2758392E7
242.05565035465457	494.4110107421875	1.2521773E7
165.05078886200332	431.4079895019531	1.2129889E7
133.0373804489305	618.1719970703125	1.1690373E7
131.02993616211793	699.323974609375	1.1677234E7
233.12452224425166	277.2699890136719	1.1623218E7
164.04741808659958	455.4949951171875	1.1345475E7
119.05817415968049	619.4080200195312	1.1233717E7
158.05791902871627	321.65899658203125	1.1051693E7
116.08371352287351	278.5050048828125	1.1021299E7
123.04015432165302	596.5469970703125	1.0708656E7
105.01405945941154	643.4829711914062	1.0522471E7
183.05330663130076	266.0710144042969	1.0463771E7
173.96517675826385	676.323974609375	1.0375093E7
115.06329666740955	582.7230224609375	1.020154E7
131.05820217679775	624.5339965820312	1.0192515E7
173.96523179734314	690.4169921875	1.018052E7
256.2403353706408	1360.22998046875	1.0177446E7
264.1044596668628	1100.97998046875	9986905.0
124.02732363722833	449.1050109863281	9962287.0
190.09544525472984	705.8170166015625	9912640.0
210.03761325279297	677.5689697265625	9790147.0
132.05343206510702	638.5180053710938	9747568.0
324.0360508550102	585.3770141601562	9736015.0
167.05833606862822	257.2720031738281	9399793.0
202.0478580495474	526.2940063476562	9382195.0
307.0654432245276	504.6549987792969	9376388.0
151.0633374851214	435.14300537109375	9363896.0
175.095686279314	657.3610229492188	9320865.0
130.02664532273002	541.385009765625	9317576.0
97.98447514481246	1358.989990234375	9300135.0
133.87512866724714	606.6710205078125	9202622.0
126.04291208434522	528.9459838867188	9180771.0
90.03134009146113	339.24700927734375	8742314.0
220.05833901562173	634.6190185546875	8703222.0
192.02700537655184	613.2239990234375	8645643.0
124.0354394451075	407.1820068359375	8622907.0
215.07952086787498	278.5050048828125	8558631.0
173.96522066455228	708.572998046875	8557228.0
250.03004486681624	293.5929870605469	8535397.0
233.93203557864334	1358.989990234375	8507545.0
292.0220347342948	757.8610229492188	8450773.0
210.075636521801	387.2409973144531	8375289.0
157.0204900656825	493.17498779296875	7861578.5
204.87626875834763	1360.22998046875	7680180.5
158.0214802653843	584.1389770507812	7636633.0
129.04261814473028	486.9389953613281	7632146.0
207.0460276037985	684.0150146484375	7481549.0
168.00592035864665	751.4249877929688	7473883.5
285.27489778558	211.6719970703125	7364955.5
135.98045490644924	1361.6500244140625	7256438.5
123.97487181054262	1334.3699951171875	7240204.5
323.0517011865974	616.9349975585938	7202780.0
176.0204814240864	699.323974609375	7198863.0
102.06791552657955	307.5719909667969	7005677.5
105.0424617248813	659.843994140625	6981859.0
264.07224221409007	404.7099914550781	6934507.0
99.97390906089255	606.6710205078125	6831287.5
206.87447340784547	1363.010009765625	6765679.0
204.87624988335614	1348.5799560546875	6686890.5
127.04625529242483	404.7099914550781	6641243.5
135.8723855256597	605.4329833984375	6628538.0
178.0477761447668	543.8679809570312	6587859.0
129.04264036580798	499.5320129394531	6432349.5
94.04156073957967	459.3420104980469	6400304.0
168.03073492065252	595.31298828125	6102751.0
116.01094652224326	550.1220092773438	6015952.0
243.09374307576803	404.7099914550781	5949740.5
120.05749658689075	431.4079895019531	5756823.0
82.05260946531507	528.9459838867188	5735098.0
196.99554220601826	538.9000244140625	5692401.0
174.96477915675618	1358.989990234375	5649095.5
97.9671386770929	707.1489868164062	5628785.5
383.0911102248851	219.1529998779297	5594816.0
170.02158937286688	1349.8199462890625	5593184.5
191.05593545990067	435.14300537109375	5580635.5
327.0989992259443	542.6259765625	5539624.5
158.1306714667541	239.55499267578125	5531945.5
171.02489693965947	760.3469848632812	5393593.0
215.84009838745706	1340.75	5325043.5
101.01111611688064	445.385009765625	5266855.0
211.06807587784854	387.2409973144531	5197396.5
141.99342282357344	1354.989990234375	5169110.5
85.9975547445891	1330.4200439453125	5133756.5
73.99979624801007	446.62799072265625	5014335.0
155.95471903721375	1358.989990234375	5009018.5
134.02151735965165	649.7150268554688	5008565.0
195.91316821474257	825.219970703125	4940179.0
216.0402363264443	608.0880126953125	4929353.0
213.84214000059663	1340.75	4928440.5
190.9864446186402	647.198974609375	4868649.5
291.07168145624627	496.88299560546875	4866648.5
319.10331123053714	610.5679931640625	4696212.0
288.0958465446098	404.7099914550781	4685790.0
376.0383207699713	301.1940002441406	4602799.0
125.05572856774222	584.1389770507812	4596893.5
177.02814107720775	301.1940002441406	4559842.0
250.05666615637293	445.385009765625	4534344.0
249.06477435741667	386.0050048828125	4478719.5
86.0363415162478	733.364990234375	4435086.5
136.03856702796676	528.9459838867188	4346495.5
284.27154860581066	1364.25	4305744.0
141.0190872386004	638.5180053710938	4209243.0
151.04941987174723	590.333984375	4168889.75
204.06357745202277	304.9460144042969	4142496.25
117.93582952317479	827.906005859375	4113624.5
484.18076069513415	404.7099914550781	4101601.0
356.05208013128305	301.1940002441406	4078759.5
178.04777452244235	572.60400390625	4060442.25
151.96975280762015	1333.1300048828125	4038515.0
347.06311983524506	623.2960205078125	4023218.25
338.1481191815426	435.14300537109375	4017817.25
175.96202445263978	1358.989990234375	4002515.0
330.0565663872396	464.3389892578125	3976471.75
269.08414160087096	528.9459838867188	3961585.0
204.87625928129276	1382.6500244140625	3917202.5
168.0422401572478	584.1389770507812	3890725.75
171.00025476093015	647.198974609375	3880603.25
293.0547351494669	386.0050048828125	3862960.25
152.0334275585102	540.1389770507812	3837260.75
197.03244800135136	580.2429809570312	3807591.25
150.04128246409826	623.2960205078125	3801877.5
90.03134095356496	518.7949829101562	3791723.25
174.029271833205	458.10198974609375	3774640.5
94.04156860671856	297.4809875488281	3769664.75
130.0994436844876	256.02899169921875	3754415.5
106.01497332431113	643.4829711914062	3736364.0
172.01371358697338	610.5679931640625	3713542.5
295.090546486543	589.0960083007812	3662492.5
174.1116523831378	1031.8499755859375	3603794.0
256.09607729915507	454.2539978027344	3603234.25
113.03063295928781	446.62799072265625	3597869.75
79.96580438708818	685.2570190429688	3582282.25
163.96746303779477	1335.6099853515625	3578897.75
203.0512379548591	322.9020080566406	3578607.0
274.08022298100406	446.62799072265625	3570035.75
109.02889269599007	459.3420104980469	3554637.5
200.17772697792026	222.94500732421875	3514757.5
229.07809634093687	445.385009765625	3503327.5
195.91319550250037	1353.75	3492840.5
173.96518345241245	635.8590087890625	3449274.75
103.03487883500942	364.3659973144531	3443765.0
189.11950881576718	629.6599731445312	3410938.5
229.93913920418944	1334.3699951171875	3408941.25
168.04224299072504	605.4329833984375	3373461.0
195.0459885671936	659.843994140625	3361276.25
401.10149872153994	216.6719970703125	3351347.25
228.2090890325296	216.6719970703125	3308089.0
195.947204811793	1358.989990234375	3299275.0
159.0612623909761	533.9019775390625	3284998.5
373.07030453395197	299.9570007324219	3275015.0
245.07287211779374	502.00299072265625	3242378.5
90.03133855927125	469.30999755859375	3224610.75
146.10553984612434	958.2139892578125	3138910.75
191.96235664842996	1330.4200439453125	3114796.75
148.07361211165315	361.87799072265625	3104605.5
387.11669985948333	594.0780029296875	3094240.5
120.04223215014508	552.6380004882812	3091006.5
456.1495512156135	446.62799072265625	3083381.75
170.00774658879124	647.198974609375	3066355.5
400.08676929522807	498.2950134277344	3057394.0
409.1487460589656	500.7669982910156	3051921.0
73.99979626330268	500.7669982910156	3017476.25
351.03464858092485	465.5790100097656	3009409.75
110.03673379660219	459.3420104980469	3002752.0
219.97074925412386	1357.6400146484375	2993019.5
73.9997879285142	575.27197265625	2991931.0
101.01111957322738	499.5320129394531	2983089.25
136.05791645689823	499.5320129394531	2982624.25
136.95237884437617	1363.010009765625	2943439.75
132.08985353627642	657.3610229492188	2913495.0
249.08742598610502	212.95199584960938	2903878.75
113.0306292432014	493.17498779296875	2898229.5
120.03065478919768	616.9349975585938	2855787.25
153.07898977882385	279.7409973144531	2852698.25
117.94177958800664	278.5050048828125	2821554.75
311.9095486450939	1358.989990234375	2799851.0
368.1796332515606	629.6599731445312	2794093.25
95.94753682735562	538.9000244140625	2790143.5
104.04718215695637	623.2960205078125	2777352.0
185.9751838460627	1338.27001953125	2767690.25
101.01110541938992	550.1220092773438	2764512.25
209.94196673974724	605.4329833984375	2763808.25
198.81529921476533	606.6710205078125	2748867.75
72.02047007050045	654.8770141601562	2726280.25
194.99631474072075	538.9000244140625	2713604.5
151.06333052896628	528.9459838867188	2688892.75
137.87040931472694	606.6710205078125	2655500.0
407.9097380474271	1364.25	2644088.25
428.1293946683665	205.41400146484375	2635309.0
278.06692029034906	405.94500732421875	2546302.75
282.1149995723237	1102.239990234375	2543899.75
172.14641486177212	230.61000061035156	2520084.5
290.00638505370273	760.3469848632812	2518041.75
186.05285602477002	548.8790283203125	2500190.25
114.03171278570994	729.364990234375	2481261.5
326.0728517213453	405.94500732421875	2469637.5
102.06791340215297	351.8080139160156	2459286.5
160.00397038946178	460.5820007324219	2453721.75
356.06249043684664	301.1940002441406	2446145.75
167.05831145704764	435.14300537109375	2445314.75
260.0296560404446	658.6019897460938	2431345.0
375.043354637982	538.9000244140625	2430211.5
215.07954813832495	308.99700927734375	2383543.25
340.04313567180566	763.0170288085938	2373771.25
197.06167549568625	594.0780029296875	2349838.0
170.8569176454222	625.77001953125	2349521.0
173.97754328617938	1363.010009765625	2329352.5
131.02992882074517	733.364990234375	2326924.25
168.0334185935326	596.5469970703125	2324302.0
195.87592384003298	1338.27001953125	2318628.75
88.01563649074127	632.1400146484375	2316096.25
97.9918690413818	1364.25	2311389.0
166.08234029068566	499.5320129394531	2305974.75
266.05154952018216	503.4169921875	2272635.75
123.98306233220829	543.8679809570312	2270477.75
102.03151644713802	551.39697265625	2262018.75
329.9325453193189	1368.2900390625	2257323.25
286.0801685380008	403.4750061035156	2211774.0
162.05285763629857	661.0880126953125	2211760.0
156.1150960379366	237.06700134277344	2206908.25
186.016449110463	747.5120239257812	2191468.5
196.81823064946363	606.6710205078125	2146833.75
126.03167398223748	684.0150146484375	2137032.5
290.07520229267476	503.4169921875	2124642.75
114.06229875411482	499.5320129394531	2124346.5
124.01607456298201	748.9359741210938	2122981.25
166.0378783188391	392.1990051269531	2110552.5
204.063539779905	572.60400390625	2110339.0
217.83770424942833	1340.75	2100853.0
209.94198103785538	1353.75	2093245.625
113.01941473084815	699.323974609375	2077719.875
242.22476055113975	216.6719970703125	2059628.0
88.05204734766868	386.0050048828125	2051902.125
75.03945804775334	616.9349975585938	2050868.0
197.87414480174846	1335.6099853515625	2042216.875
205.09322601055837	556.364013671875	2039493.375
251.95505274636696	1368.2900390625	2038488.625
150.07930467884896	303.7070007324219	2033639.0
123.04014819854784	458.10198974609375	2024571.375
215.0795354893406	355.5539855957031	2013063.125
126.90743548798446	1330.4200439453125	1993023.625
113.023904715144	253.5399932861328	1977791.0
78.04621148633042	596.5469970703125	1969943.75
160.03718922756087	545.1110229492188	1962259.625
204.87625434643317	312.72900390625	1959921.125
257.2436745504625	1364.25	1954729.0
266.15522649834975	1363.010009765625	1948646.0
131.02993327792052	623.2960205078125	1935537.25
172.00424442810626	1352.3299560546875	1933122.25
174.0164474320468	746.1019897460938	1931100.875
76.01548550107478	379.6369934082031	1930825.375
132.09797834490482	522.5750122070312	1922996.125
147.9732865240078	510.8680114746094	1912615.875
158.02151671501088	729.364990234375	1907694.25
312.17627843090594	206.66000366210938	1898166.0
379.11160716531094	584.1389770507812	1882441.0
105.05055073052432	456.8630065917969	1869679.75
263.01948207535133	601.531982421875	1866709.625
156.04234428141172	359.385986328125	1859010.125
231.04839540509914	435.14300537109375	1835768.875
126.90742171600193	615.697021484375	1832562.0
96.98719174886362	1421.4300537109375	1829900.875
