	RT	Std1new_2
166.02656158302514	596.7249755859375	9.2498016E8
174.0163140551304	699.6580200195312	6.02516992E8
104.01072570236838	642.47998046875	4.10912256E8
148.0371438584907	622.0980224609375	3.94692448E8
118.02654707041148	616.968994140625	3.05217472E8
95.9876134803164	1352.5699462890625	3.02620416E8
169.07391116384935	435.0199890136719	2.71703648E8
130.0265979358038	699.6580200195312	2.51651872E8
256.240306815869	214.3260040283203	2.4620192E8
284.27147905967564	211.84300231933594	1.78073424E8
122.03678756863248	596.7249755859375	1.6188408E8
164.0474039418887	431.1419982910156	1.56927648E8
123.03208307263115	405.28399658203125	1.48412576E8
126.0429039446467	404.04901123046875	1.45368544E8
156.0171181612789	492.406005859375	1.3273844E8
170.02150997620933	755.47802734375	1.27756504E8
354.05627082689256	300.35198974609375	1.21750464E8
209.07224715125344	386.427001953125	1.19171648E8
232.12120586771388	276.63299560546875	1.17011912E8
112.02728488787747	445.0820007324219	1.04168192E8
124.05244000175587	582.9669799804688	9.6582352E7
102.03152097300153	363.5480041503906	8.9226104E7
167.02991936959404	596.7249755859375	7.9118056E7
173.96522297549387	1353.9000244140625	6.6709252E7
135.05448898851907	498.75799560546875	6.5885204E7
112.02724809531186	491.1679992675781	6.4037736E7
113.05887771927134	498.75799560546875	6.3560476E7
74.0361426073536	616.968994140625	6.3037912E7
104.0471839158403	455.3699951171875	5.9199032E7
242.09045648384682	404.04901123046875	5.3867328E7
158.0578809897372	533.0750122070312	5.1346076E7
115.94356623904407	1383.02001953125	4.9457588E7
202.04784637398404	323.2749938964844	4.9100752E7
130.0266288869686	732.2360229492188	4.8940592E7
257.24365964380166	214.3260040283203	4.4290796E7
112.01599677639649	699.6580200195312	4.3249212E7
175.01969335858715	699.6580200195312	4.1521796E7
130.02663655100233	622.0980224609375	4.0854756E7
268.08075898223655	528.1190185546875	3.9841352E7
188.11612694650634	628.64599609375	3.7892944E7
122.0367756156282	457.9590148925781	3.6941064E7
228.07483027091985	445.0820007324219	3.5636928E7
285.2748347523737	211.84300231933594	3.5253852E7
194.0426149821554	658.7490234375	3.3521688E7
116.0108936526704	653.7139892578125	3.206532E7
169.0044250304427	646.2219848632812	3.142562E7
329.0527399469398	464.3399963378906	3.127208E7
382.087644672102	219.44700622558594	3.0535414E7
244.06947106321738	501.22900390625	2.9561006E7
108.05742731316913	457.9590148925781	2.9380242E7
131.09460990910657	521.7509765625	2.9058756E7
88.01564572426314	427.2569885253906	2.878239E7
206.04267974075495	684.364013671875	2.8578094E7
86.03631352174115	699.6580200195312	2.7933764E7
165.07902708341555	498.75799560546875	2.7283344E7
355.059694633828	300.35198974609375	2.5009392E7
200.17773613704648	221.9250030517578	2.477568E7
137.04766467946277	507.60400390625	2.4396862E7
170.077273694904	435.0199890136719	2.408137E7
117.94178287499216	1383.02001953125	2.2620262E7
144.11502310961117	252.7259979248047	2.2387976E7
149.04052763916923	622.0980224609375	2.2127906E7
149.05108110572624	540.552978515625	2.0344026E7
77.9767863024516	1352.5699462890625	2.012829E7
196.0583278249852	591.7059936523438	1.9730074E7
204.08999657825382	556.77001953125	1.9075646E7
164.04742309855138	455.3699951171875	1.8577644E7
400.0980919002001	216.8769989013672	1.8243078E7
372.06681244647336	299.114990234375	1.7634004E7
152.04733847550895	457.9590148925781	1.6587261E7
96.98719484898292	1352.5699462890625	1.6576681E7
92.0470157443244	518.0089721679688	1.6117818E7
233.12452332468183	276.63299560546875	1.6094773E7
202.01144423569608	729.6420288085938	1.6060647E7
125.01457296404867	640.0009765625	1.5968826E7
122.03680787781823	361.0169982910156	1.5916871E7
307.06535408214035	503.8810119628906	1.567735E7
165.05076425089098	431.1419982910156	1.5481774E7
97.97683262977779	604.3660278320312	1.546737E7
243.0856615555251	563.02001953125	1.5338839E7
76.0154754558916	519.2509765625	1.5314995E7
116.08372364750898	276.63299560546875	1.5268513E7
146.06914236344002	633.6119995117188	1.4937781E7
158.05790675553322	323.2749938964844	1.4276196E7
131.02989172316066	699.6580200195312	1.4218177E7
119.02991082710786	616.968994140625	1.3884729E7
77.97677888687925	1365.6600341796875	1.3750403E7
292.02202867113107	751.7520141601562	1.2879277E7
136.05248693905298	291.635009765625	1.2637405E7
123.04015383018042	595.4130249023438	1.2569882E7
256.2403567482136	1360.3800048828125	1.234721E7
173.9652063703626	680.447021484375	1.1946946E7
151.06335825043325	436.25299072265625	1.1856597E7
97.98448645754219	1355.1400146484375	1.1795462E7
105.01407683600637	642.47998046875	1.1632483E7
117.07896802471024	571.7589721679688	1.1511576E7
176.0320919710438	631.1259765625	1.144885E7
250.03004818128602	292.91400146484375	1.1143215E7
183.05330133846263	265.25299072265625	1.0894803E7
130.02663290211882	540.552978515625	1.0762426E7
215.0795502374789	279.1029968261719	1.052365E7
158.1306699901409	234.80799865722656	1.0470918E7
168.00591059521926	751.7520141601562	9979762.0
233.9320723699247	1353.9000244140625	9954476.0
171.02488804201624	755.47802734375	9886159.0
173.96516035051175	662.4840087890625	9864318.0
124.03545743895206	405.28399658203125	9841858.0
242.05565043925165	493.6419982910156	9784050.0
124.02734022792924	448.9830017089844	9642972.0
202.04785888976974	525.468017578125	9428100.0
135.98047643726306	1352.5699462890625	9403846.0
280.24024341059885	213.0850067138672	9314495.0
115.06329510943847	581.72998046875	9213409.0
158.0214988848049	582.9669799804688	9011970.0
312.17622899563924	206.69000244140625	8974055.0
126.04291197049636	526.7050170898438	8964572.0
167.0583313947459	257.7019958496094	8935684.0
210.07562973236608	385.1919860839844	8933267.0
264.1044711559068	1105.02001953125	8919196.0
119.05821958579801	618.3870239257812	8825781.0
94.04155903337951	457.9590148925781	8773196.0
129.04258593957152	498.75799560546875	8556262.0
173.96522359496834	710.1060180664062	8306324.5
127.04627497325643	404.04901123046875	8290966.0
264.0722771869899	405.28399658203125	8116294.0
191.05595987219442	435.0199890136719	8101202.5
90.03133896622725	339.5979919433594	8068929.0
131.05820754416118	623.5130004882812	8005616.0
189.94669610937265	1328.18994140625	7990948.0
130.09944195762594	255.21400451660156	7985573.5
326.1917935986537	205.406005859375	7914037.0
129.0426241993607	486.0039978027344	7879355.5
147.05318621987203	605.6069946289062	7729508.0
120.05748101201789	431.1419982910156	7619622.0
157.02049514786367	491.1679992675781	7504940.0
125.05572905898251	582.9669799804688	7446249.0
168.030704520483	596.7249755859375	7191616.0
192.02704368343467	612.02001953125	7187105.0
132.0534383283759	637.3410034179688	7154604.0
116.0109299189166	550.5369873046875	7153964.5
173.96516893530338	633.6119995117188	7008907.0
383.0911147303543	218.21200561523438	6988278.5
155.9547401087954	1353.9000244140625	6850941.5
176.02041882412865	698.4219970703125	6836960.0
282.2558783311042	211.84300231933594	6763105.0
174.96480901436252	1353.9000244140625	6664023.0
173.9652086096438	1421.1400146484375	6482805.0
178.04776902313222	544.2830200195312	6411168.0
250.0567011325611	445.0820007324219	6251262.5
243.0937830774843	404.04901123046875	6125748.5
340.0431322312574	755.47802734375	6064858.5
177.02810382911397	300.35198974609375	5944687.0
327.0989665059296	540.552978515625	5892380.0
105.04245908143383	658.7490234375	5868867.0
99.97392388401245	604.3660278320312	5811556.0
82.05261328574656	526.7050170898438	5805980.5
136.03856250748296	529.3569946289062	5798295.0
228.20908062055585	216.8769989013672	5736208.5
249.08738351709297	214.3260040283203	5727677.0
195.91316759864068	826.5889892578125	5618633.0
204.8762858570303	1350.06005859375	5531982.0
174.02926702530033	457.9590148925781	5450806.0
211.06808143098516	386.427001953125	5439314.5
168.0422646804629	582.9669799804688	5418234.0
86.03633387574484	732.2360229492188	5354574.5
204.8763068187898	1360.3800048828125	5318061.0
376.0382048635632	302.93798828125	5290768.0
290.0063317905024	751.7520141601562	5290227.5
291.0716185626823	494.87799072265625	5271672.5
249.06478865315378	386.427001953125	5269323.5
196.99551275819215	538.072021484375	5205543.5
102.06792349069791	308.0769958496094	5180325.5
175.09566835858303	656.2210083007812	5174224.0
73.9998058082385	446.3280029296875	5165921.5
284.27158273951346	1359.1400146484375	5147907.5
152.0334038512301	539.31201171875	5123797.0
170.0215988724931	1347.4000244140625	5084242.0
220.0582771212734	648.7410278320312	5071579.0
216.04020650223106	608.2979736328125	5055791.0
109.02888467517775	457.9590148925781	5046514.0
178.0477732578749	571.7589721679688	4921497.0
101.01113133038444	446.3280029296875	4907270.5
456.1496501950428	445.0820007324219	4895267.5
133.87513514582454	603.125	4887774.0
130.02664143417513	555.5289916992188	4829747.0
148.07363024606772	362.30499267578125	4800147.5
172.14641872934322	236.16400146484375	4792478.0
484.1809083647546	405.28399658203125	4759239.0
113.03064320411804	445.0820007324219	4729099.0
117.93582870888673	827.8380126953125	4676225.5
356.0520414328506	300.35198974609375	4617459.5
203.0512172102316	324.5190124511719	4599461.0
215.84013394735493	1335.8499755859375	4594446.5
209.9419741857918	604.3660278320312	4585548.5
206.87450445801468	1348.8199462890625	4581404.0
282.1150280489841	1105.02001953125	4570227.0
147.97328765923368	508.8479919433594	4481846.5
401.1015521562461	216.8769989013672	4474133.0
295.09057996499797	589.2329711914062	4440900.0
213.84215829095618	1334.6099853515625	4429401.5
111.98304049216557	433.7860107421875	4405102.0
340.2074049174418	204.15899658203125	4378546.0
197.0324437452608	578.0139770507812	4368088.5
204.06354608576513	304.1759948730469	4368042.0
229.93916612827056	1333.3699951171875	4349578.5
163.96749269911217	1330.6800537109375	4341536.5
269.0841467339055	528.1190185546875	4338895.0
206.87451503590736	1359.1400146484375	4312159.0
153.07900864533264	279.1029968261719	4286761.0
110.03672279757625	457.9590148925781	4283267.0
175.96205080365075	1353.9000244140625	4281709.0
409.1485403461526	498.75799560546875	4279734.0
151.04944016950347	589.2329711914062	4229917.5
338.1481402309704	435.0199890136719	4192334.0
103.03488639614736	363.5480041503906	4102577.5
189.9467058960534	243.77999877929688	4094768.0
159.0612636173285	533.0750122070312	4076314.75
94.04156217552013	296.63800048828125	4009285.5
133.03747576808226	616.968994140625	3941356.75
293.0547861268251	386.427001953125	3918407.25
150.0412777929178	622.0980224609375	3902693.5
90.0313442816589	518.0089721679688	3811253.75
106.01499867846488	642.47998046875	3811195.75
189.94670980817793	316.8320007324219	3795411.25
195.94723981677944	1353.9000244140625	3771979.75
136.0578651243987	497.3479919433594	3733345.5
229.0781458473226	445.0820007324219	3688552.25
324.0360842579442	584.2039794921875	3650852.75
373.07022390236153	299.114990234375	3641688.0
90.03134445900344	469.32501220703125	3617821.25
134.02150187499694	648.7410278320312	3542251.25
101.01109098032643	499.9930114746094	3519265.0
73.99978051641185	496.1130065917969	3507312.75
258.24712854653194	215.56300354003906	3474960.75
242.08028431714098	362.30499267578125	3439491.75
298.1603513469906	206.69000244140625	3415767.25
204.87627896923524	1383.02001953125	3406930.0
73.9997879120897	574.2479858398438	3404462.75
135.8723936032163	606.8790283203125	3367897.0
189.9467192427824	366.0400085449219	3342291.75
201.18107699292392	221.9250030517578	3330232.0
311.9095998071918	1353.9000244140625	3275448.75
114.03171617116668	729.6420288085938	3248895.25
215.0947651399462	290.29998779296875	3244451.25
330.0565815059881	464.3399963378906	3226758.5
286.2780789183579	211.84300231933594	3219906.0
356.06238268918935	300.35198974609375	3184911.0
319.1033395489727	609.5399780273438	3181727.25
428.12942902048377	205.406005859375	3166382.25
168.04225824208422	604.3660278320312	3136466.0
387.1167740365089	592.9439697265625	3120933.75
266.155216371296	205.406005859375	3115461.25
189.11947931168012	628.64599609375	3087245.5
167.05831900299827	436.25299072265625	3072357.75
407.9098306156016	1353.9000244140625	3069990.5
104.04719201631481	622.0980224609375	3042601.75
400.0865904440659	497.3479919433594	3039459.0
186.05284507402874	548.051025390625	3004963.25
172.01373068556651	609.5399780273438	3002197.0
195.91320825308537	1351.3299560546875	2988219.75
124.01606973757113	750.510986328125	2978315.5
266.05145074858245	501.22900390625	2957974.0
95.99996166715016	1378.93994140625	2939171.0
72.02047158299095	653.7139892578125	2933663.75
97.99187522188436	1352.5699462890625	2929385.25
245.07280306679667	501.22900390625	2910163.0
326.0729366425598	405.28399658203125	2905603.5
186.01643749173337	751.7520141601562	2904807.5
173.9651514577593	612.02001953125	2898580.5
101.01110306331597	549.2940063476562	2893711.25
256.0961079718176	455.3699951171875	2874082.5
185.97515953316383	1328.18994140625	2848337.0
251.9550903888384	1360.3800048828125	2838790.5
