,mz,rt,into,maxo,intb
706,167.937683367349,329.661,8813734.55634655,276582.8125,8779827.32609664
707,169.05060444791,363.449,432720.401247851,132835.296875,387733.226516996
708,170.101654799086,364.689,1117786.8356313,366178.40625,1019402.25959193
709,215.092604012849,364.689,1772507.55424034,125123.359375,900158.735420158
710,240.081332234655,364.689,485577.546132161,134509.71875,485568.805465495
711,257.022157617899,364.689,3073290.58890902,1259096,3073283.09748045
712,312.102492261404,365.932,147888.271388346,45191.3515625,147882.032221679
713,86.0243391035642,364.689,1502895.85941488,103856.40625,707980.940864281
714,97.0404863195351,364.689,1163933.93487549,269659.28125,1138294.36753973
715,97.0656612972026,359.713,5851796.07014296,1126461.75,5770131.76771269
716,108.978677899194,285.263,21180572.7149722,1908098.5,21152320.9556425
717,108.978693868684,364.689,565413.197893067,125382.4140625,546265.999721304
718,127.076489901987,360.958,774836.183307043,89330.90625,585655.641533239
719,147.056458517657,365.932,401423.74294702,90653.3203125,401415.00869702
720,159.066264760233,359.713,9704683.91873957,1907098.875,8839622.89304052
721,214.995649105985,367.176,85597.8145531247,33324.52734375,85592.8137531247
722,226.108590872304,365.932,708973.960246582,69111.3046875,471077.347563242
723,267.044442241325,367.176,162593.453813801,44452.69140625,160943.263294528
724,80.0500726759214,364.689,2223240.8277926,672294.0625,2214591.69050539
725,123.045273852088,364.689,912508.623526044,166376,810607.702418607
726,123.045201266843,305.403,2589842.54700621,165640.453125,2462977.25215195
727,142.050901553325,364.689,650921.924477888,124411.71875,447775.998823961
728,143.071349267137,360.958,2342977.72103968,337784.46875,1804696.54081956
729,156.048948609633,362.211,5547450.73142168,1263664.125,5523335.0494073
730,156.04896645572,311.945,2381851.7663876,142257,2334503.4369145
731,194.045925165344,367.176,357641.816652763,108324.5234375,357286.654215064
732,204.872367089835,311.945,2921957.62688802,200422.125,2809631.68781149
733,443.38508441626,367.176,179475.091925944,52706.6015625,174679.025947594
734,98.9488687907487,318.329,46496161.6198026,3049399,46181904.6716975
735,124.059703359907,364.689,4089086.62663295,1145794.375,4071031.79204828
736,135.045209615561,294.09,169632501.791672,18140968,169552381.150888
737,135.045233782271,344.674,4091457.21576465,260729.65625,4003599.41062109
738,171.05991678318,365.932,1265472.4556727,190496.046875,1264025.73220295
739,171.059921462099,345.92,1240282.90227954,86336.21875,1238387.22732503
740,220.047233101489,360.958,12529326.9169108,1942102.875,12509256.7804109
741,220.047204620066,311.945,5790331.43499062,373302.875,5764423.50481559
742,463.920735554894,372.196,224745.339486594,39464.33203125,223203.876131203
743,569.884865049251,370.94,274852.694806107,54519.73828125,273013.259348577
744,85.0403121065653,364.689,4720318.37959168,1212945.75,4662939.33455322
745,156.038436908293,360.958,1129362.83367187,158890.0625,891559.417572509
746,314.056338523202,365.932,1886954.00660508,420461.6875,1882371.04478755
747,316.049613076503,372.196,165465.678147657,49541.3984375,165460.700547657
748,122.044124697042,364.689,2111363.76098145,566586.9375,2058474.16683498
749,131.071380407963,360.958,564682.60438299,121855.9140625,530809.476087129
750,140.071751531001,364.689,1255788.79460625,216325.234375,843521.054772911
751,165.939355169654,330.904,22204266.3710728,751958.125,22049605.7412826
752,181.098390499434,365.932,2848090.17092495,717335.375,2839291.49362049
753,124.99139858851,360.958,3751577.16979541,505684.6875,3544043.57279013
754,202.03675002911,287.919,23517856.854457,1272922.375,23435800.133446
755,202.0367289407,362.211,10017325.9972348,2296091,9975762.31475665
756,96.9928780861799,363.449,45987424.2163299,21426824,45958711.3256816
757,96.9928923299739,310.616,4428874.99054571,1279088.875,4405229.78318122
758,236.959157886865,374.677,223859.144135045,49322.9921875,223851.652706473
759,144.038343912526,363.449,5912940.71214105,2325863,5735541.4545261
760,144.038345116921,310.616,2610291.6853782,222661.984375,2356727.16032735
761,170.006080514373,374.677,457894.59245613,69378.609375,457880.830609976
762,234.960925322002,374.677,740533.432807083,110286.203125,740520.933716174
763,296.798144165989,315.666,14301801.9640596,755534.25,13980985.6785889
764,323.893701856083,374.677,506483.358285644,87697.4609375,506472.103785644
