	RT	Std3_1
116.01084784329262	549.3189697265625	1.632109952E9
123.0319223568274	410.0050048828125	1.547214848E9
189.06370372891377	585.6740112304688	1.1390272E9
130.026565780764	621.7249755859375	5.2872496E8
127.91222641928822	555.5170288085938	3.25429184E8
205.05952178781334	293.22601318359375	2.60031504E8
127.91224852794495	541.8699951171875	2.20820832E8
256.24034429607093	213.10699462890625	2.17076E8
196.05826474578978	593.114990234375	2.15459696E8
95.98760822291386	1359.8800048828125	2.11538944E8
159.07178600955427	294.4620056152344	1.86688416E8
129.04258415706533	485.239990234375	1.65309728E8
324.04511453587753	533.1740112304688	1.27954824E8
72.02046530973797	548.0809936523438	1.23573968E8
124.03527587556762	410.0050048828125	1.05562864E8
284.27152693731585	210.6280059814453	1.0379512E8
244.08816230382803	442.8479919433594	8.6395088E7
190.06703244945828	585.6740112304688	8.579988E7
131.05818295144587	574.5599975585938	8.5446264E7
115.94354800995737	1365.0699462890625	8.4082584E7
86.03631673653042	622.9910278320312	7.7975528E7
117.01420746641914	549.3189697265625	7.4315624E7
173.96520267460843	1359.8800048828125	5.6484176E7
317.74638541330916	553.0449829101562	5.59384E7
147.0354189658765	371.3039855957031	5.433616E7
216.04018660599158	605.5889892578125	5.3168568E7
260.02963150035697	635.7490234375	4.6392684E7
144.0422580537021	362.3810119628906	4.2635912E7
117.94176433894324	1365.0699462890625	3.8176592E7
257.2436868332863	213.10699462890625	3.7353076E7
185.9929313343823	660.8259887695312	3.7152644E7
136.05249209598912	291.9930114746094	3.6276292E7
130.02664365898454	450.3190002441406	3.0661118E7
189.912715299621	556.7570190429688	3.026587E7
131.02985492291262	621.7249755859375	2.9891548E7
97.97663668482352	644.6199951171875	2.7731538E7
178.04776903793743	450.3190002441406	2.7438028E7
135.87253774530106	603.114013671875	2.6060018E7
133.875137257072	603.114013671875	2.5506574E7
122.0367973777229	362.3810119628906	2.5053988E7
98.0001687210022	362.3810119628906	2.419412E7
207.0552886777582	294.4620056152344	2.4097478E7
319.74459569898283	553.0449829101562	2.3883922E7
206.06290247221284	294.4620056152344	2.1940134E7
216.84491574717927	561.8140258789062	2.1369196E7
305.9601649979769	559.3400268554688	2.133514E7
216.8449276661779	539.39697265625	2.1314448E7
285.2748828473682	210.6280059814453	2.0232496E7
171.07186229298117	291.9930114746094	1.837841E7
79.04157331006257	408.7720031738281	1.8156924E7
218.03707420212652	605.5889892578125	1.7470804E7
144.11502785989012	251.5919952392578	1.680117E7
277.80637938117263	553.0449829101562	1.6045085E7
196.07361506259087	276.9360046386719	1.5266253E7
250.06235054226786	588.1400146484375	1.5193167E7
197.0616101312417	593.114990234375	1.5074039E7
171.0531790883942	585.6740112304688	1.4669934E7
160.0751594832965	293.22601318359375	1.441377E7
118.01513094889047	549.3189697265625	1.4252939E7
124.90930024879626	609.302978515625	1.4129844E7
124.06369992827987	363.65399169921875	1.3704114E7
129.04259263394192	585.6740112304688	1.3582676E7
