	RT	Std3_1in5
116.01093928730629	555.5689697265625	7.26545152E8
123.03191178048618	409.8160095214844	3.97417952E8
189.0638278769422	586.1090087890625	3.93807712E8
95.98761068179233	1358.719970703125	2.6771256E8
127.91230895913358	548.0570068359375	2.61215712E8
130.02658534229116	622.89501953125	1.5282584E8
256.2403437646949	214.88900756835938	1.37338304E8
196.0582961005107	595.0339965820312	8.0287048E7
173.9652115979878	1357.3900146484375	6.340566E7
72.02052162806207	553.093994140625	6.0392E7
284.2715333611827	212.36599731445312	5.4934644E7
205.05951984174294	295.23199462890625	5.4827768E7
115.9435622836739	1366.449951171875	5.0664032E7
159.07178020193547	295.23199462890625	4.334124E7
144.1150212486678	253.80299377441406	4.3055944E7
129.04260074746895	487.4219970703125	3.9206552E7
117.01430243308026	555.5689697265625	3.3724104E7
190.0671781913378	586.1090087890625	3.141134E7
124.03526314482559	409.8160095214844	2.597497E7
216.0401968191066	606.5609741210938	2.5052618E7
173.96520253664028	1384.77001953125	2.5020504E7
189.91281670500763	548.0570068359375	2.4159782E7
257.2437002676379	213.64700317382812	2.3617202E7
147.03542328066575	370.5830078125	2.3346982E7
117.94177872328792	1370.280029296875	2.2854878E7
86.03632556629437	622.89501953125	2.2318442E7
324.0451187271513	534.18701171875	2.217557E7
136.05248667656903	301.635986328125	1.8580478E7
116.08371101271132	280.1960144042969	1.7709976E7
244.08816861016822	443.07598876953125	1.6882744E7
77.9767808820969	1358.719970703125	1.6576181E7
96.98719169309169	1355.97998046875	1.540737E7
131.0582226139899	577.2570190429688	1.5366189E7
173.96517899715943	688.8720092773438	1.2122105E7
122.03680436554806	354.072998046875	1.1594487E7
97.98448295587426	1357.3900146484375	1.1040233E7
233.93206490981214	1357.3900146484375	1.1035343E7
256.2403601074193	1361.3800048828125	1.1023959E7
285.2749072707059	212.36599731445312	1.0705881E7
305.96033780764964	545.3900146484375	1.0266715E7
173.96518350666577	659.0800170898438	1.0053388E7
256.2403521000496	1375.550048828125	9241230.0
158.1306914042597	235.9499969482422	8934881.0
131.0298841016378	622.89501953125	8615076.0
216.84503730338642	542.9140014648438	8440236.0
216.8450184689432	560.6840209960938	8306494.5
317.746591001463	549.2969970703125	8218750.5
