m/z,RT,Intensity,Identification,Prob
166.086252,748.403992,14120136.000000,StdMix1_12;M+H;[12C]9[1H]12[14N]1[16O]2,1.000000
114.066192,1020.830017,10997532.000000,StdMix1_26;M+H;[12C]4[1H]8[14N]3[16O]1,1.000000
116.070596,930.023987,8627683.000000,StdMix1_22;M+H;[12C]5[1H]10[14N]1[16O]2,1.000000
269.088089,613.013977,7601657.000000,StdMix1_11;M+H;[12C]10[1H]13[14N]4[16O]5,1.000000
233.128504,339.022003,7511820.000000,StdMix1_5;M+H;[12C]13[1H]17[14N]2[16O]2,1.000000
133.059491,1806.030029,7511134.000000,StdMix1_47;M+2H;[12C]12[1H]18[14N]4[16O]1[32S]1,1.000000
265.111802,1804.550049,6951047.500000,StdMix1_47;M+H;[12C]12[1H]17[14N]4[16O]1[32S]1,1.000000
189.123322,1056.979980,6583211.000000,StdMix1_27;M+H;[12C]8[1H]17[14N]2[16O]3,1.000000
132.101881,785.177979,6561318.000000,StdMix1_13;M+H;[12C]6[1H]14[14N]1[16O]2,0.995000
124.039324,447.109985,5548286.000000,StdMix1_8;M+H;[12C]6[1H]6[14N]1[16O]2,1.000000
144.065513,555.362000,4643884.000000,StdMix1_88;M+ACN+H;[12C]6[1H]10[14N]1[16O]3,1.000000
127.050191,961.416016,4604959.000000,StdMix1_2;M+H;[12C]5[1H]7[14N]2[16O]2,1.000000
170.011778,987.719971,3835794.750000,StdMix1_77;M+H;[12C]3[1H]8[14N]1[16O]5[32S]1,1.000000
258.110181,1184.170044,3810017.500000,StdMix1_39;M+H;[12C]8[1H]21[14N]1[16O]6[31P]1,1.000000
244.092816,1166.040039,3423962.500000,StdMix1_36;M+H;[12C]9[1H]14[14N]3[16O]5,1.000000
191.102574,1427.489990,3410908.500000,StdMix1_42;M+H;[12C]7[1H]15[14N]2[16O]4,1.000000
136.061805,893.357971,3293931.000000,StdMix1_21;M+H;[12C]5[1H]6[14N]5,1.000000
210.079402,825.437988,3137348.250000,StdMix1_69;M+H;[12C]7[1H]16[14N]1[16O]4[32S]1,0.995000
330.059924,904.961975,3096379.250000,StdMix1_74;M+H;[12C]10[1H]13[14N]5[16O]6[31P]1,1.000000
175.118888,1601.739990,3086754.500000,StdMix1_46;M+H;[12C]6[1H]15[14N]4[16O]2,1.000000
349.054487,878.940002,2952273.500000,StdMix1_76;M+H;[12C]10[1H]14[14N]4[16O]8[31P]1,1.000000
245.075939,538.210999,2917353.000000,StdMix1_65;M+H;[12C]9[1H]13[14N]2[16O]6,1.000000
205.097101,790.973999,2629572.500000,StdMix1_14;M+H;[12C]11[1H]13[14N]2[16O]2,1.000000
148.060352,1016.419983,2605550.000000,StdMix1_84;M+H;[12C]5[1H]10[14N]1[16O]4,1.000000
255.110321,334.613007,2519743.500000,StdMix1_5;M+Na;[12C]13[1H]16[14N]2[16O]2[23Na]1,1.000000
118.086223,867.443970,2498241.500000,StdMix1_20;M+H;[12C]5[1H]12[14N]1[16O]2,1.000000
134.044723,1049.449951,2389094.000000,StdMix1_29;M+H;[12C]4[1H]8[14N]1[16O]4,1.000000
227.125060,1020.830017,2345772.250000,StdMix1_26;2M+H;[12C]8[1H]15[14N]6[16O]2,1.000000
365.105591,754.236023,2270430.500000,StdMix1_87;M+Na;[12C]12[1H]22[16O]11[23Na]1,1.000000
152.070542,806.945984,2167984.250000,StdMix1_15;M+H;[12C]8[1H]10[14N]1[16O]2,1.000000
133.060716,1112.569946,2002618.875000,StdMix1_32;M+H;[12C]4[1H]9[14N]2[16O]3,1.000000
168.989685,867.443970,1715431.000000,StdMix1_81;M+H;[12C]3[1H]6[16O]6[31P]1,1.000000
324.059248,1175.079956,1681612.250000,StdMix1_79;M+H;[12C]9[1H]15[14N]3[16O]8[31P]1,1.000000
146.165161,2746.060059,1619421.375000,StdMix1_1;M+H;[12C]7[1H]20[14N]3,1.000000
537.169025,613.013977,1585131.375000,StdMix1_11;2M+H;[12C]20[1H]25[14N]8[16O]10,0.995000
377.145684,450.007996,1563503.750000,StdMix1_9;M+H;[12C]17[1H]21[14N]4[16O]6,0.995000
487.178479,1169.060059,1497384.000000,StdMix1_36;2M+H;[12C]18[1H]27[14N]6[16O]10,1.000000
280.092089,1190.280029,1486406.375000,StdMix1_39;M+Na;[12C]8[1H]20[14N]1[16O]6[31P]1[23Na]1,1.000000
167.089411,748.403992,1381843.625000,StdMix1_12;M+H;[12C]8[13C]1[1H]12[14N]1[16O]2,1.000000
263.073726,780.791992,1286224.750000,StdMix1_86;2M+Na;[12C]8[1H]16[16O]8[23Na]1,0.990000
176.102942,1139.199951,1272969.875000,StdMix1_35;M+H;[12C]6[1H]14[14N]3[16O]3,1.000000
244.079245,704.700012,1238176.000000,StdMix1_3;M+Na;[12C]8[1H]15[14N]1[16O]6[23Na]1,1.000000
325.150763,873.210022,1232598.875000,StdMix1_56;M+2ACN+H;[12C]14[1H]21[14N]4[16O]5,1.000000
325.043198,842.604004,1213028.000000,StdMix1_75;M+H;[12C]9[1H]14[14N]2[16O]9[31P]1,1.000000
138.054939,356.463989,1177734.250000,StdMix1_7;M+H;[12C]7[1H]8[14N]1[16O]2,1.000000
156.076732,1539.209961,1161887.750000,StdMix1_43;M+H;[12C]6[1H]10[14N]3[16O]2,0.985000
234.131707,339.022003,1053218.250000,StdMix1_5;M+H;[12C]12[13C]1[1H]17[14N]2[16O]2,1.000000
243.097623,416.040985,1008747.062500,StdMix1_56;M+H;[12C]10[1H]15[14N]2[16O]5,1.000000
