m/z,RT,Intensity,Identification,Prob
166.086060,741.377991,8890080.000000,StdMix1_12;M+H;[12C]9[1H]12[14N]1[16O]2,0.990000
233.128184,338.045013,7908619.500000,StdMix1_5;M+H;[12C]13[1H]17[14N]2[16O]2,1.000000
114.066068,1037.739990,7125373.500000,StdMix1_26;M+H;[12C]4[1H]8[14N]3[16O]1,1.000000
132.101770,783.773987,5921166.000000,StdMix1_13;M+H;[12C]6[1H]14[14N]1[16O]2,0.995000
124.039180,455.389008,4767017.000000,StdMix1_8;M+H;[12C]6[1H]6[14N]1[16O]2,1.000000
265.111466,1768.400024,3916524.000000,StdMix1_47;M+H;[12C]12[1H]17[14N]4[16O]1[32S]1,1.000000
189.123070,1067.439941,3611042.500000,StdMix1_27;M+H;[12C]8[1H]17[14N]2[16O]3,0.995000
144.065372,559.252014,3539788.500000,StdMix1_88;M+ACN+H;[12C]6[1H]10[14N]1[16O]3,1.000000
365.105024,756.575989,3497350.250000,StdMix1_87;M+Na;[12C]12[1H]22[16O]11[23Na]1,1.000000
138.054817,356.325989,3481649.500000,StdMix1_7;M+H;[12C]7[1H]8[14N]1[16O]2,1.000000
133.059345,1768.400024,3345997.000000,StdMix1_47;M+2H;[12C]12[1H]18[14N]4[16O]1[32S]1,1.000000
255.110049,338.045013,2962731.250000,StdMix1_5;M+Na;[12C]13[1H]16[14N]2[16O]2[23Na]1,1.000000
136.061624,896.471985,2821307.250000,StdMix1_21;M+H;[12C]5[1H]6[14N]5,1.000000
269.087709,616.697998,2708771.250000,StdMix1_11;M+H;[12C]10[1H]13[14N]4[16O]5,1.000000
170.011520,1000.239990,2438076.750000,StdMix1_77;M+H;[12C]3[1H]8[14N]1[16O]5[32S]1,1.000000
263.073527,820.302002,2236293.750000,StdMix1_86;2M+Na;[12C]8[1H]16[16O]8[23Na]1,1.000000
127.050029,972.443970,2138209.250000,StdMix1_2;M+H;[12C]5[1H]7[14N]2[16O]2,0.990000
205.070523,563.612976,1943348.125000,StdMix1_88;2M+H;[12C]8[1H]13[16O]6,1.000000
355.063009,312.756012,1794847.125000,StdMix1_57;M+H;[12C]19[1H]15[16O]5[32S]1,1.000000
210.079213,831.726013,1495926.625000,StdMix1_69;M+H;[12C]7[1H]16[14N]1[16O]4[32S]1,1.000000
152.070433,804.323975,1355942.000000,StdMix1_15;M+H;[12C]8[1H]10[14N]1[16O]2,1.000000
330.059325,923.807983,1215673.625000,StdMix1_74;M+H;[12C]10[1H]13[14N]5[16O]6[31P]1,1.000000
227.124766,1042.339966,1162205.375000,StdMix1_26;2M+H;[12C]8[1H]15[14N]6[16O]2,1.000000
