DatabaseID,Adduct,Annotation,std1-Beer_esi_02022012.csv,std1-Beth20512.csv,std1-Eileen02512.csv,std1-Iain_Jonstone19_4_12.csv,std1-Ivana_29_2_12.csv,std1-Robello040512.csv
StdMix1_41,M+H,[12C]6[1H]14[14N]1[16O]5,,184229.203125,,,,
StdMix1_26,2M+Na,[12C]8[1H]14[14N]6[16O]2[23Na]1,,48054.335938,54216.515625,239223.640625,63126.085938,12254.201172
StdMix1_56,M+Na,[12C]10[1H]14[14N]2[16O]5[23Na]1,,44599.609375,45820.558594,133382.453125,,
StdMix1_57,M+Na,[12C]19[1H]14[16O]5[32S]1[23Na]1,,18655.044922,19777.75,,,
StdMix1_103,M+ACN+H,[12C]5[1H]8[14N]3,,13403.34375,,,,
StdMix1_8,2M+Na,[12C]12[1H]10[14N]2[16O]4[23Na]1,,10029.068359,,,,
StdMix1_2,M+Na,[12C]5[1H]6[14N]2[16O]2[23Na]1,,,10108.391602,63836.554688,,
StdMix1_17,M+H,[12C]5[1H]12[14N]1[16O]2[32S]1,,,,4737714.0,,2183911.0
StdMix1_23,M+H,[12C]10[1H]13[14N]2[16O]1,,,,4073292.25,,
StdMix1_33,M+H,[12C]10[1H]15[14N]5[16O]7[31P]1,,,,600258.25,,
StdMix1_18,2M+Na,[12C]10[1H]10[14N]10[16O]2[23Na]1,,,,195863.28125,,
StdMix1_55,M+NH4,[12C]8[1H]12[14N]1[16O]4,,,,122258.523438,,
StdMix1_18,2M+H,[12C]10[1H]11[14N]10[16O]2,,,,85156.882813,,
StdMix1_46,2M+Na,[12C]12[1H]28[14N]8[16O]4[23Na]1,,,,46297.152344,,10267.97168
StdMix1_27,2M+Na,[12C]16[1H]32[14N]4[16O]6[23Na]1,,,,40298.609375,,
StdMix1_33,M+Na,[12C]10[1H]14[14N]5[16O]7[31P]1[23Na]1,,,,37884.796875,,
StdMix1_23,2M+H,[12C]20[1H]25[14N]4[16O]2,,,,33966.628906,,
StdMix1_41,M+ACN+Na,[12C]8[1H]16[14N]2[16O]5[23Na]1,,,,33182.726563,,
StdMix1_86,2M+H,[12C]8[1H]17[16O]8,,,,32062.912109,,
StdMix1_9,2M+Na,[12C]34[1H]40[14N]8[16O]12[23Na]1,,,,29432.033203,,
StdMix1_5,M+ACN+Na,[12C]15[1H]19[14N]3[16O]2[23Na]1,,,,25124.162109,,
StdMix1_18,M+NH4,[12C]5[1H]9[14N]6[16O]1,,,,24543.542969,,
StdMix1_45,M+Na,[12C]6[1H]14[14N]2[16O]2[23Na]1,,,,23919.984375,,
StdMix1_58,M+ACN+Na,[12C]5[1H]7[14N]1[16O]3[23Na]1,,,,22544.787109,,
StdMix1_69,M+NH4,[12C]7[1H]19[14N]2[16O]4[32S]1,,,,22009.576172,,
StdMix1_5,M+ACN+H,[12C]15[1H]20[14N]3[16O]2,,,,20278.9375,,
StdMix1_56,2M+Na,[12C]20[1H]28[14N]4[16O]10[23Na]1,,,,20001.166016,,
StdMix1_18,M+ACN+Na,[12C]7[1H]8[14N]6[16O]1[23Na]1,,,,19726.066406,,
StdMix1_48,M+Na,[12C]15[1H]22[14N]6[16O]5[32S]1[23Na]1,,,,18074.001953,,
StdMix1_92,2M+H,[12C]6[1H]9[16O]4,,,,16816.640625,,
StdMix1_84,M+ACN+2H,[12C]7[1H]14[14N]2[16O]4,,,,15957.154297,,
StdMix1_14,M+ACN+H,[12C]13[1H]16[14N]3[16O]2,,,,14337.381836,,
StdMix1_1,M+Na,[12C]7[1H]19[14N]3[23Na]1,,,,14237.600586,,
StdMix1_79,2M+Na,[12C]18[1H]28[14N]6[16O]16[31P]2[23Na]1,,,,13797.925781,,
StdMix1_27,2M+H,[12C]16[1H]33[14N]4[16O]6,,,,13723.1875,,
StdMix1_92,M+ACN+Na,[12C]5[1H]7[14N]1[16O]2[23Na]1,,,,13667.367188,,
StdMix1_2,M+NH4,[12C]5[1H]10[14N]3[16O]2,,,,13500.860352,,
StdMix1_37,2M+Na,[12C]4[1H]16[14N]2[16O]8[31P]2[23Na]1,,,,13005.007813,,
StdMix1_37,M+ACN+Na,[12C]4[1H]11[14N]2[16O]4[31P]1[23Na]1,,,,12607.060547,,
StdMix1_27,M+2ACN+2H,[12C]12[1H]24[14N]4[16O]3,,,,12121.950195,,
StdMix1_16,M+ACN+H,[12C]7[1H]15[14N]2[16O]2[80Se]1,,,,11522.037109,,
StdMix1_44,M+Na,[12C]4[1H]10[14N]2[16O]2[23Na]1,,,,10787.898438,,
StdMix1_17,M+ACN+H,[12C]7[1H]15[14N]2[16O]2[32S]1,,,,10004.101563,,10711.537109
StdMix1_43,M+ACN+2H,[12C]8[1H]14[14N]4[16O]2,,,,,30478.351563,
StdMix1_91,2M+H,[12C]4[1H]9[16O]6,,,,,18202.201172,
StdMix1_76,M+CH3OH+H,[12C]11[1H]18[14N]4[16O]9[31P]1,,,,,16971.091797,
StdMix1_46,M+ACN+Na,[12C]8[1H]17[14N]5[16O]2[23Na]1,,,,,16629.652344,
StdMix1_91,M+NH4,[12C]2[1H]8[14N]1[16O]3,,,,,11809.717773,
StdMix1_49,M+H,[12C]4[1H]13[14N]2,,,,,,535339.25
StdMix1_49,M+2ACN+2H,[12C]8[1H]20[14N]4,,,,,,319506.34375
StdMix1_1,M+ACN+2H,[12C]9[1H]24[14N]4,,,,,,45279.660156
