id:mass:RT:intensity:filteredIdentification
1:124.03926236555435:526.85302734375:7.5799736E7:StdMix3_1, Isonicotinic acid, M+H, [12C]6[1H]6[14N]1[16O]2, 1.00000
2:146.11747086205756:912.0180053710938:7.0275824E7:StdMix3_2, Acetylcholine, M+H, [12C]7[1H]16[14N]1[16O]2, 1.00000
3:190.0709096597591:429.8160095214844:6.7757032E7:StdMix3_8, N-acetyl-L-glutamate, M+H, [12C]7[1H]12[14N]1[16O]5, 1.00000
4:132.06541184561956:1098.989990234375:4.3123392E7:StdMix3_3, 5-Aminolevulinate, M+H, [12C]5[1H]10[14N]1[16O]3, 0.84500; StdMix3_12, D-Fructose, M+2ACN+2H, [12C]10[1H]20[14N]2[16O]6, 0.15000; junk, 0.00500
5:212.05277971875256:425.7669982910156:2.7531714E7:StdMix3_8, N-acetyl-L-glutamate, M+Na, [12C]7[1H]11[14N]1[16O]5[23Na]1, 1.00000
6:102.05484442122022:1132.4200439453125:2.2353476E7:StdMix3_4, 2-Aminobutan-4-olide, M+H, [12C]4[1H]8[14N]1[16O]2, 1.00000
7:218.10210274758742:350.7760009765625:1.7095232E7:
8:130.04987753483067:429.8160095214844:1.6723889E7:StdMix3_30, ascorbate, M+2ACN+2H, [12C]10[1H]16[14N]2[16O]6, 0.81000; junk, 0.19000
9:102.03386958595999:2077.139892578125:1.4967104E7:
10:148.0963943220025:920.6220092773438:1.4713093E7:
11:172.0603826286541:429.8160095214844:1.3773975E7:StdMix3_7, Itaconate, M+ACN+H, [12C]7[1H]10[14N]1[16O]4, 0.94000; junk, 0.06000
12:240.08387387389723:350.7760009765625:8597820.0:
13:114.05491803838395:1097.5699462890625:8333830.0:
14:247.07839712362215:496.4150085449219:7158265.5:
15:94.04509834206489:2013.6099853515625:6721371.0:
16:167.01277439199666:2074.239990234375:6644950.5:
17:102.033827388142:2202.260009765625:5753179.0:
18:120.06537474955415:1073.9300537109375:5558868.0:StdMix3_6, Acetoacetate, M+NH4, [12C]4[1H]10[14N]1[16O]3, 1.00000
19:147.1205880603892:912.0180053710938:5257391.5:StdMix3_2, Acetylcholine, M+H, [12C]6[13C]1[1H]16[14N]1[16O]2, 0.96500; junk, 0.03500
20:191.07406308445695:429.8160095214844:5160085.0:StdMix3_8, N-acetyl-L-glutamate, M+H, [12C]6[13C]1[1H]12[14N]1[16O]5, 0.99000; junk, 0.01000
21:125.0423588198101:526.85302734375:4989036.5:StdMix3_1, Isonicotinic acid, M+H, [12C]5[13C]1[1H]6[14N]1[16O]2, 0.88500; junk, 0.11500
22:102.03382222908114:2218.699951171875:4695713.5:
23:87.04402455726759:913.4459838867188:4450343.0:
24:102.0338113752847:2242.760009765625:4327345.0:
25:337.2331562560602:913.4459838867188:4241872.0:
26:102.03380665599754:2269.81005859375:4198376.5:
27:122.54712053641077:2075.68994140625:4028831.5:
28:102.03380882220216:2283.389892578125:3825609.25:
29:102.0338034093372:2295.52001953125:3624594.75:
30:81.52055855344034:2068.449951171875:3422964.5:
31:90.97655010720699:1230.260009765625:3260338.75:
32:401.11668020605833:424.40899658203125:3253278.25:StdMix3_8, N-acetyl-L-glutamate, 2M+Na, [12C]14[1H]22[14N]2[16O]10[23Na]1, 1.00000
33:102.03379498644156:2339.5:3169704.25:
34:151.0351926337703:2015.0899658203125:2979504.5:
35:226.95121729377973:1230.260009765625:2940857.75:
36:167.0126932293367:2172.43994140625:2856876.5:
37:81.52055262458073:2100.3701171875:2499568.75:
38:148.06037912563943:429.8160095214844:2499177.0:StdMix3_7, Itaconate, M+NH4, [12C]5[1H]10[14N]1[16O]4, 1.00000
39:133.06854047656998:1098.989990234375:2436448.0:StdMix3_3, 5-Aminolevulinate, M+H, [12C]4[13C]1[1H]10[14N]1[16O]3, 0.82000; junk, 0.15000; junk, 0.03000
40:125.9862057724283:2068.449951171875:2405509.0:
41:243.02610528719134:1045.0400390625:2174946.75:junk, 1.00000
42:110.01988710590513:121.19100189208984:2136327.0:
43:213.05605527835343:425.7669982910156:2084618.625:StdMix3_8, N-acetyl-L-glutamate, M+Na, [12C]6[13C]1[1H]11[14N]1[16O]5[23Na]1, 1.00000
44:102.03378488118354:2026.9300537109375:2055306.625:
45:81.52054626546224:2126.669921875:1952446.125:
46:172.06026232313766:350.7760009765625:1937567.5:StdMix3_7, Itaconate, M+ACN+H, [12C]7[1H]10[14N]1[16O]4, 1.00000
47:110.0199688332411:2007.6700439453125:1916799.625:
48:122.54705026907445:2182.820068359375:1851540.625:
49:125.98618824409144:2100.3701171875:1842415.625:
50:109.02829985618752:1046.469970703125:1762574.5:
51:219.1052997999837:350.7760009765625:1707020.75:
52:102.03378968997544:2507.840087890625:1624099.125:
53:130.04978262479526:350.7760009765625:1511858.375:StdMix3_30, ascorbate, M+2ACN+2H, [12C]10[1H]16[14N]2[16O]6, 0.93000; junk, 0.07000
