m/z,RT,Intensity,Identification,Prob
173.008815,479.252014,1276388.000000,StdMix2_85;M-H2O-H;[12C]6[1H]5[16O]6,1.000000
128.035092,446.113007,895990.625000,StdMix2_11;M-H;[12C]5[1H]6[14N]1[16O]3,0.990000
243.080621,380.957001,530255.500000,StdMix2_6;M-H;[12C]10[1H]15[14N]2[16O]3[32S]1,1.000000
146.045542,873.521973,497978.750000,StdMix2_28;M+FA-H;[12C]5[1H]8[14N]1[16O]4,1.000000
237.024920,655.781982,493223.593750,StdMix2_85;M+FA-H;[12C]7[1H]9[16O]9,1.000000
117.019123,465.785004,349872.093750,StdMix2_64;M-H;[12C]4[1H]5[16O]4,0.995000
135.029613,872.093994,214693.328125,StdMix2_91;M+FA-H;[12C]4[1H]7[16O]5,0.970000
226.996162,646.692017,170603.406250,StdMix2_85;M+Cl;[12C]6[1H]8[16O]7[35Cl]1,0.995000
99.008548,660.330017,146934.062500,StdMix2_64;M-H2O-H;[12C]4[1H]3[16O]3,1.000000
129.019072,657.299988,135515.343750,StdMix2_61;M-H;[12C]5[1H]5[16O]4,0.990000
163.024526,464.287994,104989.312500,StdMix2_64;M+FA-H;[12C]5[1H]7[16O]6,1.000000
289.086380,379.529999,98327.875000,StdMix2_6;M+FA-H;[12C]11[1H]17[14N]2[16O]5[32S]1,1.000000
111.008605,660.330017,91417.695313,StdMix2_61;M-H2O-H;[12C]5[1H]3[16O]3,1.000000
174.012151,483.756012,80305.593750,StdMix2_85;M-H2O-H;[12C]5[13C]1[1H]5[16O]6,0.990000
383.046582,655.781982,68242.898438,StdMix2_85;2M-H;[12C]12[1H]15[16O]14,0.995000
235.045893,379.529999,62239.191406,StdMix2_64;2M-H;[12C]8[1H]11[16O]8,0.980000
129.038406,446.113007,50114.546875,StdMix2_11;M-H;[12C]4[13C]1[1H]6[14N]1[16O]3,0.990000
175.024368,655.781982,47493.367188,StdMix2_61;M+FA-H;[12C]6[1H]7[16O]6,0.815000
228.993128,643.656006,47426.363281,StdMix2_85;M+Cl;[12C]6[1H]8[16O]7[37Cl]1,0.995000
244.083970,379.529999,45155.414063,StdMix2_6;M-H;[12C]9[13C]1[1H]15[14N]2[16O]3[32S]1,1.000000
238.028290,658.812012,33749.785156,StdMix2_85;M+FA-H;[12C]6[13C]1[1H]9[16O]9,1.000000
195.050581,1023.039978,31871.439453,StdMix2_70;M+FA-H;[12C]6[1H]11[16O]7,0.965000
147.048869,870.671997,25103.478516,StdMix2_28;M+FA-H;[12C]4[13C]1[1H]8[14N]1[16O]4,1.000000
257.077758,443.059998,23453.927734,StdMix2_11;2M-H;[12C]10[1H]13[14N]2[16O]6,0.990000
487.168778,390.966003,19240.945313,StdMix2_6;2M-H;[12C]20[1H]31[14N]4[16O]6[32S]2,1.000000
245.076420,375.223999,18441.023438,StdMix2_6;M-H;[12C]10[1H]15[14N]2[16O]3[34S]1,1.000000
118.022500,471.786987,15014.295898,StdMix2_64;M-H;[12C]3[13C]1[1H]5[16O]4,1.000000
175.013305,476.273987,11620.891602,StdMix2_85;M-H2O-H;[12C]6[1H]5[16O]5[18O]1,1.000000
174.040310,446.113007,11478.740234,StdMix2_11;M+FA-H;[12C]6[1H]8[14N]1[16O]5,0.990000
