m/z,RT,Intensity,Identification,Prob
173.008997,474.779999,1283207.000000,StdMix2_85;M-H2O-H;[12C]6[1H]5[16O]6,0.990000
237.091401,1370.989990,1033701.125000,StdMix2_47;M-H;[12C]8[1H]17[14N]2[16O]4[32S]1,0.995000
146.045674,867.257996,880428.500000,StdMix2_28;M+FA-H;[12C]5[1H]8[14N]1[16O]4,1.000000
243.080851,396.282013,742007.875000,StdMix2_6;M-H;[12C]10[1H]15[14N]2[16O]3[32S]1,1.000000
175.024600,482.796997,426614.843750,StdMix2_61;M+FA-H;[12C]6[1H]7[16O]6,0.895000
117.019258,474.779999,418222.281250,StdMix2_64;M-H;[12C]4[1H]5[16O]4,1.000000
226.996416,648.461975,297928.000000,StdMix2_85;M+Cl;[12C]6[1H]8[16O]7[35Cl]1,1.000000
129.019243,653.604004,235805.921875,StdMix2_61;M-H;[12C]5[1H]5[16O]4,1.000000
99.008694,653.604004,169221.171875,StdMix2_64;M-H2O-H;[12C]4[1H]3[16O]3,0.980000
135.029752,865.806030,159615.546875,StdMix2_91;M+FA-H;[12C]4[1H]7[16O]5,0.980000
237.025131,655.283997,156952.750000,StdMix2_85;M+FA-H;[12C]7[1H]9[16O]9,1.000000
111.008713,653.604004,129637.507813,StdMix2_61;M-H2O-H;[12C]5[1H]3[16O]3,1.000000
228.993355,648.461975,97256.750000,StdMix2_85;M+Cl;[12C]6[1H]8[16O]7[37Cl]1,1.000000
174.012364,482.796997,92992.148438,StdMix2_85;M-H2O-H;[12C]5[13C]1[1H]5[16O]6,0.985000
88.988035,5.203420,89504.601563,StdMix2_92;M-H;[12C]2[1H]1[16O]4,0.980000
235.046059,393.367004,87828.750000,StdMix2_64;2M-H;[12C]8[1H]11[16O]8,0.995000
238.094671,1372.540039,87664.359375,StdMix2_47;M-H;[12C]7[13C]1[1H]17[14N]2[16O]4[32S]1,0.995000
244.084152,394.824005,71477.273438,StdMix2_6;M-H;[12C]9[13C]1[1H]15[14N]2[16O]3[32S]1,1.000000
166.995997,653.604004,66749.828125,StdMix2_66;M+Na-2H;[12C]5[1H]4[16O]5[23Na]1,0.985000
145.014087,482.796997,46505.882813,StdMix2_66;M-H;[12C]5[1H]5[16O]5,1.000000
147.049000,870.161987,46343.195313,StdMix2_28;M+FA-H;[12C]4[13C]1[1H]8[14N]1[16O]4,1.000000
383.046954,653.604004,44151.488281,StdMix2_85;2M-H;[12C]12[1H]15[16O]14,1.000000
239.087169,1369.449951,43208.511719,StdMix2_47;M-H;[12C]8[1H]17[14N]2[16O]4[34S]1,0.995000
133.014126,867.257996,39565.804688,StdMix2_68;M-H;[12C]4[1H]5[16O]5,0.975000
289.086661,396.282013,30277.371094,StdMix2_6;M+FA-H;[12C]11[1H]17[14N]2[16O]5[32S]1,0.995000
487.169462,399.204010,28886.609375,StdMix2_6;2M-H;[12C]20[1H]31[14N]4[16O]6[32S]2,1.000000
245.076688,400.670013,27631.146484,StdMix2_6;M-H;[12C]10[1H]15[14N]2[16O]3[34S]1,1.000000
115.003602,479.585999,25959.087891,StdMix2_68;M-H2O-H;[12C]4[1H]3[16O]4,0.975000
475.190285,1370.989990,21308.148438,StdMix2_47;2M-H;[12C]16[1H]35[14N]4[16O]8[32S]2,0.995000
118.022593,469.981995,16754.843750,StdMix2_64;M-H;[12C]3[13C]1[1H]5[16O]4,0.990000
227.999771,648.461975,16164.408203,StdMix2_85;M+Cl;[12C]5[13C]1[1H]8[16O]7[35Cl]1,1.000000
163.024259,438.311005,14506.575195,StdMix2_64;M+FA-H;[12C]5[1H]7[16O]6,0.985000
130.022480,653.604004,11342.352539,StdMix2_61;M-H;[12C]4[13C]1[1H]5[16O]4,1.000000
238.028443,656.963989,10156.959961,StdMix2_85;M+FA-H;[12C]6[13C]1[1H]9[16O]9,1.000000
