m/z,RT,Intensity,Identification,Prob
192.066428,342.746002,10535376.000000,StdMix2_59;M-H;[12C]10[1H]10[14N]1[16O]3,1.000000
117.019213,381.527008,8196513.500000,StdMix2_64;M-H;[12C]4[1H]5[16O]4,1.000000
101.024316,371.549011,7555177.000000,StdMix2_62;M-H;[12C]4[1H]5[16O]3,0.910000
218.103175,388.596985,3130659.500000,StdMix2_7;M-H;[12C]9[1H]16[14N]1[16O]5,1.000000
287.051912,726.276001,2544241.000000,StdMix2_72;M-H;[12C]10[1H]11[14N]2[16O]8,1.000000
187.072197,511.191010,2081661.125000,StdMix2_67;M-H;[12C]7[1H]11[14N]2[16O]4,1.000000
385.140493,348.519989,1964270.500000,StdMix2_59;2M-H;[12C]20[1H]21[14N]2[16O]6,1.000000
437.213828,388.596985,1901284.500000,StdMix2_7;2M-H;[12C]18[1H]33[14N]2[16O]10,1.000000
128.035138,445.726990,1710057.500000,StdMix2_11;M-H;[12C]5[1H]6[14N]1[16O]3,0.990000
302.065865,767.406006,1684624.875000,StdMix2_16;M+Cl;[12C]10[1H]13[14N]5[16O]4[35Cl]1,1.000000
387.114057,927.713989,1597353.875000,StdMix2_77;M+FA-H;[12C]13[1H]23[16O]13,1.000000
203.055922,426.912994,1551201.125000,StdMix2_62;2M-H;[12C]8[1H]11[16O]6,1.000000
251.124486,1387.319946,1456225.250000,StdMix2_32;2M+FA-H;[12C]9[1H]19[14N]2[16O]6,0.990000
190.108139,982.770020,1342269.750000,StdMix2_23;M+FA-H;[12C]8[1H]16[14N]1[16O]4,1.000000
193.069545,342.746002,1149451.625000,StdMix2_59;M-H;[12C]9[13C]1[1H]10[14N]1[16O]3,1.000000
129.019192,361.540985,961204.812500,StdMix2_61;M-H;[12C]5[1H]5[16O]4,1.000000
228.064016,1372.160034,806837.000000,StdMix2_44;M+FA-H;[12C]6[1H]15[14N]1[16O]6[31P]1,1.000000
296.099550,729.276001,780606.500000,StdMix2_13;M+FA-H;[12C]11[1H]14[14N]5[16O]5,1.000000
243.080609,370.118988,670894.875000,StdMix2_6;M-H;[12C]10[1H]15[14N]2[16O]3[32S]1,1.000000
152.082550,1023.450012,663484.000000,StdMix2_26;M-H;[12C]7[1H]10[14N]3[16O]1,1.000000
165.023654,361.540985,622326.250000,StdMix2_5;M-H;[12C]6[1H]5[14N]4[32S]1,0.940000
342.087418,592.859985,618546.187500,StdMix2_12;M+FA-H;[12C]12[1H]16[14N]5[16O]5[32S]1,1.000000
118.050773,1055.489990,593916.375000,StdMix2_33;M-H;[12C]4[1H]8[14N]1[16O]3,1.000000
184.039131,818.616028,579875.500000,StdMix2_18;M+Cl;[12C]6[1H]7[14N]5[35Cl]1,0.995000
304.062851,767.406006,561527.375000,StdMix2_16;M+Cl;[12C]10[1H]13[14N]5[16O]4[37Cl]1,1.000000
111.019870,729.276001,549335.937500,StdMix2_9;M-H;[12C]4[1H]3[14N]2[16O]2,1.000000
148.062567,821.687988,521602.000000,StdMix2_18;M-H;[12C]6[1H]6[14N]5,0.995000
173.092698,1135.810059,482998.937500,StdMix2_37;M-H;[12C]7[1H]13[14N]2[16O]3,1.000000
312.094620,759.869995,442415.812500,StdMix2_16;M+FA-H;[12C]11[1H]14[14N]5[16O]6,1.000000
195.050592,1196.060059,441659.750000,StdMix2_70;M+FA-H;[12C]6[1H]11[16O]7,1.000000
386.143853,349.966003,404712.031250,StdMix2_59;2M-H;[12C]19[13C]1[1H]21[14N]2[16O]6,1.000000
377.085290,927.713989,385132.031250,StdMix2_77;M+Cl;[12C]12[1H]22[16O]11[35Cl]1,1.000000
160.061171,985.734009,376660.093750,StdMix2_25;M-H;[12C]6[1H]10[14N]1[16O]4,1.000000
341.108459,927.713989,370881.906250,StdMix2_77;M-H;[12C]12[1H]21[16O]11,1.000000
118.022511,382.941986,352342.187500,StdMix2_64;M-H;[12C]3[13C]1[1H]5[16O]4,1.000000
221.030919,336.962006,348136.968750,StdMix2_78;M+FA-H;[12C]7[1H]9[16O]8,1.000000
438.217208,388.596985,346083.500000,StdMix2_7;2M-H;[12C]17[13C]1[1H]33[14N]2[16O]10,1.000000
102.027618,370.118988,335536.531250,StdMix2_62;M-H;[12C]3[13C]1[1H]5[16O]3,0.910000
219.106470,388.596985,294198.781250,StdMix2_7;M-H;[12C]8[13C]1[1H]16[14N]1[16O]5,1.000000
288.055211,723.276001,289914.687500,StdMix2_72;M-H;[12C]9[13C]1[1H]11[14N]2[16O]8,1.000000
166.050517,926.190002,289377.406250,StdMix2_20;M-H;[12C]8[1H]8[14N]1[16O]3,0.990000
181.079032,1443.780029,284672.093750,StdMix2_48;M-H;[12C]6[1H]11[19F]2[14N]2[16O]2,0.995000
133.013981,1082.270020,260042.515625,StdMix2_68;M-H;[12C]4[1H]5[16O]5,1.000000
157.036393,774.971985,253324.062500,StdMix2_73;M-H;[12C]4[1H]5[14N]4[16O]3,0.980000
388.117377,927.713989,242256.859375,StdMix2_77;M+FA-H;[12C]12[13C]1[1H]23[16O]13,1.000000
186.036175,817.080017,196450.718750,StdMix2_18;M+Cl;[12C]6[1H]7[14N]5[37Cl]1,0.995000
303.069058,767.406006,190225.703125,StdMix2_16;M+Cl;[12C]9[13C]1[1H]13[14N]5[16O]4[35Cl]1,1.000000
162.076962,525.705994,187610.625000,StdMix2_24;M+FA-H;[12C]6[1H]12[14N]1[16O]4,1.000000
188.059260,1023.450012,184776.093750,StdMix2_26;M+Cl;[12C]7[1H]11[14N]3[16O]1[35Cl]1,1.000000
149.045168,667.254028,183335.984375,StdMix2_70;M-H;[12C]5[1H]9[16O]5,1.000000
335.218545,982.770020,172926.437500,StdMix2_23;2M+FA-H;[12C]15[1H]31[14N]2[16O]6,1.000000
188.075522,512.653992,165975.625000,StdMix2_67;M-H;[12C]6[13C]1[1H]11[14N]2[16O]4,1.000000
237.108942,1317.239990,161397.968750,StdMix2_33;2M-H;[12C]8[1H]17[14N]2[16O]6,1.000000
323.028206,958.536011,159633.328125,StdMix2_72;M+Cl;[12C]10[1H]12[14N]2[16O]8[35Cl]1,1.000000
282.084295,733.776001,157180.656250,StdMix2_17;M-H;[12C]10[1H]12[14N]5[16O]5,1.000000
286.070940,744.533997,147273.484375,StdMix2_13;M+Cl;[12C]10[1H]13[14N]5[16O]3[35Cl]1,1.000000
147.029657,494.566986,144323.312500,StdMix2_62;M+FA-H;[12C]5[1H]7[16O]5,0.980000
252.127794,1384.270020,142566.750000,StdMix2_32;2M+FA-H;[12C]8[13C]1[1H]19[14N]2[16O]6,0.990000
375.152113,511.191010,140259.531250,StdMix2_67;2M-H;[12C]14[1H]23[14N]4[16O]8,1.000000
204.059155,426.912994,138900.328125,StdMix2_62;2M-H;[12C]7[13C]1[1H]11[16O]6,1.000000
99.008808,382.941986,123211.578125,StdMix2_64;M-H2O-H;[12C]4[1H]3[16O]3,1.000000
119.034759,367.259003,118299.085938,StdMix2_90;M-H;[12C]4[1H]7[16O]4,0.960000
191.111450,982.770020,115759.015625,StdMix2_23;M+FA-H;[12C]7[13C]1[1H]16[14N]1[16O]4,0.995000
379.082325,926.190002,113395.710938,StdMix2_77;M+Cl;[12C]12[1H]22[16O]11[37Cl]1,1.000000
257.077790,447.334015,101007.304688,StdMix2_11;2M-H;[12C]10[1H]13[14N]2[16O]6,0.990000
129.038445,447.334015,93445.851563,StdMix2_11;M-H;[12C]4[13C]1[1H]6[14N]1[16O]3,0.990000
297.102745,727.776001,90856.820313,StdMix2_13;M+FA-H;[12C]10[13C]1[1H]14[14N]5[16O]5,1.000000
198.088017,1024.989990,85069.726563,StdMix2_26;M+FA-H;[12C]8[1H]12[14N]3[16O]3,1.000000
332.058759,594.465027,84803.757813,StdMix2_12;M+Cl;[12C]11[1H]15[14N]5[16O]3[35Cl]1[32S]1,1.000000
343.090747,596.070984,79627.601563,StdMix2_12;M+FA-H;[12C]11[13C]1[1H]16[14N]5[16O]5[32S]1,1.000000
185.021885,665.598022,76982.203125,StdMix2_70;M+Cl;[12C]5[1H]10[16O]5[35Cl]1,0.985000
193.013009,776.495972,66165.007813,StdMix2_73;M+Cl;[12C]4[1H]6[14N]4[16O]3[35Cl]1,0.980000
119.023289,381.527008,59174.707031,StdMix2_64;M-H;[12C]4[1H]5[16O]3[18O]1,1.000000
190.056328,1024.989990,57119.375000,StdMix2_26;M+Cl;[12C]7[1H]11[14N]3[16O]1[37Cl]1,1.000000
131.034720,670.578003,56953.273438,StdMix2_70;M-H2O-H;[12C]5[1H]7[16O]4,0.995000
