id,mass,RT,Intensity
1,65.99181316243181,362.87298583984375,10178.7236328125
2,176.05003607035965,361.34600830078125,1.0507668E7
3,167.04770786753514,397.82501220703125,117707.640625
4,149.99056749509015,363.7560119628906,8489.6484375
5,98.98585893744486,362.2850036621094,15966.1416015625
6,168.04496742785943,361.34600830078125,298226.59375
7,119.05675592142829,369.9259948730469,49036.8671875
8,163.04647693736166,369.9259948730469,46187.94140625
9,128.02950765679333,361.34600830078125,1.3936906E7
10,241.03822400059417,369.9259948730469,138209.875
11,187.02764796147073,372.00201416015625,14949.1484375
12,189.07658719613434,361.34600830078125,8.14265472E8
13,202.04814647100042,361.34600830078125,5.5685308E7
14,178.06565205558624,374.0530090332031,94664.5546875
15,151.01650697340074,361.34600830078125,1842135.25
16,132.05191971212383,379.3659973144531,14272.93359375
17,197.0722517009784,384.96600341796875,4783.07568359375
18,131.05970302315757,391.05499267578125,8266.263671875
19,172.03475663073363,389.27398681640625,69713.1328125
20,172.03814912295195,399.3689880371094,298761.6875
21,205.09507935283324,382.32598876953125,19165.765625
22,56.03767983625279,379.3659973144531,7817.52880859375
23,158.10018862814206,366.6759948730469,757617.0625
24,162.04249171802303,385.260986328125,13647.984375
25,256.08509353545406,378.7770080566406,18024.6328125
26,173.03260541708084,399.1839904785156,2909665.75
27,177.06600046132678,382.03399658203125,6822.99658203125
28,154.0279898142009,388.97900390625,56529.11328125
29,176.05820908050535,381.4469909667969,13447.5146484375
30,201.1158939766299,386.0989990234375,74948.15625
31,205.09037324173252,383.7919921875,31335.380859375
32,129.06109938846902,386.0989990234375,66262.5
33,154.0242470295873,388.97900390625,44571.0078125
34,155.0767670851415,386.0989990234375,1.9351748E7
35,182.0487455275509,384.37799072265625,22547.0
36,206.08826606348424,386.9230041503906,24519.095703125
37,80.06265966416167,372.8760070800781,429573.34375
38,94.0250867662349,379.9540100097656,26064.388671875
39,94.02507886495454,369.6319885253906,25179.787109375
40,115.98861432781197,361.9939880371094,25695.63671875
41,121.01603957818224,386.3550109863281,11423.580078125
42,126.01379327976076,388.97900390625,72319.8125
43,133.03599358336857,379.9540100097656,156827.765625
44,156.06076033706344,386.0989990234375,1542473.625
45,173.08716718896844,386.0989990234375,6883303.0
46,201.12000533647884,383.5010070800781,54957.4921875
47,202.1133395762936,380.5660095214844,56307.73828125
