id,mass,RT,Intensity
1,190.07718708692482,361.5190124511719,1.43007888E8
2,191.0741292816125,361.70001220703125,1.21776768E8
3,176.05037404066255,361.5190124511719,4.4242208E7
4,241.03819369334462,370.27801513671875,64014.2265625
5,127.98861470517507,362.7409973144531,20993.927734375
6,80.06265139519515,373.23699951171875,440704.75
7,158.10020093254772,367.17498779296875,677312.625
8,131.05969949776863,385.0159912109375,8716.2978515625
9,219.11098936016714,382.3789978027344,12219.3466796875
10,76.01446811733643,380.6199951171875,37429.3046875
11,189.07688334841444,361.70001220703125,2.123903616E9
12,162.04249911982873,381.7959899902344,10982.5810546875
13,154.02426522503634,389.6700134277344,40747.73046875
14,173.0325906393357,399.70098876953125,2861462.5
15,126.01378608349069,389.6700134277344,60120.0703125
16,154.0279824255482,389.6700134277344,51558.0703125
17,56.037678502381915,384.1390075683594,7017.94775390625
18,172.03811378741776,400.07000732421875,389038.09375
19,201.11586636486916,386.49700927734375,61963.22265625
20,201.12000286124487,387.0329895019531,50725.37109375
21,205.09035117944447,387.9070129394531,28185.25
22,117.04108926673716,380.6199951171875,60558.2265625
23,155.0767546127852,386.76300048828125,1.604979E7
24,176.05822254861565,387.0329895019531,11267.6279296875
25,182.04870793691651,383.5530090332031,21370.7734375
26,196.06436152460284,387.6159973144531,10702.494140625
27,206.08818848851828,383.5530090332031,21441.2421875
28,94.02506190825333,380.6199951171875,29662.97265625
29,133.0359858973206,380.6199951171875,203751.375
30,154.06886540681484,385.0159912109375,116888.8515625
31,173.08716306562562,386.76300048828125,5782647.0
32,218.0800388975529,361.8800048828125,1.63769552E8
33,256.0851023565258,382.0870056152344,17830.6640625
34,130.05631865097945,385.62799072265625,144288.375
35,183.03274647702332,380.6199951171875,714741.625
36,202.11332332765858,387.3240051269531,54040.58203125
37,204.09141786214738,385.9219970703125,296263.53125
38,171.0351654497078,389.6700134277344,1303544.0
39,216.10022081977613,379.42401123046875,90747.8359375
40,269.11198579395284,380.6199951171875,39914.77734375
41,117.98428534208527,362.4469909667969,107420.3125
42,254.08835391490777,385.9219970703125,228489.734375
43,153.02463434231376,389.6700134277344,835053.9375
44,67.98743529597274,362.2460021972656,292370.0625
45,112.04572320343222,386.76300048828125,71515.84375
46,200.1164750872624,385.9219970703125,752894.875
47,168.044974980664,398.531005859375,356778.90625
48,127.0454088932431,399.885009765625,1.763254E7
49,171.02266501960992,409.5150146484375,14172.0712890625
50,167.04766206679804,399.885009765625,178705.71875
51,152.01258842232386,409.5150146484375,206300.296875
52,170.02311574541855,407.1679992675781,116278.1953125
53,192.08140143845932,399.885009765625,919588.875
54,159.0716077536796,399.5159912109375,190094.40625
55,133.0359649473211,423.6910095214844,275110.6875
56,96.08141474077946,431.0679931640625,9236.9267578125
57,222.0200623589801,429.5780029296875,505517.9375
58,184.07943144354223,430.1629943847656,12686.1689453125
59,120.99846136251661,430.77398681640625,56904.40625
60,167.06852728689074,430.4570007324219,60811.98046875
61,156.08454731570077,436.0830078125,82646.34375
62,156.0804812025229,436.37799072265625,22101.234375
63,214.13213288136498,434.2950134277344,25880.71875
64,152.04883388016336,430.4570007324219,225496.46875
