id,mass,RT,Intensity
1,211.97079835390207,362.4649963378906,11605.798828125
2,191.07339189891943,361.29901123046875,9.534872E7
3,176.0498944070141,361.1189880371094,2.6277922E7
4,190.07689697464366,361.29901123046875,1.17728136E8
5,192.08123056461753,361.29901123046875,8.1651224E7
6,176.0321904400515,361.29901123046875,1019042.8125
7,168.0448522166309,361.4809875488281,488393.28125
8,150.03435683824446,361.29901123046875,1.19005784E8
9,241.03823428964836,369.39300537109375,39282.265625
10,128.02924973163945,361.29901123046875,2.8761196E7
11,189.07630236510641,361.29901123046875,1.666830592E9
12,132.05193071411617,383.2720031738281,14379.53125
13,197.07223132113094,383.2720031738281,4069.91015625
14,219.11103412224574,381.8009948730469,12285.8359375
15,218.07910070636453,361.29901123046875,1.62916784E8
16,255.08756153686048,385.03399658203125,16334.5390625
17,255.08755380238085,380.9200134277344,14868.990234375
18,154.02427064046708,389.1570129394531,29789.271484375
19,56.03768048559426,383.5660095214844,6559.35595703125
20,131.0597012911202,379.7200012207031,6646.15087890625
21,205.09032941166825,382.9779968261719,24693.32421875
22,176.05819408517507,381.50799560546875,11331.2392578125
23,158.10019351952903,366.89300537109375,615702.0625
24,173.03262022061554,399.6159973144531,2165594.25
25,201.1158599527611,380.9200134277344,62344.484375
26,201.1200365182692,383.8609924316406,47379.27734375
27,162.04251539193626,385.6449890136719,11423.0546875
28,172.03472260400275,389.4519958496094,36027.30078125
29,196.06438015098252,376.197998046875,9526.48828125
30,121.01602576053699,386.8179931640625,10165.7587890625
31,126.0137919175304,389.4519958496094,44143.078125
32,131.05591654272,381.8009948730469,7905.849609375
33,154.02800253270215,389.1570129394531,35317.13671875
34,182.04871840003037,384.44500732421875,20855.71875
35,204.0914147430753,386.2300109863281,289496.25
36,206.08823734473063,389.1570129394531,19762.494140625
37,117.04108267281336,380.3080139160156,37922.31640625
38,155.07676877583225,386.2300109863281,8019372.5
39,172.03815686381762,399.24700927734375,250707.734375
40,256.0851082033255,385.03399658203125,15296.533203125
41,94.0250687753219,380.3080139160156,22055.578125
42,154.06886539482804,384.44500732421875,103038.2578125
43,183.03274627462523,380.3080139160156,499669.875
44,202.11333175719508,387.40399169921875,50200.39453125
45,269.11197386361226,384.739990234375,38492.4296875
46,76.01446426606238,409.01800537109375,36548.6484375
47,95.98237438522919,362.1719970703125,67039.421875
48,171.03517150852335,389.4519958496094,844646.875
49,216.10022897668767,379.13800048828125,61907.3359375
50,130.05632265330775,381.50799560546875,128808.6640625
51,112.04572603787936,381.8009948730469,58863.78125
52,200.11647677464518,386.2300109863281,710506.25
53,57.05805147539733,363.6400146484375,36746.296875
54,67.98740546671924,361.29901123046875,1106665.0
55,254.08835603042252,385.9389953613281,216539.203125
56,168.0450017936575,398.02398681640625,294009.0625
57,127.04542256556034,399.4330139160156,1.2795556E7
58,203.07986495559635,398.87298583984375,2.2187088E7
59,189.1005125758618,399.4330139160156,2.20278944E8
60,133.03596548706727,423.47601318359375,392154.4375
61,120.9984503816193,430.25,51956.7109375
62,167.06861748948774,430.25,58096.9765625
63,214.1321567099989,433.8349914550781,26637.8984375
64,156.08455985484045,435.9079895019531,68364.375
65,184.07941118858702,427.01800537109375,5547.1748046875
66,141.06106354283912,436.2019958496094,116324.9609375
67,199.1028479164452,434.1289978027344,222296.859375
68,147.05796061647305,399.4330139160156,1.4366346E7
69,147.05789506665676,361.1189880371094,2.66013776E8
70,200.14703721132128,440.6310119628906,6315.298828125
71,170.10018006648724,436.2019958496094,18343.62109375
72,310.0909613875431,429.3680114746094,2393141.0
