peakID, mass, rt, intensity
0, 100.11203383189365, 819.239990234375, 4.8968756E7
1, 102.03385290699951, 2074.820068359375, 3.6592336E7
2, 102.03385745856201, 2226.75, 1.813122E7
3, 102.03385921417167, 2278.449951171875, 1.423051E7
4, 102.03385922925139, 2335.679931640625, 1.2541458E7
5, 102.03385882611278, 2365.699951171875, 1.1150704E7
6, 167.0127544417475, 2074.820068359375, 1.0194106E7
7, 102.03385396460611, 2446.419921875, 8573157.0
8, 166.08618980219293, 747.2160034179688, 8445030.0
9, 132.1018471331673, 786.1799926757812, 8432406.0
10, 170.08109543299346, 929.916015625, 7994011.0
11, 102.03385373246178, 2506.860107421875, 7149465.5
12, 114.06616729246987, 1033.6600341796875, 6473549.5
13, 202.14368494310122, 861.9359741210938, 6361490.0
14, 110.0199981856731, 1978.5400390625, 6229741.0
15, 102.03385146040588, 2571.550048828125, 6134299.0
16, 233.12842372227922, 332.9079895019531, 6007172.0
17, 102.03386549664755, 84.283203125, 5878510.5
18, 102.03385136971308, 2611.530029296875, 5771598.0
19, 102.03385276874826, 2647.389892578125, 5574749.5
20, 151.03520976626754, 2015.199951171875, 5332333.0
21, 110.01996610716613, 698.1300048828125, 5281452.0
22, 265.11184719362547, 1799.18994140625, 5165376.0
23, 124.03926921890911, 448.4150085449219, 4988153.0
24, 114.55832373933376, 2017.9100341796875, 4843502.5
25, 213.0182183095445, 2074.820068359375, 4453073.0
26, 269.08803761885343, 617.72998046875, 4431575.0
27, 118.08618387110988, 879.9719848632812, 4251941.5
28, 94.54586505779523, 2017.9100341796875, 4181862.75
29, 136.06175355117523, 900.8099975585938, 3976346.75
30, 116.07056137881408, 939.5999755859375, 3707347.5
31, 309.1842748336091, 824.7059936523438, 3597374.25
32, 167.01275399865935, 2335.679931640625, 3358799.25
33, 102.0912234839718, 843.9420166015625, 3255917.25
34, 101.11524355719037, 819.239990234375, 3219375.5
35, 205.09714515912515, 790.3259887695312, 3115751.5
36, 102.53535130209592, 2070.760009765625, 3113855.0
37, 117.13854544820357, 1975.8199462890625, 3016224.75
38, 95.04375144596843, 2015.199951171875, 2970171.75
39, 102.09130498126753, 942.3599853515625, 2941387.75
40, 102.09129842035665, 337.11700439453125, 2940622.25
41, 102.0913023777558, 754.1580200195312, 2931208.5
42, 167.01275628518627, 2365.699951171875, 2907010.0
43, 102.09130459681201, 932.6820068359375, 2902958.0
44, 189.12330731501834, 1064.0999755859375, 2888343.75
45, 102.09128661475953, 617.72998046875, 2881949.75
46, 102.09129025049923, 916.06201171875, 2845886.5
47, 102.09130895786662, 1050.25, 2836080.0
48, 127.0501670255711, 983.8800048828125, 2808868.75
49, 102.09130715244095, 1044.719970703125, 2798414.75
50, 102.0912833908955, 592.4660034179688, 2756252.75
51, 208.03936670021676, 2074.820068359375, 2752571.25
52, 102.09131241372432, 1000.4199829101562, 2744058.0
53, 102.09127754734742, 293.2749938964844, 2718393.5
54, 102.0912913150544, 448.4150085449219, 2711521.0
55, 102.09129361572575, 709.3679809570312, 2695354.5
56, 102.09128243033439, 638.7839965820312, 2659820.25
57, 102.09122126399775, 2766.070068359375, 2650590.0
58, 102.09128179565703, 555.905029296875, 2626762.25
59, 298.09684269197686, 595.281982421875, 2622632.0
60, 102.09130090028688, 1166.8900146484375, 2602582.25
61, 102.09128005416206, 220.60699462890625, 2600877.0
62, 102.09128141853316, 374.8909912109375, 2598939.0
63, 102.0912952422519, 1094.6500244140625, 2595481.0
64, 102.09121958910367, 2841.93994140625, 2592742.0
65, 102.09127992318125, 257.593994140625, 2591222.25
66, 102.09127674406288, 434.3039855957031, 2590113.75
67, 102.09122146602873, 2807.449951171875, 2582379.5
68, 102.09123009210803, 2781.239990234375, 2576515.25
69, 102.09121943121515, 2752.27001953125, 2573965.0
70, 102.09127447416405, 129.7480010986328, 2563691.0
71, 102.09122421236628, 2626.699951171875, 2551160.75
72, 102.09128851977313, 1819.699951171875, 2532890.5
73, 102.09122715552056, 2594.97998046875, 2523806.0
74, 150.05828000345625, 830.177978515625, 2523531.25
75, 102.09122494201092, 2699.830078125, 2506551.5
76, 102.09129495494653, 1690.7900390625, 2500871.0
77, 102.09122354458543, 2879.18994140625, 2497937.25
78, 102.091226033919, 2560.52001953125, 2490800.0
79, 102.09129284029736, 1786.8800048828125, 2468105.25
80, 102.0912241724862, 2738.47998046875, 2465279.5
81, 152.0705113624134, 806.9039916992188, 2461254.0
82, 102.09122306540593, 2546.75, 2454471.25
83, 102.09123064754857, 2506.860107421875, 2441447.0
84, 102.09130343026278, 1615.22998046875, 2411984.5
85, 100.11207266636748, 886.9199829101562, 2408852.75
86, 102.09122547928592, 2417.64990234375, 2404056.5
87, 102.0913191030046, 1492.739990234375, 2400964.0
88, 102.0912816419331, 1862.1500244140625, 2397892.0
89, 102.09130364767199, 1601.47998046875, 2393791.0
90, 102.09131805453995, 1483.0899658203125, 2382282.75
91, 102.09128979399267, 1736.1099853515625, 2365024.5
