m/z,RT,Intensity,Identification,Prob
204.122994,866.021973,12280991.000000,StdMix3_20;M+H;[12C]9[1H]18[14N]1[16O]4,1.000000
124.039243,514.297974,10687747.000000,StdMix3_1;M+H;[12C]6[1H]6[14N]1[16O]2,1.000000
190.070925,410.946014,6052910.000000,StdMix3_8;M+H;[12C]7[1H]12[14N]1[16O]5,1.000000
212.052868,409.497009,3887959.750000,StdMix3_8;M+Na;[12C]7[1H]11[14N]1[16O]5[23Na]1,1.000000
206.066769,340.010010,2550957.000000,StdMix3_18;M+H;[12C]8[1H]16[14N]1[16O]1[32S]2,0.995000
148.060322,870.786011,2231138.500000,StdMix3_7;M+NH4;[12C]5[1H]10[14N]1[16O]4,0.935000
205.126132,867.606018,1199166.000000,StdMix3_20;M+H;[12C]8[13C]1[1H]18[14N]1[16O]4,1.000000
172.060360,409.497009,1141123.125000,StdMix3_7;M+ACN+H;[12C]7[1H]10[14N]1[16O]4,1.000000
125.042362,514.297974,711126.937500,StdMix3_1;M+H;[12C]5[13C]1[1H]6[14N]1[16O]2,1.000000
102.054788,1143.859985,583495.625000,StdMix3_4;M+H;[12C]4[1H]8[14N]1[16O]2,1.000000
191.074122,409.497009,481294.843750,StdMix3_8;M+H;[12C]6[13C]1[1H]12[14N]1[16O]5,1.000000
401.116798,409.497009,389863.812500,StdMix3_8;2M+Na;[12C]14[1H]22[14N]2[16O]10[23Na]1,1.000000
213.056085,409.497009,280882.687500,StdMix3_8;M+Na;[12C]6[13C]1[1H]11[14N]1[16O]5[23Na]1,1.000000
208.062427,340.010010,224377.500000,StdMix3_18;M+H;[12C]8[1H]16[14N]1[16O]1[32S]1[34S]1,0.995000
207.069921,344.953003,223214.671875,StdMix3_18;M+H;[12C]7[13C]1[1H]16[14N]1[16O]1[32S]2,0.995000
211.068755,518.963013,156811.500000,StdMix3_24;M+ACN+Na;[12C]7[1H]12[14N]2[16O]4[23Na]1,1.000000
283.041578,900.437988,155671.343750,StdMix3_7;2M+Na;[12C]10[1H]12[16O]8[23Na]1,0.990000
134.081015,1026.949951,138312.921875,StdMix3_4;M+CH3OH+H;[12C]5[1H]12[14N]1[16O]3,1.000000
143.081397,589.309998,122307.960938,StdMix3_4;M+ACN+H;[12C]6[1H]11[14N]2[16O]2,1.000000
149.063652,873.971985,107379.078125,StdMix3_7;M+NH4;[12C]4[13C]1[1H]10[14N]1[16O]4,0.925000
165.065681,511.149994,73083.921875,StdMix3_1;M+ACN+H;[12C]8[1H]9[14N]2[16O]2,0.995000
173.063674,410.946014,68034.703125,StdMix3_7;M+ACN+H;[12C]6[13C]1[1H]10[14N]1[16O]4,1.000000
192.074734,412.397003,50281.347656,StdMix3_8;M+H;[12C]7[1H]12[14N]1[16O]4[18O]1,0.990000
402.120242,409.497009,48715.128906,StdMix3_8;2M+Na;[12C]13[13C]1[1H]22[14N]2[16O]10[23Na]1,1.000000
226.104773,867.606018,40675.132813,StdMix3_20;M+Na;[12C]9[1H]17[14N]1[16O]4[23Na]1,1.000000
189.086756,518.963013,37482.695313,StdMix3_24;M+ACN+H;[12C]7[1H]13[14N]2[16O]4,1.000000
126.043143,512.731018,35358.523438,StdMix3_1;M+H;[12C]6[1H]6[14N]1[16O]1[18O]1,1.000000
407.238912,866.021973,34990.792969,StdMix3_20;2M+H;[12C]18[1H]35[14N]2[16O]8,1.000000
146.021024,514.297974,32323.423828,StdMix3_1;M+Na;[12C]6[1H]5[14N]1[16O]2[23Na]1,1.000000
214.056620,409.497009,26893.056641,StdMix3_8;M+Na;[12C]7[1H]11[14N]1[16O]4[18O]1[23Na]1,0.995000
131.033666,870.786011,25091.462891,StdMix3_7;M+H;[12C]5[1H]7[16O]4,1.000000
103.058075,1147.359985,21210.339844,StdMix3_4;M+H;[12C]3[13C]1[1H]8[14N]1[16O]2,1.000000
115.560377,2069.840088,15993.315430,StdMix3_24;M+2ACN+2H;[12C]9[1H]17[14N]3[16O]4,1.000000
95.047033,60.320400,15482.828125,StdMix3_24;M+ACN+2H;[12C]7[1H]14[14N]2[16O]4,1.000000
411.126307,343.342010,14974.874023,StdMix3_18;2M+H;[12C]16[1H]31[14N]2[16O]2[32S]4,0.995000
150.064421,870.786011,14494.886719,StdMix3_7;M+NH4;[12C]5[1H]10[14N]1[16O]3[18O]1,0.925000
228.048440,329.501007,13185.568359,StdMix3_18;M+Na;[12C]8[1H]15[14N]1[16O]1[32S]2[23Na]1,0.995000
213.086727,412.397003,12424.453125,StdMix3_7;M+2ACN+H;[12C]9[1H]13[14N]2[16O]4,1.000000
284.045017,905.291992,11605.311523,StdMix3_7;2M+Na;[12C]9[13C]1[1H]12[16O]8[23Na]1,0.990000
