m/z,RT,Intensity,Identification,Prob
124.039202,531.096985,41718656.000000,StdMix3_1;M+H;[12C]6[1H]6[14N]1[16O]2,1.000000
190.070774,431.638000,34638180.000000,StdMix3_8;M+H;[12C]7[1H]12[14N]1[16O]5,1.000000
102.054883,1119.160034,13450787.000000,StdMix3_4;M+H;[12C]4[1H]8[14N]1[16O]2,1.000000
132.065384,1084.369995,11688554.000000,StdMix3_3;M+H;[12C]5[1H]10[14N]1[16O]3,0.995000
212.052671,434.381012,5639667.500000,StdMix3_8;M+Na;[12C]7[1H]11[14N]1[16O]5[23Na]1,1.000000
120.065411,1061.300049,5342070.500000,StdMix3_6;M+NH4;[12C]4[1H]10[14N]1[16O]3,1.000000
172.060270,434.381012,4301953.000000,StdMix3_7;M+ACN+H;[12C]7[1H]10[14N]1[16O]4,1.000000
125.042323,531.096985,2774182.500000,StdMix3_1;M+H;[12C]5[13C]1[1H]6[14N]1[16O]2,1.000000
191.073919,431.638000,2663974.500000,StdMix3_8;M+H;[12C]6[13C]1[1H]12[14N]1[16O]5,0.995000
143.081374,1120.609985,1551435.125000,StdMix3_4;M+ACN+H;[12C]6[1H]11[14N]2[16O]2,1.000000
211.068636,522.492981,660646.125000,StdMix3_24;M+ACN+Na;[12C]7[1H]12[14N]2[16O]4[23Na]1,1.000000
140.010558,994.013977,645240.000000,StdMix3_13;M+ACN+H;[12C]2[1H]7[14N]1[16O]4[31P]1,1.000000
133.068581,1081.510010,633127.937500,StdMix3_3;M+H;[12C]4[13C]1[1H]10[14N]1[16O]3,0.995000
401.116371,437.126007,626837.000000,StdMix3_8;2M+Na;[12C]14[1H]22[14N]2[16O]10[23Na]1,1.000000
103.058056,1119.160034,595231.562500,StdMix3_4;M+H;[12C]3[13C]1[1H]8[14N]1[16O]2,1.000000
98.984096,998.418030,536916.625000,StdMix3_13;M+H;[1H]4[16O]4[31P]1,1.000000
165.065627,529.669983,451078.593750,StdMix3_1;M+ACN+H;[12C]8[1H]9[14N]2[16O]2,0.995000
213.055959,426.151001,387498.593750,StdMix3_8;M+Na;[12C]6[13C]1[1H]11[14N]1[16O]5[23Na]1,1.000000
173.063573,427.523010,278500.750000,StdMix3_7;M+ACN+H;[12C]6[13C]1[1H]10[14N]1[16O]4,1.000000
283.018551,1045.310059,264428.062500,StdMix3_14;M+Na;[12C]6[1H]13[16O]9[31P]1[23Na]1,1.000000
144.065338,428.895996,241324.656250,StdMix3_6;M+ACN+H;[12C]6[1H]10[14N]1[16O]3,0.975000
121.068661,1059.849976,226461.953125,StdMix3_6;M+NH4;[12C]3[13C]1[1H]10[14N]1[16O]3,1.000000
261.036657,1035.099976,209297.671875,StdMix3_14;M+H;[12C]6[1H]14[16O]9[31P]1,1.000000
189.086677,516.723999,192040.890625,StdMix3_24;M+ACN+H;[12C]7[1H]13[14N]2[16O]4,1.000000
379.134381,428.895996,171834.750000,StdMix3_8;2M+H;[12C]14[1H]23[14N]2[16O]10,1.000000
190.090739,428.895996,131080.468750,StdMix3_24;M+ACN+H;[12C]6[13C]1[1H]13[14N]2[16O]4,0.980000
126.043112,529.669983,129158.460938,StdMix3_1;M+H;[12C]6[1H]6[14N]1[16O]1[18O]1,1.000000
146.020961,535.374023,119542.828125,StdMix3_1;M+Na;[12C]6[1H]5[14N]1[16O]2[23Na]1,1.000000
213.086574,444.026001,103357.359375,StdMix3_7;M+2ACN+H;[12C]9[1H]13[14N]2[16O]4,0.950000
402.119876,434.381012,94995.281250,StdMix3_8;2M+Na;[12C]13[13C]1[1H]22[14N]2[16O]10[23Na]1,1.000000
144.084582,1122.060059,83353.453125,StdMix3_4;M+ACN+H;[12C]5[13C]1[1H]11[14N]2[16O]2,0.995000
134.069374,1084.369995,59545.238281,StdMix3_3;M+H;[12C]5[1H]10[14N]1[16O]2[18O]1,0.995000
246.096893,942.893982,48560.453125,StdMix3_6;2M+ACN+H;[12C]10[1H]16[14N]1[16O]6,1.000000
104.058927,1117.709961,40429.039063,StdMix3_4;M+H;[12C]4[1H]8[14N]1[16O]1[18O]1,1.000000
173.091748,1090.130005,40212.703125,StdMix3_3;M+ACN+H;[12C]7[1H]13[14N]2[16O]3,0.995000
214.056686,433.010010,40074.808594,StdMix3_8;M+Na;[12C]7[1H]11[14N]1[16O]4[18O]1[23Na]1,1.000000
225.084193,1100.270020,38425.484375,StdMix3_4;2M+Na;[12C]8[1H]14[14N]2[16O]4[23Na]1,1.000000
212.071836,522.492981,37272.007813,StdMix3_24;M+ACN+Na;[12C]6[13C]1[1H]12[14N]2[16O]4[23Na]1,0.995000
253.079161,426.151001,31215.880859,StdMix3_8;M+ACN+Na;[12C]9[1H]14[14N]2[16O]5[23Na]1,1.000000
380.137978,430.268005,30595.923828,StdMix3_8;2M+H;[12C]13[13C]1[1H]23[14N]2[16O]10,1.000000
122.069445,1059.849976,28565.775391,StdMix3_6;M+NH4;[12C]4[1H]10[14N]1[16O]2[18O]1,1.000000
174.064614,426.151001,27624.914063,StdMix3_7;M+ACN+H;[12C]7[1H]10[14N]1[16O]3[18O]1,1.000000
166.068940,531.096985,26968.242188,StdMix3_1;M+ACN+H;[12C]7[13C]1[1H]9[14N]2[16O]2,0.990000
521.066605,1036.550049,17742.693359,StdMix3_14;2M+H;[12C]12[1H]27[16O]18[31P]2,1.000000
214.089826,435.753998,17259.511719,StdMix3_7;M+2ACN+H;[12C]8[13C]1[1H]13[14N]2[16O]4,1.000000
115.560343,2025.599976,16883.978516,StdMix3_24;M+2ACN+2H;[12C]9[1H]17[14N]3[16O]4,0.995000
284.021727,1035.099976,16691.542969,StdMix3_14;M+Na;[12C]5[13C]1[1H]13[16O]9[31P]1[23Na]1,1.000000
203.102351,1093.030029,14082.710938,StdMix3_4;2M+H;[12C]8[1H]15[14N]2[16O]4,1.000000
262.039841,1049.689941,11440.130859,StdMix3_14;M+H;[12C]5[13C]1[1H]14[16O]9[31P]1,1.000000
141.013777,1005.760010,10143.598633,StdMix3_13;M+ACN+H;[12C]1[13C]1[1H]7[14N]1[16O]4[31P]1,1.000000
144.078204,1120.609985,10003.043945,StdMix3_4;M+ACN+H;[12C]6[1H]11[14N]1[15N]1[16O]2,0.995000
