m/z,RT,Intensity,Identification,Prob
124.039284,522.567993,11564230.000000,StdMix3_1;M+H;[12C]6[1H]6[14N]1[16O]2,1.000000
204.123067,870.330017,11169738.000000,StdMix3_20;M+H;[12C]9[1H]18[14N]1[16O]4,1.000000
190.070912,422.868011,9334827.000000,StdMix3_8;M+H;[12C]7[1H]12[14N]1[16O]5,1.000000
206.066788,330.058014,2594828.500000,StdMix3_18;M+H;[12C]8[1H]16[14N]1[16O]1[32S]2,1.000000
212.052836,421.424011,2572063.000000,StdMix3_8;M+Na;[12C]7[1H]11[14N]1[16O]5[23Na]1,1.000000
251.069664,919.193970,1907733.875000,StdMix3_26;M+H;[12C]8[1H]15[14N]2[16O]5[32S]1,1.000000
308.091181,960.192017,1662185.250000,StdMix3_27;M+H;[12C]10[1H]18[14N]3[16O]6[32S]1,0.995000
136.042720,911.081970,1534041.250000,StdMix3_23;M+H;[12C]4[1H]10[14N]1[16O]2[32S]1,1.000000
172.060380,422.868011,1276480.875000,StdMix3_7;M+ACN+H;[12C]7[1H]10[14N]1[16O]4,1.000000
130.049887,422.868011,1234091.250000,StdMix3_30;M+2ACN+2H;[12C]10[1H]16[14N]2[16O]6,0.885000
164.037516,376.174988,1202686.625000,StdMix3_29;M+H;[12C]5[1H]10[14N]1[16O]3[32S]1,1.000000
205.126220,870.330017,1079326.875000,StdMix3_20;M+H;[12C]8[13C]1[1H]18[14N]1[16O]4,1.000000
122.027010,972.168030,918617.937500,StdMix3_25;M+H;[12C]3[1H]8[14N]1[16O]2[32S]1,0.995000
125.042380,522.567993,766382.937500,StdMix3_1;M+H;[12C]5[13C]1[1H]6[14N]1[16O]2,1.000000
191.074050,422.868011,722321.875000,StdMix3_8;M+H;[12C]6[13C]1[1H]12[14N]1[16O]5,1.000000
102.054835,1148.479980,590945.562500,StdMix3_4;M+H;[12C]4[1H]8[14N]1[16O]2,1.000000
401.116889,422.868011,302579.406250,StdMix3_8;2M+Na;[12C]14[1H]22[14N]2[16O]10[23Na]1,1.000000
208.062406,330.058014,243588.546875,StdMix3_18;M+H;[12C]8[1H]16[14N]1[16O]1[32S]1[34S]1,1.000000
207.069930,331.878998,211371.015625,StdMix3_18;M+H;[12C]7[13C]1[1H]16[14N]1[16O]1[32S]2,1.000000
327.068046,902.357971,210876.093750,StdMix3_29;2M+H;[12C]10[1H]19[14N]2[16O]6[32S]2,1.000000
148.060339,422.868011,188167.125000,StdMix3_7;M+NH4;[12C]5[1H]10[14N]1[16O]4,0.960000
213.056114,422.868011,187181.390625,StdMix3_8;M+Na;[12C]6[13C]1[1H]11[14N]1[16O]5[23Na]1,1.000000
309.094388,960.192017,175803.953125,StdMix3_27;M+H;[12C]9[13C]1[1H]18[14N]3[16O]6[32S]1,0.995000
165.065761,522.567993,155337.312500,StdMix3_1;M+ACN+H;[12C]8[1H]9[14N]2[16O]2,1.000000
134.081080,1033.030029,137493.984375,StdMix3_4;M+CH3OH+H;[12C]5[1H]12[14N]1[16O]3,0.990000
252.072837,919.193970,135253.203125,StdMix3_26;M+H;[12C]7[13C]1[1H]15[14N]2[16O]5[32S]1,1.000000
95.046798,2061.479980,112206.726563,StdMix3_24;M+ACN+2H;[12C]7[1H]14[14N]2[16O]4,1.000000
407.239142,870.330017,112094.625000,StdMix3_20;2M+H;[12C]18[1H]35[14N]2[16O]8,1.000000
173.063728,421.424011,80251.382813,StdMix3_7;M+ACN+H;[12C]6[13C]1[1H]10[14N]1[16O]4,1.000000
192.074688,421.424011,75189.187500,StdMix3_8;M+H;[12C]7[1H]12[14N]1[16O]4[18O]1,0.995000
330.073031,960.192017,69959.382813,StdMix3_27;M+Na;[12C]10[1H]17[14N]3[16O]6[32S]1[23Na]1,0.995000
226.104803,873.504028,68933.601563,StdMix3_20;M+Na;[12C]9[1H]17[14N]1[16O]4[23Na]1,0.990000
253.065203,919.193970,66510.890625,StdMix3_26;M+H;[12C]8[1H]15[14N]2[16O]5[34S]1,1.000000
138.038419,912.755981,63196.117188,StdMix3_23;M+H;[12C]4[1H]10[14N]1[16O]2[34S]1,1.000000
143.081445,1150.260010,60665.109375,StdMix3_4;M+ACN+H;[12C]6[1H]11[14N]2[16O]2,1.000000
310.086705,960.192017,59771.929688,StdMix3_27;M+H;[12C]10[1H]18[14N]3[16O]6[34S]1,0.995000
165.040792,377.824005,59455.351563,StdMix3_29;M+H;[12C]4[13C]1[1H]10[14N]1[16O]3[32S]1,1.000000
137.045937,911.081970,58189.539063,StdMix3_23;M+H;[12C]3[13C]1[1H]10[14N]1[16O]2[32S]1,1.000000
211.068789,516.164001,53583.390625,StdMix3_24;M+ACN+Na;[12C]7[1H]12[14N]2[16O]4[23Na]1,1.000000
146.021064,522.567993,51859.957031,StdMix3_1;M+Na;[12C]6[1H]5[14N]1[16O]2[23Na]1,1.000000
166.033172,377.824005,47880.695313,StdMix3_29;M+H;[12C]5[1H]10[14N]1[16O]3[34S]1,1.000000
402.120277,422.868011,39174.894531,StdMix3_8;2M+Na;[12C]13[13C]1[1H]22[14N]2[16O]10[23Na]1,1.000000
273.051440,923.934021,38605.250000,StdMix3_26;M+Na;[12C]8[1H]14[14N]2[16O]5[32S]1[23Na]1,1.000000
124.022713,975.659973,38057.832031,StdMix3_25;M+H;[12C]3[1H]8[14N]1[16O]2[34S]1,1.000000
379.134884,422.868011,37512.671875,StdMix3_8;2M+H;[12C]14[1H]23[14N]2[16O]10,1.000000
126.043149,520.981018,32960.675781,StdMix3_1;M+H;[12C]6[1H]6[14N]1[16O]1[18O]1,0.995000
