m/z,RT,Intensity,Identification,Prob
124.039262,526.853027,75799736.000000,StdMix3_1;M+H;[12C]6[1H]6[14N]1[16O]2,1.000000
146.117471,912.018005,70275824.000000,StdMix3_2;M+H;[12C]7[1H]16[14N]1[16O]2,0.985000
190.070910,429.816010,67757032.000000,StdMix3_8;M+H;[12C]7[1H]12[14N]1[16O]5,1.000000
212.052780,425.766998,27531714.000000,StdMix3_8;M+Na;[12C]7[1H]11[14N]1[16O]5[23Na]1,1.000000
102.054844,1132.420044,22353476.000000,StdMix3_4;M+H;[12C]4[1H]8[14N]1[16O]2,1.000000
130.049878,429.816010,16723889.000000,StdMix3_30;M+2ACN+2H;[12C]10[1H]16[14N]2[16O]6,0.935000
172.060383,429.816010,13773975.000000,StdMix3_7;M+ACN+H;[12C]7[1H]10[14N]1[16O]4,0.970000
120.065375,1073.930054,5558868.000000,StdMix3_6;M+NH4;[12C]4[1H]10[14N]1[16O]3,1.000000
191.074063,429.816010,5160085.000000,StdMix3_8;M+H;[12C]6[13C]1[1H]12[14N]1[16O]5,0.995000
125.042359,526.853027,4989036.500000,StdMix3_1;M+H;[12C]5[13C]1[1H]6[14N]1[16O]2,0.910000
401.116680,424.408997,3253278.250000,StdMix3_8;2M+Na;[12C]14[1H]22[14N]2[16O]10[23Na]1,1.000000
148.060379,429.816010,2499177.000000,StdMix3_7;M+NH4;[12C]5[1H]10[14N]1[16O]4,0.995000
213.056055,425.766998,2084618.625000,StdMix3_8;M+Na;[12C]6[13C]1[1H]11[14N]1[16O]5[23Na]1,1.000000
143.081351,1132.420044,1410087.625000,StdMix3_4;M+ACN+H;[12C]6[1H]11[14N]2[16O]2,1.000000
283.018512,1046.469971,1293019.875000,StdMix3_14;M+Na;[12C]6[1H]13[16O]9[31P]1[23Na]1,1.000000
211.068761,522.658997,1270893.875000,StdMix3_24;M+ACN+Na;[12C]7[1H]12[14N]2[16O]4[23Na]1,0.990000
103.057999,1130.900024,1018196.312500,StdMix3_4;M+H;[12C]3[13C]1[1H]8[14N]1[16O]2,0.995000
189.086790,522.658997,990852.000000,StdMix3_24;M+ACN+H;[12C]7[1H]13[14N]2[16O]4,1.000000
186.999856,978.270020,962620.562500,StdMix3_15;M+H;[12C]3[1H]8[16O]7[31P]1,1.000000
98.984027,1026.260010,939401.312500,StdMix3_13;M+H;[1H]4[16O]4[31P]1,1.000000
173.063689,429.816010,932263.562500,StdMix3_7;M+ACN+H;[12C]6[13C]1[1H]10[14N]1[16O]4,0.995000
144.065462,429.816010,916501.062500,StdMix3_6;M+ACN+H;[12C]6[1H]10[14N]1[16O]3,1.000000
225.084216,1112.219971,723494.500000,StdMix3_4;2M+Na;[12C]8[1H]14[14N]2[16O]4[23Na]1,1.000000
521.066238,1045.040039,667099.000000,StdMix3_14;2M+H;[12C]12[1H]27[16O]18[31P]2,1.000000
140.010505,1020.299988,532200.062500,StdMix3_13;M+ACN+H;[12C]2[1H]7[14N]1[16O]4[31P]1,0.995000
165.065700,529.648987,490813.187500,StdMix3_1;M+ACN+H;[12C]8[1H]9[14N]2[16O]2,1.000000
379.134736,428.467987,483631.156250,StdMix3_8;2M+H;[12C]14[1H]23[14N]2[16O]10,1.000000
228.026559,432.511993,450216.906250,StdMix3_15;M+ACN+H;[12C]5[1H]11[14N]1[16O]7[31P]1,0.980000
402.120144,432.511993,441970.312500,StdMix3_8;2M+Na;[12C]13[13C]1[1H]22[14N]2[16O]10[23Na]1,1.000000
261.036612,1045.040039,434413.906250,StdMix3_14;M+H;[12C]6[1H]14[16O]9[31P]1,1.000000
543.048184,1046.469971,402991.468750,StdMix3_14;2M+Na;[12C]12[1H]26[16O]18[31P]2[23Na]1,1.000000
146.021032,528.250000,277337.625000,StdMix3_1;M+Na;[12C]6[1H]5[14N]1[16O]2[23Na]1,1.000000
121.068605,1073.930054,230006.968750,StdMix3_6;M+NH4;[12C]3[13C]1[1H]10[14N]1[16O]3,1.000000
214.056580,432.511993,218250.453125,StdMix3_8;M+Na;[12C]7[1H]11[14N]1[16O]4[18O]1[23Na]1,0.995000
203.102306,1107.660034,189930.781250,StdMix3_4;2M+H;[12C]8[1H]15[14N]2[16O]4,1.000000
253.079326,427.118988,120177.437500,StdMix3_8;M+ACN+Na;[12C]9[1H]14[14N]2[16O]5[23Na]1,0.995000
213.086606,429.816010,112465.804688,StdMix3_7;M+2ACN+H;[12C]9[1H]13[14N]2[16O]4,0.995000
132.037690,1100.410034,111676.695313,StdMix3_7;M+H;[12C]4[13C]1[1H]7[16O]4,0.870000
149.063709,429.816010,108765.617188,StdMix3_7;M+NH4;[12C]4[13C]1[1H]10[14N]1[16O]4,1.000000
181.037857,493.445007,88810.710938,StdMix3_13;M+2ACN+H;[12C]4[1H]10[14N]2[16O]4[31P]1,0.990000
174.064644,429.816010,85120.484375,StdMix3_7;M+ACN+H;[12C]7[1H]10[14N]1[16O]3[18O]1,1.000000
522.069826,1045.040039,75190.421875,StdMix3_14;2M+H;[12C]11[13C]1[1H]27[16O]18[31P]2,1.000000
284.021775,1043.630005,74662.054688,StdMix3_14;M+Na;[12C]5[13C]1[1H]13[16O]9[31P]1[23Na]1,0.995000
203.052025,825.737976,74035.320313,StdMix3_12;M+Na;[12C]6[1H]12[16O]6[23Na]1,0.985000
278.063115,1049.310059,71694.375000,StdMix3_14;M+NH4;[12C]6[1H]17[14N]1[16O]9[31P]1,1.000000
380.138454,431.164001,68017.843750,StdMix3_8;2M+H;[12C]13[13C]1[1H]23[14N]2[16O]10,1.000000
144.084629,1133.949951,66985.210938,StdMix3_4;M+ACN+H;[12C]5[13C]1[1H]11[14N]2[16O]2,1.000000
212.072057,522.658997,66704.242188,StdMix3_24;M+ACN+Na;[12C]6[13C]1[1H]12[14N]2[16O]4[23Na]1,0.990000
403.121859,424.408997,61873.746094,StdMix3_8;2M+Na;[12C]14[1H]22[14N]2[16O]9[18O]1[23Na]1,1.000000
190.089982,522.658997,53826.078125,StdMix3_24;M+ACN+H;[12C]6[13C]1[1H]13[14N]2[16O]4,1.000000
145.068830,429.816010,53148.953125,StdMix3_6;M+ACN+H;[12C]5[13C]1[1H]10[14N]1[16O]3,0.995000
226.087425,1112.219971,46600.898438,StdMix3_4;2M+Na;[12C]7[13C]1[1H]14[14N]2[16O]4[23Na]1,1.000000
544.051599,1043.630005,45584.585938,StdMix3_14;2M+Na;[12C]11[13C]1[1H]26[16O]18[31P]2[23Na]1,1.000000
166.068950,525.458008,42877.062500,StdMix3_1;M+ACN+H;[12C]7[13C]1[1H]9[14N]2[16O]2,1.000000
208.981676,978.270020,37251.558594,StdMix3_15;M+Na;[12C]3[1H]7[16O]7[31P]1[23Na]1,0.995000
372.992474,984.245972,36245.328125,StdMix3_15;2M+H;[12C]6[1H]15[16O]14[31P]2,1.000000
134.080859,1018.809998,34374.316406,StdMix3_4;M+CH3OH+H;[12C]5[1H]12[14N]1[16O]3,0.995000
204.055444,799.776001,30866.246094,StdMix3_12;M+Na;[12C]5[13C]1[1H]12[16O]6[23Na]1,0.985000
180.086161,808.932007,30381.166016,StdMix3_24;M+CH3OH+H;[12C]6[1H]14[14N]1[16O]5,0.990000
122.069405,1073.930054,29326.800781,StdMix3_6;M+NH4;[12C]4[1H]10[14N]1[16O]2[18O]1,0.995000
246.096638,963.234009,27173.820313,StdMix3_6;2M+ACN+H;[12C]10[1H]16[14N]1[16O]6,0.995000
151.535170,2020.989990,24806.167969,StdMix3_14;M+ACN+2H;[12C]8[1H]18[14N]1[16O]9[31P]1,0.990000
523.070708,1045.040039,24321.865234,StdMix3_14;2M+H;[12C]12[1H]27[16O]17[18O]1[31P]2,1.000000
262.039835,1045.040039,23038.488281,StdMix3_14;M+H;[12C]5[13C]1[1H]14[16O]9[31P]1,1.000000
188.003049,985.745972,21905.326172,StdMix3_15;M+H;[12C]2[13C]1[1H]8[16O]7[31P]1,1.000000
259.091915,496.415009,20836.003906,StdMix3_30;M+2ACN+H;[12C]10[1H]15[14N]2[16O]6,0.950000
240.047454,368.131989,19807.363281,StdMix3_30;M+ACN+Na;[12C]8[1H]11[14N]1[16O]6[23Na]1,1.000000
131.022148,2013.609985,19275.613281,StdMix3_14;M+2H;[12C]6[1H]15[16O]9[31P]1,1.000000
285.022424,1046.469971,19238.974609,StdMix3_14;M+Na;[12C]6[1H]13[16O]8[18O]1[31P]1[23Na]1,0.995000
72.044411,1098.989990,18679.175781,StdMix3_4;M+ACN+2H;[12C]6[1H]12[14N]2[16O]2,0.980000
131.033636,369.567993,17437.552734,StdMix3_7;M+H;[12C]5[1H]7[16O]4,0.995000
198.096698,811.973999,16914.449219,StdMix3_12;M+NH4;[12C]6[1H]16[14N]1[16O]6,0.985000
394.974360,978.270020,16525.892578,StdMix3_15;2M+Na;[12C]6[1H]14[16O]14[31P]2[23Na]1,0.995000
147.024621,522.658997,16281.405273,StdMix3_1;M+Na;[12C]5[13C]1[1H]5[14N]1[16O]2[23Na]1,1.000000
95.047339,2088.719971,16136.700195,StdMix3_24;M+ACN+2H;[12C]7[1H]14[14N]2[16O]4,1.000000
204.105640,1106.170044,13433.344727,StdMix3_4;2M+H;[12C]7[13C]1[1H]15[14N]2[16O]4,1.000000
