,Name,Formula,Adduct,Dil_1_1,Dil_1_5,Dil_1_10,Dil_1_50,Dil_1_100,Dil_1_1000
0, Spermidine, C7H19N3,M+2H,0.0,0.0,0.0,0.0,0.0,0.0
1, Spermidine, C7H19N3,M+H+NH4,0.0,0.0,0.0,0.0,0.0,0.0
2, Spermidine, C7H19N3,M+H+Na,0.0,0.0,0.0,0.0,0.0,0.0
3, Spermidine, C7H19N3,M+H+K,0.0,0.0,0.0,0.0,0.0,0.0
4, Spermidine, C7H19N3,M+ACN+2H,0.0,0.0,0.0,0.0,0.0,0.0
5, Spermidine, C7H19N3,M+2Na,0.0,0.0,0.0,0.0,0.0,0.0
6, Spermidine, C7H19N3,M+H,24278942.0,0.0,0.0,0.0,0.0,3431224.25
7, Spermidine, C7H19N3,M+HC13,0.0,0.0,0.0,0.0,0.0,0.0
8, Spermidine, C7H19N3,M+H2C13,0.0,0.0,0.0,0.0,0.0,0.0
9, Spermidine, C7H19N3,M+NH4,0.0,0.0,0.0,0.0,0.0,0.0
10, Spermidine, C7H19N3,M+Na,0.0,0.0,0.0,0.0,0.0,0.0
11, Spermidine, C7H19N3,M+NaC13,0.0,0.0,0.0,0.0,0.0,0.0
12, Spermidine, C7H19N3,M+CH3OH+H,0.0,0.0,0.0,0.0,0.0,0.0
13, Spermidine, C7H19N3,M+K,0.0,0.0,0.0,0.0,0.0,0.0
14, Spermidine, C7H19N3,M+KC13,0.0,0.0,0.0,0.0,0.0,0.0
15, Spermidine, C7H19N3,M+ACN+H,0.0,0.0,0.0,0.0,0.0,0.0
16, Spermidine, C7H19N3,M+2Na-H,0.0,0.0,0.0,0.0,0.0,0.0
17, Spermidine, C7H19N3,M+IsoProp+H,0.0,0.0,0.0,0.0,0.0,0.0
18, Spermidine, C7H19N3,M+ACN+Na,0.0,0.0,0.0,0.0,0.0,0.0
19, Spermidine, C7H19N3,M+2K-H,0.0,0.0,0.0,0.0,0.0,0.0
20, Spermidine, C7H19N3,M+DMSO+H,0.0,0.0,0.0,0.0,0.0,0.0
21, Spermidine, C7H19N3,M+2ACN+H,0.0,0.0,0.0,0.0,0.0,0.0
22, Glycerol, C3H8O3,M+2H,0.0,0.0,0.0,0.0,0.0,0.0
23, Glycerol, C3H8O3,M+H+NH4,0.0,0.0,0.0,0.0,0.0,0.0
24, Glycerol, C3H8O3,M+H+Na,0.0,0.0,0.0,0.0,0.0,0.0
25, Glycerol, C3H8O3,M+H+K,0.0,0.0,0.0,0.0,0.0,0.0
26, Glycerol, C3H8O3,M+ACN+2H,0.0,0.0,0.0,0.0,0.0,0.0
27, Glycerol, C3H8O3,M+2Na,0.0,0.0,0.0,0.0,0.0,0.0
28, Glycerol, C3H8O3,M+H,2168900.0,416309.3125,235351.4375,0.0,0.0,0.0
29, Glycerol, C3H8O3,M+HC13,0.0,0.0,0.0,0.0,0.0,0.0
30, Glycerol, C3H8O3,M+H2C13,0.0,0.0,0.0,0.0,0.0,0.0
31, Glycerol, C3H8O3,M+NH4,0.0,0.0,0.0,0.0,0.0,0.0
32, Glycerol, C3H8O3,M+Na,0.0,0.0,0.0,0.0,0.0,0.0
33, Glycerol, C3H8O3,M+NaC13,0.0,0.0,0.0,0.0,0.0,0.0
34, Glycerol, C3H8O3,M+CH3OH+H,0.0,0.0,0.0,0.0,0.0,0.0
35, Glycerol, C3H8O3,M+K,0.0,0.0,0.0,0.0,0.0,0.0
36, Glycerol, C3H8O3,M+KC13,0.0,0.0,0.0,0.0,0.0,0.0
37, Glycerol, C3H8O3,M+ACN+H,415833.625,154562.0,0.0,0.0,0.0,0.0
38, Glycerol, C3H8O3,M+2Na-H,0.0,0.0,0.0,0.0,0.0,0.0
39, Glycerol, C3H8O3,M+IsoProp+H,0.0,0.0,0.0,0.0,0.0,0.0
40, Glycerol, C3H8O3,M+ACN+Na,0.0,0.0,0.0,0.0,0.0,0.0
41, Glycerol, C3H8O3,M+2K-H,0.0,0.0,0.0,0.0,0.0,0.0
42, Glycerol, C3H8O3,M+DMSO+H,0.0,0.0,0.0,0.0,0.0,0.0
43, Glycerol, C3H8O3,M+2ACN+H,0.0,0.0,0.0,0.0,0.0,0.0
44, Cholesterol, C27H46O,M+2H,0.0,0.0,0.0,0.0,0.0,0.0
45, Cholesterol, C27H46O,M+H+NH4,0.0,0.0,0.0,0.0,0.0,0.0
46, Cholesterol, C27H46O,M+H+Na,0.0,0.0,0.0,0.0,0.0,0.0
47, Cholesterol, C27H46O,M+H+K,0.0,0.0,0.0,0.0,0.0,0.0
48, Cholesterol, C27H46O,M+ACN+2H,0.0,0.0,0.0,0.0,0.0,0.0
49, Cholesterol, C27H46O,M+2Na,0.0,0.0,0.0,0.0,0.0,0.0
50, Cholesterol, C27H46O,M+H,0.0,0.0,0.0,0.0,0.0,0.0
51, Cholesterol, C27H46O,M+HC13,0.0,0.0,0.0,0.0,0.0,0.0
52, Cholesterol, C27H46O,M+H2C13,0.0,0.0,0.0,0.0,0.0,0.0
53, Cholesterol, C27H46O,M+NH4,0.0,0.0,0.0,0.0,0.0,0.0
54, Cholesterol, C27H46O,M+Na,0.0,0.0,0.0,0.0,0.0,0.0
55, Cholesterol, C27H46O,M+NaC13,0.0,0.0,0.0,0.0,0.0,0.0
56, Cholesterol, C27H46O,M+CH3OH+H,0.0,0.0,0.0,0.0,0.0,0.0
57, Cholesterol, C27H46O,M+K,0.0,0.0,0.0,0.0,0.0,0.0
58, Cholesterol, C27H46O,M+KC13,0.0,0.0,0.0,0.0,0.0,0.0
59, Cholesterol, C27H46O,M+ACN+H,0.0,0.0,0.0,0.0,0.0,0.0
60, Cholesterol, C27H46O,M+2Na-H,0.0,0.0,0.0,0.0,0.0,0.0
61, Cholesterol, C27H46O,M+IsoProp+H,0.0,0.0,0.0,0.0,0.0,0.0
62, Cholesterol, C27H46O,M+ACN+Na,0.0,0.0,0.0,0.0,0.0,0.0
63, Cholesterol, C27H46O,M+2K-H,0.0,0.0,0.0,0.0,0.0,0.0
64, Cholesterol, C27H46O,M+DMSO+H,0.0,0.0,0.0,0.0,0.0,0.0
65, Cholesterol, C27H46O,M+2ACN+H,0.0,0.0,0.0,0.0,0.0,0.0
66, 1-Butanol, C4H10O,M+2H,0.0,0.0,0.0,0.0,0.0,0.0
