	RT	Std2
145.1102200407922	585.551025390625	6.252386304E9
153.09022535525966	420.552001953125	3.582953216E9
117.07887083997282	536.1240234375	2.513259008E9
149.0700912027611	440.35198974609375	2.048446464E9
195.08948127136782	304.1099853515625	1.286163072E9
166.03141437464652	375.92401123046875	1.22694336E9
149.0476423840917	304.1099853515625	1.159794688E9
131.09459069684664	552.7249755859375	9.43780096E8
122.04797908381164	404.4179992675781	8.76524288E8
251.1015324263613	446.5249938964844	8.59524992E8
75.06822825203541	1032.5899658203125	7.947152E8
141.0790758642759	373.4549865722656	6.76646528E8
188.07962239406842	494.44500732421875	6.72137152E8
121.07377765600457	682.4459838867188	6.6789504E8
111.04322102911995	556.4310302734375	6.550096E8
140.09492516825676	400.7120056152344	6.24104384E8
183.0660473640437	608.0670166015625	6.0022944E8
186.13678056354397	306.5740051269531	5.82502208E8
187.12080749966046	265.3179931640625	5.6123968E8
297.08941079951586	390.7950134277344	5.45936832E8
275.1002130817618	552.7249755859375	5.20390016E8
207.1107174263621	472.7659912109375	4.95153472E8
146.1135395163268	585.551025390625	4.79433632E8
175.08452271029668	475.2359924316406	4.67765376E8
269.17373138885534	409.39898681640625	4.649608E8
175.08445524736885	461.4389953613281	4.29418976E8
161.10515128392984	590.4970092773438	4.29152736E8
212.1161299876155	423.0199890136719	4.14711104E8
325.1160639845112	572.885986328125	3.98232576E8
169.08512341673142	566.5180053710938	3.94311616E8
270.157653270329	355.94500732421875	3.90313728E8
219.1105259543442	436.64300537109375	3.50657536E8
267.0965866208593	472.7659912109375	2.8279408E8
154.0935312071462	420.552001953125	2.76675008E8
129.0790341771734	313.9779968261719	2.6094096E8
270.15763620437934	310.27099609375	2.51925456E8
131.09459566382128	437.885009765625	2.51202416E8
193.11034243339992	285.5669860839844	2.36418624E8
238.09861890403823	491.79998779296875	2.34344464E8
222.08637579010508	556.4310302734375	2.326928E8
193.0738996057709	351.0060119628906	2.26893184E8
131.09463283805528	359.8269958496094	2.02199216E8
205.09506287561803	508.2669982910156	1.97655664E8
103.06325492460195	649.1690063476562	1.91901392E8
167.05822090997572	429.2309875488281	1.82242096E8
283.1418028073159	479.1159973144531	1.760192E8
270.15760310930784	296.7170104980469	1.65300848E8
113.08406360417038	436.64300537109375	1.62776304E8
298.15272837077833	489.33099365234375	1.5623712E8
174.10039949214956	636.7160034179688	1.54549392E8
140.0949539619658	358.5929870605469	1.53454016E8
133.11016413416462	730.8989868164062	1.47666752E8
240.06309152679978	533.6489868164062	1.46114896E8
211.08783702709943	567.9340209960938	1.453404E8
259.10539721740815	357.35699462890625	1.43191616E8
157.07395158148705	358.5929870605469	1.42287552E8
196.0928020619388	302.87701416015625	1.4180088E8
211.08779863050015	546.2030029296875	1.39750672E8
118.00888331848701	546.2030029296875	1.38821056E8
103.09953435707973	998.4810180664062	1.38658464E8
119.05823037269045	639.197998046875	1.32740296E8
