	RT	Std2_1in1000
206.1518187469175	256.5329895019531	3.7593512E7
162.12554840262652	262.86199951171875	2.171666E7
232.90738669403686	1362.300048828125	2.1412058E7
234.90552678482075	1363.5400390625	1.9246522E7
241.27670857819328	40.72439956665039	1.5774207E7
176.0473494848595	239.86500549316406	1.5200139E7
303.2407817554227	228.08099365234375	1.2895867E7
223.178271921056	257.7799987792969	1.2034234E7
222.08917657648502	239.86500549316406	1.1773303E7
117.07896080075487	537.4219970703125	1.1519752E7
153.0901831958283	421.36199951171875	1.0123842E7
266.16445951130993	233.44500732421875	9948617.0
303.24066694178697	1334.0400390625	9841394.0
403.19930367961706	241.11099243164062	9794270.0
198.16200521612572	230.5780029296875	9539844.0
113.05894991036973	499.5929870605469	8406522.0
115.0633527306208	582.9920043945312	8093424.5
356.17681218342636	662.3610229492188	8016356.0
249.0434980698545	595.5540161132812	6477839.5
251.10164475556672	444.052001953125	6395471.5
150.08920928298915	361.97601318359375	6108721.0
198.16192502620567	1331.3299560546875	6063722.0
122.04799097187913	404.91400146484375	6060942.0
149.07016864021526	441.552001953125	5950778.0
653.3243611309884	221.61500549316406	5862235.5
356.1767857087406	725.4039916992188	5814428.5
249.0434691480369	604.3759765625	5701040.0
192.1362045848455	281.77099609375	5613876.0
141.07903592717307	373.3370056152344	5503657.5
386.1727554125849	241.11099243164062	5427001.5
286.2141370407214	228.08099365234375	5419546.5
356.17701136429207	585.489013671875	5402841.5
275.1505426523629	645.9420166015625	5313856.5
148.0160615594815	239.86500549316406	4945653.5
356.1767860615197	757.031982421875	4910164.5
232.90743134004367	165.9980010986328	4686451.5
232.90737823972117	10.070699691772461	4626191.5
232.90743885745843	264.11199951171875	4495069.0
166.03134268564222	374.5889892578125	4403413.0
232.90744029217922	29.353900909423828	4390829.0
145.11028202346188	586.7739868164062	4390353.0
232.90743525144572	97.71949768066406	4377116.5
323.83826602336035	1362.300048828125	4375067.0
232.90743500844601	52.100399017333984	4364917.5
232.90743091465512	76.12110137939453	4361523.5
110.10955175511016	230.5780029296875	4343024.0
232.907436446121	119.2300033569336	4304385.0
232.907434879143	196.38099670410156	4238324.5
207.15512376821357	256.5329895019531	4163811.25
236.9037298372966	1362.300048828125	4149572.75
234.90559657979287	264.11199951171875	4131988.0
234.905581833197	63.47919845581055	4120720.75
232.9074454836228	206.5030059814453	4109435.0
278.1515882868008	233.44500732421875	4054546.0
234.90553855799817	5.931180000305176	4038375.0
286.21399587448786	1331.3299560546875	3988891.25
234.9055826162747	97.71949768066406	3980541.0
234.90558896092963	119.2300033569336	3967514.5
234.9055837983973	164.7429962158203	3905334.25
234.90558205434118	141.98500061035156	3869183.25
404.1919953808091	1357.199951171875	3819511.75
234.90559272279356	196.38099670410156	3787810.25
356.17701058455486	526.02001953125	3454593.0
170.09427599103233	251.31900024414062	3324787.75
232.90745089278212	412.5140075683594	3310841.75
321.84008998552855	1363.5400390625	3184604.5
130.09938781888738	257.7799987792969	3170870.75
370.30804936377325	225.54100036621094	3110652.75
149.04768999033095	305.74798583984375	3097592.25
356.6784767960537	672.447021484375	3086123.25
113.08408266201353	328.85101318359375	2999740.25
179.1521028521643	262.86199951171875	2973290.75
356.6785145083034	662.3610229492188	2972299.25
168.0786336791719	260.27801513671875	2892326.0
356.67847232875425	634.6079711914062	2844966.5
275.1504567766549	779.780029296875	2839959.25
172.12121367022056	332.6109924316406	2800938.25
242.28008580131313	39.47079849243164	2797661.0
195.08951795940533	305.74798583984375	2788958.0
356.678454005085	700.1630249023438	2678955.75
232.90745626244302	449.1409912109375	2655762.75
323.8381106017269	1350.75	2642703.5
232.90745115695205	454.14599609375	2584611.75
110.10949150580727	1334.0400390625	2571334.25
249.0434109947283	672.447021484375	2565883.5
249.04338321475254	1300.530029296875	2565225.25
356.67858673747776	627.0709838867188	2540831.0
164.10485585703307	289.3280029296875	2433864.25
123.03206571295686	408.75799560546875	2310390.75
404.2029851960514	242.58099365234375	2249099.75
356.6786755282645	581.7039794921875	2202170.0
356.6784595371082	717.8510131835938	2183187.0
145.1578320238645	662.3610229492188	2166878.0
304.24425840184773	230.5780029296875	2138380.25
121.07383267122874	683.780029296875	2029417.125
249.04339430843058	722.9010009765625	2024334.75
249.0433976426482	700.1630249023438	2021715.0
186.1004424551119	391.0459899902344	2006695.0
145.15782505679073	672.447021484375	2002745.125
325.8364139747775	1363.5400390625	1996430.75
654.3276917272336	221.61500549316406	1989841.75
167.11575021556183	361.97601318359375	1988536.75
469.41286658704564	225.54100036621094	1938509.0
232.90743948190362	509.67999267578125	1932628.0
308.1961538379057	1357.199951171875	1921434.25
387.33452758800144	224.29299926757812	1920791.25
110.07317958901183	251.31900024414062	1910855.0
356.67873854689236	562.8670043945312	1895033.125
159.08954027597295	280.47601318359375	1868946.5
249.04338567053352	1199.8499755859375	1837950.25
145.1578115483332	700.1630249023438	1833230.5
145.15783913251445	649.7360229492188	1811281.625
163.1289736127622	262.86199951171875	1810919.75
229.16775395341406	242.58099365234375	1791597.75
140.0949683147403	402.4079895019531	1780103.25
151.94113794745118	1363.5400390625	1777019.125
249.04339307618687	769.6589965820312	1765023.375
187.12082719608725	251.31900024414062	1743150.5
287.24578808812373	246.322998046875	1736223.875
331.271893717917	1334.0400390625	1729961.125
377.2047587047329	233.44500732421875	1701765.25
106.06298679047839	261.5270080566406	1701061.625
249.04339044191397	975.6209716796875	1686897.625
304.24407213610283	1334.0400390625	1683712.25
234.90561374884604	522.2670288085938	1671634.75
142.09941577718772	303.25	1665900.125
156.0762301459339	319.6189880371094	1625903.75
249.04338755393147	811.364990234375	1615984.75
145.1578769583473	609.4140014648438	1606824.375
177.0507137830955	239.86500549316406	1604089.25
308.1961858177086	230.5780029296875	1598253.75
356.67867962036814	541.1719970703125	1563871.125
535.1581482713383	221.61500549316406	1559799.625
246.15912958567486	431.4599914550781	1554456.25
223.09243530057208	239.86500549316406	1538199.125
275.6523442275358	627.0709838867188	1538087.5
297.0894499759904	391.0459899902344	1500484.0
156.101156037129	533.60498046875	1494639.0
275.1504725831541	855.8049926757812	1489688.375
308.1962142309693	1368.6099853515625	1480188.25
144.9781940524162	1343.1300048828125	1460467.125
356.6784459929972	801.2589721679688	1458603.0
212.14124587620955	242.58099365234375	1457937.0
156.10113690040475	138.22000122070312	1457399.25
210.10204453776583	233.44500732421875	1431021.875
325.836418626569	1372.52001953125	1417040.125
156.10113701856585	114.12300109863281	1403903.875
111.04329295699358	555.3049926757812	1391548.75
101.08406990944763	289.3280029296875	1370632.625
74.08440140906019	669.9030151367188	1359443.125
209.16267952675744	281.77099609375	1358325.875
145.15781272009468	770.9119873046875	1353370.75
245.16254056488577	252.79299926757812	1343613.25
356.6786541232978	529.85302734375	1338358.5
224.1815927335964	256.5329895019531	1331724.625
317.1837428648281	238.61900329589844	1330341.625
275.65248430126456	560.3309936523438	1320161.0
369.2876744866406	233.44500732421875	1320116.125
190.15685523149924	250.06900024414062	1317962.5
267.0964995688363	474.33099365234375	1316315.75
