	RT	Std2_1in10
145.1102710855685	585.7550048828125	2.004829312E9
153.09012423119196	420.4779968261719	1.004329472E9
149.07014687040757	441.8320007324219	5.4054848E8
117.07893277978513	536.9730224609375	4.44033312E8
166.03128979910295	375.05999755859375	3.64738496E8
122.0479665478031	405.27899169921875	3.54853888E8
251.1015935094659	443.072998046875	3.47414592E8
141.0790008525722	373.8210144042969	3.2027984E8
75.06831165963347	1014.9500122070312	3.17332736E8
195.08954866334483	305.95599365234375	2.9675264E8
149.04769390498564	305.95599365234375	2.86426752E8
161.10519503594864	585.7550048828125	2.35167936E8
186.13682166974027	305.95599365234375	2.11450416E8
140.09493665961517	402.79400634765625	1.5392072E8
146.11360563545452	585.7550048828125	1.51669968E8
111.04326001946444	555.7219848632812	1.4656248E8
131.0946476144246	551.9949951171875	1.28170848E8
121.07380427480996	683.0880126953125	1.25599848E8
297.0893011584801	390.1940002441406	1.166374E8
193.07390466863862	335.8080139160156	1.13038208E8
219.11061994839753	438.114013671875	1.03843384E8
186.10040612205466	390.1940002441406	9.1940784E7
188.07967993052634	493.97601318359375	8.928696E7
207.1107036398046	473.4930114746094	8.453416E7
267.0965147388283	474.7340087890625	8.3477312E7
154.09343931400147	420.4779968261719	7.7310968E7
187.12082141744304	265.77099609375	7.0665328E7
75.06834239684353	1095.300048828125	6.4873288E7
175.08446938126042	460.70098876953125	6.04506E7
131.09463667764064	436.8380126953125	5.4757684E7
212.11603817352506	422.9590148925781	5.2780984E7
183.06607045759014	609.8189697265625	4.270506E7
113.08409878800231	436.8380126953125	4.0092636E7
193.11032686313513	285.8710021972656	3.9876636E7
129.07900080116005	324.0639953613281	3.917372E7
252.10481525507726	443.072998046875	3.8799524E7
135.05449772919468	445.5539855957031	3.787482E7
269.1736737282312	409.03900146484375	3.7547748E7
162.12555801590116	261.9930114746094	3.7547664E7
129.07900525604444	290.8529968261719	3.6937964E7
150.07347754770987	441.8320007324219	3.513624E7
270.15764740352944	350.9859924316406	3.344828E7
238.09860452619884	491.3059997558594	3.2077008E7
169.08512762210864	566.9910278320312	3.1802956E7
196.09286982255068	304.7200012207031	3.1752336E7
131.0946208775433	355.9989929199219	3.0968088E7
653.3241434119419	220.83700561523438	3.074943E7
167.0582438469501	429.3659973144531	2.9407562E7
206.15183181536742	256.9599914550781	2.8466244E7
222.03836120148682	358.5220031738281	2.8255594E7
175.0844881667749	473.4930114746094	2.8154716E7
185.10520902686386	287.11700439453125	2.7847572E7
222.08646053922672	555.7219848632812	2.7224692E7
159.0895502555989	372.5820007324219	2.5251846E7
103.0995988510319	990.5850219726562	2.5054578E7
150.0510324432127	304.7200012207031	2.4659708E7
141.07903235944826	284.6260070800781	2.3969288E7
118.08231803460892	536.9730224609375	2.3696616E7
123.05136186313412	405.27899169921875	2.366937E7
142.08233416696734	373.8210144042969	2.3419414E7
167.03456050028797	376.302001953125	2.3255108E7
207.0895539403936	294.64898681640625	2.2094562E7
187.14013222925075	305.95599365234375	2.1902672E7
173.08406940417788	621.0980224609375	2.131186E7
232.90736927708548	1364.31005859375	2.1192648E7
269.17371957198895	545.7349853515625	2.0684592E7
318.17892946023136	387.7130126953125	1.9490952E7
234.90551215514066	1344.68994140625	1.921384E7
162.10855366770798	585.7550048828125	1.8680952E7
133.1101788015289	731.5910034179688	1.8042186E7
176.04733905996872	239.20899963378906	1.7945446E7
190.11054211899267	627.4099731445312	1.7559942E7
243.11054990385375	366.1889953613281	1.7381936E7
172.12121619019615	326.552001953125	1.6403256E7
241.27669535241722	36.77040100097656	1.6034647E7
168.02704995872983	375.05999755859375	1.5909171E7
159.08953188391487	390.1940002441406	1.5222277E7
270.15769791506415	315.0140075683594	1.5011207E7
157.07391668885236	354.7550048828125	1.4784021E7
222.0891587737798	240.4550018310547	1.4215334E7
230.12655919095775	357.27899169921875	1.4213206E7
303.2407846313559	230.11500549316406	1.4183401E7
192.13621897928846	282.1340026855469	1.411052E7
123.0684171827547	402.79400634765625	1.3885126E7
103.06326551868972	650.0490112304688	1.3880894E7
325.1160314660517	572.0250244140625	1.3723449E7
229.09496753170146	274.5799865722656	1.3713647E7
210.0616811218044	493.97601318359375	1.3104308E7
205.0950729597226	507.77398681640625	1.299757E7
298.0930780638168	391.4360046386719	1.2521707E7
266.16445705210396	232.97799682617188	1.250768E7
194.07724100113018	335.8080139160156	1.2447511E7
233.06971834140583	490.0610046386719	1.2304062E7
198.13685683159187	283.3789978027344	1.2001223E7
140.09494436246553	355.9989929199219	1.1943731E7
76.07162746300753	1014.9500122070312	1.1874555E7
101.08407392690624	304.7200012207031	1.1680805E7
129.04264671298506	493.97601318359375	1.1577468E7
141.09835521815	402.79400634765625	1.1558377E7
171.05314921655363	493.97601318359375	1.1444403E7
240.06323146832855	533.2340087890625	1.1428796E7
184.12121940144596	284.6260070800781	1.1404183E7
160.1209700921201	1019.0	1.1401252E7
654.3276624754673	222.44500732421875	1.1097455E7
403.1992732136079	241.875	1.1023669E7
318.17897479208335	415.3070068359375	1.1000118E7
167.05824885625057	304.7200012207031	1.0936944E7
175.08445747615562	425.44500732421875	1.0915647E7
154.08719816774584	420.4779968261719	1.0657733E7
147.07174260108093	289.6109924316406	1.0566645E7
198.16200102686193	230.11500549316406	1.049531E7
150.06719935208994	441.8320007324219	1.024025E7
223.17829697657822	256.9599914550781	9982632.0
135.05454009929753	500.2099914550781	9743340.0
136.03854992863148	516.5989990234375	9569258.0
220.11395380407222	438.114013671875	9485258.0
117.07894883939169	375.05999755859375	9480610.0
150.08920616022115	362.4570007324219	9371200.0
268.09985366786384	474.7340087890625	9208756.0
118.00892262800603	548.2659912109375	9126358.0
146.10741330281726	585.7550048828125	8949291.0
113.05894940996019	500.2099914550781	8932213.0
157.0739290951174	460.70098876953125	8817692.0
174.1004293397919	636.1510009765625	8790665.0
157.11030745442784	284.6260070800781	8692984.0
241.092468336212	438.114013671875	8534762.0
132.09799132651642	551.9949951171875	8497931.0
243.11054690276976	425.44500732421875	8490199.0
303.24067681447764	1332.93994140625	8380482.5
280.22608739045444	602.1680297851562	8361201.5
212.09115116150525	568.2739868164062	8297058.0
201.1001186067443	354.7550048828125	8234915.0
261.12108559099283	440.5929870605469	8153407.0
259.1054193858879	435.59698486328125	8123651.5
232.90742725747052	1407.4300537109375	7942991.0
147.11440093630966	586.9970092773438	7730773.5
187.10372103647612	390.1940002441406	7659751.0
371.18218435787327	655.041015625	7634361.5
181.07150327359508	373.8210144042969	7518572.5
140.10620674768626	491.3059997558594	7512096.0
308.1370774312153	359.7659912109375	7508009.0
115.06335332819543	582.030029296875	7457196.5
135.07966316388877	419.239013671875	7417649.0
119.05824601297843	638.72998046875	7339160.5
140.10618432876808	150.9219970703125	7288327.0
222.10037479211712	353.510986328125	7284223.5
208.11399902339247	473.4930114746094	7099246.5
188.1241173821789	265.77099609375	7022662.0
234.90557935354508	1407.4300537109375	7003775.5
177.1001365986883	543.2410278320312	6973062.5
133.02518588857987	554.47900390625	6739750.0
149.04772817095647	429.3659973144531	6733995.5
189.0830001946627	493.97601318359375	6730679.5
227.1157191139026	402.79400634765625	6703212.5
212.09115173421256	528.22802734375	6511800.0
270.15773855357577	501.4590148925781	6364817.5
252.09859468711772	445.5539855957031	6275340.0
112.04658107062305	556.9660034179688	6242044.5
386.1727297344188	241.875	5974061.0
212.09116607624026	600.9199829101562	5971191.0
140.10619628137567	473.4930114746094	5818633.5
249.04353672707336	609.8189697265625	5799376.0
191.09457490583588	277.0710144042969	5789266.0
145.05275626543448	400.2699890136719	5759375.5
331.0680600150533	540.7470092773438	5751210.5
140.10619094207894	500.2099914550781	5687676.0
181.1215708008166	355.9989929199219	5677777.0
213.1192808415739	424.20001220703125	5627876.5
182.08673874781212	593.260009765625	5604365.0
286.214139627282	230.11500549316406	5590139.0
371.1822958309912	560.7420043945312	5550481.5
173.10524228182192	277.0710144042969	5539046.0
122.07712492439072	684.3350219726562	5516121.5
148.01605924689443	239.20899963378906	5497499.5
140.10618185410215	334.56500244140625	5495551.5
251.07916712260985	426.6910095214844	5391122.5
232.14220903747986	355.9989929199219	5346797.0
179.15211570928435	261.9930114746094	5335266.0
159.0895732432942	544.4879760742188	5326734.0
221.1051341755926	251.93600463867188	5294826.5
232.90744029752958	353.510986328125	5199903.0
140.1062027810271	525.5499877929688	5132916.0
213.08356990017595	577.0130004882812	5120898.0
156.08993125851896	473.4930114746094	5118060.0
198.1619168619774	1330.27001953125	5103266.5
304.163357287736	500.2099914550781	5081663.0
249.04355677278244	577.0130004882812	5063442.5
