m/z,RT,Intensity,Identification,Prob
188.056313,433.382996,65335360.000000,StdMix3_8;M-H;[12C]7[1H]10[14N]1[16O]5,0.995000
115.003581,376.898010,17514056.000000,StdMix3_9;M-H;[12C]4[1H]3[16O]4,1.000000
189.059481,433.382996,5048726.000000,StdMix3_8;M-H;[12C]6[13C]1[1H]10[14N]1[16O]5,0.970000
129.019182,381.178009,4930999.000000,StdMix3_7;M-H;[12C]5[1H]5[16O]4,0.995000
215.032877,802.895996,4836888.500000,StdMix3_12;M+Cl;[12C]6[1H]12[16O]6[35Cl]1,1.000000
195.050811,937.757996,2713282.250000,StdMix3_11;M+FA-H;[12C]6[1H]11[16O]7,1.000000
179.055986,786.174011,1876776.875000,StdMix3_12;M-H;[12C]6[1H]11[16O]6,1.000000
377.120603,433.382996,1661877.500000,StdMix3_8;2M-H;[12C]14[1H]21[14N]2[16O]10,1.000000
217.029748,802.895996,1565141.625000,StdMix3_12;M+Cl;[12C]6[1H]12[16O]6[37Cl]1,1.000000
170.045854,433.382996,1172246.375000,StdMix3_8;M-H2O-H;[12C]7[1H]8[14N]1[16O]4,0.995000
128.035258,433.382996,1012737.562500,StdMix3_24;M-H2O-H;[12C]5[1H]6[14N]1[16O]3,0.970000
177.040381,498.438995,893298.687500,StdMix3_10;M-H;[12C]6[1H]9[16O]6,1.000000
116.006852,376.898010,814789.062500,StdMix3_9;M-H;[12C]3[13C]1[1H]3[16O]4,0.995000
190.060219,433.382996,595570.562500,StdMix3_8;M-H;[12C]7[1H]10[14N]1[16O]4[18O]1,0.915000
225.061484,792.306030,511793.000000,StdMix3_12;M+FA-H;[12C]7[1H]13[16O]8,1.000000
185.022133,819.617981,487391.468750,StdMix3_11;M+Cl;[12C]5[1H]10[16O]5[35Cl]1,1.000000
96.969452,1027.410034,344673.812500,StdMix3_13;M-H;[1H]2[16O]4[31P]1,1.000000
149.045323,740.640015,343068.031250,StdMix3_11;M-H;[12C]5[1H]9[16O]5,1.000000
216.036088,807.443970,321678.625000,StdMix3_12;M+Cl;[12C]5[13C]1[1H]12[16O]6[35Cl]1,1.000000
130.022446,381.178009,269828.468750,StdMix3_7;M-H;[12C]4[13C]1[1H]5[16O]4,0.995000
161.045415,786.174011,233819.890625,StdMix3_12;M-H2O-H;[12C]6[1H]9[16O]5,1.000000
378.124017,434.746002,232077.296875,StdMix3_8;2M-H;[12C]13[13C]1[1H]21[14N]2[16O]10,1.000000
196.054124,937.757996,182862.531250,StdMix3_11;M+FA-H;[12C]5[13C]1[1H]11[16O]7,1.000000
131.034812,740.640015,168820.953125,StdMix3_11;M-H2O-H;[12C]5[1H]7[16O]4,1.000000
223.045850,726.953979,168157.031250,StdMix3_10;M+FA-H;[12C]7[1H]11[16O]8,1.000000
213.017068,733.841980,165832.109375,StdMix3_10;M+Cl;[12C]6[1H]10[16O]6[35Cl]1,1.000000
187.019216,818.088013,160898.765625,StdMix3_11;M+Cl;[12C]5[1H]10[16O]5[37Cl]1,1.000000
117.007660,376.898010,147575.890625,StdMix3_9;M-H;[12C]4[1H]3[16O]3[18O]1,0.995000
180.059341,784.625977,123924.421875,StdMix3_12;M-H;[12C]5[13C]1[1H]11[16O]6,1.000000
231.014557,381.178009,113209.304688,StdMix3_9;2M-H;[12C]8[1H]7[16O]8,0.995000
159.029731,498.438995,91518.804688,StdMix3_10;M-H2O-H;[12C]6[1H]7[16O]5,1.000000
171.049196,433.382996,84417.312500,StdMix3_8;M-H2O-H;[12C]6[13C]1[1H]8[14N]1[16O]4,1.000000
146.045775,433.382996,76450.054688,StdMix3_24;M-H;[12C]5[1H]8[14N]1[16O]4,0.970000
96.992974,334.040009,63287.355469,StdMix3_9;M-H2O-H;[12C]4[1H]1[16O]3,1.000000
178.043750,498.438995,57176.964844,StdMix3_10;M-H;[12C]5[13C]1[1H]9[16O]6,1.000000
215.014144,738.942017,51353.320313,StdMix3_10;M+Cl;[12C]6[1H]10[16O]6[37Cl]1,0.990000
129.038570,434.746002,49883.652344,StdMix3_24;M-H2O-H;[12C]4[13C]1[1H]6[14N]1[16O]3,0.970000
210.038198,490.494995,46930.359375,StdMix3_8;M+Na-2H;[12C]7[1H]9[14N]1[16O]5[23Na]1,0.990000
379.125236,429.295990,45796.660156,StdMix3_8;2M-H;[12C]14[1H]21[14N]2[16O]9[18O]1,1.000000
226.064875,786.174011,35916.546875,StdMix3_12;M+FA-H;[12C]6[13C]1[1H]13[16O]8,0.995000
197.054845,942.408020,34969.054688,StdMix3_11;M+FA-H;[12C]6[1H]11[16O]6[18O]1,1.000000
131.023282,375.475006,32407.753906,StdMix3_7;M-H;[12C]5[1H]5[16O]3[18O]1,0.995000
142.974801,1024.079956,24722.671875,StdMix3_13;M+FA-H;[12C]1[1H]4[16O]6[31P]1,1.000000
186.025433,819.617981,23258.685547,StdMix3_11;M+Cl;[12C]4[13C]1[1H]10[16O]5[35Cl]1,1.000000
78.958798,1040.650024,20016.673828,StdMix3_13;M-H2O-H;[16O]3[31P]1,0.965000
181.060201,783.072021,18188.765625,StdMix3_12;M-H;[12C]6[1H]11[16O]5[18O]1,0.995000
162.048729,796.848022,12958.776367,StdMix3_12;M-H2O-H;[12C]5[13C]1[1H]9[16O]5,1.000000
