m/z,RT,Intensity,Identification,Prob
188.056360,433.415985,63454320.000000,StdMix3_8;M-H;[12C]7[1H]10[14N]1[16O]5,0.990000
115.003593,377.799988,15874268.000000,StdMix3_9;M-H;[12C]4[1H]3[16O]4,1.000000
215.032881,804.906006,5127037.000000,StdMix3_12;M+Cl;[12C]6[1H]12[16O]6[35Cl]1,1.000000
122.024715,527.812988,4171218.250000,StdMix3_1;M-H;[12C]6[1H]4[14N]1[16O]2,0.995000
129.019206,383.566010,4170821.000000,StdMix3_7;M-H;[12C]5[1H]5[16O]4,1.000000
195.050817,931.968018,3453286.750000,StdMix3_11;M+FA-H;[12C]6[1H]11[16O]7,1.000000
179.056042,781.469971,1824789.500000,StdMix3_12;M-H;[12C]6[1H]11[16O]6,1.000000
217.029677,804.906006,1651898.875000,StdMix3_12;M+Cl;[12C]6[1H]12[16O]6[37Cl]1,1.000000
377.120677,433.415985,1455230.500000,StdMix3_8;2M-H;[12C]14[1H]21[14N]2[16O]10,0.995000
170.045870,430.692993,1223529.000000,StdMix3_8;M-H2O-H;[12C]7[1H]8[14N]1[16O]4,1.000000
128.035301,430.692993,1147316.250000,StdMix3_24;M-H2O-H;[12C]5[1H]6[14N]1[16O]3,1.000000
259.022410,1038.900024,772000.312500,StdMix3_14;M-H;[12C]6[1H]12[16O]9[31P]1,0.995000
177.040370,498.769012,743956.875000,StdMix3_10;M-H;[12C]6[1H]9[16O]6,1.000000
116.006866,377.799988,715802.250000,StdMix3_9;M-H;[12C]3[13C]1[1H]3[16O]4,0.995000
185.022159,822.036011,458391.437500,StdMix3_11;M+Cl;[12C]5[1H]10[16O]5[35Cl]1,1.000000
225.061552,781.469971,452312.937500,StdMix3_12;M+FA-H;[12C]7[1H]13[16O]8,1.000000
96.969472,1020.260010,363427.156250,StdMix3_13;M-H;[1H]2[16O]4[31P]1,1.000000
216.036027,808.002014,342153.187500,StdMix3_12;M+Cl;[12C]5[13C]1[1H]12[16O]6[35Cl]1,0.995000
149.045347,742.734009,321712.781250,StdMix3_11;M-H;[12C]5[1H]9[16O]5,1.000000
123.028018,521.916992,277877.156250,StdMix3_1;M-H;[12C]5[13C]1[1H]4[14N]1[16O]2,0.995000
161.045434,781.469971,240537.062500,StdMix3_12;M-H2O-H;[12C]6[1H]9[16O]5,0.990000
130.022464,383.566010,235965.890625,StdMix3_7;M-H;[12C]4[13C]1[1H]5[16O]4,0.995000
196.054109,938.093994,228337.750000,StdMix3_11;M+FA-H;[12C]5[13C]1[1H]11[16O]7,1.000000
378.124233,429.337006,204501.437500,StdMix3_8;2M-H;[12C]13[13C]1[1H]21[14N]2[16O]10,0.995000
223.045924,724.926025,167100.156250,StdMix3_10;M+FA-H;[12C]7[1H]11[16O]8,1.000000
