m/z,RT,Intensity,Identification,Prob
188.056180,430.489014,142361744.000000,StdMix3_8;M-H;[12C]7[1H]10[14N]1[16O]5,0.930000
115.003511,408.045013,41533308.000000,StdMix3_9;M-H;[12C]4[1H]3[16O]4,1.000000
122.024600,527.567017,17996688.000000,StdMix3_1;M-H;[12C]6[1H]4[14N]1[16O]2,1.000000
259.022248,1041.489990,13545486.000000,StdMix3_14;M-H;[12C]6[1H]12[16O]9[31P]1,1.000000
189.059337,429.141998,11265034.000000,StdMix3_8;M-H;[12C]6[13C]1[1H]10[14N]1[16O]5,0.910000
215.032679,809.645996,9541809.000000,StdMix3_12;M+Cl;[12C]6[1H]12[16O]6[35Cl]1,0.995000
184.985419,984.966003,9151748.000000,StdMix3_15;M-H;[12C]3[1H]6[16O]7[31P]1,1.000000
129.019156,376.075012,8464504.000000,StdMix3_7;M-H;[12C]5[1H]5[16O]4,1.000000
519.052060,1047.160034,6949925.000000,StdMix3_14;2M-H;[12C]12[1H]25[16O]18[31P]2,0.995000
195.050662,962.453979,6769184.500000,StdMix3_11;M+FA-H;[12C]6[1H]11[16O]7,1.000000
96.969509,1025.500000,4655324.000000,StdMix3_13;M-H;[1H]2[16O]4[31P]1,1.000000
377.120154,429.141998,4618739.000000,StdMix3_8;2M-H;[12C]14[1H]21[14N]2[16O]10,1.000000
177.040176,497.161011,3864313.000000,StdMix3_10;M-H;[12C]6[1H]9[16O]6,1.000000
179.055885,792.809998,3521421.250000,StdMix3_12;M-H;[12C]6[1H]11[16O]6,1.000000
217.029512,809.645996,3057548.500000,StdMix3_12;M+Cl;[12C]6[1H]12[16O]6[37Cl]1,1.000000
170.045639,351.483002,2971603.000000,StdMix3_8;M-H2O-H;[12C]7[1H]8[14N]1[16O]4,1.000000
130.050775,1098.300049,2887059.500000,StdMix3_3;M-H;[12C]5[1H]8[14N]1[16O]3,0.995000
185.021972,824.909973,2362529.500000,StdMix3_11;M+Cl;[12C]5[1H]10[16O]5[35Cl]1,1.000000
128.035219,430.489014,2078859.375000,StdMix3_24;M-H2O-H;[12C]5[1H]6[14N]1[16O]3,0.985000
116.006766,408.045013,1913508.500000,StdMix3_9;M-H;[12C]3[13C]1[1H]3[16O]4,1.000000
370.978590,1013.539978,1813077.750000,StdMix3_15;2M-H;[12C]6[1H]13[16O]14[31P]2,1.000000
194.946271,1024.010010,1707828.750000,StdMix3_13;2M-H;[1H]5[16O]8[31P]2,1.000000
123.027848,527.567017,1211182.125000,StdMix3_1;M-H;[12C]5[13C]1[1H]4[14N]1[16O]2,1.000000
225.061322,792.809998,1041235.187500,StdMix3_12;M+FA-H;[12C]7[1H]13[16O]8,1.000000
260.025539,1051.430054,959049.187500,StdMix3_14;M-H;[12C]5[13C]1[1H]12[16O]9[31P]1,1.000000
520.055303,1047.160034,942293.875000,StdMix3_14;2M-H;[12C]11[13C]1[1H]25[16O]18[31P]2,0.995000
187.019027,824.909973,779288.250000,StdMix3_11;M+Cl;[12C]5[1H]10[16O]5[37Cl]1,1.000000
149.045239,748.338013,702186.437500,StdMix3_11;M-H;[12C]5[1H]9[16O]5,1.000000
216.035861,809.645996,638707.125000,StdMix3_12;M+Cl;[12C]5[13C]1[1H]12[16O]6[35Cl]1,1.000000
378.123524,427.792999,573172.500000,StdMix3_8;2M-H;[12C]13[13C]1[1H]21[14N]2[16O]10,0.995000
142.974861,1019.520020,555843.000000,StdMix3_13;M+FA-H;[12C]1[1H]4[16O]6[31P]1,0.995000
130.022394,376.075012,493343.906250,StdMix3_7;M-H;[12C]4[13C]1[1H]5[16O]4,1.000000
206.967275,984.966003,454265.906250,StdMix3_15;M+Na-2H;[12C]3[1H]5[16O]7[31P]1[23Na]1,0.995000
196.053947,962.453979,445785.468750,StdMix3_11;M+FA-H;[12C]5[13C]1[1H]11[16O]7,1.000000
223.045670,735.288025,415022.250000,StdMix3_10;M+FA-H;[12C]7[1H]11[16O]8,1.000000
