m/z,RT,Intensity,Identification,Prob
188.056150,410.221008,11777325.000000,StdMix3_8;M-H;[12C]7[1H]10[14N]1[16O]5,1.000000
115.003454,347.380005,3380801.500000,StdMix3_9;M-H;[12C]4[1H]3[16O]4,1.000000
168.066190,1243.670044,1451081.625000,StdMix3_22;M-H;[12C]8[1H]10[14N]1[16O]3,1.000000
189.059389,410.221008,936951.437500,StdMix3_8;M-H;[12C]6[13C]1[1H]10[14N]1[16O]5,1.000000
215.032481,785.340027,740283.750000,StdMix3_12;M+Cl;[12C]6[1H]12[16O]6[35Cl]1,1.000000
377.119932,408.773010,379578.062500,StdMix3_8;2M-H;[12C]14[1H]21[14N]2[16O]10,1.000000
337.140219,1246.969971,308572.812500,StdMix3_22;2M-H;[12C]16[1H]21[14N]2[16O]6,1.000000
179.055758,785.340027,254794.421875,StdMix3_12;M-H;[12C]6[1H]11[16O]6,1.000000
128.035152,426.447998,245218.484375,StdMix3_24;M-H2O-H;[12C]5[1H]6[14N]1[16O]3,0.975000
217.029400,785.340027,242204.218750,StdMix3_12;M+Cl;[12C]6[1H]12[16O]6[37Cl]1,0.990000
195.050540,1095.859985,228756.078125,StdMix3_11;M+FA-H;[12C]6[1H]11[16O]7,1.000000
170.045649,410.221008,204690.875000,StdMix3_8;M-H2O-H;[12C]7[1H]8[14N]1[16O]4,1.000000
116.006724,347.380005,157420.296875,StdMix3_9;M-H;[12C]3[13C]1[1H]3[16O]4,1.000000
169.069509,1243.670044,129381.492188,StdMix3_22;M-H;[12C]7[13C]1[1H]10[14N]1[16O]3,1.000000
185.021791,795.809998,108387.710938,StdMix3_11;M+Cl;[12C]5[1H]10[16O]5[35Cl]1,1.000000
190.060103,410.221008,100003.125000,StdMix3_8;M-H;[12C]7[1H]10[14N]1[16O]4[18O]1,1.000000
225.061235,785.340027,84497.304688,StdMix3_12;M+FA-H;[12C]7[1H]13[16O]8,1.000000
216.035677,785.340027,45907.023438,StdMix3_12;M+Cl;[12C]5[13C]1[1H]12[16O]6[35Cl]1,0.985000
149.045120,738.312012,43886.476563,StdMix3_11;M-H;[12C]5[1H]9[16O]5,0.995000
338.143724,1248.609985,42410.835938,StdMix3_22;2M-H;[12C]15[13C]1[1H]21[14N]2[16O]6,1.000000
378.123360,411.670990,41875.058594,StdMix3_8;2M-H;[12C]13[13C]1[1H]21[14N]2[16O]10,1.000000
231.014234,348.950012,40674.023438,StdMix3_9;2M-H;[12C]8[1H]7[16O]8,0.995000
210.037978,440.203003,33969.183594,StdMix3_8;M+Na-2H;[12C]7[1H]9[14N]1[16O]5[23Na]1,0.990000
187.018851,795.809998,31232.283203,StdMix3_11;M+Cl;[12C]5[1H]10[16O]5[37Cl]1,1.000000
177.040016,476.167999,27471.623047,StdMix3_10;M-H;[12C]6[1H]9[16O]6,0.985000
117.007584,347.380005,26638.011719,StdMix3_9;M-H;[12C]4[1H]3[16O]3[18O]1,0.990000
131.034669,730.745972,26248.287109,StdMix3_11;M-H2O-H;[12C]5[1H]7[16O]4,0.995000
161.045209,785.340027,24283.011719,StdMix3_12;M-H2O-H;[12C]6[1H]9[16O]5,0.990000
150.055603,1243.670044,23582.919922,StdMix3_22;M-H2O-H;[12C]8[1H]8[14N]1[16O]2,0.990000
214.071747,1246.969971,20962.255859,StdMix3_22;M+FA-H;[12C]9[1H]12[14N]1[16O]5,1.000000
161.008817,440.203003,15463.043945,StdMix3_9;M+FA-H;[12C]5[1H]5[16O]6,0.980000
204.042776,1225.130005,15332.404297,StdMix3_22;M+Cl;[12C]8[1H]11[14N]1[16O]3[35Cl]1,1.000000
180.059021,785.340027,15004.692383,StdMix3_12;M-H;[12C]5[13C]1[1H]11[16O]6,1.000000
171.049045,408.773010,13660.613281,StdMix3_8;M-H2O-H;[12C]6[13C]1[1H]8[14N]1[16O]4,1.000000
223.045480,586.487000,13364.249023,StdMix3_10;M+FA-H;[12C]7[1H]11[16O]8,0.985000
196.053852,1087.119995,13095.027344,StdMix3_11;M+FA-H;[12C]5[13C]1[1H]11[16O]7,1.000000
129.038459,426.447998,11414.089844,StdMix3_24;M-H2O-H;[12C]4[13C]1[1H]6[14N]1[16O]3,0.975000
