	RT	Std1new_2
169.07373384568902	436.8689880371094	4.344606208E9
113.05894067435393	498.1390075683594	2.696137216E9
232.120919549706	276.0140075683594	1.788976256E9
126.04285017595875	527.4979858398438	1.202431232E9
123.0320186554442	407.3110046386719	1.181427968E9
115.06330814919507	581.1090087890625	1.084075008E9
209.07207643983995	387.04400634765625	7.92393408E8
99.10468164768629	712.219970703125	5.433312E8
226.11775507620078	498.1390075683594	5.05232416E8
188.11600849545647	628.02197265625	4.78055328E8
257.10262782671316	608.9149780273438	4.5434272E8
135.054552740499	494.25799560546875	4.14568736E8
170.077036253444	436.8689880371094	3.7712016E8
149.05108949112358	539.9290161132812	3.41754816E8
131.0946129670488	522.3679809570312	3.35913632E8
233.12420454058196	276.0140075683594	2.49550512E8
131.05821178484345	622.89501953125	2.30087776E8
173.0952262883749	279.7200012207031	1.98711856E8
211.08782578517125	537.4500122070312	1.9357272E8
211.08786093784252	549.9119873046875	1.9104536E8
531.4318369377709	220.06399536132812	1.8513248E8
194.9798690181121	613.8759765625	1.82904368E8
211.0877927660989	522.3679809570312	1.80402688E8
159.0795737548445	284.7099914550781	1.7549704E8
211.0877970696957	569.8889770507812	1.7105592E8
117.07893686680569	571.1329956054688	1.41887824E8
211.08783777749468	592.3270263671875	1.41387984E8
146.06909252939766	632.9869995117188	1.39975664E8
243.08539871696567	562.39501953125	1.36865184E8
151.06328103235577	436.8689880371094	1.34653728E8
464.2420122555938	277.2489929199219	1.336176E8
173.0840285864007	276.0140075683594	1.30892968E8
136.03846949531018	529.9739990234375	1.23320904E8
418.1439160595801	385.8080139160156	1.20107112E8
114.06225215404876	498.1390075683594	1.17231064E8
204.08999974536496	557.4219970703125	1.11619776E8
111.04327130926733	563.6370239257812	9.842768E7
196.99555176301806	537.4500122070312	9.8397056E7
211.0878257237545	463.7170104980469	9.1230576E7
165.07905870964154	498.1390075683594	9.0690216E7
211.08775854840908	620.2420043945312	9.0074168E7
192.98071029267155	613.8759765625	8.9453464E7
329.0523298530709	463.7170104980469	8.685608E7
127.04617046308573	527.4979858398438	7.94682E7
124.03532764122195	405.8999938964844	7.8940776E7
89.04768702458185	648.1179809570312	7.7159024E7
151.04945776136879	589.8510131835938	7.3552152E7
203.0795235425242	551.1539916992188	7.2716264E7
268.0804327624433	528.7349853515625	7.2602512E7
264.10408945764345	1098.050048828125	7.149812E7
