	RT	Std1_1
169.07367289690725	437.9330139160156	3.529385216E9
232.12099379853532	276.91900634765625	1.698471552E9
113.05884265907007	498.43499755859375	1.456343808E9
126.04284920473509	527.6489868164062	1.41445888E9
115.06327026340098	582.531005859375	9.8902176E8
123.03198289202699	405.87799072265625	8.90650688E8
257.1025106627576	609.9869995117188	8.58872128E8
188.11597764717965	628.927978515625	8.03634816E8
135.05442399984264	495.7869873046875	6.88367616E8
209.07211005987705	385.7760009765625	5.84885504E8
170.0769758621523	437.9330139160156	3.07117696E8
149.05103806300795	541.3170166015625	2.87293056E8
131.0581843469185	623.8060302734375	2.54490064E8
233.1242816091485	276.91900634765625	2.46071296E8
173.09528903801242	278.15301513671875	2.014924E8
131.09455587629	522.6619873046875	1.97374192E8
226.11754695223962	499.6700134277344	1.83564192E8
117.07892806845811	571.3250122070312	1.7274288E8
146.06904895834552	635.1179809570312	1.7190464E8
159.0796305324457	283.1310119628906	1.69527648E8
165.07889957049642	498.43499755859375	1.58189072E8
243.08531058330823	563.8289794921875	1.40241792E8
173.08407986990667	276.91900634765625	1.24411448E8
464.24214850138566	276.91900634765625	1.23458168E8
196.99549534758776	538.8369750976562	1.18776672E8
155.06944835325834	632.6400146484375	1.12267856E8
329.052315007095	464.5090026855469	1.10906248E8
136.03847534185445	530.1209716796875	1.09956584E8
151.0632312446904	437.9330139160156	1.08349488E8
204.08990046944515	557.6270141601562	1.04721704E8
174.11157548441514	1033.9200439453125	9.5959816E7
248.11586432431585	302.43701171875	9.311176E7
111.0432322557309	563.8289794921875	8.9408184E7
418.14399383270563	385.7760009765625	8.8566456E7
127.04615998223481	527.6489868164062	8.61116E7
175.0955952232307	657.8510131835938	8.2809048E7
203.07940907834205	552.6110229492188	8.1609336E7
258.1057698118799	609.9869995117188	7.4376648E7
173.0840196564931	620.06201171875	7.04196E7
189.11926740772958	628.927978515625	7.04138E7
268.08045925927615	531.3579711914062	7.0263872E7
244.08785372523383	443.0580139160156	6.9501848E7
114.06216436561405	499.6700134277344	6.4128716E7
190.1104670093103	618.8259887695312	6.2246492E7
89.0476499936138	648.9869995117188	6.1998672E7
151.0493483568583	591.2509765625	6.124388E7
403.19916430785037	241.86300659179688	6.1051636E7
124.03529806034167	405.87799072265625	5.9317004E7
221.08982831706788	552.6110229492188	5.7794608E7
119.05821779761784	620.06201171875	5.6371228E7
194.9963091942997	538.8369750976562	5.6205836E7
279.0843745586019	609.9869995117188	5.5022328E7
116.06657618210161	582.531005859375	5.419128E7
147.05306394663248	606.2730102539062	5.1942744E7
354.05585487593083	300.95098876953125	4.845254E7
129.0425756782948	635.1179809570312	4.6427756E7
254.10286235433566	276.91900634765625	4.5697772E7
231.0539838932966	384.5400085449219	4.4593564E7
210.07545477988742	385.7760009765625	4.1290408E7
206.15181258822105	255.63900756835938	4.057302E7
151.06328183794656	528.885009765625	3.9612156E7
382.08710369202083	218.7969970703125	3.8741004E7
486.17093079056474	563.8289794921875	3.8373908E7
136.05776742372717	495.7869873046875	3.7092688E7
284.1402981679419	384.5400085449219	3.6803172E7
277.1787668930641	276.91900634765625	3.6316552E7
160.00396250827393	460.75299072265625	3.5869588E7
465.24564000032063	276.91900634765625	3.5319676E7
169.00439988612283	646.4739990234375	3.5055944E7
126.04283515055828	404.64300537109375	3.4930804E7
187.0633027156412	556.333984375	3.28278E7
132.02448408108495	541.3170166015625	3.184375E7
243.07172721398703	552.6110229492188	3.1842642E7
169.07388224582755	483.3080139160156	3.1605458E7
386.17262880091045	241.86300659179688	3.1091404E7
440.12602048027964	387.01300048828125	3.0825882E7
233.06955981949326	446.78900146484375	2.872479E7
307.1894111085083	275.6839904785156	2.8540882E7
127.94612125087502	1333.530029296875	2.7565894E7
119.07342943255416	498.43499755859375	2.632135E7
211.06788067020136	385.7760009765625	2.5145578E7
145.15780115461266	668.0029907226562	2.4278942E7
174.09861740988467	278.15301513671875	2.3402518E7
226.11048873766063	258.16400146484375	2.3154206E7
145.15784381164457	639.0449829101562	2.3091142E7
232.90733965972748	1350.219970703125	2.2028072E7
192.99823411494734	538.8369750976562	2.1882402E7
290.0623977595584	527.6489868164062	2.174932E7
80.0374085663167	527.6489868164062	2.1665192E7
158.06907337345493	657.8510131835938	2.159965E7
203.07937822623165	592.4869995117188	2.1401994E7
167.07347493618087	258.16400146484375	2.1303322E7
198.99566000901743	538.8369750976562	2.0995662E7
531.4321754964161	221.2760009765625	2.0801704E7
337.33423473165675	230.35400390625	2.025485E7
264.10409746508196	1109.9599609375	2.0085794E7
234.9054971219686	1362.1500244140625	1.9272386E7
171.07736480564026	435.2869873046875	1.8961924E7
190.0952179253142	705.9080200195312	1.8883046E7
121.06396577099784	528.885009765625	1.8875774E7
173.0313359361048	591.2509765625	1.873716E7
233.06963318459415	535.072021484375	1.8346958E7
248.11304698621527	498.43499755859375	1.8189726E7
233.06960660037555	596.1939697265625	1.8156522E7
233.0696380010457	550.1270141601562	1.7985958E7
266.1644522059215	233.02200317382812	1.7802524E7
114.05584135536958	499.6700134277344	1.7734784E7
145.15784109886604	613.8790283203125	1.768376E7
179.96890491973863	538.8369750976562	1.7147736E7
160.08294006809527	284.3689880371094	1.7070592E7
193.99883781288196	538.8369750976562	1.6514456E7
162.12554929819	261.9020080566406	1.6398735E7
227.12094366795722	499.6700134277344	1.6320088E7
254.12976531973268	384.5400085449219	1.6066888E7
166.08217485129026	499.6700134277344	1.5960372E7
170.07081823478694	437.9330139160156	1.5765775E7
233.06966047566272	573.8090209960938	1.5442692E7
134.03669532585118	528.885009765625	1.5332536E7
135.0409600369212	500.9070129394531	1.483366E7
174.08737783505993	278.15301513671875	1.4785042E7
150.05437201583842	541.3170166015625	1.4752556E7
179.07923878100613	648.9869995117188	1.4592221E7
419.14751248048617	385.7760009765625	1.4507169E7
241.27661403542052	36.624698638916016	1.4396294E7
204.07213842575646	276.91900634765625	1.4385424E7
145.15787192209808	591.2509765625	1.431097E7
173.0801096631238	632.6400146484375	1.4218856E7
233.06959021935864	405.87799072265625	1.4185537E7
404.2027238946909	240.61900329589844	1.4164821E7
244.08856898805564	563.8289794921875	1.3996583E7
146.1054095291719	958.27197265625	1.3944399E7
75.06839632553601	518.8900146484375	1.3884906E7
161.0687045131141	648.9869995117188	1.3786385E7
73.06396743885168	999.8280029296875	1.3746951E7
132.06152141233605	623.8060302734375	1.3734167E7
185.06880943468613	551.3679809570312	1.3623991E7
249.11914285344022	302.43701171875	1.3577484E7
212.09113582668346	571.3250122070312	1.3434572E7
266.0697344966045	444.2959899902344	1.3313204E7
151.0467928600457	541.3170166015625	1.3107011E7
133.05268194723956	435.2869873046875	1.3089373E7
303.2408303170283	230.35400390625	1.3044899E7
234.12788991469884	274.4490051269531	1.3016725E7
132.09787024115968	522.6619873046875	1.2613496E7
233.06954844178605	506.031005859375	1.2570392E7
136.05149651918455	497.20001220703125	1.2419804E7
197.07755619079632	657.8510131835938	1.2299337E7
205.09323204575975	557.6270141601562	1.2280357E7
265.0671830567745	562.5900268554688	1.2125391E7
132.05343688436773	639.0449829101562	1.1943055E7
242.09005920780962	404.64300537109375	1.1916746E7
223.1782967867736	256.91900634765625	1.1906803E7
212.09110776773696	538.8369750976562	1.1610126E7
233.06957921726976	620.06201171875	1.1556451E7
127.039892985931	528.885009765625	1.151532E7
162.0009930459615	460.75299072265625	1.1377907E7
323.0516152006233	616.3519897460938	1.1285626E7
103.04553801812825	541.3170166015625	1.105794E7
202.0477445197606	533.833984375	1.087309E7
148.0160799394159	597.4290161132812	1.0833149E7
653.3243448850903	221.2760009765625	1.0807187E7
330.056161504162	464.5090026855469	1.0646923E7
324.0356077975027	585.0089721679688	1.0580733E7
399.2034651578094	627.6920166015625	1.0492027E7
218.07658077144285	480.77398681640625	1.0393823E7
201.1728607194035	448.02801513671875	1.0370402E7
132.0687299572281	355.3760070800781	1.0360196E7
540.1405155440161	465.74798583984375	1.0351173E7
170.98560722922804	424.10101318359375	1.0342961E7
