,mz,rt,into,maxo,intb
1,114.110670560855,2.17829,78428.2089466553,29743.888671875,78422.8961866553
2,156.149545128661,3.44467,121226.237389272,39349.44140625,120552.761525038
3,167.154218474487,4.70179,275343.691736953,127763.203125,270299.123328729
4,184.18086585009,3.44467,119451.376619927,52842.34375,119446.063859927
5,337.12557427382,3.44467,48413.7693810645,13177.4013671875,46490.5213551437
6,458.284859232167,3.44467,50571.567089209,13265.13671875,49142.2185959807
7,139.122952600235,3.44467,452096.681076758,123332.234375,437363.811727438
8,141.138583323815,3.44467,329000.701702912,110151.453125,326160.814961426
9,143.154344129738,3.44467,182895.809690166,49159.296875,179127.978692571
10,75.0997914608093,3.44467,200207.345162839,31810.849609375,175793.848593001
11,115.122942638246,3.44467,551201.813490098,134084.140625,522494.61623005
12,88.0756478014111,5.95692,4255604.5120875,486548.84375,4255595.1427275
13,252.216484886219,5.95692,264596.560817139,46283.83984375,237767.961768879
14,302.23210396119,7.58554,207420.735809834,37435.0703125,190770.220569887
15,128.993508480335,19.2544,73766.2648243555,16897.767578125,73760.9487443555
16,694.844859528689,21.7623,103381.36431293,35623.4375,101864.094231605
17,188.117698726958,33.3187,142005.535545793,18669.32421875,136434.335280182
18,225.145981172565,33.3187,229204.071856161,45970.4140625,195212.899342362
19,151.011613714744,10.0957,2033695.86821792,76819.6953125,1491430.21890992
20,111.091650178081,4.70179,1083588.79956102,280514.71875,775692.980143129
21,182.053662760969,72.6761,214413.281466826,56760.1328125,205074.884574622
22,201.0982201752,73.9299,118201.474672031,41789.671875,114136.479440709
23,172.205909539238,25.5249,10570156.6405002,249916.03125,10453633.5089975
24,185.139667171387,75.1836,379202.206577441,60918.765625,335540.192604297
25,102.127681589896,4.70179,1288569.26855054,117179.65625,909800.441762017
26,244.290615434135,30.6262,3027609.15322523,203025.515625,2947324.87955047
27,196.100387243479,65.0631,1254122.66340515,120986.8203125,611455.567757363
28,125.082175273445,100.49,190566.328210189,38575.50390625,172070.851849349
29,199.119131445676,100.49,286142.348309675,42541.55078125,244872.316690082
30,125.032187241823,103.043,50483.4448619532,10430.4521484375,50478.3919019532
31,140.043000006962,101.788,549316.336296479,65173.8671875,406425.351104874
32,160.108004607797,101.788,214162.599228392,35617.5390625,187058.181560706
33,146.0923570926,103.043,297552.629675488,53785.80859375,214301.41759082
34,188.102924038568,103.043,382575.286217854,51805.09765625,290505.773989525
35,118.061048846117,101.788,452784.533992944,57411.8828125,387829.403386175
36,149.013418028668,4.70179,2209532.27642219,176355.4375,1752165.84698509
37,160.071627913695,101.788,383472.337397478,46291.33203125,302688.010237829
38,113.107240227539,3.44467,2366978.22666987,464177.09375,2084475.19963206
39,201.098328451736,128.356,101388.969771159,20634.423828125,99232.0394684869
40,199.119101045482,128.356,663831.268143998,62272.33984375,542511.055536529
41,160.07165294349,128.356,416608.886666735,60002.359375,315610.056588986
42,158.111773829722,129.61,510413.620884836,71683.9453125,384689.43532051
43,169.144765766655,129.61,1022168.90918411,90312.1328125,736349.767051861
44,173.103342377163,127.103,599457.85145625,45136.515625,520476.847296815
45,188.103034889726,129.61,399840.1756375,52182.16015625,351432.0095125
46,225.145872253259,127.103,473072.869081731,60089.85546875,350669.043042959
47,140.04304367903,129.61,754769.293757813,59414.39453125,572055.721057808
48,141.102367180292,185.63,358646.448261719,61020.05859375,335515.230966347
49,175.071342187795,188.14,57952.9857902344,12123.6962890625,57947.9665902344
50,140.043022402099,186.886,396868.060952962,50274.125,342852.78429844
51,174.087360788094,186.886,414054.079886949,46534.84765625,284958.17837374
52,103.050220584355,188.14,414790.142405048,43695.046875,281386.93139548
53,187.224947176023,175.505,979790.680755615,78589.515625,952003.363066128
54,288.224368126629,198.264,162620.741383203,41767.26953125,162615.654183203
55,311.126019727164,205.867,198348.552741016,63057.046875,198343.550341016
56,413.120913979111,205.867,320231.644301758,63188.94140625,320224.062873186
57,729.156936181068,205.867,123744.487686767,31887.83203125,123394.772771546
58,357.146294212834,207.116,171369.562988281,48294.76171875,171363.312988281
59,416.267101855512,205.867,251346.200930078,43807.75390625,250797.452106515
60,460.293848851101,207.116,99994.7766113281,22475.517578125,99988.5266113281
61,183.149194581649,209.617,132585.216054796,40874.98828125,130571.695543699
62,433.107779762844,205.867,774684.533211589,158174.03125,774674.374100478
63,473.100299789852,207.116,414845.595809028,68241.0234375,414836.706586806
64,609.136398687955,208.366,159917.175104688,50181.19140625,159912.107904688
65,290.188832193196,208.366,474861.51835332,74699.8671875,474851.46155332
66,350.206365454608,209.617,292575.399146851,66288.1328125,292567.836896851
67,434.779811408657,209.617,115829.062273437,40971.73828125,115823.996673437
68,625.131582559075,207.116,397664.875650766,63114.98046875,397650.984343074
69,299.257912088161,213.448,373138.154559376,101661.109375,373133.099359376
70,412.129160988564,205.867,3791409.06594754,493801.46875,3791392.65623326
71,228.268475527719,212.201,1279073.70930762,86334.8984375,998135.796283694
72,281.24732420231,214.692,92874.97236582,21044.126953125,92869.92356582
73,337.052900747628,213.448,310727.275503626,72045.71875,310719.724075055
74,397.110208603073,213.448,289404.027400948,77236.6484375,289396.475972376
75,411.125783028532,205.867,14770788.4694448,2061589.75,14770769.5619448
76,429.078972517836,213.448,349136.430876115,64157.109375,349128.879447544
77,452.167432752894,214.692,329775.099010851,61402.06640625,327900.625298291
78,215.070351108882,214.692,277969.16455957,72523.4140625,277962.87205957
79,316.284764245048,214.692,301359.450897216,63428.4921875,301350.657147216
80,426.188473091721,213.448,304092.214293324,49791.60546875,282341.781638405
81,466.175272549384,213.448,644678.70649485,131169.4375,644667.430313032
82,469.194545449215,213.448,413383.307455078,80914.1484375,413375.765455078
83,473.145857430504,213.448,418155.259992188,97417.7734375,418147.717992188
