	RT	Std1_2
169.07381358363807	437.3819885253906	3.920616704E9
232.12105399177958	276.04998779296875	1.88552512E9
113.05892698067133	498.43798828125	1.488808576E9
126.04294183328182	527.7059936523438	1.428028544E9
115.06327131032661	581.3159790039062	1.076670976E9
123.03193536709284	406.1470031738281	1.037701824E9
257.1027422558186	610.1710205078125	9.7141952E8
188.11598754749147	629.2589721679688	8.82851136E8
135.05451224219388	495.7919921875	7.67793344E8
209.07211086185106	385.7130126953125	7.09946816E8
170.07711734356178	437.3819885253906	3.42194624E8
149.05108620757892	541.3690185546875	3.33424896E8
131.05822805570577	622.9030151367188	3.21407648E8
233.1243482148122	276.04998779296875	2.5799544E8
131.09466489307832	521.4500122070312	2.17391232E8
146.06908523230464	634.2100219726562	2.12325792E8
173.095353461498	278.5199890136719	1.95445424E8
226.11772376906464	498.43798828125	1.905632E8
117.07897006249988	571.3040161132812	1.90173712E8
159.07967844740304	283.50299072265625	1.74318688E8
243.08540071736917	562.5780029296875	1.64079872E8
174.11157535693974	1029.510009765625	1.63348576E8
165.07900668772797	498.43798828125	1.57576912E8
155.0694860331204	630.4959716796875	1.51385296E8
136.03856785465123	528.9429931640625	1.37600208E8
173.084127077712	277.2860107421875	1.34119504E8
329.0522574470753	463.9830017089844	1.31847008E8
196.9955507477364	538.8880004882812	1.29840592E8
151.06334972704065	437.3819885253906	1.28305352E8
464.2423210188942	276.04998779296875	1.27593416E8
204.08997442705552	556.3400268554688	1.14390168E8
111.04327229553918	562.5780029296875	1.12179984E8
248.11587260604395	301.3680114746094	1.1160252E8
203.0795230373693	551.3670043945312	1.0517788E8
175.09569060427728	656.906982421875	1.02839632E8
418.14400064421915	385.7130126953125	1.02492864E8
127.04626505237823	527.7059936523438	9.062548E7
173.0840796438853	619.0139770507812	9.0306144E7
258.10602118409037	610.1710205078125	8.3698448E7
244.08804650464103	442.5069885253906	8.0970136E7
268.08063374651545	528.9429931640625	7.9757576E7
354.05587869969804	300.1319885253906	7.8220248E7
189.1192896417384	628.0230102539062	7.5406136E7
190.1105440347283	619.0139770507812	7.4145592E7
151.04941872173714	590.0180053710938	7.394E7
221.08995257798807	551.3670043945312	7.114468E7
264.1040844542824	1104.47998046875	7.0456152E7
89.04770520995281	648.0469970703125	7.0075992E7
124.03524611089368	406.1470031738281	6.8922656E7
114.06224279558552	498.43798828125	6.8159752E7
119.05826982158784	619.0139770507812	6.7066288E7
279.08461933330386	610.1710205078125	6.4324652E7
194.99637337779674	537.6480102539062	6.3939092E7
147.05319348942973	605.0380249023438	6.190116E7
129.04259958835746	634.2100219726562	5.9925928E7
116.06657589032383	581.3159790039062	5.9489672E7
403.19917234715587	242.2270050048828	5.8667488E7
173.0800894232193	632.969970703125	5.775776E7
254.10296370476735	276.04998779296875	5.1171444E7
210.07546404978712	385.7130126953125	4.9973996E7
486.1711477597839	562.5780029296875	4.9951284E7
206.15181086051228	256.0159912109375	4.982506E7
231.05400505523315	383.239013671875	4.85119E7
190.1106094241964	602.5579833984375	4.2266876E7
243.07184878082785	551.3670043945312	4.2139628E7
169.0045055803844	646.7739868164062	4.0748928E7
136.05784279930103	497.2030029296875	4.0099704E7
440.12598480458774	385.7130126953125	3.9325E7
160.00397420348688	460.2279968261719	3.776138E7
132.02453056203063	541.3690185546875	3.7663312E7
284.14028070099494	385.7130126953125	3.753436E7
126.04279011517451	403.677001953125	3.7187828E7
151.06338718507138	527.7059936523438	3.6656764E7
173.0840468509996	650.5239868164062	3.6515524E7
465.24579766025096	277.2860107421875	3.6473644E7
187.063370012934	557.6160278320312	3.618872E7
382.08717827337944	218.41600036621094	3.5385456E7
233.0697095121259	446.2229919433594	3.4694716E7
386.17264233809175	242.2270050048828	3.224738E7
211.06788347597262	385.7130126953125	3.1193138E7
162.1255489857189	261.0039978027344	3.0800136E7
190.11054475160148	650.5239868164062	3.0418656E7
127.94613409985364	1331.489990234375	2.9145452E7
307.1895079471602	276.04998779296875	2.88454E7
155.06949394084134	659.3880004882812	2.8346808E7
158.06916299588798	656.906982421875	2.7730976E7
119.07351691895987	497.2030029296875	2.7671722E7
290.0625895136282	528.9429931640625	2.7088306E7
173.03140568461913	590.0180053710938	2.4813698E7
80.03747025507332	527.7059936523438	2.4000618E7
130.121843355698	668.27001953125	2.377035E7
192.99831240357872	537.6480102539062	2.3758468E7
226.11047713181244	257.260986328125	2.3351152E7
