	RT	Std1
169.07379203663353	435.7590026855469	3.81326848E9
113.0588644335658	500.14801025390625	2.308728576E9
232.12087605985298	277.885986328125	1.584939392E9
126.0429275424527	528.323974609375	1.285319808E9
115.06327415921709	582.1010131835938	9.67811008E8
123.03198648152976	407.9750061035156	8.65709824E8
257.1025098741839	609.9439697265625	6.17870144E8
209.07210928186348	387.85699462890625	6.12294528E8
188.11598318800395	629.0390014648438	5.2812592E8
99.10468282204899	720.7630004882812	4.85237248E8
226.11761720627973	498.9110107421875	4.22604096E8
170.07709809043382	435.7590026855469	3.42074752E8
135.05446316160393	495.0270080566406	3.30865568E8
149.05109856780336	540.7559814453125	2.89682528E8
131.09460288815893	523.1929931640625	2.79477056E8
131.05819062949632	623.916015625	2.6759416E8
233.12414757045198	277.885986328125	2.2062672E8
173.09519159502344	280.35699462890625	1.73974992E8
194.97976844352033	615.0780029296875	1.69415552E8
211.08779461709005	539.5170288085938	1.66802192E8
146.0690543252968	633.9970092773438	1.66634784E8
211.08775646608441	570.7360229492188	1.595124E8
159.07955543599104	284.1080017089844	1.54035952E8
117.07892030930802	571.97998046875	1.42983808E8
211.0877461964218	523.1929931640625	1.40923968E8
243.0853256117201	564.4869995117188	1.31079808E8
211.0877077338833	595.9310302734375	1.30025192E8
151.06333931442217	439.6390075683594	1.1918752E8
173.0839847253645	277.885986328125	1.0576536E8
114.06217693213273	498.9110107421875	1.02865896E8
418.1439811722221	386.62200927734375	1.0091476E8
155.06946317476965	632.7579956054688	1.00664976E8
464.2418619778892	277.885986328125	9.7609336E7
329.0522673618373	464.9570007324219	9.5953016E7
175.09560619774888	657.97998046875	9.4784032E7
136.03853588254697	528.323974609375	9.3063528E7
204.0899260633788	556.9819946289062	9.3029376E7
196.99553100597737	538.2769775390625	9.1745632E7
165.07894726761836	498.9110107421875	8.8503184E7
111.04324009133101	564.4869995117188	8.5554712E7
192.98060851757947	615.0780029296875	8.0502088E7
127.04624739535514	528.323974609375	7.8136848E7
211.08777238684422	464.9570007324219	7.6865912E7
89.04766106950855	649.093994140625	7.0703688E7
124.03529954877337	407.9750061035156	6.042706E7
203.0794330011247	552.0139770507812	5.9162204E7
211.08770557196954	647.85498046875	5.8239904E7
268.0805695417512	530.801025390625	5.7104888E7
232.1210799422896	301.81500244140625	5.6373304E7
151.04935058943965	590.9520263671875	5.4561372E7
231.05398243657154	389.0929870605469	5.4201212E7
248.1158805596151	301.81500244140625	5.3937236E7
279.0843846907349	609.9439697265625	5.362668E7
258.10579041211315	609.9439697265625	5.3176264E7
116.0665842026048	582.1010131835938	5.2802236E7
131.06942027788892	633.9970092773438	5.0794656E7
254.1027196244947	277.885986328125	4.9639372E7
119.05820610224713	621.2639770507812	4.8271696E7
174.11158342565795	1031.219970703125	4.7034276E7
189.1192739948822	629.0390014648438	4.51491E7
210.07545062157516	387.85699462890625	4.464396E7
129.04260301122238	633.9970092773438	4.4400832E7
194.9963457757683	538.2769775390625	4.3168844E7
354.0558789893178	300.57598876953125	4.2532756E7
221.08988153936852	552.0139770507812	4.08634E7
440.12597382272605	386.62200927734375	4.0579224E7
147.0530838514242	606.052001953125	3.9619164E7
126.04283421912275	404.0920104980469	3.8115696E7
162.1255542079642	261.62799072265625	3.6750032E7
486.17096139059356	564.4869995117188	3.6702148E7
151.06335716235415	528.323974609375	3.5678716E7
100.10804706593372	720.7630004882812	3.3825216E7
227.12107816254735	500.14801025390625	3.3596168E7
132.02453200414251	540.7559814453125	3.252345E7
190.98242315921271	615.0780029296875	3.2097634E7
277.1786092709989	280.35699462890625	3.1545414E7
196.97992901483784	615.0780029296875	2.9270836E7
187.06332102762678	556.9819946289062	2.872128E7
160.0039525541772	461.20098876953125	2.7318572E7
465.24531281955143	277.885986328125	2.6788462E7
233.06965406274153	549.4979858398438	2.6624654E7
179.07927064138596	649.093994140625	2.6511276E7
382.08711355997644	218.53199768066406	2.6471474E7
114.05585914592073	498.9110107421875	2.6282178E7
211.08772486769814	401.5559997558594	2.5462256E7
158.06907815747772	657.97998046875	2.5189718E7
211.06788367778952	386.62200927734375	2.5169626E7
264.10409877775714	1105.4000244140625	2.4975066E7
127.94612731481241	1331.0400390625	2.4607582E7
243.0717468426304	552.0139770507812	2.4604328E7
191.98314443248353	615.0780029296875	2.449629E7
161.06872400269748	649.093994140625	2.4116458E7
169.00442015629378	646.5800170898438	2.3659864E7
135.04091080285448	498.9110107421875	2.2942822E7
173.0313248417452	590.9520263671875	2.2474352E7
232.90734632748988	1347.9599609375	2.2391154E7
233.0695687038843	621.2639770507812	2.2234558E7
206.15180869470257	256.64898681640625	2.1278464E7
167.05827703795308	430.78900146484375	2.1229076E7
290.06250375894643	528.323974609375	2.1025642E7
132.09791898129782	523.1929931640625	1.9424984E7
653.3243328308012	221.01400756835938	1.9211956E7
234.90550779714255	1347.9599609375	1.9191818E7
80.03745250717033	528.323974609375	1.8989196E7
174.098509841119	280.35699462890625	1.8829538E7
171.07745525570593	434.5260009765625	1.8394184E7
192.99825967211237	538.2769775390625	1.7500916E7
136.0578196066332	495.0270080566406	1.6696964E7
121.06403559653437	529.56201171875	1.6457958E7
201.0612444595042	651.5759887695312	1.6358431E7
78.01389788480886	1304.239990234375	1.6348398E7
248.0995431858085	500.14801025390625	1.6341026E7
170.0709396595913	439.6390075683594	1.5970289E7
176.09493878808226	78.43350219726562	1.5907564E7
241.27665014203578	38.12220001220703	1.5713067E7
150.05442535936808	542.0029907226562	1.5493665E7
198.99570080139884	538.2769775390625	1.5414735E7
233.0695862711456	405.3269958496094	1.5368575E7
254.1297673264863	384.1499938964844	1.5137254E7
132.06152304871173	623.916015625	1.5000798E7
211.08781087564898	301.81500244140625	1.4770099E7
176.04735171352408	238.93099975585938	1.4672622E7
160.0828729072684	282.8659973144531	1.4549005E7
197.07755320519587	657.97998046875	1.4536418E7
134.03676089391982	528.323974609375	1.4397619E7
419.1474912249818	387.85699462890625	1.3913712E7
119.0734726459719	500.14801025390625	1.3656049E7
242.09003603075226	404.0920104980469	1.3575473E7
117.07897150666085	535.760009765625	1.3570321E7
150.0793218126804	303.0889892578125	1.350708E7
193.9988543284746	538.2769775390625	1.3252502E7
303.24082469953674	229.98500061035156	1.3158979E7
179.96893690790026	539.5170288085938	1.3065823E7
148.01605972201452	595.9310302734375	1.306103E7
133.05276525153795	439.6390075683594	1.297948E7
226.11053190604176	256.64898681640625	1.2896926E7
151.04684738786682	540.7559814453125	1.2684886E7
174.08729522107123	277.885986328125	1.2677792E7
249.04343864303868	618.7899780273438	1.237642E7
132.0534483701269	639.1370239257812	1.2322555E7
244.08857889141152	564.4869995117188	1.2286794E7
234.12776569956	277.885986328125	1.2162654E7
167.07347691579315	257.89300537109375	1.2156179E7
103.04557161111516	542.0029907226562	1.2130801E7
212.09109864725895	570.7360229492188	1.2066157E7
212.09114627773778	539.5170288085938	1.1725413E7
248.11308735102895	497.67498779296875	1.1682601E7
222.08920375824087	238.93099975585938	1.1672421E7
146.10541668543155	958.8389892578125	1.1666873E7
150.08920802962228	363.7439880371094	1.1487978E7
265.0672023874061	563.2459716796875	1.1366115E7
167.0582668713898	257.89300537109375	1.127666E7
205.09323437964207	556.9819946289062	1.1268144E7
183.0531819676387	265.4460144042969	1.1111181E7
232.90742696764536	313.35101318359375	1.1032494E7
540.1404592772656	464.9570007324219	1.0992485E7
403.1992684904444	241.42100524902344	1.0936592E7
218.07659619117015	479.99200439453125	1.0876398E7
189.00518988716738	590.9520263671875	1.0497834E7
212.09111543241772	523.1929931640625	1.0283413E7
127.03996503615708	529.56201171875	1.0269478E7
233.06959692868523	639.1370239257812	1.0264479E7
190.09522689030476	705.1939697265625	1.0249711E7
198.1620170820916	229.98500061035156	1.0127594E7
112.02725445216484	446.00201416015625	1.0115951E7
649.1980694366533	387.85699462890625	1.0045231E7
125.01464013224495	642.864990234375	9826170.0
82.07818737196563	716.843017578125	9708954.0
159.06841465627977	301.81500244140625	9645925.0
399.20352291881454	629.0390014648438	9622265.0
330.05614030936607	464.9570007324219	9604202.0
234.90559217719817	315.8389892578125	9587353.0
147.0723870410155	633.9970092773438	9535155.0
212.0910624868093	595.9310302734375	9523268.0
203.07939014369884	592.2260131835938	9522986.0
152.0666739316424	435.7590026855469	9480273.0
204.072062865744	274.177001953125	9406991.0
176.0949383924384	301.81500244140625	9314573.0
