,mz,rt,into,maxo,intb
1589,259.107534816279,300.971,6858272.54143198,839230.5,6811892.05832193
1590,280.139284038828,311.185,245569.602339842,111301.421875,237477.124009254
1591,281.113012722368,309.94,207893.230203515,66994.96875,206830.581934841
1592,299.148801925239,307.456,1822986.88424041,293956,1818553.56715637
1593,358.062188190399,300.971,4453852.51333463,615569.4375,4453833.57533463
1594,391.157254418796,309.94,184276.395805077,74276.765625,184271.387005077
1595,136.104986676368,311.185,1170680.67071267,358822.5,1164640.23604167
1596,145.0512587539,312.472,341063.001019812,112027.9765625,340611.400062849
1597,151.058342977746,303.557,4203410.1529707,564536.25,4075720.74100356
1598,153.131490298752,309.94,764067.768396484,215366.09375,762525.227627289
1599,181.068923679557,311.185,373549.861965169,113141.8046875,373543.606131836
1600,195.058656444424,308.698,647125.860528646,137353.6875,647115.72186198
1601,233.092024499964,311.185,886332.094104552,189249.5,874411.928861714
1602,242.101398951985,311.185,191064.550249999,32776.1484375,188680.34383496
1603,275.102407452858,300.971,4939489.63838324,497807.75,4742579.22036927
1604,439.019530559533,302.32,4460701.86997906,339374,4451438.74801518
1605,504.991349466902,302.32,3572439.02279482,283952.75,3566514.97608456
1606,92.0493618711076,302.32,3315576.20912247,533063,3315556.04347541
1607,123.091643411073,306.035,1162114.19860872,118388.8671875,1014734.63991616
1608,248.113685923647,312.472,110722.141276563,27052.359375,110717.126876563
1609,272.078367373488,308.698,914732.109303849,122179.1015625,900476.186381236
1610,313.118100432454,312.472,348140.253643931,74127.7578125,342088.614268794
1611,440.053533310082,300.971,4544418.19992394,497454.875,4542620.58490291
1612,141.091006799922,296.018,1433368.17681406,138497.1875,1339528.15987461
1613,176.081840279887,306.035,3722774.35670037,359547.78125,3709784.89156927
1614,176.128109102806,311.185,662165.898740411,139877.4375,611165.010315552
1615,190.116712334002,309.94,1876063.87494674,265696.46875,1703387.03096386
1616,208.09677189944,309.94,442611.496105608,72789.5546875,383008.249427297
1617,483.009564972941,302.32,5561466.90580636,520507.28125,5552758.59027586
1618,190.097454532463,300.971,39471878.0883633,3562315,39283208.478261
1619,240.122925609408,308.698,1897409.23274255,200040.015625,1644337.01068182
