	RT	Std2_1in1000
95.98761322368793	1356.510009765625	2.93301568E8
256.2403543264921	214.6840057373047	1.27301552E8
173.96521374944467	1356.510009765625	7.3016072E7
115.94356704188343	1362.9200439453125	5.6260668E7
284.27155581505815	212.1959991455078	4.4809852E7
117.94178465421702	1362.9200439453125	2.434205E7
94.04156879521291	298.7929992675781	2.2310252E7
257.24370288159446	214.6840057373047	2.0951126E7
144.11502459696365	254.6649932861328	1.8148576E7
77.97678317571638	1356.510009765625	1.7943816E7
136.05249516225805	303.875	1.704301E7
96.98719476580811	1356.510009765625	1.7025046E7
233.9320726514981	1356.510009765625	1.2041678E7
97.98448550259799	1356.510009765625	1.1387949E7
256.24035977604353	1359.06005859375	1.1355622E7
285.27491708283355	212.1959991455078	8419661.0
174.96480108657866	1356.510009765625	8053471.0
155.95474351545045	1356.510009765625	7468785.0
195.91316676865048	828.4600219726562	7370794.5
135.98047554268246	1354.030029296875	7240305.5
158.13068811720967	237.9980010986328	6410964.5
204.87627684083296	1351.4100341796875	6263239.5
204.87629878884817	1362.9200439453125	6174015.0
206.87451205994236	1362.9200439453125	6126046.5
174.96480256929186	1366.6400146484375	6019384.5
206.87448453604003	1350.1300048828125	5888950.5
122.03680513694924	353.7489929199219	5577085.0
311.9096140114204	1356.510009765625	5417479.5
116.08372612261725	284.94500732421875	5414034.5
228.20910423879448	218.4980010986328	5019975.0
175.962036493917	1357.8199462890625	4857274.5
215.84013376567557	1338.5699462890625	4748750.5
200.1777563506484	223.66900634765625	4706389.0
284.2715753538127	1360.300048828125	4673703.0
213.8421525021541	1338.5699462890625	4553007.0
209.94199623372154	1354.030029296875	4539018.5
407.9098270763859	1359.06005859375	4366688.5
195.91320539958713	1354.030029296875	3997762.25
141.9934453298268	1356.510009765625	3789311.0
102.06791218444327	337.1839904785156	3758675.25
136.95238608986762	1364.1600341796875	3397492.25
141.99343879388738	1366.6400146484375	3357193.25
242.22477148274527	215.92799377441406	3342833.75
130.09943509512794	264.739013671875	3205992.0
97.99187604226037	1354.030029296875	3178714.0
116.08373206380409	296.29400634765625	3101047.75
172.14643723947026	231.39100646972656	3060600.25
329.93254279032635	1365.4000244140625	2984467.5
195.94723990076795	1354.030029296875	2975830.5
173.97753752653338	1364.1600341796875	2859513.25
204.87627570239874	1393.010009765625	2794109.75
293.89892809728667	1356.510009765625	2712166.0
219.97077977328786	1355.27001953125	2701422.25
195.91316996875568	888.3510131835938	2668661.5
95.99994224206843	1364.1600341796875	2641846.5
195.91319658056545	1367.989990234375	2594838.5
252.10331218208353	214.6840057373047	2579612.25
251.9550776766023	1365.4000244140625	2388528.0
206.8744851858105	1393.010009765625	2244897.25
195.8759442403888	1338.5699462890625	2232777.0
212.14138060751296	240.49099731445312	2231240.5
233.9320369276552	702.0399780273438	2214389.25
266.1552340502597	1360.300048828125	2191562.25
156.11512336231837	237.9980010986328	2157966.25
172.00425982394182	1350.1300048828125	2134748.75
257.2436840091314	1357.8199462890625	2093097.125
195.94725174143164	1366.6400146484375	2082462.125
251.95505596137554	1377.030029296875	2054342.25
254.22472083288227	1362.9200439453125	2051629.25
233.93205205805899	685.656005859375	2031821.625
293.89893264092484	1365.4000244140625	2017855.25
117.94178197824394	32.49140167236328	1966047.75
197.87415790680373	1335.9000244140625	1951784.625
76.0154806362729	379.06298828125	1900543.25
217.8377061095205	1338.5699462890625	1861680.625
117.9359379376291	1354.030029296875	1827176.375
266.1552233852892	205.8769989013672	1772988.5
206.16712495678487	236.7519989013672	1768626.625
95.99999081956314	1344.989990234375	1764431.375
211.93898175233846	1354.030029296875	1749121.0
234.93162207425627	1365.4000244140625	1698998.0
234.93164768051133	1365.4000244140625	1698998.0
233.93204084418917	733.6309814453125	1695731.375
95.04493844545333	298.7929992675781	1691038.125
371.876290759396	1357.8199462890625	1665096.625
258.24713854518507	215.92799377441406	1651663.75
88.05204423991415	387.9169921875	1648094.875
236.9610179757771	1350.1300048828125	1645014.75
145.11840879374617	254.6649932861328	1642620.25
287.91934217499175	1352.7900390625	1639830.625
228.20913279904724	1364.1600341796875	1615558.375
151.9697693987131	1325.5400390625	1518704.0
137.05577651692565	303.875	1511660.375
195.8759663987372	22.370100021362305	1484401.75
233.93203616994	640.2780151367188	1483706.25
295.8071873480787	1359.06005859375	1481688.625
273.89055349080877	811.9910278320312	1472887.25
233.9320359871081	755.1090087890625	1471263.25
195.875964027925	9.44381046295166	1455776.125
282.25589977366513	1361.5699462890625	1427821.625
214.19346136397382	219.7429962158203	1424063.625
195.87596345467182	64.10759735107422	1394788.125
195.87596907939167	305.1239929199219	1392773.0
138.94785639713245	1362.9200439453125	1376680.25
126.9074127198747	1333.4200439453125	1358200.125
195.87596944378703	94.49549865722656	1354621.875
86.03636608013404	395.4320068359375	1343030.375
130.06305782387804	377.8089904785156	1341607.5
155.95471884937862	694.4949951171875	1336233.125
174.96477849165353	695.7449951171875	1330785.25
197.8741791974816	38.84590148925781	1311856.0
195.8759660053192	119.85800170898438	1308707.25
163.967551710109	1335.9000244140625	1308504.875
174.96479818503417	1401.949951171875	1304046.0
208.87267874277737	1351.4100341796875	1294941.75
195.8759677440627	341.12799072265625	1288003.125
197.8741853718208	305.1239929199219	1278818.875
195.87596871186238	362.6029968261719	1278809.125
208.87271035115384	1362.9200439453125	1263051.5
197.87418474355755	100.85600280761719	1254909.125
116.94694480008248	1362.9200439453125	1248996.5
195.87596938880915	137.55099487304688	1246865.5
235.92894944141668	1365.4000244140625	1245603.5
117.93593574610829	1401.949951171875	1215932.0
242.22474591661017	1361.5699462890625	1213647.5
186.16203429550927	228.70799255371094	1209778.5
195.87596972636794	153.99200439453125	1204789.625
196.91316102205212	830.968017578125	1197545.125
195.8759683759043	390.4219970703125	1194308.75
197.87418119676343	119.85800170898438	1193719.125
204.87628078230276	1413.4000244140625	1187718.0
197.87418359282003	333.239013671875	1157590.875
240.20912359346408	217.20899963378906	1138821.5
116.01095457040654	554.6840209960938	1127371.875
285.2749157788648	1360.300048828125	1121455.75
195.87596649283205	410.6369934082031	1117527.125
282.2559706941701	213.43899536132812	1113640.75
197.87418458229456	143.86599731445312	1105455.75
195.91318740570208	1424.72998046875	1097668.375
148.03722901744396	597.4749755859375	1097333.125
293.8091413114675	1350.1300048828125	1096038.125
140.0143675917718	1366.6400146484375	1092978.75
270.21966910300023	217.20899963378906	1090349.625
74.03618983913994	439.67999267578125	1088891.25
206.87449085411083	1412.1500244140625	1087782.0
129.04263884681646	488.88299560546875	1087743.875
198.16206782046524	223.66900634765625	1066400.125
134.02154629620858	649.1129760742188	1056128.25
195.91315791559774	1254.760009765625	1036650.375
304.7728992322692	1346.22998046875	1029509.375
197.8741882913002	170.4770050048828	1019256.4375
233.93204515828708	888.3510131835938	1013428.375
200.17776162146623	1350.1300048828125	1006096.5
326.1917852383788	1354.030029296875	1005647.5
289.916289667073	1354.030029296875	997589.5
206.8397188048377	1338.5699462890625	985633.625
314.93856361115013	1350.1300048828125	982787.4375
204.87628973195623	214.6840057373047	981876.0
312.17624993267617	1357.8199462890625	981864.0
270.25594549246296	215.92799377441406	971178.5625
393.8706422145488	1361.5699462890625	970956.1875
175.96942002750433	1356.510009765625	967921.9375
233.93203592455495	944.1740112304688	946944.125
179.9702889698046	1354.030029296875	946876.625
174.96477995854744	771.541015625	944645.9375
155.95471786563758	631.4459838867188	931929.5625
78.97635901192531	1354.030029296875	930074.3125
155.9547157788806	769.0330200195312	924664.8125
249.08740397126985	1354.030029296875	923410.0
102.03153010767453	421.989990234375	911396.1875
312.9091258012528	1356.510009765625	907043.4375
233.93203844634147	922.5900268554688	901811.125
155.9547228050026	781.6630249023438	889292.0
215.84015054476626	453.52301025390625	888814.1875
204.84171612264777	1331.989990234375	887313.875
126.90737871034906	605.0040283203125	884252.375
310.181582820732	1359.06005859375	874881.25
408.9093729834694	1359.06005859375	874020.375
175.96202221001374	686.9520263671875	873973.5
175.96202897837927	686.9520263671875	873973.5
302.245983571741	213.43899536132812	871073.875
191.9623753110149	1320.31005859375	868321.25
204.8762788323366	23.623899459838867	865177.6875
117.96985773593967	1354.030029296875	853077.3125
195.91315337609552	1221.219970703125	852178.8125
206.87450559243814	215.92799377441406	845900.0
156.9543564547824	1355.27001953125	845592.125
204.87627537592556	9.44381046295166	835667.875
147.97329885468673	1348.8900146484375	834348.8125
195.91316033915075	1181.0899658203125	833602.6875
233.93203728687814	977.5120239257812	831990.875
