	RT	Std2
94.04154252303653	297.3330078125	4.702880768E9
193.07402152113283	351.62298583984375	4.69889792E8
102.03154974591975	471.9739990234375	4.39562208E8
193.07403848324591	307.19000244140625	3.78357728E8
95.04490214405325	297.3330078125	3.61717952E8
118.02646633839193	621.10400390625	3.43249088E8
129.0426492453567	488.7139892578125	3.1868624E8
95.98761103279487	1355.739990234375	2.92340256E8
186.05294399963998	577.2119750976562	2.73119744E8
219.11070378013594	438.50201416015625	2.34741264E8
142.06311769310253	577.2119750976562	2.28753056E8
122.03679697077354	305.9580078125	1.94356176E8
134.02147184064037	649.791015625	1.75704352E8
275.1005688973886	551.9409790039062	1.52072832E8
195.08960147658715	302.260986328125	1.40683232E8
153.09021058415908	419.9360046386719	1.32568536E8
166.03129240702734	377.7919921875	1.23820984E8
188.07981402774163	495.0639953613281	1.19841896E8
156.04225139228137	613.677978515625	1.09206752E8
256.2403351325542	214.64599609375	1.07294592E8
159.08953703478974	375.3059997558594	9.620868E7
149.0702046253385	440.968994140625	9.3087304E7
176.10486462381292	274.66400146484375	8.7576512E7
196.05834483542304	583.7000122070312	8.6103808E7
98.07298072102046	577.2119750976562	8.5027432E7
244.07131662828954	465.7619934082031	8.3416808E7
202.04786039178202	419.9360046386719	8.0763312E7
206.04356248198266	269.6409912109375	7.6922808E7
173.96521432905487	1357.1600341796875	7.15826E7
135.0545218793464	390.1789855957031	6.9257232E7
204.0635180781708	599.9639892578125	6.3122924E7
172.05589034313988	269.6409912109375	6.2110748E7
515.2915037464493	268.406005859375	6.1689768E7
259.10556533131836	357.97601318359375	6.1558056E7
115.94356264055548	1382.0999755859375	6.0771276E7
168.04227861352953	522.9439697265625	5.7280072E7
288.05940367558895	554.5789794921875	5.6635124E7
175.08453008769698	462.0580139160156	5.392676E7
146.02154586550319	405.0379943847656	5.2776228E7
194.07724517566285	351.62298583984375	5.1575284E7
126.04290069559633	421.1700134277344	5.028714E7
284.27154099282893	212.1580047607422	4.8890936E7
243.11081459006158	376.5409851074219	4.327598E7
135.0545336253169	443.4389953613281	4.2531084E7
238.09892589174794	492.4179992675781	4.2046752E7
194.07726858871033	307.19000244140625	4.1916604E7
122.0480218110172	405.0379943847656	3.8492832E7
95.98760400014122	1423.22998046875	3.8040696E7
259.1055390258127	434.7929992675781	3.7933804E7
122.03680640258408	357.97601318359375	3.4880784E7
259.10558045785353	312.1199951171875	3.2850836E7
135.05463540899103	473.3840026855469	3.227087E7
136.05251991221516	296.0989990234375	2.9763728E7
117.94177351141916	1382.0999755859375	2.8190946E7
117.94178310122659	1363.72998046875	2.8060768E7
438.09416088978196	433.5570068359375	2.7979492E7
182.0867866407471	592.3569946289062	2.782352E7
222.03854436470726	359.2099914550781	2.7126318E7
146.06917800445135	535.5059814453125	2.6252606E7
132.05350704681237	586.1710205078125	2.6110256E7
204.0635841005951	581.052978515625	2.537073E7
187.05631132827432	577.2119750976562	2.515579E7
240.06356406136925	534.27001953125	2.3607802E7
220.1140267925501	438.50201416015625	2.3024378E7
104.01079914984379	643.5850219726562	2.2888792E7
156.0423200444945	551.9409790039062	2.1008908E7
202.04792694902477	572.2680053710938	2.0762194E7
438.22142934245267	438.50201416015625	2.0660422E7
103.03491405163753	473.3840026855469	2.0117438E7
112.05238938349092	613.677978515625	1.9490374E7
257.24367684376773	214.64599609375	1.8566614E7
230.12672446639905	359.2099914550781	1.8559456E7
276.10394884858107	551.9409790039062	1.8421844E7
169.08516365810092	567.1400146484375	1.8339522E7
143.0664047666949	577.2119750976562	1.8079514E7
251.10191863977195	443.4389953613281	1.8075746E7
119.05826640132382	638.5800170898438	1.8067134E7
130.02665878466917	304.72601318359375	1.7811714E7
516.2951748008157	268.406005859375	1.7436502E7
130.04601484078705	488.7139892578125	1.728464E7
77.9767802850208	1357.1600341796875	1.7112542E7
96.98719457919238	1357.1600341796875	1.5906523E7
103.0631905653558	400.09600830078125	1.5579366E7
123.04018154039761	305.9580078125	1.5306051E7
119.02983226486185	621.10400390625	1.513361E7
309.10628093070443	571.031982421875	1.4822474E7
297.08966885496903	390.1789855957031	1.4398258E7
196.09294604125265	302.260986328125	1.4326446E7
157.0740397242807	462.0580139160156	1.4128846E7
123.03205517581782	448.4150085449219	1.3958078E7
174.10040936788764	636.0980224609375	1.3586929E7
242.01931142546704	603.7329711914062	1.3462558E7
101.9927134286888	1330.760009765625	1.3352116E7
111.07962040613475	419.9360046386719	1.3162956E7
162.08931309223553	298.56500244140625	1.3127288E7
550.2011866909052	551.9409790039062	1.3008134E7
96.04587181016362	297.3330078125	1.2971743E7
148.0370915420799	622.3410034179688	1.2725195E7
130.0266263873589	633.6170043945312	1.2606165E7
146.05795700072528	301.02899169921875	1.2523762E7
112.0272292656534	554.5789794921875	1.2387319E7
97.97673459110378	607.4500122070312	1.2322728E7
135.0354617045812	546.823974609375	1.2178121E7
117.07902783329517	463.2929992675781	1.1916774E7
97.98448540064238	1354.5	1.179598E7
233.93206464861083	1355.739990234375	1.1643328E7
96.04820601083262	299.7969970703125	1.1610466E7
178.0478075630081	540.6320190429688	1.1594919E7
188.08386520532235	298.56500244140625	1.1490091E7
144.11501972937853	253.4739990234375	1.1371872E7
173.965190884707	700.1589965820312	1.1277752E7
119.05826448749136	1025.68994140625	1.1165971E7
202.04780817820975	612.4019775390625	1.1008532E7
152.04736642763757	359.2099914550781	1.089156E7
270.1580670795042	296.0989990234375	1.0714753E7
256.24035158322533	1362.3699951171875	1.0581238E7
116.01091354472013	649.791015625	1.0398809E7
275.1006477406814	533.0330200195312	1.0184867E7
173.96518052881737	672.552978515625	1.0167277E7
154.09358061135504	419.9360046386719	1.0163763E7
100.01589072819723	302.260986328125	1.0066768E7
270.1580226670774	356.56298828125	9885250.0
386.1480827347456	351.62298583984375	9777894.0
136.0525257446559	356.56298828125	9724042.0
285.2748926038928	212.1580047607422	9526142.0
95.04491602187443	433.5570068359375	9282808.0
