m/z,RT,Intensity,Identification,Prob
167.997001,999.012024,5235878.000000,StdMix1_77;M-H;[12C]3[1H]6[14N]1[16O]5[32S]1,1.000000
155.009731,574.948975,4985867.000000,StdMix1_68;M-H;[12C]5[1H]3[14N]2[16O]4,1.000000
165.019086,354.165985,4952671.000000,StdMix1_52;M-H;[12C]8[1H]5[16O]4,1.000000
169.014115,536.908997,3225117.000000,StdMix1_64;M-H;[12C]7[1H]5[16O]5,1.000000
173.008967,454.041992,2855890.250000,StdMix1_66;M-H;[12C]6[1H]5[16O]6,1.000000
377.086073,798.299988,2525059.000000,StdMix1_87;M+Cl;[12C]12[1H]22[16O]11[35Cl]1,1.000000
353.049303,313.954010,2498081.500000,StdMix1_57;M-H;[12C]19[1H]13[16O]5[32S]1,1.000000
267.073377,617.789978,2396087.750000,StdMix1_11;M-H;[12C]10[1H]11[14N]4[16O]5,1.000000
243.062320,553.109009,1938025.500000,StdMix1_65;M-H;[12C]9[1H]11[14N]2[16O]6,1.000000
129.019263,460.169006,1325995.750000,StdMix1_60;M-H2O-H;[12C]5[1H]5[16O]4,0.980000
287.088788,425.640991,1169905.125000,StdMix1_56;M+FA-H;[12C]11[1H]15[14N]2[16O]7,1.000000
289.068026,551.650024,1052596.125000,StdMix1_65;M+FA-H;[12C]10[1H]13[14N]2[16O]8,1.000000
256.059586,805.601990,957310.000000,StdMix1_3;M+Cl;[12C]8[1H]15[14N]1[16O]6[35Cl]1,1.000000
101.024335,759.690002,841400.687500,StdMix1_88;M-H;[12C]4[1H]5[16O]3,0.990000
379.083096,805.601990,806621.500000,StdMix1_87;M+Cl;[12C]12[1H]22[16O]11[37Cl]1,0.975000
273.073081,470.882996,802016.437500,StdMix1_61;M+FA-H;[12C]10[1H]13[14N]2[16O]7,1.000000
165.040292,566.200012,770354.187500,StdMix1_86;M+FA-H;[12C]5[1H]9[16O]6,1.000000
115.003639,378.806000,732076.437500,StdMix1_53;M-H;[12C]4[1H]3[16O]4,0.970000
103.003633,536.908997,723147.812500,StdMix1_59;M-H;[12C]3[1H]3[16O]4,1.000000
134.047136,894.299988,681429.562500,StdMix1_21;M-H;[12C]5[1H]4[14N]5,1.000000
205.035204,991.554016,666500.437500,StdMix1_89;M-H;[12C]7[1H]9[16O]7,1.000000
101.024355,380.363007,661441.625000,StdMix1_86;M-H2O-H;[12C]4[1H]5[16O]3,1.000000
241.083181,422.463989,657040.437500,StdMix1_56;M-H;[12C]10[1H]13[14N]2[16O]5,1.000000
168.066413,916.950012,656463.187500,StdMix1_19;M-H;[12C]8[1H]10[14N]1[16O]3,1.000000
124.007254,976.020020,630614.062500,StdMix1_24;M-H;[12C]2[1H]6[14N]1[16O]3[32S]1,1.000000
239.077426,827.184021,591363.250000,StdMix1_86;2M-H;[12C]8[1H]15[16O]8,1.000000
85.029407,460.169006,587382.000000,StdMix1_51;M-H2O-H;[12C]4[1H]5[16O]2,1.000000
167.034763,404.588013,553151.750000,StdMix1_55;M-H;[12C]8[1H]7[16O]4,1.000000
