m/z,RT,Intensity,Identification,Prob
165.018889,345.350006,4955201.500000,StdMix1_52;M-H;[12C]8[1H]5[16O]4,1.000000
167.996905,989.513977,3839282.750000,StdMix1_77;M-H;[12C]3[1H]6[14N]1[16O]5[32S]1,1.000000
155.009645,559.656982,3183978.750000,StdMix1_68;M-H;[12C]5[1H]3[14N]2[16O]4,0.875000
173.008849,426.364014,2521094.250000,StdMix1_66;M-H;[12C]6[1H]5[16O]6,1.000000
353.048738,291.389008,1993868.125000,StdMix1_57;M-H;[12C]19[1H]13[16O]5[32S]1,1.000000
267.073133,618.197998,1871990.625000,StdMix1_11;M-H;[12C]10[1H]11[14N]4[16O]5,1.000000
287.088389,414.808990,1764446.250000,StdMix1_56;M+FA-H;[12C]11[1H]15[14N]2[16O]7,1.000000
169.013972,523.078003,1535961.750000,StdMix1_64;M-H;[12C]7[1H]5[16O]5,1.000000
377.085451,798.768005,1506985.625000,StdMix1_87;M+Cl;[12C]12[1H]22[16O]11[35Cl]1,1.000000
163.039813,329.540009,1412690.250000,StdMix1_50;M-H;[12C]9[1H]7[16O]3,0.895000
103.003583,553.588013,1405525.875000,StdMix1_59;M-H;[12C]3[1H]3[16O]4,1.000000
243.062122,542.776978,1343660.125000,StdMix1_65;M-H;[12C]9[1H]11[14N]2[16O]6,1.000000
208.064694,832.685974,1225704.125000,StdMix1_69;M-H;[12C]7[1H]14[14N]1[16O]4[32S]1,1.000000
256.059218,808.247986,1220501.875000,StdMix1_3;M+Cl;[12C]8[1H]15[14N]1[16O]6[35Cl]1,1.000000
273.072852,455.821014,1193341.125000,StdMix1_61;M+FA-H;[12C]10[1H]13[14N]2[16O]7,1.000000
115.003514,364.292999,1101918.750000,StdMix1_53;M-H;[12C]4[1H]3[16O]4,1.000000
289.067713,542.776978,1066457.375000,StdMix1_65;M+FA-H;[12C]10[1H]13[14N]2[16O]8,1.000000
263.096870,1809.910034,879441.937500,StdMix1_47;M-H;[12C]12[1H]15[14N]4[16O]1[32S]1,1.000000
129.019187,428.029999,794641.875000,StdMix1_60;M-H2O-H;[12C]5[1H]5[16O]4,1.000000
165.040178,562.698975,739942.562500,StdMix1_86;M+FA-H;[12C]5[1H]9[16O]6,1.000000
101.024276,374.126007,673758.312500,StdMix1_86;M-H2O-H;[12C]4[1H]5[16O]3,0.915000
241.082907,414.808990,653538.500000,StdMix1_56;M-H;[12C]10[1H]13[14N]2[16O]5,1.000000
167.034624,395.912994,642620.750000,StdMix1_55;M-H;[12C]8[1H]7[16O]4,1.000000
227.067270,455.821014,577542.937500,StdMix1_61;M-H;[12C]9[1H]11[14N]2[16O]5,1.000000
124.007173,977.021973,555638.750000,StdMix1_24;M-H;[12C]2[1H]6[14N]1[16O]3[32S]1,0.995000
266.088306,710.075989,553486.875000,StdMix1_3;M+FA-H;[12C]9[1H]16[14N]1[16O]8,1.000000
535.153814,618.197998,461366.593750,StdMix1_11;2M-H;[12C]20[1H]23[14N]8[16O]10,1.000000
379.082445,798.768005,460559.343750,StdMix1_87;M+Cl;[12C]12[1H]22[16O]11[37Cl]1,1.000000
134.046975,910.205994,458493.750000,StdMix1_21;M-H;[12C]5[1H]4[14N]5,1.000000
166.022167,345.350006,440705.968750,StdMix1_52;M-H;[12C]7[13C]1[1H]5[16O]4,0.995000
354.051891,291.389008,425196.468750,StdMix1_57;M-H;[12C]18[13C]1[1H]13[16O]5[32S]1,1.000000
258.056232,808.247986,410694.781250,StdMix1_3;M+Cl;[12C]8[1H]15[14N]1[16O]6[37Cl]1,1.000000
103.039928,380.783997,395116.656250,StdMix1_51;M-H;[12C]4[1H]7[16O]3,0.995000
