m/z,RT,Intensity,Identification,Prob
167.996956,1011.150024,11583403.000000,StdMix1_77;M-H;[12C]3[1H]6[14N]1[16O]5[32S]1,1.000000
165.018969,351.782990,8061411.000000,StdMix1_52;M-H;[12C]8[1H]5[16O]4,0.995000
155.009611,582.280029,6976373.500000,StdMix1_68;M-H;[12C]5[1H]3[14N]2[16O]4,1.000000
169.013990,526.085022,6799265.000000,StdMix1_64;M-H;[12C]7[1H]5[16O]5,1.000000
163.039777,336.842987,6159337.500000,StdMix1_50;M-H;[12C]9[1H]7[16O]3,1.000000
377.085751,808.223999,5230772.000000,StdMix1_87;M+Cl;[12C]12[1H]22[16O]11[35Cl]1,1.000000
243.062117,550.197998,4822268.000000,StdMix1_65;M-H;[12C]9[1H]11[14N]2[16O]6,1.000000
173.008825,463.045990,4699759.500000,StdMix1_66;M-H;[12C]6[1H]5[16O]6,1.000000
353.048793,306.526001,4687468.000000,StdMix1_57;M-H;[12C]19[1H]13[16O]5[32S]1,0.995000
287.088407,423.730988,4308340.500000,StdMix1_56;M+FA-H;[12C]11[1H]15[14N]2[16O]7,1.000000
267.073159,628.728027,4217017.000000,StdMix1_11;M-H;[12C]10[1H]11[14N]4[16O]5,1.000000
289.067718,550.197998,3441353.000000,StdMix1_65;M+FA-H;[12C]10[1H]13[14N]2[16O]8,1.000000
256.059333,816.804016,3123720.000000,StdMix1_3;M+Cl;[12C]8[1H]15[14N]1[16O]6[35Cl]1,1.000000
347.039742,902.783997,3010779.750000,StdMix1_76;M-H;[12C]10[1H]12[14N]4[16O]8[31P]1,1.000000
208.064720,843.414001,2637909.000000,StdMix1_69;M-H;[12C]7[1H]14[14N]1[16O]4[32S]1,1.000000
167.034669,407.803986,2457392.500000,StdMix1_55;M-H;[12C]8[1H]7[16O]4,1.000000
273.072744,465.983002,2409657.000000,StdMix1_61;M+FA-H;[12C]10[1H]13[14N]2[16O]7,1.000000
187.108521,1069.579956,2257112.750000,StdMix1_27;M-H;[12C]8[1H]15[14N]2[16O]3,1.000000
241.082905,423.730988,2076585.750000,StdMix1_56;M-H;[12C]10[1H]13[14N]2[16O]5,1.000000
124.007174,982.901978,1858441.875000,StdMix1_24;M-H;[12C]2[1H]6[14N]1[16O]3[32S]1,1.000000
129.019200,460.108002,1805848.125000,StdMix1_60;M-H2O-H;[12C]5[1H]5[16O]4,1.000000
166.974781,895.476013,1700028.750000,StdMix1_81;M-H;[12C]3[1H]4[16O]6[31P]1,1.000000
379.082779,808.223999,1634179.875000,StdMix1_87;M+Cl;[12C]12[1H]22[16O]11[37Cl]1,1.000000
239.077241,835.098022,1627587.750000,StdMix1_86;2M-H;[12C]8[1H]15[16O]8,1.000000
145.061547,1093.270020,1610766.375000,StdMix1_30;M-H;[12C]5[1H]9[14N]2[16O]3,1.000000
302.100815,1197.189941,1587154.500000,StdMix1_39;M+FA-H;[12C]9[1H]21[14N]1[16O]8[31P]1,1.000000
337.001881,1011.150024,1551504.875000,StdMix1_77;2M-H;[12C]6[1H]13[14N]2[16O]10[32S]2,1.000000
147.029673,465.983002,1549320.875000,StdMix1_60;M-H;[12C]5[1H]7[16O]5,1.000000
134.047080,902.783997,1481735.250000,StdMix1_21;M-H;[12C]5[1H]4[14N]5,1.000000
174.088060,1147.410034,1471730.000000,StdMix1_35;M-H;[12C]6[1H]12[14N]3[16O]3,1.000000
87.008717,423.730988,1457104.000000,StdMix1_58;M-H;[12C]3[1H]3[16O]3,1.000000
115.003547,368.743011,1349418.500000,StdMix1_53;M-H;[12C]4[1H]3[16O]4,1.000000
101.024313,751.950012,1337497.375000,StdMix1_86;M-H2O-H;[12C]4[1H]5[16O]3,0.990000
227.067194,465.983002,1328234.750000,StdMix1_61;M-H;[12C]9[1H]11[14N]2[16O]5,1.000000
209.030080,1024.219971,1310546.500000,StdMix1_73;M-H;[12C]6[1H]9[16O]8,1.000000
165.040188,566.145996,1266184.250000,StdMix1_86;M+FA-H;[12C]5[1H]9[16O]6,1.000000
101.024317,767.940002,1247078.250000,StdMix1_88;M-H;[12C]4[1H]5[16O]3,0.965000
146.045683,1027.130005,1130015.500000,StdMix1_84;M-H;[12C]5[1H]8[14N]1[16O]4,1.000000
168.066298,921.786011,1108922.125000,StdMix1_19;M-H;[12C]8[1H]10[14N]1[16O]3,1.000000
266.088038,718.781982,1099304.750000,StdMix1_3;M+FA-H;[12C]9[1H]16[14N]1[16O]8,1.000000
279.038919,550.197998,1077938.125000,StdMix1_65;M+Cl;[12C]9[1H]12[14N]2[16O]6[35Cl]1,1.000000
118.050794,1049.689941,1053987.375000,StdMix1_28;M-H;[12C]4[1H]8[14N]1[16O]3,1.000000
354.051872,306.526001,1003389.687500,StdMix1_57;M-H;[12C]18[13C]1[1H]13[16O]5[32S]1,0.995000
258.056324,816.804016,998369.562500,StdMix1_3;M+Cl;[12C]8[1H]15[14N]1[16O]6[37Cl]1,1.000000
135.029743,789.857971,976176.625000,StdMix1_104;M+FA-H;[12C]4[1H]7[16O]5,1.000000
151.039857,348.832001,962010.375000,StdMix1_98;M-H;[12C]8[1H]7[16O]3,1.000000
339.035705,526.085022,951922.187500,StdMix1_64;2M-H;[12C]14[1H]11[16O]10,1.000000
103.003604,471.937012,938216.000000,StdMix1_59;M-H;[12C]3[1H]3[16O]4,1.000000
205.035092,1003.929993,882682.250000,StdMix1_89;M-H;[12C]7[1H]9[16O]7,1.000000
535.154007,625.806030,862858.625000,StdMix1_11;2M-H;[12C]20[1H]23[14N]8[16O]10,1.000000
195.050756,1028.599976,860112.000000,StdMix1_70;M-H;[12C]6[1H]11[16O]7,1.000000
387.114265,956.651978,858052.750000,StdMix1_87;M+FA-H;[12C]13[1H]23[16O]13,1.000000
277.059613,423.730988,856346.500000,StdMix1_56;M+Cl;[12C]10[1H]14[14N]2[16O]5[35Cl]1,1.000000
215.032557,854.885986,835144.187500,StdMix1_85;M+Cl;[12C]6[1H]12[16O]6[35Cl]1,1.000000
214.071902,341.266998,830991.375000,StdMix1_19;M+FA-H;[12C]9[1H]12[14N]1[16O]5,1.000000
