m/z,RT,Intensity,Identification,Prob
167.996787,999.521973,6592064.500000,StdMix1_77;M-H;[12C]3[1H]6[14N]1[16O]5[32S]1,1.000000
165.018878,356.446014,5072375.000000,StdMix1_52;M-H;[12C]8[1H]5[16O]4,1.000000
155.009570,570.432983,4633646.000000,StdMix1_68;M-H;[12C]5[1H]3[14N]2[16O]4,1.000000
173.008729,449.218994,3535851.000000,StdMix1_66;M-H;[12C]6[1H]5[16O]6,1.000000
117.019082,393.441986,2871653.500000,StdMix1_54;M-H;[12C]4[1H]5[16O]4,1.000000
377.085411,794.765991,2834760.250000,StdMix1_87;M+Cl;[12C]12[1H]22[16O]11[35Cl]1,1.000000
166.974710,883.049988,2298286.000000,StdMix1_81;M-H;[12C]3[1H]4[16O]6[31P]1,0.995000
169.013894,519.312988,2000656.375000,StdMix1_64;M-H;[12C]7[1H]5[16O]5,1.000000
353.048582,305.442993,1805386.000000,StdMix1_57;M-H;[12C]19[1H]13[16O]5[32S]1,1.000000
347.039407,900.257996,1582566.625000,StdMix1_76;M-H;[12C]10[1H]12[14N]4[16O]8[31P]1,1.000000
287.088259,422.192993,1531838.125000,StdMix1_56;M+FA-H;[12C]11[1H]15[14N]2[16O]7,1.000000
289.067526,545.872986,1529423.500000,StdMix1_65;M+FA-H;[12C]10[1H]13[14N]2[16O]8,1.000000
115.003484,378.536011,1177776.875000,StdMix1_53;M-H;[12C]4[1H]3[16O]4,1.000000
243.061944,545.872986,1133357.000000,StdMix1_65;M-H;[12C]9[1H]11[14N]2[16O]6,1.000000
167.034589,405.542999,1121467.250000,StdMix1_55;M-H;[12C]8[1H]7[16O]4,1.000000
273.072654,469.804993,1120789.875000,StdMix1_61;M+FA-H;[12C]10[1H]13[14N]2[16O]7,1.000000
379.082401,794.765991,910839.875000,StdMix1_87;M+Cl;[12C]12[1H]22[16O]11[37Cl]1,1.000000
165.040069,570.432983,902320.687500,StdMix1_86;M+FA-H;[12C]5[1H]9[16O]6,0.965000
173.008698,535.666016,875439.250000,StdMix1_63;M+Na-2H;[12C]5[1H]2[14N]4[16O]2[23Na]1,0.965000
302.100603,1184.300049,854531.625000,StdMix1_39;M+FA-H;[12C]9[1H]21[14N]1[16O]8[31P]1,1.000000
124.007072,973.823975,846713.937500,StdMix1_24;M-H;[12C]2[1H]6[14N]1[16O]3[32S]1,0.995000
